                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  256, n  128, alignment  0/ 0:	16.184	11.0607	10.4189	14.439	15.6359
Length   64, n  128, alignment  4/ 0:	16.1267	14.1161	13.2616	16.027	16.2679
Length  256, n  128, alignment  4/ 0:	16.4539	13.4696	12.6967	18.6544	16.293
Length  128, n  256, alignment  0/ 0:	19.8079	16.2675	15.9397	23.5465	19.1899
Length  512, n  256, alignment  0/ 0:	18.8489	15.5017	15.0926	18.8145	18.4875
Length  128, n  256, alignment  3/ 2:	20.7731	17.5116	16.5847	24.0144	21.2466
Length  512, n  256, alignment  3/ 2:	24.1324	20.9866	20.6789	23.4874	24.8045
Length  256, n  512, alignment  0/ 0:	28.0832	23.9538	23.1756	28.9788	27.5385
Length 1024, n  512, alignment  0/ 0:	30.695	19.7493	19.6813	29.6775	29.9588
Length  256, n  512, alignment  2/ 4:	30.5545	26.8567	26.2574	30.7852	29.737
Length 1024, n  512, alignment  2/ 4:	32.6986	26.3344	26.6849	34.0371	32.9311
Length  512, n 1024, alignment  0/ 0:	44.0049	30.4414	29.3928	44.9799	46.0897
Length 2048, n 1024, alignment  0/ 0:	47.1857	28.3154	29.793	52.0625	47.9955
Length  512, n 1024, alignment  1/ 6:	51.1473	32.7261	29.2427	45.4973	50.9729
Length 2048, n 1024, alignment  1/ 6:	53.935	40.6816	36.1155	55.2152	55.3774
