                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.8646	23.1402	22.8705	21.0915	24.3512
Length    4/   4, alignment  0/ 0, N    2:	24.3926	22.8696	22.9804	21.0734	24.7033
Length    4/   4, alignment  4/ 0, N    2:	24.6754	22.8708	23.0872	21.116	24.2035
Length    8/   8, alignment  0/ 0, N    2:	24.6729	22.9607	23.0894	20.7842	23.7238
Length    8/   8, alignment  0/ 0, N    2:	23.7533	22.3514	22.3499	20.5947	23.7426
Length   16/  16, alignment  0/ 0, N    2:	24.2214	22.3491	22.564	21.1297	23.722
Length   16/  16, alignment  7/ 2, N    2:	23.9358	22.5331	22.6682	22.5504	23.9653
Length   16/   4, alignment  0/ 0, N    2:	24.2247	22.3492	22.5711	20.0419	23.5166
Length   16/   4, alignment  7/ 2, N    2:	23.7552	21.8528	21.8533	19.9825	23.1169
Length   32/  32, alignment  0/ 0, N    2:	23.88	23.1596	22.4785	20.6063	25.4177
Length   32/  32, alignment  6/ 4, N    2:	72.9313	23.4788	24.1662	22.4588	25.4219
Length   32/   8, alignment  0/ 0, N    2:	24.1443	21.713	22.0029	20.0039	23.7904
Length   32/   8, alignment  6/ 4, N    2:	23.9104	21.2293	22.2823	20.4994	24.1146
Length   64/  64, alignment  0/ 0, N    2:	24.3551	22.3517	22.9914	21.2325	24.3058
Length   64/  64, alignment  5/ 6, N    2:	23.9774	21.8541	22.4781	20.7605	24.3814
Length   64/  16, alignment  0/ 0, N    2:	23.5055	21.5419	22.4356	21.1109	23.6395
Length   64/  16, alignment  5/ 6, N    2:	24.0879	22.0319	22.3751	22.5344	24.0118
Length  128/ 128, alignment  0/ 0, N    2:	24.4594	22.4046	23.5391	21.0879	24.7068
Length  128/ 128, alignment  4/ 0, N    2:	24.3381	22.4002	23.3754	22.0527	24.4174
Length  128/  32, alignment  0/ 0, N    2:	24.4215	22.3505	22.9911	21.0744	24.3716
Length  128/  32, alignment  4/ 0, N    2:	24.3424	22.3492	22.9904	21.3416	24.3295
Length  256/ 256, alignment  0/ 0, N    2:	27.2895	22.353	22.9905	22.0083	30.56
Length  256/ 256, alignment  3/ 2, N    2:	28.2192	22.3533	22.9893	21.2918	27.2875
Length  256/  64, alignment  0/ 0, N    2:	24.453	22.4893	23.761	21.8303	25.075
Length  256/  64, alignment  3/ 2, N    2:	24.9263	23.4172	23.5245	21.7266	24.9773
Length  512/ 512, alignment  0/ 0, N    2:	28.199	22.8733	23.366	24.4546	27.5907
Length  512/ 512, alignment  2/ 4, N    2:	27.6155	23.3298	23.8449	24.9851	28.084
Length  512/ 128, alignment  0/ 0, N    2:	24.9301	22.8729	23.9908	21.5692	24.9937
Length  512/ 128, alignment  2/ 4, N    2:	24.9874	22.9244	23.5391	21.5681	24.9978
Length 1024/1024, alignment  0/ 0, N    2:	30.7651	26.6829	27.294	36.6764	28.2106
Length 1024/1024, alignment  1/ 6, N    2:	28.2657	27.2425	27.446	38.3657	28.9578
Length 1024/ 256, alignment  0/ 0, N    2:	28.5764	23.4174	24.2646	22.0804	29.3208
Length 1024/ 256, alignment  1/ 6, N    2:	28.8943	23.4162	24.0837	22.0787	28.9038
Length   16/   1, alignment  1/ 2, N    2:	24.857	23.4159	23.4182	21.4265	25.0525
Length   16/   1, alignment  2/ 1, N    2:	24.7745	24.0139	23.4149	21.4607	24.9591
Length   16/  10, alignment  1/ 1, N    2:	25.1401	23.4677	23.1196	20.9825	24.6129
Length   32/   1, alignment  2/ 4, N    2:	24.3617	22.2168	22.8744	20.963	24.4463
Length   32/   1, alignment  4/ 2, N    2:	24.2544	21.7115	22.3514	20.4349	24.0417
Length   32/  10, alignment  2/ 2, N    2:	24.0607	21.7114	22.6757	20.9301	24.5305
Length   64/   1, alignment  3/ 6, N    2:	24.5064	22.1604	22.3766	20.454	23.7608
Length   64/   1, alignment  6/ 3, N    2:	23.915	23.4533	22.3502	20.4362	23.9939
Length   64/  10, alignment  3/ 3, N    2:	23.6294	21.5778	21.8531	20.0142	23.2595
Length  128/   1, alignment  4/ 0, N    2:	23.4622	22.3495	22.3529	20.4335	23.7224
Length  128/   1, alignment  0/ 4, N    2:	23.1058	21.3844	21.8532	20.0396	23.3915
Length  128/  10, alignment  4/ 4, N    2:	23.2412	21.2337	21.8534	20.0508	23.2633
Length  256/   1, alignment  5/ 2, N    2:	23.3968	21.8536	21.8552	19.9799	23.1042
Length  256/   1, alignment  2/ 5, N    2:	23.1173	21.7907	22.8312	20.05	23.1058
Length  256/  10, alignment  5/ 5, N    2:	23.4363	21.3336	21.8541	20.1558	23.8125
Length  512/   1, alignment  6/ 4, N    2:	24.1684	21.7115	22.3514	20.434	23.6454
Length  512/   1, alignment  4/ 6, N    2:	24.3165	21.8184	23.348	20.4696	23.4976
Length  512/  10, alignment  6/ 6, N    2:	23.8152	21.2327	21.8554	20.0552	23.4903
Length 1024/   1, alignment  7/ 6, N    2:	23.7171	21.4373	21.8533	20.0237	23.7854
Length 1024/   1, alignment  6/ 7, N    2:	23.5129	21.6892	23.3051	20.4562	24.1829
Length 1024/  10, alignment  7/ 7, N    2:	24.2413	21.7112	22.3508	20.2413	23.7809
Length    2/   2, alignment  0/ 2, N    8:	23.1079	21.5444	22.3026	20.5923	24.2574
Length    4/   4, alignment  0/ 0, N    8:	23.7374	21.7143	23.2042	20.8142	23.7096
Length    4/   4, alignment  4/ 0, N    8:	23.8245	21.7123	22.4771	20.5809	23.8731
Length    8/   8, alignment  0/ 0, N    8:	23.7287	21.8865	22.3904	20.121	23.2099
Length    8/   8, alignment  0/ 0, N    8:	23.1989	21.3979	22.3135	20.8391	23.2915
Length   16/  16, alignment  0/ 0, N    8:	23.5236	21.3979	21.8549	20.6449	23.3174
Length   16/  16, alignment  7/ 2, N    8:	23.2336	21.3981	21.8536	21.2808	23.7907
Length   16/   4, alignment  0/ 0, N    8:	23.7893	21.8838	22.3502	21.4392	23.7671
Length   16/   4, alignment  7/ 2, N    8:	23.4236	21.23	21.8533	19.9821	23.4966
Length   32/  32, alignment  0/ 0, N    8:	23.7684	22.2588	22.4914	20.6096	23.8053
Length   32/  32, alignment  6/ 4, N    8:	23.9366	22.3925	23.097	21.1829	24.4638
Length   32/   8, alignment  0/ 0, N    8:	23.6755	21.7151	22.352	20.4664	23.6657
Length   32/   8, alignment  6/ 4, N    8:	23.4079	21.2298	21.8545	19.9995	23.2177
Length   64/  64, alignment  0/ 0, N    8:	23.8953	22.0702	23.1527	21.288	24.3355
Length   64/  64, alignment  5/ 6, N    8:	24.3326	22.3498	22.9911	21.1939	24.2954
Length   64/  16, alignment  0/ 0, N    8:	23.5675	21.2302	21.8538	20.9081	23.7495
Length   64/  16, alignment  5/ 6, N    8:	23.8217	21.7131	22.3494	21.3404	23.8652
Length  128/ 128, alignment  0/ 0, N    8:	24.3965	22.0711	22.4822	20.6235	23.8884
Length  128/ 128, alignment  4/ 0, N    8:	24.4101	22.3495	22.9908	21.08	24.3666
Length  128/  32, alignment  0/ 0, N    8:	24.3314	22.7928	23.0962	21.1464	24.3232
