                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.016	23.4179	23.4171	21.6067	24.187
Length    4/   4, alignment  0/ 0, N    2:	24.5226	22.8701	23.197	21.4626	24.6002
Length    4/   4, alignment  4/ 0, N    2:	24.7888	22.8684	23.5238	21.0436	24.2215
Length    8/   8, alignment  0/ 0, N    2:	24.32	22.351	22.6699	20.625	23.9345
Length    8/   8, alignment  0/ 0, N    2:	24.1615	22.3491	22.6708	20.7216	23.9114
Length   16/  16, alignment  0/ 0, N    2:	24.2966	22.3515	22.4554	21.1122	24.3447
Length   16/  16, alignment  7/ 2, N    2:	23.8256	22.3508	22.3512	22.5465	23.7245
Length   16/   4, alignment  0/ 0, N    2:	24.6544	22.9608	23.3451	20.2273	23.4696
Length   16/   4, alignment  7/ 2, N    2:	23.3911	21.8528	21.8536	19.9824	23.1195
Length   32/  32, alignment  0/ 0, N    2:	23.9075	21.856	22.4798	20.6084	23.7768
Length   32/  32, alignment  6/ 4, N    2:	23.9769	63.3109	22.4802	20.6043	24.6329
Length   32/   8, alignment  0/ 0, N    2:	23.7647	21.5423	21.8553	19.9868	23.5593
Length   32/   8, alignment  6/ 4, N    2:	23.3129	22.5227	21.8789	20.0127	23.3262
Length   64/  64, alignment  0/ 0, N    2:	23.8585	21.961	24.3075	20.7753	23.8604
Length   64/  64, alignment  5/ 6, N    2:	23.8554	21.9923	22.4769	20.7314	23.8573
Length   64/  16, alignment  0/ 0, N    2:	23.6732	21.4949	22.3743	21.1136	23.9255
Length   64/  16, alignment  5/ 6, N    2:	24.2146	21.7134	22.7493	22.5289	23.8216
Length  128/ 128, alignment  0/ 0, N    2:	24.6494	22.3695	22.9896	21.1027	24.4509
Length  128/ 128, alignment  4/ 0, N    2:	24.3669	22.3993	23.3966	21.096	24.781
Length  128/  32, alignment  0/ 0, N    2:	25.1123	22.4714	22.8943	20.6449	24.2244
Length  128/  32, alignment  4/ 0, N    2:	24.3795	22.3887	22.9879	21.0732	24.3213
Length  256/ 256, alignment  0/ 0, N    2:	27.2776	22.3536	22.9905	21.0765	27.6431
Length  256/ 256, alignment  3/ 2, N    2:	27.5911	23.9602	23.1468	21.0758	27.2742
Length  256/  64, alignment  0/ 0, N    2:	24.605	22.5352	22.9899	21.192	24.3256
Length  256/  64, alignment  3/ 2, N    2:	24.4091	22.6709	23.9633	21.1851	24.3842
Length  512/ 512, alignment  0/ 0, N    2:	28.2582	22.3546	22.9918	24.5156	27.4312
Length  512/ 512, alignment  2/ 4, N    2:	27.4808	22.3531	22.9884	24.4319	28.3147
Length  512/ 128, alignment  0/ 0, N    2:	24.9998	22.9228	23.9947	21.571	25.881
Length  512/ 128, alignment  2/ 4, N    2:	25.4139	22.9257	23.5245	21.5814	25.0108
Length 1024/1024, alignment  0/ 0, N    2:	30.5249	26.5603	27.3463	36.7023	30.4585
Length 1024/1024, alignment  1/ 6, N    2:	31.735	27.7949	28.056	37.6353	31.2395
Length 1024/ 256, alignment  0/ 0, N    2:	28.9173	23.4167	24.0865	22.4208	29.3027
Length 1024/ 256, alignment  1/ 6, N    2:	28.9431	23.4153	24.0848	22.0801	28.9883
Length   16/   1, alignment  1/ 2, N    2:	24.9046	23.4164	24.0377	21.4398	25.1511
Length   16/   1, alignment  2/ 1, N    2:	25.2213	23.4138	23.4159	21.4741	24.9894
Length   16/  10, alignment  1/ 1, N    2:	25.2316	23.4145	23.1888	21.0105	24.6517
Length   32/   1, alignment  2/ 4, N    2:	24.2198	22.3265	22.8962	20.9644	24.5445
Length   32/   1, alignment  4/ 2, N    2:	24.4178	22.2168	23.609	20.9098	23.8627
Length   32/  10, alignment  2/ 2, N    2:	23.9581	21.7123	22.3497	20.5064	25.0063
Length   64/   1, alignment  3/ 6, N    2:	24.1567	21.7119	22.3526	20.4541	24.8514
Length   64/   1, alignment  6/ 3, N    2:	23.6323	21.7124	22.3503	20.435	24.1487
Length   64/  10, alignment  3/ 3, N    2:	23.8976	21.713	22.3739	20.5033	25.1387
Length  128/   1, alignment  4/ 0, N    2:	24.092	21.7128	22.3527	20.4335	23.6283
Length  128/   1, alignment  0/ 4, N    2:	23.4667	21.3334	21.8535	20.0471	23.5493
Length  128/  10, alignment  4/ 4, N    2:	23.6266	21.2292	21.8544	20.0419	24.6414
Length  256/   1, alignment  5/ 2, N    2:	23.1614	21.2305	21.8537	19.9816	23.5232
Length  256/   1, alignment  2/ 5, N    2:	23.1034	21.5412	21.8532	20.0148	23.6489
Length  256/  10, alignment  5/ 5, N    2:	23.5233	21.2292	21.8546	20.013	24.5446
Length  512/   1, alignment  6/ 4, N    2:	24.2424	21.5172	22.0627	19.9815	23.541
Length  512/   1, alignment  4/ 6, N    2:	23.6581	21.8466	22.3498	20.5004	24.2161
Length  512/  10, alignment  6/ 6, N    2:	24.1507	22.0301	22.2414	20.0124	24.0212
Length 1024/   1, alignment  7/ 6, N    2:	24.218	21.2295	21.8538	20.0342	23.4868
Length 1024/   1, alignment  6/ 7, N    2:	23.2853	21.3332	21.8785	20.0426	23.2803
Length 1024/  10, alignment  7/ 7, N    2:	23.1969	21.3334	21.8785	20.0528	23.7061
Length    2/   2, alignment  0/ 2, N    8:	24.7321	21.5439	22.1693	20.1227	23.415
Length    4/   4, alignment  0/ 0, N    8:	23.2661	21.2303	22.1664	20.1042	23.2453
Length    4/   4, alignment  4/ 0, N    8:	23.4023	21.2299	22.0088	20.1204	23.3415
Length    8/   8, alignment  0/ 0, N    8:	23.2297	21.3994	21.8556	20.6189	23.7436
Length    8/   8, alignment  0/ 0, N    8:	23.7491	21.8836	22.3509	20.5811	23.726
Length   16/  16, alignment  0/ 0, N    8:	23.6924	21.8839	22.3517	21.136	23.6664
Length   16/  16, alignment  7/ 2, N    8:	24.2756	21.8854	22.3515	21.3047	23.7506
Length   16/   4, alignment  0/ 0, N    8:	23.7581	21.8842	22.3499	20.4592	23.7607
Length   16/   4, alignment  7/ 2, N    8:	23.842	21.7124	22.3495	20.3738	23.8479
Length   32/  32, alignment  0/ 0, N    8:	23.7646	22.3511	22.8722	20.6068	23.7796
Length   32/  32, alignment  6/ 4, N    8:	23.8709	22.2028	22.583	20.7097	23.8853
