                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   32/  10, alignment  2/ 2:	23.2519	22.3496	23.0126	22.0206	30.8503
Length   64/   1, alignment  3/ 6:	27.931	25.6379	26.59	24.9918	28.3448
Length   64/   1, alignment  6/ 3:	26.6698	26.3782	27.0226	25.1709	20.3319
Length   64/  10, alignment  3/ 3:	27.7746	25.6252	26.5707	25.0298	37.3896
Length   64/  10, alignment  3/ 3:	27.8837	25.624	26.4911	24.9938	37.3891
Length  128/   1, alignment  4/ 0:	30.5922	30.2951	30.6818	30.2773	34.2124
Length  128/   1, alignment  0/ 4:	28.5413	27.6788	28.5279	28.0213	35.0899
Length  128/  10, alignment  4/ 4:	30.6201	29.7422	29.5164	29.0827	53.0676
Length  128/  10, alignment  4/ 4:	29.7438	29.2559	29.539	29.4857	53.2467
Length  256/   1, alignment  5/ 2:	32.0777	31.5996	32.3996	33.6035	57.7106
Length  256/   1, alignment  2/ 5:	35.542	35.0143	34.8285	35.7487	78.7947
Length  256/  10, alignment  5/ 5:	34.9537	34.2076	34.9254	35.5216	90.3689
Length  256/  10, alignment  5/ 5:	34.9297	34.1423	34.6918	34.8143	89.6634
Length  512/   1, alignment  6/ 4:	41.368	40.3469	41.1501	49.5414	106.948
Length  512/   1, alignment  4/ 6:	44.5378	43.0623	42.8311	51.9526	141.747
Length  512/  10, alignment  6/ 6:	45.6471	42.5529	43.1863	52.0156	164.324
Length  512/  10, alignment  6/ 6:	45.5713	42.2827	43.272	52.1569	164.839
Length 1024/   1, alignment  7/ 6:	41.2221	39.4488	40.3393	57.0381	228.826
Length 1024/   1, alignment  6/ 7:	61.716	60.7156	61.7684	69.791	289.047
Length 1024/  10, alignment  7/ 7:	61.9871	61.0041	61.8803	64.7999	353.162
Length 1024/  10, alignment  7/ 7:	59.9701	60.8591	61.1265	69.4479	344.916
