                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.6464	22.0229	22.6776	20.2203	12.9804
Length    0/   0, alignment  0/ 0:	22.3501	21.0728	22.0076	19.8739	13.0771
Length    0/   0, alignment  0/ 0:	22.3502	21.3432	21.9849	19.8646	24.7769
Length    0/   0, alignment  0/ 0:	23.4295	21.089	22.2221	19.8703	13.2293
Length    1/   1, alignment  0/ 0:	22.3505	21.0726	21.821	19.9458	14.049
Length    1/   1, alignment  0/ 0:	22.8054	21.0735	21.8252	20.0136	14.0488
Length    1/   1, alignment  0/ 1:	22.7378	21.2989	21.9885	19.9133	6.70168
Length    1/   1, alignment  1/ 0:	22.6465	21.073	22.1021	19.9207	14.0488
Length    2/   2, alignment  0/ 0:	22.7265	21.7545	22.3497	20.5757	14.7395
Length    2/   2, alignment  0/ 0:	22.6383	21.7114	22.3499	20.5542	14.9654
Length    2/   2, alignment  0/ 2:	23.0208	21.7109	22.3614	20.5974	9.26126
Length    2/   2, alignment  2/ 0:	22.3495	21.7116	22.3497	20.6015	14.7438
Length    3/   3, alignment  0/ 0:	22.5117	21.0726	21.7454	19.8677	14.8691
Length    3/   3, alignment  0/ 0:	22.5163	21.0947	21.7115	19.9087	14.864
Length    3/   3, alignment  0/ 3:	22.5349	21.2316	21.711	19.868	10.3554
Length    3/   3, alignment  3/ 0:	22.3716	21.0729	21.7111	19.9487	16.6643
Length    4/   4, alignment  0/ 0:	22.5334	21.7547	22.5781	20.5589	16.7655
Length    4/   4, alignment  0/ 0:	23.1549	21.7463	22.578	20.5695	16.7592
Length    4/   4, alignment  0/ 4:	22.5174	21.7111	22.5974	20.5429	14.0496
Length    4/   4, alignment  4/ 0:	22.6803	21.7522	22.5778	20.5528	18.0815
Length    5/   5, alignment  0/ 0:	22.7265	21.7443	22.5782	20.5704	17.647
Length    5/   5, alignment  0/ 0:	22.5908	21.7528	22.5778	20.5926	17.6254
Length    5/   5, alignment  0/ 5:	22.5129	21.7137	22.603	20.5825	15.3633
Length    5/   5, alignment  5/ 0:	22.7101	21.7593	22.5781	20.6072	18.1678
Length    6/   6, alignment  0/ 0:	23.2041	21.7496	22.5777	20.5292	18.2056
Length    6/   6, alignment  0/ 0:	22.9948	21.7459	22.5779	20.5948	18.2509
Length    6/   6, alignment  0/ 6:	22.5097	21.712	22.5955	20.551	17.3905
Length    6/   6, alignment  6/ 0:	22.5033	21.7419	22.5958	20.5572	18.7863
Length    7/   7, alignment  0/ 0:	23.202	21.7711	22.578	19.9241	17.7871
Length    7/   7, alignment  0/ 0:	22.8594	21.7554	22.5783	19.8885	18.1306
Length    7/   7, alignment  0/ 7:	22.5189	21.7115	22.5782	19.8819	17.9263
Length    7/   7, alignment  7/ 0:	22.5195	21.7137	22.6025	19.8922	18.7537
Length    8/   8, alignment  0/ 0:	22.8039	21.7516	22.4407	20.5298	15.3288
Length    8/   8, alignment  0/ 0:	22.8183	21.7113	22.5877	20.5135	15.3443
Length    8/   8, alignment  0/ 0:	22.7363	21.7117	22.5857	20.5547	15.3257
Length    8/   8, alignment  0/ 0:	22.6993	21.7117	22.5303	20.5115	15.3258
Length    9/   9, alignment  0/ 0:	22.5881	21.7116	22.6186	20.5524	15.3271
Length    9/   9, alignment  0/ 0:	22.6482	21.7293	22.4052	20.5638	15.3275
Length    9/   9, alignment  0/ 1:	22.7111	21.7118	22.6121	20.5931	15.9825
Length    9/   9, alignment  1/ 0:	22.6747	21.7117	22.3935	20.5984	21.2791
Length   10/  10, alignment  0/ 0:	22.8988	21.7711	22.5351	20.5888	16.0588
Length   10/  10, alignment  0/ 0:	22.74	21.7318	22.4073	20.5704	16.0073
Length   10/  10, alignment  0/ 2:	22.675	21.7109	22.6104	20.5569	16.6173
Length   10/  10, alignment  2/ 0:	22.8019	21.7115	22.4419	20.5584	20.931
Length   11/  11, alignment  0/ 0:	22.7415	21.7115	22.4845	20.5509	16.6278
Length   11/  11, alignment  0/ 0:	22.9672	21.7473	22.7062	20.4809	16.6491
Length   11/  11, alignment  0/ 3:	22.7324	21.7353	22.3497	20.5485	17.3485
Length   11/  11, alignment  3/ 0:	22.8886	21.7114	22.3934	20.4772	20.8405
Length   12/  12, alignment  0/ 0:	22.69	21.7115	22.6236	20.5387	17.4595
Length   12/  12, alignment  0/ 0:	22.6362	21.711	22.6645	20.5434	17.3698
Length   12/  12, alignment  0/ 4:	22.6207	21.7349	22.6194	20.5208	16.6041
Length   12/  12, alignment  4/ 0:	22.8881	21.7117	22.5913	20.5562	18.6459
Length   13/  13, alignment  0/ 0:	22.7286	21.7114	22.4892	20.5605	18.129
Length   13/  13, alignment  0/ 0:	22.7689	21.7111	22.7688	20.5425	18.1417
Length   13/  13, alignment  0/ 5:	22.6444	21.7303	22.5187	20.4763	17.2424
Length   13/  13, alignment  5/ 0:	22.6233	21.7117	22.5872	20.5404	19.0817
Length   14/  14, alignment  0/ 0:	22.6091	21.7109	22.6511	20.5813	18.8385
Length   14/  14, alignment  0/ 0:	22.6023	21.7118	22.6031	20.5406	30.381
Length   14/  14, alignment  0/ 6:	23.4362	22.026	22.609	20.4986	17.9053
Length   14/  14, alignment  6/ 0:	22.9474	21.711	22.5331	20.5466	19.402
Length   15/  15, alignment  0/ 0:	22.5959	21.711	22.6514	19.9429	18.5428
Length   15/  15, alignment  0/ 0:	22.5847	21.711	22.4514	19.8941	18.4867
Length   15/  15, alignment  0/ 7:	22.6609	21.7453	22.3736	19.8866	18.6573
Length   15/  15, alignment  7/ 0:	22.7016	21.7117	22.6527	19.8915	19.2077
Length   16/  16, alignment  0/ 0:	22.8036	21.7511	22.4123	21.4648	15.9658
Length   16/  16, alignment  7/ 2:	22.6063	21.731	22.4892	21.4678	19.7996
Length   16/   4, alignment  0/ 0:	22.598	22.0562	22.4665	20.5623	17.0631
Length   16/   4, alignment  7/ 2:	22.6532	21.711	22.4101	20.54	17.2612
Length   32/  32, alignment  0/ 0:	24.0011	23.688	23.8783	22.5695	17.882
Length   32/  32, alignment  6/ 4:	27.639	25.8026	26.4483	25.7101	26.0206
Length   32/   8, alignment  0/ 0:	23.4989	22.4561	22.9891	21.8804	17.2748
Length   32/   8, alignment  6/ 4:	23.331	22.3503	22.9881	22.4926	22.3364
Length   64/  64, alignment  0/ 0:	25.0248	24.824	25.2363	23.9389	24.5644
Length   64/  64, alignment  5/ 6:	28.9495	28.2261	28.8618	27.6549	34.3544
Length   64/  16, alignment  0/ 0:	27.8286	27.459	26.5369	24.0751	21.3934
Length   64/  16, alignment  5/ 6:	27.7946	27.7808	28.3517	26.718	32.0363
Length  128/ 128, alignment  0/ 0:	26.1799	25.2535	26.1341	27.7437	44.1722
Length  128/ 128, alignment  4/ 0:	29.2982	27.8182	28.5064	30.2039	51.0037
Length  128/  32, alignment  0/ 0:	26.6167	25.2136	25.7198	27.1779	37.6917
Length  128/  32, alignment  4/ 0:	31.3373	31.0913	31.0684	30.0826	51.2522
Length  256/ 256, alignment  0/ 0:	36.3629	29.5123	30.2503	31.9394	91.2101
Length  256/ 256, alignment  3/ 2:	40.2518	35.3722	37.4035	36.2933	102.121
Length  256/  64, alignment  0/ 0:	30.8195	30.0058	30.5557	31.0193	69.0761
Length  256/  64, alignment  3/ 2:	35.1626	35.0901	35.4372	36.0347	85.0396
Length  512/ 512, alignment  0/ 0:	43.5094	31.9834	34.1426	48.1864	181.089
Length  512/ 512, alignment  2/ 4:	49.1153	43.5199	44.444	52.9563	192.64
Length  512/ 128, alignment  0/ 0:	35.0733	33.3425	33.9319	39.957	121.019
Length  512/ 128, alignment  2/ 4:	44.4609	44.2204	44.4756	52.6669	131.379
Length 1024/1024, alignment  0/ 0:	53.3762	49.9669	55.3504	80.3406	397.455
Length 1024/1024, alignment  1/ 6:	60.4864	59.2015	59.6239	82.5308	412.405
Length 1024/ 256, alignment  0/ 0:	47.0284	40.4468	43.6954	71.6724	258.618
Length 1024/ 256, alignment  1/ 6:	65.8018	60.5732	62.5532	85.2669	272.508
Length   16/   1, alignment  1/ 2:	23.2222	22.2371	22.9799	20.7742	19.4843
Length   16/   1, alignment  2/ 1:	22.635	21.7915	22.4669	20.585	15.9683
Length   16/  10, alignment  1/ 1:	22.6586	21.8154	22.4515	20.5625	28.0677
Length   16/  10, alignment  1/ 1:	22.7243	21.7977	22.4506	20.5601	28.2118
Length   32/   1, alignment  2/ 4:	23.3192	22.3496	23.0063	21.9925	23.4685
Length   32/   1, alignment  4/ 2:	23.4955	22.3765	23.0948	21.8346	16.6177
Length   32/  10, alignment  2/ 2:	23.2673	22.3497	22.9886	22.0019	30.8776
