                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length   16, alignments in bytes  2/ 2:	10.4059	8.74182	8.61328	5.49072	15.1422
Length   16, alignments in bytes  2/ 6:	10.3121	8.74573	8.61108	5.80554	18.4064
Length   16, alignments in bytes  6/ 2:	10.3654	8.74976	8.60156	5.86755	15.3326
Length   16, alignments in bytes  1/ 7:	10.3524	8.74744	8.60718	5.79919	19.0114
Length   16, alignments in bytes  7/ 1:	10.3778	8.80786	8.6084	5.85535	13.6451
Length   16, alignments in bytes  3/ 4:	10.3008	8.80518	8.60242	5.79712	15.5925
Length   16, alignments in bytes  4/ 3:	10.5276	8.81165	8.59473	5.8678	14.7029
Length   16, alignments in bytes  5/ 7:	10.2889	8.83594	8.60498	5.80212	15.0759
Length   16, alignments in bytes  7/ 5:	10.3547	8.79553	8.6178	5.85486	13.9395
Length   20, alignments in bytes  0/ 4:	10.3668	8.99792	8.57593	7.95264	11.4835
Length   20, alignments in bytes  4/ 0:	10.5082	8.87244	8.60352	6.35706	14.0769
Length   20, alignments in bytes  4/ 4:	10.3246	8.75659	8.60571	7.29224	14.3982
Length   20, alignments in bytes  2/ 2:	10.4474	8.76062	8.63232	7.58289	20.0835
Length   20, alignments in bytes  2/ 6:	10.1337	8.58887	8.39282	7.76538	20.0746
Length   20, alignments in bytes  6/ 2:	10.1211	8.53809	8.40417	11.1361	13.2172
Length   20, alignments in bytes  1/ 7:	10.1332	8.60522	8.41162	8.13037	21.432
Length   20, alignments in bytes  7/ 1:	10.7211	8.53906	8.41528	7.27246	12.9885
Length   20, alignments in bytes  3/ 4:	10.0419	8.54016	8.39673	8.20618	18.0834
Length   20, alignments in bytes  4/ 3:	10.0802	8.58264	8.40515	7.45715	13.6085
Length   20, alignments in bytes  5/ 7:	10.3	8.53955	8.39868	8.20813	14.6268
Length   20, alignments in bytes  7/ 5:	10.0939	8.55371	8.40234	7.45081	12.5941
Length   24, alignments in bytes  0/ 4:	10.053	8.59802	8.36926	8.22498	10.8424
Length   24, alignments in bytes  4/ 0:	10.1971	8.61475	8.40735	7.45203	16.2976
Length   24, alignments in bytes  4/ 4:	10.1448	8.57495	8.40088	7.09912	15.3741
Length   24, alignments in bytes  2/ 2:	10.0547	8.54602	8.40613	7.09033	15.4259
Length   24, alignments in bytes  2/ 6:	10.0664	8.59277	8.40039	8.21167	19.3099
Length   24, alignments in bytes  6/ 2:	10.3622	8.55127	8.41602	7.44751	16.0863
Length   24, alignments in bytes  1/ 7:	10.0421	8.55969	8.41797	8.20789	19.8973
Length   24, alignments in bytes  7/ 1:	10.1302	8.56946	8.4082	7.45813	14.5895
Length   24, alignments in bytes  3/ 4:	10.0553	8.54114	8.40405	8.20471	16.8745
Length   24, alignments in bytes  4/ 3:	10.1211	8.55347	8.40369	7.45691	15.2727
Length   24, alignments in bytes  5/ 7:	10.0686	8.58948	8.40247	8.20813	16.1356
Length   24, alignments in bytes  7/ 5:	10.0571	8.54724	8.41064	7.45935	14.7482
Length   28, alignments in bytes  0/ 4:	10.0553	8.23145	8.25171	8.604	12.6469
Length   28, alignments in bytes  4/ 0:	10.1337	8.25745	8.34424	8.18188	15.121
Length   28, alignments in bytes  4/ 4:	10.0537	8.53967	8.41003	7.70349	14.2397
Length   28, alignments in bytes  2/ 2:	10.0812	8.54932	8.42102	7.71912	18.0896
Length   28, alignments in bytes  2/ 6:	10.0544	8.271	8.31433	8.64697	21.6101
Length   28, alignments in bytes  6/ 2:	10.1235	8.22083	8.35767	8.17725	14.4736
Length   28, alignments in bytes  1/ 7:	10.1312	8.26245	8.31165	8.60938	22.2278
Length   28, alignments in bytes  7/ 1:	10.0481	8.85718	8.90967	8.95764	14.3712
Length   28, alignments in bytes  3/ 4:	10.7374	8.55127	8.41003	8.69678	19.2791
Length   28, alignments in bytes  4/ 3:	10.0667	8.5376	8.38977	8.03906	15.0232
Length   28, alignments in bytes  5/ 7:	10.1178	8.57849	8.39502	8.72815	16.0328
Length   28, alignments in bytes  7/ 5:	10.1168	8.57275	8.41113	8.04333	14.1455
Length   32, alignments in bytes  0/ 4:	10.8612	6.87891	7.38159	8.07861	12.4449
Length   32, alignments in bytes  4/ 0:	10.3713	6.69971	7.36426	9.73047	16.8811
Length   32, alignments in bytes  4/ 4:	10.9381	6.70093	7.36108	9.55054	15.8984
Length   32, alignments in bytes  2/ 2:	10.855	6.41931	6.69446	9.57007	16.1755
Length   32, alignments in bytes  2/ 6:	10.8971	8.00146	8.16602	10.0006	21.1709
Length   32, alignments in bytes  6/ 2:	10.9142	6.06848	7.36853	9.98267	16.775
Length   32, alignments in bytes  1/ 7:	10.8025	8.00598	8.17065	8.93359	21.563
Length   32, alignments in bytes  7/ 1:	10.7379	6.69678	6.69373	8.91956	15.4935
Length   32, alignments in bytes  3/ 4:	10.8711	8.00293	8.03162	10.0238	18.7706
Length   32, alignments in bytes  4/ 3:	10.8169	6.03381	6.69104	11.2988	16.0846
Length   32, alignments in bytes  5/ 7:	10.7924	8.02563	7.36621	10.9099	17.2139
Length   32, alignments in bytes  7/ 5:	10.7911	6.0625	7.36694	8.93042	15.6223
Length   36, alignments in bytes  0/ 4:	10.837	9.00476	9.34875	10.5273	14.2085
Length   36, alignments in bytes  4/ 0:	10.6644	7.87622	7.78247	10.4458	16.5524
Length   36, alignments in bytes  4/ 4:	11.119	9.85205	10.281	9.75793	15.4504
Length   36, alignments in bytes  2/ 2:	11.0951	9.60217	10.2827	10.6931	19.9811
Length   36, alignments in bytes  2/ 6:	13.4503	13.3099	13.1907	12.0496	29.5751
Length   36, alignments in bytes  6/ 2:	15.6691	9.60168	10.9785	11.676	19.2307
Length   36, alignments in bytes  1/ 7:	16.0078	12.3162	12.1697	11.2526	26.7693
Length   36, alignments in bytes  7/ 1:	11.1117	6.52563	6.87451	10.5649	15.3696
Length   36, alignments in bytes  3/ 4:	11.0833	12.0624	12.0265	10.2601	21.7583
Length   36, alignments in bytes  4/ 3:	11.1102	10.6998	10.2803	10.5217	16.3965
Length   36, alignments in bytes  5/ 7:	11.0553	13.0276	12.9894	11.1675	18.4347
Length   36, alignments in bytes  7/ 5:	10.8491	9.89685	10.0408	11.2092	16.2257
Length   40, alignments in bytes  0/ 4:	11.3925	9.72461	9.5564	10.6572	13.8811
Length   40, alignments in bytes  4/ 0:	10.4728	10.3488	10.4119	10.8203	17.4109
Length   40, alignments in bytes  4/ 4:	10.8677	10.2733	10.5385	10.4385	16.6539
Length   40, alignments in bytes  2/ 2:	10.8494	10.2682	10.5522	10.4332	19.1243
Length   40, alignments in bytes  2/ 6:	10.7018	12.2842	11.9192	10.3728	23.016
Length   40, alignments in bytes  6/ 2:	10.9062	10.3494	10.4203	11.1827	17.449
Length   40, alignments in bytes  1/ 7:	10.8793	12.2701	11.9026	10.301	23.3563
Length   40, alignments in bytes  7/ 1:	10.8292	10.3673	10.4672	8.93152	16.7134
Length   40, alignments in bytes  3/ 4:	10.7533	11.6531	11.4261	11.1567	22.0734
Length   40, alignments in bytes  4/ 3:	15.3228	10.5118	10.5547	10.6782	20.1011
Length   40, alignments in bytes  5/ 7:	11.0332	12.5747	12.2495	11.428	19.6649
Length   40, alignments in bytes  7/ 5:	11.0869	10.7972	10.6628	9.12073	16.8868
Length   44, alignments in bytes  0/ 4:	10.9886	9.12744	9.00366	10.9371	15.4584
Length   44, alignments in bytes  4/ 0:	10.7032	9.62976	9.65222	8.56384	17.1776
Length   44, alignments in bytes  4/ 4:	11.0399	10.5956	10.8508	8.77222	16.0586
Length   44, alignments in bytes  2/ 2:	11.0532	10.5702	10.6965	10.7028	21.6177
Length   44, alignments in bytes  2/ 6:	11.0886	11.9905	13.0586	10.9397	25.9091
Length   44, alignments in bytes  6/ 2:	11.103	9.6355	9.64282	10.1139	16.6072
Length   44, alignments in bytes  1/ 7:	11.0804	12.5662	12.1464	10.9402	26.3795
Length   44, alignments in bytes  7/ 1:	11.2456	9.57947	9.6366	8.99377	16.2223
Length   44, alignments in bytes  3/ 4:	11.4143	11.7078	11.5607	10.022	23.3499
Length   44, alignments in bytes  4/ 3:	10.7285	10.5067	10.5087	8.52209	16.6415
Length   44, alignments in bytes  5/ 7:	10.7872	11.6598	11.5659	9.97607	19.631
Length   44, alignments in bytes  7/ 5:	10.787	10.5402	10.567	9.71167	16.1465
Length   48, alignments in bytes  0/ 4:	10.7617	9.77441	9.63721	8.6272	15.3618
Length   48, alignments in bytes  4/ 0:	10.3162	10.5116	10.5876	9.71594	18.2579
Length   48, alignments in bytes  4/ 4:	10.9349	10.6666	10.6686	9.77185	17.6792
Length   48, alignments in bytes  2/ 2:	10.7728	10.3711	10.6733	9.92175	19.4214
Length   48, alignments in bytes  2/ 6:	10.8854	12.338	11.8831	10.5525	24.9313
Length   48, alignments in bytes  6/ 2:	10.8104	10.6411	10.4882	10.6741	18.2716
Length   48, alignments in bytes  1/ 7:	11.1327	12.6425	12.183	9.71912	25.7666
Length   48, alignments in bytes  7/ 1:	11.05	10.7668	10.7731	9.9696	17.9683
Length   48, alignments in bytes  3/ 4:	11.1134	11.9941	11.8213	10.101	23.0717
Length   48, alignments in bytes  4/ 3:	11.1177	10.7938	10.9386	10.925	17.9371
Length   48, alignments in bytes  5/ 7:	11.0554	12.6434	12.1827	12.2593	21.8164
Length   48, alignments in bytes  7/ 5:	11.0002	10.7661	10.7711	9.95251	17.4797
Length   52, alignments in bytes  0/ 4:	11.0756	9.73169	9.09827	10.8424	16.9619
Length   52, alignments in bytes  4/ 0:	10.6116	10.5127	10.9264	12.1028	17.9027
Length   52, alignments in bytes  4/ 4:	11.1057	10.9716	10.9664	10.6825	18.1436
Length   52, alignments in bytes  2/ 2:	11.0562	10.8403	10.9241	12.2771	25.4001
Length   52, alignments in bytes  2/ 6:	11.2206	10.2864	11.8417	11.8822	27.9658
Length   52, alignments in bytes  6/ 2:	11.1108	10.9292	10.9349	11.4766	17.3214
Length   52, alignments in bytes  1/ 7:	11.0226	12.6425	12.1959	11.5686	28.3728
Length   52, alignments in bytes  7/ 1:	11.1132	10.9026	10.736	11.4865	17.0544
Length   52, alignments in bytes  3/ 4:	11.1554	11.9934	11.8188	10.0857	25.8059
Length   52, alignments in bytes  4/ 3:	11.1001	10.8646	10.9364	10.9084	17.6101
Length   52, alignments in bytes  5/ 7:	10.9869	11.9965	11.8333	12.1733	21.8412
Length   52, alignments in bytes  7/ 5:	11.0045	10.5638	10.9357	11.6594	17.1802
Length   56, alignments in bytes  0/ 4:	11.131	9.4436	9.07971	11.0348	17.3828
Length   56, alignments in bytes  4/ 0:	10.8082	10.5436	10.9703	12.3352	19.6887
Length   56, alignments in bytes  4/ 4:	11.1132	10.7971	10.9243	11.754	19.4662
Length   56, alignments in bytes  2/ 2:	11.1267	10.8771	10.9939	11.7106	20.9801
Length   56, alignments in bytes  2/ 6:	11.1661	11.9951	11.8303	12.1941	27.4771
Length   56, alignments in bytes  6/ 2:	11.0026	10.5464	10.9236	11.656	18.7623
Length   56, alignments in bytes  1/ 7:	11.0859	11.9939	11.7466	11.6077	27.7324
Length   56, alignments in bytes  7/ 1:	11.1132	10.5347	10.9404	9.97607	18.9332
Length   56, alignments in bytes  3/ 4:	11.1023	11.9941	11.8253	12.3444	25.0839
Length   56, alignments in bytes  4/ 3:	11.0258	10.5292	11.5823	11.6543	18.9851
Length   56, alignments in bytes  5/ 7:	11.057	11.9966	11.8024	12.3531	23.767
Length   56, alignments in bytes  7/ 5:	11.1597	10.5227	10.9104	9.96558	18.3405
Length   60, alignments in bytes  0/ 4:	10.865	9.19983	9.0896	12.3364	18.7902
Length   60, alignments in bytes  4/ 0:	11.1167	10.3179	10.6871	9.53833	19.0961
Length   60, alignments in bytes  4/ 4:	11.7312	11.311	12.1025	9.2074	18.7134
Length   60, alignments in bytes  2/ 2:	11.1055	10.6355	10.973	12.098	24.038
Length   60, alignments in bytes  2/ 6:	10.8887	11.998	11.8542	12.3354	29.8308
Length   60, alignments in bytes  6/ 2:	11.1741	10.3154	10.9	12.3574	18.045
Length   60, alignments in bytes  1/ 7:	10.9698	11.9952	11.8499	12.3392	30.3224
Length   60, alignments in bytes  7/ 1:	11.2563	10.2881	10.7079	10.504	17.7546
Length   60, alignments in bytes  3/ 4:	11.1418	11.9978	11.8644	10.0985	27.7606
Length   60, alignments in bytes  4/ 3:	11.1519	11.1002	12.037	9.63049	18.8297
Length   60, alignments in bytes  5/ 7:	11.7535	11.1899	13.0243	10.826	23.79
Length   60, alignments in bytes  7/ 5:	11.7322	11.0983	12.0941	10.5664	17.6598
Length   64, alignments in bytes  0/ 4:	14.6031	9.302	8.91528	9.604	19.2902
Length   64, alignments in bytes  4/ 0:	13.8519	10.2817	10.3057	10.4047	21.1813
Length   64, alignments in bytes  4/ 4:	14.6771	12.5635	13.5909	11.1777	20.9364
Length   64, alignments in bytes  2/ 2:	14.6714	10.1241	10.1012	11.7472	21.9781
Length   64, alignments in bytes  2/ 6:	14.6017	10.4125	10.499	11.803	28.8879
Length   64, alignments in bytes  6/ 2:	15.4987	10.0321	10.1498	11.7126	19.8287
Length   64, alignments in bytes  1/ 7:	14.5521	9.78271	9.33643	10.2278	29.3013
Length   64, alignments in bytes  7/ 1:	14.7806	10.0314	10.144	10.3041	18.8645
Length   64, alignments in bytes  3/ 4:	14.5558	10.2072	10.1753	10.7189	26.5752
Length   64, alignments in bytes  4/ 3:	14.7568	12.2384	12.7303	12.0249	19.861
Length   64, alignments in bytes  5/ 7:	14.5892	13.5355	14.067	12.149	25.1552
Length   64, alignments in bytes  7/ 5:	14.6743	11.4062	11.426	10.304	19.4156
Length   68, alignments in bytes  0/ 4:	14.3118	11.7332	11.9825	11.5035	20.5084
Length   68, alignments in bytes  4/ 0:	13.6216	12.1678	12.2706	11.7828	20.1191
Length   68, alignments in bytes  4/ 4:	14.3318	11.9238	12.6899	10.9125	19.8594
Length   68, alignments in bytes  2/ 2:	14.313	11.9055	11.8978	12.0521	24.1851
Length   68, alignments in bytes  2/ 6:	14.6193	13.3192	13.4429	11.5992	30.9204
Length   68, alignments in bytes  6/ 2:	14.6979	12.6442	12.6355	12.335	19.5342
Length   68, alignments in bytes  1/ 7:	14.9286	12.7814	12.8536	11.9995	32.2294
Length   68, alignments in bytes  7/ 1:	15.0994	12.1392	12.2437	12.3397	18.827
Length   68, alignments in bytes  3/ 4:	15.5762	13.4308	13.7516	11.0183	29.7572
Length   68, alignments in bytes  4/ 3:	15.0663	12.2314	12.8942	12.3295	20.5132
Length   68, alignments in bytes  5/ 7:	15.0068	14.05	14.3871	12.4463	25.9707
Length   68, alignments in bytes  7/ 5:	16.1851	12.2075	12.8872	12.6788	18.8047
Length   72, alignments in bytes  0/ 4:	14.6801	11.7239	12.0146	11.8607	21.2427
Length   72, alignments in bytes  4/ 0:	13.9435	11.8867	12.131	12.6813	22.7382
Length   72, alignments in bytes  4/ 4:	14.6454	12.0514	11.953	12.3445	26.0533
Length   72, alignments in bytes  2/ 2:	14.66	12.1061	11.7437	12.335	27.4448
Length   72, alignments in bytes  2/ 6:	14.9739	13.3342	13.4091	12.285	31.4503
Length   72, alignments in bytes  6/ 2:	15.0802	11.8831	12.1085	12.6801	21.6234
Length   72, alignments in bytes  1/ 7:	14.9895	13.3383	13.4099	12.1664	31.9574
Length   72, alignments in bytes  7/ 1:	15.0703	11.8618	12.0813	10.5543	20.5842
Length   72, alignments in bytes  3/ 4:	14.9866	12.3907	13.2239	12.4446	29.4642
Length   72, alignments in bytes  4/ 3:	15.0529	12.1093	12.1823	12.6805	21.8766
Length   72, alignments in bytes  5/ 7:	14.9863	12.3575	13.2455	12.34	27.627
Length   72, alignments in bytes  7/ 5:	15.0731	11.8224	12.1268	10.5503	20.312
Length   76, alignments in bytes  0/ 4:	14.6917	11.629	11.1974	12.0742	23.0046
Length   76, alignments in bytes  4/ 0:	13.9454	12.4484	13.174	10.3936	22.0654
Length   76, alignments in bytes  4/ 4:	14.6693	12.1864	13.1755	10.1683	21.9241
Length   76, alignments in bytes  2/ 2:	14.6737	11.9768	11.8607	12.3464	26.2471
Length   76, alignments in bytes  2/ 6:	15.0179	12.3577	12.938	12.1483	34.0605
Length   76, alignments in bytes  6/ 2:	15.0981	12.4872	12.6696	12.4592	20.4391
Length   76, alignments in bytes  1/ 7:	14.9908	12.3516	12.8927	12.0905	34.2491
Length   76, alignments in bytes  7/ 1:	15.0549	12.483	12.849	10.9567	19.9144
Length   76, alignments in bytes  3/ 4:	14.9764	12.438	13.2255	10.9778	31.9321
Length   76, alignments in bytes  4/ 3:	15.0922	12.2386	13.2383	10.4133	21.9053
Length   76, alignments in bytes  5/ 7:	14.9526	14.0358	14.3853	12.1216	27.9218
Length   76, alignments in bytes  7/ 5:	15.1105	12.2345	13.2649	11.4478	19.8672
Length   80, alignments in bytes  0/ 4:	14.6597	11.6627	11.9152	10.5728	23.0806
Length   80, alignments in bytes  4/ 0:	13.9508	12.2208	13.2533	11.3219	24.2063
Length   80, alignments in bytes  4/ 4:	14.6649	12.3085	11.7577	11.528	26.7401
Length   80, alignments in bytes  2/ 2:	14.6711	12.3103	11.7373	11.9991	25.545
Length   80, alignments in bytes  2/ 6:	14.9818	13.3339	13.399	12.7371	33.6306
Length   80, alignments in bytes  6/ 2:	15.0853	12.2218	13.2308	12.2377	23.0157
Length   80, alignments in bytes  1/ 7:	15.0143	13.3337	13.4197	11.7074	33.9192
Length   80, alignments in bytes  7/ 1:	15.082	12.2198	13.2407	11.4631	21.538
Length   80, alignments in bytes  3/ 4:	14.938	12.5417	13.2454	11.3372	31.5883
Length   80, alignments in bytes  4/ 3:	15.0697	12.3292	12.0026	13.2283	23.4138
Length   80, alignments in bytes  5/ 7:	14.9589	12.5363	13.246	12.8942	29.5664
Length   80, alignments in bytes  7/ 5:	15.0613	12.2271	13.234	11.4308	21.5684
Length   84, alignments in bytes  0/ 4:	14.662	11.642	11.1445	12.3352	25.0403
