                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n    8, alignment  6/ 5:	11.3568	7.49259	8.21283	6.24388	10.4188
Length    8, n   16, alignment  5/ 6:	13.4585	10.5912	10.5876	10.7109	14.1042
Length   16, n    8, alignment  6/ 5:	12.2872	8.22366	8.93143	6.8531	11.1063
Length   16, n   16, alignment  4/ 4:	12.6764	7.54951	8.22368	6.85294	11.1504
Length   16, n   16, alignment  4/ 4:	12.7054	7.54348	8.22359	6.853	11.167
Length   16, n   16, alignment  4/ 0:	12.3585	7.67394	8.4292	6.88241	11.1645
Length   16, n   16, alignment  0/ 4:	12.7449	7.53824	8.42296	6.94424	11.4555
Length   16, n   32, alignment  4/ 0:	14.7262	10.7649	11.7277	11.6547	14.405
Length   32, n   16, alignment  0/ 4:	12.6267	6.85312	6.85777	6.85302	11.2346
Length   16, n   32, alignment  4/ 0:	14.525	10.7566	11.6502	11.6549	14.278
Length   32, n   16, alignment  0/ 4:	12.3405	6.85315	7.02195	6.90409	11.548
Length   16, n   16, alignment  5/ 5:	12.889	7.72637	8.22829	6.8529	11.1982
Length   16, n   16, alignment  5/ 5:	12.8152	7.73151	8.27889	6.85291	11.1485
Length   16, n   16, alignment  5/ 2:	12.8653	7.69062	8.22355	6.8529	11.2241
Length   16, n   16, alignment  2/ 5:	13.3087	7.58512	8.22362	11.7445	12.372
Length   32, n   64, alignment  3/ 2:	18.384	9.76087	10.2794	13.5225	18.6326
Length   64, n   32, alignment  2/ 3:	11.5462	7.76585	7.72686	7.72582	11.2125
Length   32, n   64, alignment  3/ 2:	17.3531	9.87366	10.5521	13.6511	16.828
Length   64, n   32, alignment  2/ 3:	11.3882	7.67599	7.54803	7.70275	11.2342
Length   16, n   16, alignment  6/ 6:	12.9392	7.69767	8.25901	7.02429	11.1527
Length   16, n   16, alignment  6/ 6:	12.86	7.56537	8.22884	6.85293	11.26
Length   16, n   16, alignment  6/ 4:	12.8347	7.77163	8.25654	6.85289	11.077
Length   16, n   16, alignment  4/ 6:	12.9561	7.74933	8.42914	6.96781	11.1351
Length   64, n  128, alignment  2/ 4:	16.2629	14.9304	13.8125	16.3983	16.1382
Length  128, n   64, alignment  4/ 2:	14.0125	9.48626	10.5507	12.0207	14.1376
Length   64, n  128, alignment  2/ 4:	16.5563	14.9846	14.1328	16.2793	16.5357
Length  128, n   64, alignment  4/ 2:	14.0729	9.15219	10.4049	11.9989	14.1153
Length   16, n   16, alignment  7/ 7:	12.7976	7.72671	8.42938	6.88057	11.3561
Length   16, n   16, alignment  7/ 7:	12.9014	7.53824	8.22832	6.8529	11.152
Length   16, n   16, alignment  7/ 6:	12.6383	7.68486	8.25507	7.02422	11.2739
Length   16, n   16, alignment  6/ 7:	12.9253	7.6053	8.42739	6.85294	11.2922
Length  128, n  256, alignment  1/ 6:	20.1953	18.3258	17.456	25.018	20.4519
Length  256, n  128, alignment  6/ 1:	16.9873	13.9243	13.0154	19.7569	17.0869
Length  128, n  256, alignment  1/ 6:	21.6872	18.2501	17.3278	24.8697	21.0696
Length  256, n  128, alignment  6/ 1:	16.9482	13.9055	13.0656	19.8264	17.23
Length    8, n   16, alignment  0/ 0:	14.6234	11.2391	11.2444	11.0869	13.9203
Length   32, n   16, alignment  0/ 0:	12.7395	6.99285	6.93068	7.0284	11.1552
Length    8, n   16, alignment  7/ 2:	14.568	11.55	11.4781	10.9647	14.2035
Length   32, n   16, alignment  7/ 2:	12.6478	7.54327	7.53846	6.85957	11.1356
Length   16, n   32, alignment  0/ 0:	14.0937	10.0152	11.948	11.7375	14.1192
Length   64, n   32, alignment  0/ 0:	11.3235	7.54295	7.67005	7.563	11.1739
Length   16, n   32, alignment  6/ 4:	14.5993	10.8174	11.7352	11.6501	14.1418
Length   64, n   32, alignment  6/ 4:	11.1978	7.63988	7.72908	7.54356	11.1791
Length   32, n   64, alignment  0/ 0:	14.5691	9.97513	10.5607	13.1448	15.7768
Length  128, n   64, alignment  0/ 0:	14.6708	7.68252	7.7518	9.75599	12.6369
Length   32, n   64, alignment  5/ 6:	16.3762	11.5104	11.8762	14.0033	16.1446
Length  128, n   64, alignment  5/ 6:	14.287	10.5382	10.2799	12.7323	13.7326
Length   64, n  128, alignment  0/ 0:	16.207	13.2559	12.581	14.9794	16.2183
Length  256, n  128, alignment  0/ 0:	16.7814	10.8529	10.4132	14.4214	15.356
Length   64, n  128, alignment  4/ 0:	16.0607	14.154	13.3646	16.0781	16.6461
Length  256, n  128, alignment  4/ 0:	16.5284	13.4493	12.6974	18.7052	15.7846
Length  128, n  256, alignment  0/ 0:	19.7622	16.2794	15.9344	23.5708	19.6413
Length  512, n  256, alignment  0/ 0:	19.2466	15.4791	15.1131	18.9136	18.8602
Length  128, n  256, alignment  3/ 2:	21.5895	17.4834	16.4556	24.0139	20.7386
Length  512, n  256, alignment  3/ 2:	24.2083	21.0967	20.6689	23.0913	24.4482
Length  256, n  512, alignment  0/ 0:	27.8468	24.128	23.165	29.2476	27.4834
Length 1024, n  512, alignment  0/ 0:	30.0576	19.6937	19.7194	29.8337	29.8716
Length  256, n  512, alignment  2/ 4:	29.9554	27.1423	26.2048	30.7954	29.5074
Length 1024, n  512, alignment  2/ 4:	32.4988	26.2316	26.6918	34.0051	33.1854
Length  512, n 1024, alignment  0/ 0:	48.1582	30.2739	28.9088	44.7652	43.333
Length 2048, n 1024, alignment  0/ 0:	47.3399	28.244	29.6845	52.0528	48.1497
Length  512, n 1024, alignment  1/ 6:	50.9501	32.7294	29.4972	45.544	51.1213
Length 2048, n 1024, alignment  1/ 6:	53.9991	40.4608	36.3758	55.0533	54.9123
