                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.6696	23.4316	22.9792	21.0868	24.6598
Length    4/   4, alignment  0/ 0, N    2:	24.8605	22.869	22.8707	21.0819	24.8188
Length    4/   4, alignment  4/ 0, N    2:	24.8364	23.1393	23.0895	21.1203	24.7013
Length    8/   8, alignment  0/ 0, N    2:	24.4346	22.3505	22.9446	20.6236	24.0163
Length    8/   8, alignment  0/ 0, N    2:	24.1584	22.3488	22.3517	20.5981	24.2765
Length   16/  16, alignment  0/ 0, N    2:	24.3795	22.4413	22.5625	21.112	24.1878
Length   16/  16, alignment  7/ 2, N    2:	24.1376	22.3515	22.6683	22.5512	23.7271
Length   16/   4, alignment  0/ 0, N    2:	23.9121	22.3509	22.9958	20.515	24.0158
Length   16/   4, alignment  7/ 2, N    2:	23.6598	22.5244	21.9851	19.98	23.7021
Length   32/  32, alignment  0/ 0, N    2:	23.8427	21.8544	22.4809	20.6051	23.8071
Length   32/  32, alignment  6/ 4, N    2:	23.7861	21.9583	22.7376	21.0776	24.3234
Length   32/   8, alignment  0/ 0, N    2:	23.7897	23.0181	22.3529	20.4962	24.1527
Length   32/   8, alignment  6/ 4, N    2:	23.8949	21.2295	21.8547	20.0079	24.72
Length   64/  64, alignment  0/ 0, N    2:	72.9638	23.0774	23.7912	22.0661	27.3247
Length   64/  64, alignment  5/ 6, N    2:	23.9258	22.466	22.4798	20.7172	24.3387
Length   64/  16, alignment  0/ 0, N    2:	23.5634	21.3342	22.3839	21.1105	23.628
Length   64/  16, alignment  5/ 6, N    2:	24.0313	21.8194	22.3499	22.4816	25.1195
Length  128/ 128, alignment  0/ 0, N    2:	23.8315	21.9405	22.8539	20.617	23.9228
Length  128/ 128, alignment  4/ 0, N    2:	23.9295	21.9021	22.8576	21.5767	23.8466
Length  128/  32, alignment  0/ 0, N    2:	24.135	22.3526	22.9894	21.5805	24.3881
Length  128/  32, alignment  4/ 0, N    2:	24.3507	22.4577	22.9883	21.0728	24.3727
Length  256/ 256, alignment  0/ 0, N    2:	27.5806	22.3525	22.9926	21.0768	27.6068
Length  256/ 256, alignment  3/ 2, N    2:	27.6012	22.3524	22.9879	22.1495	27.6708
Length  256/  64, alignment  0/ 0, N    2:	24.3937	22.4801	22.9896	21.2014	24.3231
Length  256/  64, alignment  3/ 2, N    2:	24.3681	22.6006	23.0108	22.1221	26.5467
Length  512/ 512, alignment  0/ 0, N    2:	27.7807	22.3568	23.3049	24.7592	27.5324
Length  512/ 512, alignment  2/ 4, N    2:	27.9576	22.8723	23.5264	25.0253	28.1599
Length  512/ 128, alignment  0/ 0, N    2:	25.6695	22.928	23.9153	21.5711	25.0405
Length  512/ 128, alignment  2/ 4, N    2:	24.9435	24.0004	24.0005	21.5764	24.9937
Length 1024/1024, alignment  0/ 0, N    2:	29.4116	26.6297	26.8515	36.6783	28.1776
Length 1024/1024, alignment  1/ 6, N    2:	30.4722	27.082	27.5138	38.2523	28.9797
Length 1024/ 256, alignment  0/ 0, N    2:	28.9219	23.4148	24.0848	22.08	29.1625
Length 1024/ 256, alignment  1/ 6, N    2:	28.7465	23.4152	24.084	22.0777	28.93
Length   16/   1, alignment  1/ 2, N    2:	25.2341	23.5764	23.6401	21.4651	25.0284
Length   16/   1, alignment  2/ 1, N    2:	25.2772	23.4148	23.6386	21.4644	24.7683
Length   16/  10, alignment  1/ 1, N    2:	25.2462	23.4135	23.6803	20.9451	24.6111
Length   32/   1, alignment  2/ 4, N    2:	24.5532	23.0789	22.8719	20.9741	24.6715
Length   32/   1, alignment  4/ 2, N    2:	24.5874	22.2167	22.8708	20.9112	24.2443
Length   32/  10, alignment  2/ 2, N    2:	23.8543	21.7114	22.3917	20.5008	23.7272
Length   64/   1, alignment  3/ 6, N    2:	24.171	21.9525	22.3516	20.451	24.1756
Length   64/   1, alignment  6/ 3, N    2:	23.6312	21.7117	22.3517	20.4335	24.156
Length   64/  10, alignment  3/ 3, N    2:	23.6284	21.8181	22.095	20.0385	23.5259
Length  128/   1, alignment  4/ 0, N    2:	23.56	23.0047	21.8547	19.9805	23.3354
Length  128/   1, alignment  0/ 4, N    2:	23.5623	21.7847	22.349	20.4686	23.7672
Length  128/  10, alignment  4/ 4, N    2:	23.6628	22.0312	22.3489	20.3965	23.4584
