                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.1849	22.8727	23.2278	21.0865	24.3456
Length    4/   4, alignment  0/ 0, N    2:	24.436	22.8717	23.4796	21.1024	24.1792
Length    4/   4, alignment  4/ 0, N    2:	24.5234	22.8692	23.5088	20.6419	23.9961
Length    8/   8, alignment  0/ 0, N    2:	24.3591	22.3507	22.6994	20.6319	23.8063
Length    8/   8, alignment  0/ 0, N    2:	24.153	22.3494	22.777	20.6293	23.8888
Length   16/  16, alignment  0/ 0, N    2:	24.1506	22.3517	22.562	21.1292	24.1327
Length   16/  16, alignment  7/ 2, N    2:	23.7501	22.3494	23.4464	22.538	23.9915
Length   16/   4, alignment  0/ 0, N    2:	23.5674	23.0527	22.4771	20.0423	23.5032
Length   16/   4, alignment  7/ 2, N    2:	23.468	22.3505	22.3495	20.1906	23.5576
Length   32/  32, alignment  0/ 0, N    2:	23.856	21.8559	23.8593	20.6063	23.8477
Length   32/  32, alignment  6/ 4, N    2:	23.8352	21.9593	22.4783	20.6673	23.8081
Length   32/   8, alignment  0/ 0, N    2:	23.3347	21.2304	21.8565	20.0022	23.5564
Length   32/   8, alignment  6/ 4, N    2:	23.7457	21.3333	21.9381	19.9983	23.376
Length   64/  64, alignment  0/ 0, N    2:	23.8026	22.0354	22.4815	21.2092	25.459
Length   64/  64, alignment  5/ 6, N    2:	74.6601	23.6106	24.3161	22.2981	25.2172
Length   64/  16, alignment  0/ 0, N    2:	25.4675	21.5424	21.8546	20.6429	23.8461
Length   64/  16, alignment  5/ 6, N    2:	23.6118	21.5414	21.8549	22.4286	23.8052
Length  128/ 128, alignment  0/ 0, N    2:	24.6478	22.4067	23.5371	21.0922	24.6329
Length  128/ 128, alignment  4/ 0, N    2:	26.5208	22.4024	23.4168	21.6865	25.1208
Length  128/  32, alignment  0/ 0, N    2:	24.4882	22.3528	22.9883	21.0752	24.4539
Length  128/  32, alignment  4/ 0, N    2:	24.3079	22.4572	22.9885	21.0726	24.7787
Length  256/ 256, alignment  0/ 0, N    2:	27.6259	22.3528	22.9915	21.078	27.3033
Length  256/ 256, alignment  3/ 2, N    2:	27.31	22.352	22.9885	21.075	27.2617
Length  256/  64, alignment  0/ 0, N    2:	24.4782	22.4872	22.9908	21.4224	25.326
Length  256/  64, alignment  3/ 2, N    2:	24.3286	22.5432	22.9877	21.2065	24.3516
Length  512/ 512, alignment  0/ 0, N    2:	27.557	23.2929	26.0564	27.0738	27.5777
Length  512/ 512, alignment  2/ 4, N    2:	27.503	25.905	23.7061	24.7554	28.0443
Length  512/ 128, alignment  0/ 0, N    2:	24.9068	23.9463	23.9148	21.8643	25.8808
Length  512/ 128, alignment  2/ 4, N    2:	24.9883	22.9267	24.152	21.5697	24.8861
Length 1024/1024, alignment  0/ 0, N    2:	32.0206	28.2419	27.2895	36.6837	29.4122
Length 1024/1024, alignment  1/ 6, N    2:	29.4258	27.6547	26.9283	37.5773	30.1241
Length 1024/ 256, alignment  0/ 0, N    2:	28.932	23.415	24.0843	22.8	28.9205
Length 1024/ 256, alignment  1/ 6, N    2:	28.9422	24.099	24.0838	22.0779	28.9528
Length   16/   1, alignment  1/ 2, N    2:	25.3264	23.418	23.4195	21.4413	25.3085
Length   16/   1, alignment  2/ 1, N    2:	25.122	23.782	23.8893	21.475	25.3782
Length   16/  10, alignment  1/ 1, N    2:	24.7534	23.4156	24.0381	21.4257	25.0418
Length   32/   1, alignment  2/ 4, N    2:	24.3477	22.2191	22.8957	20.9719	24.4946
Length   32/   1, alignment  4/ 2, N    2:	24.7283	23.1069	22.6645	20.4347	23.7314
Length   32/  10, alignment  2/ 2, N    2:	23.6287	21.8191	22.3512	20.5146	23.7229
Length   64/   1, alignment  3/ 6, N    2:	23.868	22.0323	22.3504	20.5222	24.0386
Length   64/   1, alignment  6/ 3, N    2:	24.1135	23.1696	22.3517	20.4334	23.9966
Length   64/  10, alignment  3/ 3, N    2:	23.9201	21.7014	21.8545	20.0091	23.2013
Length  128/   1, alignment  4/ 0, N    2:	23.4895	21.2293	21.8542	19.9793	23.1049
Length  128/   1, alignment  0/ 4, N    2:	23.1431	21.9141	22.6617	20.0003	23.1957
Length  128/  10, alignment  4/ 4, N    2:	23.5041	21.598	22.3519	20.4568	23.7237
Length  256/   1, alignment  5/ 2, N    2:	23.6283	22.3505	22.3512	20.1469	23.1039
Length  256/   1, alignment  2/ 5, N    2:	23.425	21.2295	23.1335	19.9912	23.5542
Length  256/  10, alignment  5/ 5, N    2:	23.5779	21.2291	21.8542	20.0442	23.1151
Length  512/   1, alignment  6/ 4, N    2:	23.1269	21.2297	22.0609	19.9811	23.123
Length  512/   1, alignment  4/ 6, N    2:	23.8415	21.2296	22.9234	20.1501	23.5733
Length  512/  10, alignment  6/ 6, N    2:	23.3942	21.3521	22.3489	20.5034	23.7351
Length 1024/   1, alignment  7/ 6, N    2:	23.7322	21.9243	22.3738	20.4614	24.1103
Length 1024/   1, alignment  6/ 7, N    2:	24.3372	21.7117	22.4306	20.4688	23.6555
Length 1024/  10, alignment  7/ 7, N    2:	23.6283	21.7119	22.3515	20.4854	24.3511
Length    2/   2, alignment  0/ 2, N    8:	24.051	21.543	21.8561	20.1161	23.8003
Length    4/   4, alignment  0/ 0, N    8:	23.8647	21.7125	22.4328	20.6567	23.6933
Length    4/   4, alignment  4/ 0, N    8:	23.7695	21.803	22.5116	20.5797	23.9716
Length    8/   8, alignment  0/ 0, N    8:	23.7466	21.8859	22.3526	20.5972	23.7293
Length    8/   8, alignment  0/ 0, N    8:	24.045	21.8854	22.2262	20.209	23.1812
Length   16/  16, alignment  0/ 0, N    8:	23.197	21.3979	22.0794	21.1285	23.7224
Length   16/  16, alignment  7/ 2, N    8:	23.8668	21.8833	22.351	21.3204	23.7317
Length   16/   4, alignment  0/ 0, N    8:	23.757	21.8848	22.3519	20.5694	23.7265
Length   16/   4, alignment  7/ 2, N    8:	24.1648	21.713	22.3505	20.435	23.8392
Length   32/  32, alignment  0/ 0, N    8:	24.3114	22.7929	22.9924	21.0757	24.0117
Length   32/  32, alignment  6/ 4, N    8:	23.8559	22.2014	22.4774	20.6957	23.9852
Length   32/   8, alignment  0/ 0, N    8:	23.413	21.2326	22.3125	20.4565	23.7175
Length   32/   8, alignment  6/ 4, N    8:	23.7499	21.7129	22.3506	20.4831	23.8113
Length   64/  64, alignment  0/ 0, N    8:	24.33	22.458	22.9922	21.3156	24.3529
Length   64/  64, alignment  5/ 6, N    8:	24.4473	22.4573	22.9891	21.2135	24.3299
Length   64/  16, alignment  0/ 0, N    8:	23.7721	21.7126	22.3525	21.1252	23.7218
Length   64/  16, alignment  5/ 6, N    8:	23.6537	21.7126	22.3518	21.3352	23.8037
Length  128/ 128, alignment  0/ 0, N    8:	24.3935	22.3522	22.9937	21.0807	24.3494
