                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   32, n   64, alignment  3/ 2:	18.1875	9.75108	10.3243	13.8729	17.557
Length   64, n   32, alignment  2/ 3:	11.4203	7.75677	7.70141	7.6388	11.4879
Length   32, n   64, alignment  3/ 2:	16.986	9.99591	10.5369	13.8845	17.2022
Length   64, n   32, alignment  2/ 3:	11.4634	7.76454	7.68393	7.55547	11.2872
Length   16, n   16, alignment  6/ 6:	12.9686	7.75394	8.37153	6.85299	11.4139
Length   16, n   16, alignment  6/ 6:	12.964	7.73824	8.22355	6.85753	11.5266
Length   16, n   16, alignment  6/ 4:	12.9418	7.66266	8.27217	7.02926	11.3859
Length   16, n   16, alignment  4/ 6:	12.8228	7.64919	8.22845	6.91888	11.5808
Length   64, n  128, alignment  2/ 4:	16.4388	14.9214	13.9526	16.5608	16.0514
Length  128, n   64, alignment  4/ 2:	14.9881	10.4852	10.5416	11.9994	13.6355
Length   64, n  128, alignment  2/ 4:	16.1944	14.9547	13.8114	16.6703	16.1137
Length  128, n   64, alignment  4/ 2:	14.9937	10.399	10.4282	11.9642	14.3565
Length   16, n   16, alignment  7/ 7:	12.9864	7.73417	8.42935	7.02425	11.2478
Length   16, n   16, alignment  7/ 7:	12.9743	7.6183	8.38412	6.85755	11.5295
Length   16, n   16, alignment  7/ 6:	12.8204	7.66636	8.22374	6.85753	11.2474
Length   16, n   16, alignment  6/ 7:	12.9852	7.72677	8.34966	6.8529	11.2729
Length  128, n  256, alignment  1/ 6:	20.5158	18.3668	17.2445	25.2302	20.6558
Length  256, n  128, alignment  6/ 1:	16.9577	13.8857	13.0018	19.8114	17.103
Length  128, n  256, alignment  1/ 6:	22.8524	18.6635	17.3042	25.3085	20.1735
Length  256, n  128, alignment  6/ 1:	17.0985	13.9145	13.0462	19.7841	18.1169
Length    8, n   16, alignment  0/ 0:	14.2593	11.2623	11.2392	11.2627	14.1615
Length   32, n   16, alignment  0/ 0:	12.7561	6.85858	7.00448	6.86786	11.3176
Length    8, n   16, alignment  7/ 2:	14.9136	11.5954	11.5809	10.9841	14.4181
Length   32, n   16, alignment  7/ 2:	12.6918	7.74749	7.56171	6.85296	11.3311
Length   16, n   32, alignment  0/ 0:	14.2266	10.0118	11.7381	11.6501	13.7805
Length   64, n   32, alignment  0/ 0:	11.3114	7.74846	7.72668	7.72673	11.5012
Length   16, n   32, alignment  6/ 4:	14.5786	10.8167	11.8233	11.6502	14.4055
Length   64, n   32, alignment  6/ 4:	11.4655	7.74791	7.6432	7.53832	11.2538
Length   32, n   64, alignment  0/ 0:	15.1123	9.98137	10.9675	13.2371	15.1203
Length  128, n   64, alignment  0/ 0:	14.7598	7.53839	7.68983	9.86683	11.9639
Length   32, n   64, alignment  5/ 6:	16.5356	11.5315	11.9467	14.3147	16.2391
Length  128, n   64, alignment  5/ 6:	14.0734	10.5598	10.4459	12.8666	13.6783
Length   64, n  128, alignment  0/ 0:	16.9502	13.3325	12.802	15.3401	17.8407
Length  256, n  128, alignment  0/ 0:	15.9201	11.0542	10.4073	14.3998	15.328
Length   64, n  128, alignment  4/ 0:	16.1788	14.4892	13.456	16.41	16.4691
Length  256, n  128, alignment  4/ 0:	16.4121	13.4668	12.7166	18.6636	15.7524
Length  128, n  256, alignment  0/ 0:	20.7865	16.5462	15.92	23.4955	19.5809
Length  512, n  256, alignment  0/ 0:	19.2967	15.4385	15.1063	19.2015	18.9096
Length  128, n  256, alignment  3/ 2:	22.2065	17.5803	16.4985	24.0254	20.7742
Length  512, n  256, alignment  3/ 2:	24.5698	21.0933	20.6772	23.5091	24.6023
Length  256, n  512, alignment  0/ 0:	27.8959	24.321	23.461	29.6633	28.1028
Length 1024, n  512, alignment  0/ 0:	29.8585	19.7741	20.1986	30.4514	29.9741
Length  256, n  512, alignment  2/ 4:	30.3812	27.234	26.207	30.7912	29.8994
Length 1024, n  512, alignment  2/ 4:	32.7861	26.1281	26.7767	34.8091	33.453
Length  512, n 1024, alignment  0/ 0:	44.604	30.6449	33.5528	44.5695	43.2967
Length 2048, n 1024, alignment  0/ 0:	47.7367	28.5503	29.5985	52.2091	48.4362
Length  512, n 1024, alignment  1/ 6:	51.5414	32.7108	29.451	45.7845	51.15
Length 2048, n 1024, alignment  1/ 6:	54.2414	41.3742	36.4227	56.407	55.5113
