                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2521	5.80811	6.33655	5.62634	5.63513
Length    0, alignments in bytes  0/ 0:	11.2527	5.8125	6.32983	5.63733	5.6272
Length    0, alignments in bytes  0/ 0:	11.248	5.8064	6.33435	5.62439	5.63281
Length    0, alignments in bytes  0/ 0:	11.2458	5.6261	6.32983	5.63062	5.61816
Length    1, alignments in bytes  0/ 0:	10.9956	7.82922	7.04126	5.62146	5.64966
Length    1, alignments in bytes  0/ 0:	10.9659	6.33997	7.03259	5.6394	5.6333
Length    1, alignments in bytes  0/ 1:	11.3353	6.17419	6.86877	5.48474	5.49414
Length    1, alignments in bytes  1/ 0:	10.2883	6.17908	6.85461	5.49353	5.22839
Length    2, alignments in bytes  0/ 0:	10.9747	6.86353	6.87219	6.60815	8.23718
Length    2, alignments in bytes  0/ 0:	10.2963	6.87097	6.86682	6.58679	6.96875
Length    2, alignments in bytes  0/ 2:	10.2914	6.86707	6.85852	6.60535	6.86584
Length    2, alignments in bytes  2/ 0:	10.297	6.85461	6.85938	5.49414	6.22534
Length    3, alignments in bytes  0/ 0:	10.9778	6.18384	6.86475	5.48853	8.23779
Length    3, alignments in bytes  0/ 0:	10.9778	6.18408	6.86108	5.49719	8.24084
Length    3, alignments in bytes  0/ 3:	10.9728	6.17285	6.8606	5.495	8.22327
Length    3, alignments in bytes  3/ 0:	10.9722	6.17639	6.86621	5.48181	8.23987
Length    4, alignments in bytes  0/ 0:	10.9727	8.57971	8.52722	6.27734	8.92126
Length    4, alignments in bytes  0/ 0:	10.9728	8.57251	8.52197	6.28516	8.92114
Length    4, alignments in bytes  0/ 4:	10.9758	6.49963	6.86499	6.28137	8.91809
Length    4, alignments in bytes  4/ 0:	10.9701	6.17017	6.86182	5.48523	8.26025
Length    5, alignments in bytes  0/ 0:	10.9727	8.5708	8.52722	7.11108	9.88367
Length    5, alignments in bytes  0/ 0:	10.9746	8.57471	8.51465	7.11035	9.89453
Length    5, alignments in bytes  0/ 5:	10.9703	6.50073	6.85889	6.1709	8.23389
Length    5, alignments in bytes  5/ 0:	10.9976	6.17688	6.8512	6.18115	8.94983
Length    6, alignments in bytes  0/ 0:	10.9729	8.5752	8.52698	7.86035	12.3488
Length    6, alignments in bytes  0/ 0:	10.9735	8.56775	8.52344	7.88367	12.3472
Length    6, alignments in bytes  0/ 6:	10.9713	6.50891	6.86536	6.1355	12.347
Length    6, alignments in bytes  6/ 0:	10.9771	6.16797	6.86279	5.48535	9.01697
Length    7, alignments in bytes  0/ 0:	10.9777	7.54089	7.4303	5.48596	12.355
Length    7, alignments in bytes  0/ 0:	10.9823	7.53613	7.47351	5.50171	12.3496
Length    7, alignments in bytes  0/ 7:	10.9884	6.51111	6.85498	5.49561	12.347
Length    7, alignments in bytes  7/ 0:	10.9701	6.17822	6.85168	5.48999	11.7031
Length    8, alignments in bytes  0/ 0:	10.9731	8.76086	8.60315	6.2782	6.18579
Length    8, alignments in bytes  0/ 0:	10.9706	8.75049	8.61365	6.28064	6.19153
Length    8, alignments in bytes  0/ 0:	10.9735	8.77527	8.61121	6.27222	6.16968
Length    8, alignments in bytes  0/ 0:	10.9716	8.73975	8.60327	6.2655	6.18054
Length    9, alignments in bytes  0/ 0:	10.9728	8.77026	9.04895	7.10095	6.34338
