                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.1127	6.27002	6.18774	6.09302	6.08887
Length    0, alignments in bytes  0/ 0:	11.5286	6.84692	6.1908	6.08777	6.08887
Length    0, alignments in bytes  0/ 0:	11.4834	6.23438	6.84473	6.41382	5.12219
Length    0, alignments in bytes  0/ 0:	9.58545	5.75	5.19861	5.10999	5.11743
Length    1, alignments in bytes  0/ 0:	9.9906	5.75464	5.20264	6.16724	5.1261
Length    1, alignments in bytes  0/ 0:	9.90991	5.76025	5.7583	5.12622	5.11975
Length    1, alignments in bytes  0/ 1:	9.30762	5.7616	5.18726	5.12317	5.10852
Length    1, alignments in bytes  1/ 0:	9.32239	5.75854	5.20142	5.11853	4.76599
Length    2, alignments in bytes  0/ 0:	9.29553	5.8811	5.88684	6.14673	6.39514
Length    2, alignments in bytes  0/ 0:	9.41882	5.87915	5.89795	6.12268	6.40942
Length    2, alignments in bytes  0/ 2:	9.41541	5.80347	5.8385	6.15039	6.38904
Length    2, alignments in bytes  2/ 0:	8.97229	5.75842	5.10986	5.1189	6.40039
Length    3, alignments in bytes  0/ 0:	9.64429	5.125	5.11865	5.12195	6.39917
Length    3, alignments in bytes  0/ 0:	9.89661	4.5365	5.11792	5.125	6.4032
Length    3, alignments in bytes  0/ 3:	9.60254	5.76392	5.11804	5.11841	6.401
Length    3, alignments in bytes  3/ 0:	9.58325	5.74646	5.12219	5.10876	8.33411
Length    4, alignments in bytes  0/ 0:	9.9657	8.00171	7.99207	5.86475	7.68066
Length    4, alignments in bytes  0/ 0:	9.64111	7.99036	7.99084	5.86975	8.32007
Length    4, alignments in bytes  0/ 4:	9.62207	6.04272	6.10388	5.86914	8.30225
Length    4, alignments in bytes  4/ 0:	9.58386	5.1217	5.11084	5.11987	8.32275
Length    5, alignments in bytes  0/ 0:	9.61145	7.97974	7.98938	6.63904	9.13318
Length    5, alignments in bytes  0/ 0:	9.59924	7.98633	7.98926	6.64294	9.10742
Length    5, alignments in bytes  0/ 5:	9.62256	6.04846	6.10242	5.82935	8.30798
Length    5, alignments in bytes  5/ 0:	9.58411	5.12341	5.10754	5.12195	10.2382
Length    6, alignments in bytes  0/ 0:	10.4772	7.8103	7.80737	7.16821	11.2583
Length    6, alignments in bytes  0/ 0:	9.48828	7.81299	7.8136	7.17712	11.2538
Length    6, alignments in bytes  0/ 6:	9.40552	5.90906	5.96851	5.58875	11.2429
Length    6, alignments in bytes  6/ 0:	9.37354	5.00781	4.99573	5.00586	8.75452
Length    7, alignments in bytes  0/ 0:	9.43091	6.85437	6.78381	4.99622	11.2583
Length    7, alignments in bytes  0/ 0:	9.52283	6.86377	6.79224	5.00464	11.2488
Length    7, alignments in bytes  0/ 7:	9.58923	5.92346	5.96277	5.01099	11.2437
Length    7, alignments in bytes  7/ 0:	9.63818	4.99768	5.00488	4.99695	11.2598
Length    8, alignments in bytes  0/ 0:	9.46643	8.13391	7.81982	5.73755	5.05261
Length    8, alignments in bytes  0/ 0:	9.86829	8.18311	7.81226	6.40686	5.26355
Length    8, alignments in bytes  0/ 0:	9.93323	8.3949	8.17371	6.01306	5.24072
Length    8, alignments in bytes  0/ 0:	10.12	8.88074	8.18018	6.00586	5.245
Length    9, alignments in bytes  0/ 0:	9.95886	8.49426	8.17847	6.79785	6.11206
Length    9, alignments in bytes  0/ 0:	10.0361	8.50012	8.17664	6.78711	6.03857
Length    9, alignments in bytes  0/ 1:	10.0176	8.56238	8.17444	7.20935	6.84351
Length    9, alignments in bytes  1/ 0:	9.87354	8.45312	8.21191	7.12573	15.0815
Length   10, alignments in bytes  0/ 0:	10.5677	8.44434	8.16931	7.50806	6.90295
Length   10, alignments in bytes  0/ 0:	10.2854	8.63538	8.17175	7.4989	6.94617
Length   10, alignments in bytes  0/ 2:	9.87329	8.74329	8.17395	7.34399	7.66785
Length   10, alignments in bytes  2/ 0:	9.80945	8.36719	8.19849	7.24768	15.7129
Length   11, alignments in bytes  0/ 0:	9.88611	8.39697	8.17126	6.85266	7.76453
Length   11, alignments in bytes  0/ 0:	10.0865	8.47949	8.17053	6.85645	7.75818
Length   11, alignments in bytes  0/ 3:	10.0128	8.51575	8.17273	7.34729	8.47571
Length   11, alignments in bytes  3/ 0:	9.87134	8.49036	8.21228	7.24353	17.0151
Length   12, alignments in bytes  0/ 0:	9.89978	8.45618	8.17456	7.50183	8.70093
Length   12, alignments in bytes  0/ 0:	9.88416	8.40076	8.17725	7.49915	8.68347
Length   12, alignments in bytes  0/ 4:	9.81958	8.03857	7.9801	7.56311	8.94556
Length   12, alignments in bytes  4/ 0:	9.93054	7.9408	7.99878	7.2561	11.2271
Length   13, alignments in bytes  0/ 0:	10.0104	8.41687	8.17346	7.50293	11.403
Length   13, alignments in bytes  0/ 0:	9.84607	8.63269	8.17639	7.51807	11.3676
Length   13, alignments in bytes  0/ 5:	9.99878	8.04272	7.96191	7.54321	10.1356
Length   13, alignments in bytes  5/ 0:	9.8772	8.04797	7.99402	7.25244	12.2419
Length   14, alignments in bytes  0/ 0:	9.85913	8.46313	8.17847	7.50977	12.5833
Length   14, alignments in bytes  0/ 0:	10.0479	8.49158	8.18286	7.51208	12.6302
Length   14, alignments in bytes  0/ 6:	9.99927	8.03809	7.95374	7.55469	11.7672
Length   14, alignments in bytes  6/ 0:	9.85291	8.06384	7.99426	7.24475	12.6395
Length   15, alignments in bytes  0/ 0:	10.005	7.13855	7.38306	5.2395	11.7855
Length   15, alignments in bytes  0/ 0:	9.82751	7.22253	7.38611	5.24475	11.7776
Length   15, alignments in bytes  0/ 7:	9.90247	8.03516	7.92993	5.24316	11.7659
Length   15, alignments in bytes  7/ 0:	9.88147	8.04529	7.95715	5.23376	12.36
Length   16, alignments in bytes  0/ 0:	9.85828	8.6554	8.18445	5.23926	6.67249
Length   16, alignments in bytes  7/ 2:	9.8208	8.35229	8.20667	5.58093	13.2651
Length   32, alignments in bytes  0/ 0:	10.1342	7.20911	7.2113	6.90942	9.42627
Length   32, alignments in bytes  6/ 4:	10.3126	6.54578	6.55383	10.9393	15.6936
Length   64, alignments in bytes  0/ 0:	12.2981	8.505	7.49475	8.52795	14.6434
Length   64, alignments in bytes  5/ 6:	16.0127	14.2168	14.4033	12.8877	24.1234
Length  128, alignments in bytes  0/ 0:	15.5791	9.62793	9.08557	13.483	25.4181
Length  128, alignments in bytes  4/ 0:	17.7819	10.3667	11.803	14.8351	32.0519
Length  256, alignments in bytes  0/ 0:	23.1732	15.2267	16.2948	18.3945	50.7335
Length  256, alignments in bytes  3/ 2:	25.4023	15.299	19.2351	20.1045	58.5601
Length  512, alignments in bytes  0/ 0:	32.5073	25.2279	25.147	32.8207	100.67
Length  512, alignments in bytes  2/ 4:	33.4019	21.7523	23.5331	28.8176	144.302
Length 1024, alignments in bytes  0/ 0:	52.3093	27.6708	28.5743	46.4379	225.448
Length 1024, alignments in bytes  1/ 6:	86.4855	38.8171	34.7567	46.6154	308.186
Length   16, alignments in bytes  1/ 2:	13.1348	8.55249	8.39722	5.65808	17.2826
Length   16, alignments in bytes  2/ 1:	10.3976	8.53333	8.39209	5.73108	15.3395
Length   16, alignments in bytes  1/ 1:	10.1713	8.54358	8.41113	5.3573	14.7443
Length   16, alignments in bytes  1/ 1:	10.0958	8.52478	8.40295	5.35718	14.7585
Length   32, alignments in bytes  2/ 4:	10.6708	8.01538	8.17273	10.0217	21.0093
Length   32, alignments in bytes  4/ 2:	10.662	6.09033	6.69739	11.3119	16.6134
Length   32, alignments in bytes  2/ 2:	10.6047	6.70459	7.36584	9.55713	16.024
Length   32, alignments in bytes  2/ 2:	10.6453	6.42163	7.36304	9.55139	16.0411
Length   64, alignments in bytes  3/ 6:	14.3105	9.63586	11.3038	13.9078	33.7152
Length   64, alignments in bytes  6/ 3:	19.7349	12.8159	12.5704	13.7823	20.9614
Length   64, alignments in bytes  3/ 3:	18.0813	10.2211	11.0122	13.9474	27.3478
Length   64, alignments in bytes  3/ 3:	19.6896	201.179	10.9802	11.8716	28.0746
Length  128, alignments in bytes  4/ 0:	22.3046	14.0197	14.0468	20.4323	42.3544
Length  128, alignments in bytes  0/ 4:	22.1824	15.4658	14.6165	21.1147	39.2308
Length  128, alignments in bytes  4/ 4:	23.7527	13.1521	13.1266	14.725	33.2067
Length  128, alignments in bytes  4/ 4:	19.9943	13.2811	12.7177	14.4043	32.6018
Length  256, alignments in bytes  5/ 2:	25.3563	15.548	19.5809	20.5892	57.1014
Length  256, alignments in bytes  2/ 5:	25.9227	17.2854	20.5491	20.4448	79.1903
Length  256, alignments in bytes  5/ 5:	25.0366	14.6338	17.9027	26.1807	57.4963
Length  256, alignments in bytes  5/ 5:	24.8744	15.4158	17.9226	18.8411	57.037
Length  512, alignments in bytes  6/ 4:	33.3558	24.1094	23.0959	28.0228	106.046
Length  512, alignments in bytes  4/ 6:	33.3286	32.6002	27.6478	28.5432	143.089
Length  512, alignments in bytes  6/ 6:	31.7379	20.4674	22.156	27.601	106.116
Length  512, alignments in bytes  6/ 6:	31.7278	20.4941	23.1389	28.2545	108.7
Length 1024, alignments in bytes  7/ 6:	50.4672	40.2692	36.3192	47.656	239.722
Length 1024, alignments in bytes  6/ 7:	64.7902	39.8481	35.7524	48.6216	312.141
Length 1024, alignments in bytes  7/ 7:	57.7598	27.9995	29.1907	47.6705	234.211
Length 1024, alignments in bytes  7/ 7:	75.7172	27.3904	28.5708	46.5814	232.313
Length   16, alignments in bytes  0/ 4:	17.0851	8.7301	8.37866	5.65405	9.04309
Length   16, alignments in bytes  4/ 0:	10.15	8.54272	8.40747	5.71057	15.1742
Length   16, alignments in bytes  4/ 4:	10.0864	8.58118	8.41492	5.36646	14.7888
Length   16, alignments in bytes  2/ 2:	10.0847	8.58459	8.40271	5.35828	14.7648
Length   16, alignments in bytes  2/ 6:	10.0721	8.53662	8.41187	5.65405	17.9912
Length   16, alignments in bytes  6/ 2:	10.1282	8.54626	8.40247	5.71631	15.0565
Length   16, alignments in bytes  1/ 7:	10.0549	8.54016	8.39929	5.66455	18.5328
Length   16, alignments in bytes  7/ 1:	11.5504	8.53064	8.41431	5.71973	13.3691
Length   16, alignments in bytes  3/ 4:	10.0426	8.57581	8.41162	5.65112	15.1985
Length   16, alignments in bytes  4/ 3:	10.2712	8.54529	9.01831	5.85522	15.1011
Length   16, alignments in bytes  5/ 7:	10.3448	8.74976	8.61035	5.79395	15.0907
Length   16, alignments in bytes  7/ 5:	10.2861	8.79358	8.62256	5.85498	13.8741
Length   20, alignments in bytes  0/ 4:	10.3453	8.79614	8.57385	7.94873	11.4941
Length   20, alignments in bytes  4/ 0:	10.4325	8.77405	8.60522	6.35706	14.0732
Length   20, alignments in bytes  4/ 4:	10.524	8.75024	8.60986	7.25098	13.3627
Length   20, alignments in bytes  2/ 2:	10.3298	8.74805	8.61755	7.2467	20.5797
Length   20, alignments in bytes  2/ 6:	10.5941	8.75806	8.61865	7.94495	21.2531
Length   20, alignments in bytes  6/ 2:	10.4357	8.75598	8.60547	6.34253	13.5259
Length   20, alignments in bytes  1/ 7:	10.3744	8.78613	8.59998	7.94873	20.8757
Length   20, alignments in bytes  7/ 1:	10.5308	8.76282	8.61475	7.44531	13.2877
Length   20, alignments in bytes  3/ 4:	10.2877	8.74451	8.60364	8.75049	18.0891
Length   20, alignments in bytes  4/ 3:	10.3337	8.52942	8.40649	7.46179	13.6241
Length   20, alignments in bytes  5/ 7:	10.0713	8.55688	8.39526	8.20862	14.6212
Length   20, alignments in bytes  7/ 5:	10.1416	8.5802	8.39453	7.45361	12.5767
Length   24, alignments in bytes  0/ 4:	10.1552	9.01465	8.37146	8.22168	10.8105
Length   24, alignments in bytes  4/ 0:	10.101	8.59497	8.42004	7.4519	16.2693
Length   24, alignments in bytes  4/ 4:	10.1146	8.54175	8.39771	7.09497	15.3684
Length   24, alignments in bytes  2/ 2:	10.0708	8.53162	8.39795	7.08313	15.4365
Length   24, alignments in bytes  2/ 6:	10.1095	8.53613	8.39502	8.79968	19.7898
Length   24, alignments in bytes  6/ 2:	10.3895	8.75708	8.61292	7.6344	16.4611
Length   24, alignments in bytes  1/ 7:	10.3911	8.75464	8.59644	8.41235	20.3627
Length   24, alignments in bytes  7/ 1:	10.3003	8.7782	8.60559	7.64502	14.9305
Length   24, alignments in bytes  3/ 4:	10.4045	8.81018	8.61023	8.41162	18.217
Length   24, alignments in bytes  4/ 3:	17.1783	10.3645	9.54004	9.45056	19.5929
Length   24, alignments in bytes  5/ 7:	15.4922	9.67126	9.16199	9.29175	18.67
Length   24, alignments in bytes  7/ 5:	16.4865	9.89795	9.54297	9.20276	16.9554
Length   28, alignments in bytes  0/ 4:	10.3623	8.42639	8.83765	8.59705	12.6343
Length   28, alignments in bytes  4/ 0:	10.2107	8.2179	8.54797	8.57471	15.1215
Length   28, alignments in bytes  4/ 4:	10.2384	8.53687	8.3905	7.71753	14.2174
