                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	22.838	7.0245	7.66883	6.47549	23.2602
Length   16, n   16, alignment  1/ 1:	22.8134	6.9574	10.8123	6.62348	23.1407
Length   16, n   16, alignment  1/ 2:	22.765	7.10559	7.8411	6.54533	23.1167
Length   16, n   16, alignment  2/ 1:	22.8554	7.17109	7.84106	6.70437	23.446
Length    2, n    4, alignment  7/ 2:	19.7143	11.3794	10.6245	10.7042	19.8213
Length    4, n    2, alignment  2/ 7:	21.0557	7.846	7.84117	6.53627	20.6816
Length    2, n    4, alignment  7/ 2:	19.6839	11.3781	10.6309	10.6679	19.8838
Length    4, n    2, alignment  2/ 7:	20.5129	7.96901	7.86119	6.5984	21.0862
Length   16, n   16, alignment  2/ 2:	23.3489	7.16941	7.72927	6.54135	23.4289
Length   16, n   16, alignment  2/ 2:	22.9804	7.02427	7.81052	6.67035	23.4223
Length   16, n   16, alignment  2/ 4:	23.0043	7.13285	7.78963	6.60706	23.4694
Length   16, n   16, alignment  4/ 2:	23.1237	7.15951	7.77675	6.60067	23.4246
Length    4, n    8, alignment  6/ 4:	25.4745	24.8387	26.1489	9.99006	24.5871
Length    8, n    4, alignment  4/ 6:	24.6518	7.02456	7.66308	6.50832	25.3523
Length    4, n    8, alignment  6/ 4:	25.4841	24.9928	26.2582	10.006	24.5045
Length    8, n    4, alignment  4/ 6:	24.6504	7.029	7.80138	6.66569	25.5805
Length   16, n   16, alignment  3/ 3:	23.0617	7.0243	7.78128	6.60805	23.3346
Length   16, n   16, alignment  3/ 3:	23.0979	7.18769	7.8411	6.53857	23.5415
Length   16, n   16, alignment  3/ 6:	23.1577	7.18766	7.8455	6.53414	22.7749
Length   16, n   16, alignment  6/ 3:	22.922	7.1328	7.79711	6.6265	23.6117
Length    8, n   16, alignment  5/ 6:	23.9562	22.9484	23.0574	10.0426	23.2388
Length   16, n    8, alignment  6/ 5:	22.8374	7.84121	8.49906	6.53426	22.6913
Length    8, n   16, alignment  5/ 6:	23.9546	23.0705	22.5332	9.99546	23.7218
Length   16, n    8, alignment  6/ 5:	22.8399	7.84115	8.54117	6.53436	22.6107
Length   16, n   16, alignment  4/ 4:	23.0896	7.19213	7.84113	6.7221	23.5495
Length   16, n   16, alignment  4/ 4:	23.2953	7.03849	7.84112	6.55515	23.4507
Length   16, n   16, alignment  4/ 0:	22.8587	7.02435	10.0426	6.73543	23.1533
Length   16, n   16, alignment  0/ 4:	23.1335	7.1878	8.14126	6.53416	23.4092
Length   16, n   32, alignment  4/ 0:	24.0673	23.3536	23.015	10.6456	23.629
Length   32, n   16, alignment  0/ 4:	23.0741	6.48497	6.45533	6.58201	23.5544
Length   16, n   32, alignment  4/ 0:	24.1794	23.4609	23.353	10.6187	23.4462
Length   32, n   16, alignment  0/ 4:	22.8223	6.42112	6.65041	6.66137	23.2577
Length   16, n   16, alignment  5/ 5:	22.8771	7.18776	7.84697	6.53422	23.3177
Length   16, n   16, alignment  5/ 5:	22.9992	7.19387	7.84109	6.57519	23.2852
Length   16, n   16, alignment  5/ 2:	23.0509	7.1923	7.84105	6.68158	23.6331
Length   16, n   16, alignment  2/ 5:	23.1663	7.07578	7.84054	6.53887	22.8331
Length   32, n   64, alignment  3/ 2:	24.6551	11.364	12.9645	19.299	24.5165
Length   64, n   32, alignment  2/ 3:	23.3666	7.19283	7.23439	7.40185	23.4821
Length   32, n   64, alignment  3/ 2:	24.4621	11.8251	11.4958	19.4643	24.7578
Length   64, n   32, alignment  2/ 3:	23.2703	7.07329	7.18701	7.23392	23.222
Length   16, n   16, alignment  6/ 6:	23.0243	7.07935	7.84031	6.58714	22.6904
Length   16, n   16, alignment  6/ 6:	23.1381	7.07413	7.84571	6.583	23.1041
Length   16, n   16, alignment  6/ 4:	22.9359	7.09346	7.82819	6.59987	23.5682
Length   16, n   16, alignment  4/ 6:	22.9173	7.11981	7.90685	6.59464	23.1276
Length   64, n  128, alignment  2/ 4:	24.7858	22.4683	22.2771	21.9369	25.238
Length  128, n   64, alignment  4/ 2:	14.1841	9.76145	10.2095	12.6163	14.3507
Length   64, n  128, alignment  2/ 4:	26.2013	22.1593	22.4973	21.3106	25.4688
Length  128, n   64, alignment  4/ 2:	14.2546	8.73818	10.2984	12.6097	14.9816
Length   16, n   16, alignment  7/ 7:	24.1787	7.39121	8.02782	6.73271	23.7867
Length   16, n   16, alignment  7/ 7:	23.2396	7.18763	7.84103	6.53863	23.3464
Length   16, n   16, alignment  7/ 6:	23.0384	7.08946	7.8252	6.60416	23.6014
Length   16, n   16, alignment  6/ 7:	23.3218	7.099	7.83818	6.64384	23.4804
Length  128, n  256, alignment  1/ 6:	27.0973	24.0189	23.2845	26.116	27.3689
Length  256, n  128, alignment  6/ 1:	17.3566	15.85	15.3567	23.0645	18.207
Length  128, n  256, alignment  1/ 6:	28.365	24.2512	23.8634	26.6499	27.3507
Length  256, n  128, alignment  6/ 1:	17.3062	15.8365	15.3308	23.211	17.9754
Length    8, n   16, alignment  0/ 0:	25.4498	23.7784	23.0491	10.1457	23.5872
Length   32, n   16, alignment  0/ 0:	22.7503	6.39009	6.51314	6.5342	23.4854
Length    8, n   16, alignment  7/ 2:	23.9464	23.0615	22.7574	9.99007	23.453
Length   32, n   16, alignment  7/ 2:	23.1334	7.19211	7.18762	6.53418	23.0213
Length   16, n   32, alignment  0/ 0:	24.1119	23.2811	22.9842	10.615	23.086
Length   64, n   32, alignment  0/ 0:	22.8622	7.19218	7.18764	7.31454	23.1453
Length   16, n   32, alignment  6/ 4:	24.2	23.6377	23.3817	10.7094	23.5595
Length   64, n   32, alignment  6/ 4:	23.0934	7.18771	7.18766	7.28302	23.2739
Length   32, n   64, alignment  0/ 0:	23.9908	10.9166	11.4448	18.0922	24.8776
Length  128, n   64, alignment  0/ 0:	14.5997	7.42049	7.4159	10.4469	13.0825
Length   32, n   64, alignment  5/ 6:	27.3561	12.5614	13.3422	19.8104	24.9546
Length  128, n   64, alignment  5/ 6:	13.8539	10.108	10.1734	13.6549	13.9806
Length   64, n  128, alignment  0/ 0:	20.5032	19.858	20.1755	19.3423	19.9525
Length  256, n  128, alignment  0/ 0:	16.1411	13.0916	12.9418	15.1771	15.4918
Length   64, n  128, alignment  4/ 0:	22.0608	22.1031	22.3385	19.9274	22.0762
Length  256, n  128, alignment  4/ 0:	16.0742	17.7388	16.6555	20.3224	15.4998
Length  128, n  256, alignment  0/ 0:	23.8335	21.6245	21.6379	23.9449	23.2936
Length  512, n  256, alignment  0/ 0:	19.2569	16.8611	16.5861	19.3756	18.8686
Length  128, n  256, alignment  3/ 2:	29.259	24.6204	22.5391	26.6653	28.1924
Length  512, n  256, alignment  3/ 2:	23.6535	22.8705	23.2197	23.9362	24.5637
Length  256, n  512, alignment  0/ 0:	31.5059	26.571	23.6528	29.4058	31.8561
Length 1024, n  512, alignment  0/ 0:	30.3973	19.9621	20.5447	29.5974	30.3875
Length  256, n  512, alignment  2/ 4:	36.3036	31.5708	29.5291	32.626	35.751
Length 1024, n  512, alignment  2/ 4:	32.5055	26.8601	28.0977	34.385	33.2375
Length  512, n 1024, alignment  0/ 0:	43.8603	30.2553	29.6835	45.1562	44.0068
Length 2048, n 1024, alignment  0/ 0:	47.6226	28.3055	29.6437	52.0053	48.6674
Length  512, n 1024, alignment  1/ 6:	50.987	35.4795	33.3979	47.7062	50.9675
Length 2048, n 1024, alignment  1/ 6:	53.7478	40.6536	37.8007	55.1784	55.3044
