                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.4977	21.6525	22.4968	20.0136	13.034
Length    0/   0, alignment  0/ 0:	22.3497	21.0731	21.9849	19.9113	13.0974
Length    0/   0, alignment  0/ 0:	22.4767	21.0723	22.3107	19.8742	12.9832
Length    0/   0, alignment  0/ 0:	22.35	21.0726	22.2302	19.8622	13.0949
Length    1/   1, alignment  0/ 0:	22.3846	33.8148	23.0322	19.9616	14.1243
Length    1/   1, alignment  0/ 0:	22.6385	21.3034	21.821	19.9017	14.5252
Length    1/   1, alignment  0/ 1:	22.5063	21.0726	21.7114	20.0914	6.70942
Length    1/   1, alignment  1/ 0:	22.3855	21.0724	21.821	20.0696	15.046
Length    2/   2, alignment  0/ 0:	22.5823	21.7203	22.6098	20.56	14.7381
Length    2/   2, alignment  0/ 0:	22.5242	21.8084	22.3501	20.575	14.738
Length    2/   2, alignment  0/ 2:	22.7922	21.8605	22.3495	20.5772	8.94144
Length    2/   2, alignment  2/ 0:	22.5646	21.7117	22.6691	20.5619	15.012
Length    3/   3, alignment  0/ 0:	22.5925	21.0727	21.7114	19.9459	14.866
Length    3/   3, alignment  0/ 0:	22.5169	21.0728	21.8286	20.0541	14.8689
Length    3/   3, alignment  0/ 3:	22.5364	21.0731	21.7614	19.9116	10.857
Length    3/   3, alignment  3/ 0:	22.3495	21.3104	21.7116	19.8766	16.6613
Length    4/   4, alignment  0/ 0:	22.5439	21.7541	22.5777	20.5386	16.7588
Length    4/   4, alignment  0/ 0:	22.6199	21.7465	22.578	20.5368	16.7904
Length    4/   4, alignment  0/ 4:	22.5281	21.7119	22.578	20.5546	14.0503
Length    4/   4, alignment  4/ 0:	22.7016	21.7389	23.3099	20.577	18.0822
Length    5/   5, alignment  0/ 0:	22.668	21.983	22.5779	20.5705	17.6055
Length    5/   5, alignment  0/ 0:	22.7549	21.7465	22.5783	21.5984	18.0806
Length    5/   5, alignment  0/ 5:	22.6955	21.7113	22.6571	20.6951	15.3306
Length    5/   5, alignment  5/ 0:	22.5041	21.7338	22.6164	20.6048	18.1765
Length    6/   6, alignment  0/ 0:	23.1365	21.7817	22.5779	20.5544	18.2413
Length    6/   6, alignment  0/ 0:	22.7913	21.7437	22.5779	20.5646	18.3013
Length    6/   6, alignment  0/ 6:	23.2403	21.7119	22.5779	20.8313	17.2439
Length    6/   6, alignment  6/ 0:	22.517	21.7399	22.6127	20.5596	18.839
Length    7/   7, alignment  0/ 0:	22.9339	22.0093	22.5781	19.895	18.0615
Length    7/   7, alignment  0/ 0:	22.5773	21.8732	22.5777	19.9742	17.9036
Length    7/   7, alignment  0/ 7:	22.6035	21.713	22.5777	19.8806	18.2981
Length    7/   7, alignment  7/ 0:	23.1588	21.7119	22.5985	19.9002	18.7203
Length    8/   8, alignment  0/ 0:	22.7664	21.7111	22.6292	20.5045	15.3282
Length    8/   8, alignment  0/ 0:	22.7899	21.7296	22.3923	20.5275	15.3258
Length    8/   8, alignment  0/ 0:	22.6751	21.7111	22.5333	20.5227	15.3449
Length    8/   8, alignment  0/ 0:	22.6137	21.9186	22.4068	20.5491	15.3258
Length    9/   9, alignment  0/ 0:	22.9849	21.7117	22.648	20.5546	15.3284
Length    9/   9, alignment  0/ 0:	22.6067	21.7117	22.6675	20.569	15.3278
Length    9/   9, alignment  0/ 1:	22.6611	21.729	22.3713	20.5728	15.9668
Length    9/   9, alignment  1/ 0:	22.6064	21.7119	22.594	20.581	21.4492
Length   10/  10, alignment  0/ 0:	22.6568	21.7112	22.5327	20.5804	16.0432
Length   10/  10, alignment  0/ 0:	22.7563	21.711	22.5113	20.5574	16.054
Length   10/  10, alignment  0/ 2:	22.7404	21.7469	22.609	20.5696	16.6097
Length   10/  10, alignment  2/ 0:	22.6817	21.7118	22.4035	20.5487	21.0305
Length   11/  11, alignment  0/ 0:	22.6841	21.7111	22.4066	20.5579	16.6303
Length   11/  11, alignment  0/ 0:	22.6248	21.7117	23.0804	33.9424	17.0591
Length   11/  11, alignment  0/ 3:	22.7533	22.1386	22.6185	20.554	17.3538
Length   11/  11, alignment  3/ 0:	22.7088	21.7116	22.6187	20.5462	20.9683
Length   12/  12, alignment  0/ 0:	22.7099	21.7114	22.6183	20.5624	17.392
Length   12/  12, alignment  0/ 0:	22.7077	21.7117	22.6098	20.544	17.4235
Length   12/  12, alignment  0/ 4:	22.755	21.9845	22.3714	20.5031	16.6045
Length   12/  12, alignment  4/ 0:	22.9452	21.7118	22.6193	20.5586	18.6827
Length   13/  13, alignment  0/ 0:	22.7345	21.7114	22.4882	20.9122	18.1426
Length   13/  13, alignment  0/ 0:	22.7841	21.7117	22.6574	20.5639	18.1591
Length   13/  13, alignment  0/ 5:	22.6435	22.0053	22.6325	20.514	17.2426
Length   13/  13, alignment  5/ 0:	22.9407	21.771	22.5908	20.5502	19.345
Length   14/  14, alignment  0/ 0:	22.7457	21.7117	22.4074	20.8024	18.831
Length   14/  14, alignment  0/ 0:	22.8875	21.7113	22.5362	20.5476	18.8444
Length   14/  14, alignment  0/ 6:	22.6516	21.7469	22.3668	20.4933	17.884
Length   14/  14, alignment  6/ 0:	22.8497	21.7714	22.3921	20.536	19.381
Length   15/  15, alignment  0/ 0:	22.6425	21.7113	22.5925	19.9585	18.4803
Length   15/  15, alignment  0/ 0:	22.6535	21.7111	22.6673	19.907	18.4414
Length   15/  15, alignment  0/ 7:	22.7687	21.7323	22.5176	19.8623	18.9551
Length   15/  15, alignment  7/ 0:	22.687	21.7116	22.6208	19.9101	19.1277
Length   16/  16, alignment  0/ 0:	22.9754	21.7975	22.4077	21.4386	15.9654
Length   16/  16, alignment  7/ 2:	22.5601	21.7243	22.4671	21.467	19.3136
Length   16/   4, alignment  0/ 0:	22.6702	21.8154	22.4566	20.5875	17.0746
Length   16/   4, alignment  7/ 2:	22.5683	21.7297	22.4102	20.519	17.2407
Length   32/  32, alignment  0/ 0:	24.117	23.7697	23.9801	22.5546	17.8811
Length   32/  32, alignment  6/ 4:	27.6302	26.2274	27.0153	25.7359	25.4096
Length   32/   8, alignment  0/ 0:	23.4259	22.5627	22.989	21.8801	17.5079
Length   32/   8, alignment  6/ 4:	23.3526	22.5092	22.9887	22.7811	22.2613
Length   64/  64, alignment  0/ 0:	24.8534	24.8006	25.2011	23.8682	24.5476
Length   64/  64, alignment  5/ 6:	28.6787	28.2512	28.8748	27.5855	34.31
Length   64/  16, alignment  0/ 0:	27.9013	27.6366	26.1826	24.0621	21.5273
Length   64/  16, alignment  5/ 6:	27.8791	27.7799	28.3107	26.8616	31.5397
Length  128/ 128, alignment  0/ 0:	26.1728	25.2779	26.03	27.6444	44.3434
Length  128/ 128, alignment  4/ 0:	28.6866	27.8545	28.4327	30.5182	50.6956
Length  128/  32, alignment  0/ 0:	26.7439	25.3395	25.7303	27.1475	37.9304
Length  128/  32, alignment  4/ 0:	31.3134	30.7474	31.0359	30.1111	52.4774
Length  256/ 256, alignment  0/ 0:	34.8322	29.5002	30.202	31.0403	90.3027
Length  256/ 256, alignment  3/ 2:	38.7593	34.4457	36.3397	36.7708	101.982
Length  256/  64, alignment  0/ 0:	30.7506	30.2682	30.8291	30.8062	69.0836
Length  256/  64, alignment  3/ 2:	34.9577	34.6646	36.2268	35.6416	84.7261
Length  512/ 512, alignment  0/ 0:	45.8112	32.2389	34.1008	47.9249	179.225
Length  512/ 512, alignment  2/ 4:	49.2209	43.5116	44.3456	48.5059	192.084
Length  512/ 128, alignment  0/ 0:	32.9334	32.6105	33.6854	40.3841	120.328
Length  512/ 128, alignment  2/ 4:	43.9546	43.736	43.2273	46.9864	132.958
Length 1024/1024, alignment  0/ 0:	52.6071	49.9267	55.5041	79.7598	394.591
Length 1024/1024, alignment  1/ 6:	60.1717	59.1236	59.4101	81.5077	407.707
Length 1024/ 256, alignment  0/ 0:	45.5519	40.4674	42.9883	73.7489	259.501
Length 1024/ 256, alignment  1/ 6:	64.9647	60.6947	62.2125	80.0333	274.616
Length   16/   1, alignment  1/ 2:	23.2507	22.3113	22.5028	20.5599	19.4927
Length   16/   1, alignment  2/ 1:	22.6092	21.7365	22.4137	20.5541	16.6057
Length   16/  10, alignment  1/ 1:	22.7304	21.7219	22.4511	20.5852	27.8517
Length   16/  10, alignment  1/ 1:	22.6127	21.7311	22.4697	20.5679	28.1407
Length   32/   1, alignment  2/ 4:	23.5033	22.368	22.9884	22.0065	23.1438
Length   32/   1, alignment  4/ 2:	23.8219	22.3498	23.1484	21.838	16.6138
Length   32/  10, alignment  2/ 2:	23.4578	22.35	23.0058	21.9916	30.9697
Length   32/  10, alignment  2/ 2:	23.2652	22.3669	22.9887	21.9962	30.8761
Length   64/   1, alignment  3/ 6:	27.7954	25.6263	26.6127	24.9864	28.2462
Length   64/   1, alignment  6/ 3:	26.6559	26.3808	26.9763	25.1823	20.3342
Length   64/  10, alignment  3/ 3:	27.7656	25.6248	26.6816	25.0444	37.4606
Length   64/  10, alignment  3/ 3:	27.8803	25.6191	26.5766	25.0221	37.5134
Length  128/   1, alignment  4/ 0:	30.563	30.2352	30.6704	30.2845	34.2598
Length  128/   1, alignment  0/ 4:	28.5526	27.6228	28.5393	28.0181	35.0083
Length  128/  10, alignment  4/ 4:	30.5246	29.6991	30.3008	29.9548	54.5513
Length  128/  10, alignment  4/ 4:	30.625	29.8125	30.2296	29.8076	54.3542
Length  256/   1, alignment  5/ 2:	32.3218	31.5787	32.5029	33.2312	57.3082
Length  256/   1, alignment  2/ 5:	34.6393	33.7096	34.0865	36.5788	77.8798
Length  256/  10, alignment  5/ 5:	34.5909	33.3934	34.0796	34.8684	89.996
Length  256/  10, alignment  5/ 5:	34.6353	34.1535	34.8687	35.6864	90.176
Length  512/   1, alignment  6/ 4:	41.4848	40.4196	41.2752	49.9757	106.182
Length  512/   1, alignment  4/ 6:	44.4086	42.9711	43.2871	51.7532	141.65
Length  512/  10, alignment  6/ 6:	42.9431	42.3946	42.6849	48.2925	164.303
Length  512/  10, alignment  6/ 6:	43.3182	42.5953	43.2507	50.8201	163.126
Length 1024/   1, alignment  7/ 6:	39.6369	57.5196	40.4188	56.2564	225.94
Length 1024/   1, alignment  6/ 7:	61.8485	61.61	61.7171	70.8523	292.346
Length 1024/  10, alignment  7/ 7:	61.1801	61.1992	61.6902	69.8984	344.155
Length 1024/  10, alignment  7/ 7:	59.6102	59.1692	60.3491	68.2825	345.078
