                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.8688	23.4185	24.0394	21.6179	25.0872
Length    4/   4, alignment  0/ 0, N    2:	25.2103	22.8685	23.4797	21.1116	24.9035
Length    4/   4, alignment  4/ 0, N    2:	24.7925	22.7968	23.4413	20.6292	24.0723
Length    8/   8, alignment  0/ 0, N    2:	23.8569	22.3497	22.6699	20.6347	23.7426
Length    8/   8, alignment  0/ 0, N    2:	23.8174	22.35	22.6707	20.6108	24.0995
Length   16/  16, alignment  0/ 0, N    2:	24.0683	22.497	22.5694	20.6423	23.6468
Length   16/  16, alignment  7/ 2, N    2:	23.5554	22.2348	22.5648	22.6276	23.3947
Length   16/   4, alignment  0/ 0, N    2:	23.324	21.8541	23.3987	20.0146	23.4285
Length   16/   4, alignment  7/ 2, N    2:	23.6367	21.9936	21.8533	19.9827	23.6353
Length   32/  32, alignment  0/ 0, N    2:	23.8329	21.8559	22.4782	20.6664	23.773
Length   32/  32, alignment  6/ 4, N    2:	23.8105	21.9788	22.4769	20.6687	24.35
Length   32/   8, alignment  0/ 0, N    2:	23.9691	22.608	22.3538	20.454	23.7247
Length   32/   8, alignment  6/ 4, N    2:	24.1716	21.8187	22.35	20.4567	23.7241
Length   64/  64, alignment  0/ 0, N    2:	24.4054	22.5077	22.9923	21.2068	23.9943
Length   64/  64, alignment  5/ 6, N    2:	23.8641	22.2095	22.6531	20.7999	23.8712
Length   64/  16, alignment  0/ 0, N    2:	23.677	21.3336	21.8539	20.6442	23.2284
Length   64/  16, alignment  5/ 6, N    2:	23.3204	21.2293	21.8553	22.0305	23.4449
Length  128/ 128, alignment  0/ 0, N    2:	23.7901	21.9073	22.9353	20.6158	23.9195
Length  128/ 128, alignment  4/ 0, N    2:	23.9259	22.0851	23.5816	53.0803	24.9833
Length  128/  32, alignment  0/ 0, N    2:	24.3768	23.1668	24.672	22.6293	24.8069
Length  128/  32, alignment  4/ 0, N    2:	24.7336	21.9797	23.1577	21.2244	23.7937
Length  256/ 256, alignment  0/ 0, N    2:	26.8473	21.8575	22.4814	20.6075	26.8748
Length  256/ 256, alignment  3/ 2, N    2:	27.0182	21.8542	22.4771	20.6066	26.9536
Length  256/  64, alignment  0/ 0, N    2:	26.6044	22.4424	22.9911	21.1813	24.3664
Length  256/  64, alignment  3/ 2, N    2:	24.3406	22.6901	22.9884	21.2059	24.3931
Length  512/ 512, alignment  0/ 0, N    2:	27.5417	22.3508	22.9917	24.672	28.4054
Length  512/ 512, alignment  2/ 4, N    2:	27.3802	22.3507	22.9925	24.5543	27.5565
Length  512/ 128, alignment  0/ 0, N    2:	24.6636	22.3969	24.0223	21.5713	25.0043
Length  512/ 128, alignment  2/ 4, N    2:	25.004	22.9244	24.0836	21.7243	25.035
Length 1024/1024, alignment  0/ 0, N    2:	29.4215	26.4711	26.8676	36.6781	28.2513
Length 1024/1024, alignment  1/ 6, N    2:	28.4451	26.4426	27.0221	37.5883	28.7412
Length 1024/ 256, alignment  0/ 0, N    2:	29.2484	23.0025	24.0869	22.0791	29.1473
Length 1024/ 256, alignment  1/ 6, N    2:	28.6742	23.4136	24.6327	22.223	28.7778
Length   16/   1, alignment  1/ 2, N    2:	24.9847	23.4191	23.7522	21.4871	25.6346
Length   16/   1, alignment  2/ 1, N    2:	25.3271	23.4161	23.4148	21.2598	24.6959
Length   16/  10, alignment  1/ 1, N    2:	24.3989	22.8687	22.9803	20.9831	24.7093
Length   32/   1, alignment  2/ 4, N    2:	24.2654	22.5464	22.8949	21.6011	26.7469
Length   32/   1, alignment  4/ 2, N    2:	24.0847	22.3514	22.3492	20.4362	24.0833
Length   32/  10, alignment  2/ 2, N    2:	23.7462	21.714	22.349	20.5147	23.9185
Length   64/   1, alignment  3/ 6, N    2:	23.976	21.7122	22.3503	21.0439	26.8532
Length   64/   1, alignment  6/ 3, N    2:	23.7354	22.3504	22.3513	20.434	23.6276
Length   64/  10, alignment  3/ 3, N    2:	23.8503	21.4845	21.8544	20.0308	23.6765
Length  128/   1, alignment  4/ 0, N    2:	23.1033	21.8544	22.0614	19.9804	27.024
Length  128/   1, alignment  0/ 4, N    2:	23.3065	21.5421	21.8545	20.2279	24.2138
Length  128/  10, alignment  4/ 4, N    2:	23.9348	21.819	22.3519	20.5153	24.1947
Length  256/   1, alignment  5/ 2, N    2:	23.4302	21.8542	21.8548	19.9794	23.417
Length  256/   1, alignment  2/ 5, N    2:	23.323	21.3335	21.854	20.0432	23.5802
Length  256/  10, alignment  5/ 5, N    2:	23.3994	21.5414	21.8768	20.0133	23.5951
Length  512/   1, alignment  6/ 4, N    2:	23.6315	21.8547	21.8536	19.9796	23.5571
Length  512/   1, alignment  4/ 6, N    2:	23.3244	21.5416	21.8531	20.0146	23.1961
Length  512/  10, alignment  6/ 6, N    2:	23.8211	21.2292	21.8543	20.0009	23.1992
Length 1024/   1, alignment  7/ 6, N    2:	23.6939	21.4381	22.45	20.4567	23.986
Length 1024/   1, alignment  6/ 7, N    2:	24.1056	21.7124	22.349	20.4975	23.9782
Length 1024/  10, alignment  7/ 7, N    2:	23.4865	21.2292	21.8537	20.0395	23.4847
Length    2/   2, alignment  0/ 2, N    8:	23.3141	21.5441	22.0626	20.122	23.6966
Length    4/   4, alignment  0/ 0, N    8:	23.3728	21.2303	22.1678	20.0994	23.2518
Length    4/   4, alignment  4/ 0, N    8:	23.249	21.4079	21.9602	20.123	23.4062
Length    8/   8, alignment  0/ 0, N    8:	23.1894	21.399	21.8547	20.1465	23.183
Length    8/   8, alignment  0/ 0, N    8:	23.3352	21.3979	21.8538	20.1395	23.2236
Length   16/  16, alignment  0/ 0, N    8:	23.274	21.5419	21.8539	21.1	23.72
Length   16/  16, alignment  7/ 2, N    8:	23.8095	21.8842	22.352	21.3268	23.7366
Length   16/   4, alignment  0/ 0, N    8:	23.8208	22.0687	22.3499	20.482	23.764
Length   16/   4, alignment  7/ 2, N    8:	23.2386	21.2297	21.8546	19.9822	23.2965
Length   32/  32, alignment  0/ 0, N    8:	23.7641	22.2831	22.688	21.1192	24.3048
Length   32/  32, alignment  6/ 4, N    8:	24.4845	22.8214	23.2039	21.1533	24.4178
Length   32/   8, alignment  0/ 0, N    8:	23.3612	21.2311	21.8551	20.0059	23.2661
Length   32/   8, alignment  6/ 4, N    8:	23.2571	21.2297	21.854	19.9939	23.6775
Length   64/  64, alignment  0/ 0, N    8:	23.8817	22.0888	22.4824	20.7321	23.8387
Length   64/  64, alignment  5/ 6, N    8:	23.8315	22.0114	22.4781	20.83	24.0037
Length   64/  16, alignment  0/ 0, N    8:	23.7713	21.7121	22.3514	21.1597	23.2117
Length   64/  16, alignment  5/ 6, N    8:	23.33	21.7515	22.6559	20.7963	23.2216
Length  128/ 128, alignment  0/ 0, N    8:	23.9508	21.856	22.4807	20.6237	23.8729
Length  128/ 128, alignment  4/ 0, N    8:	23.8961	21.8531	22.4806	20.8125	24.4209
Length  128/  32, alignment  0/ 0, N    8:	24.3903	22.6908	22.9932	21.0952	24.3331
Length  128/  32, alignment  4/ 0, N    8:	24.4247	22.7067	23.0963	21.0745	24.4589
Length  256/ 256, alignment  0/ 0, N    8:	27.532	22.3528	23.0683	21.0755	27.6524
Length  256/ 256, alignment  3/ 2, N    8:	27.5224	22.4655	23.0004	21.0751	27.5615
Length  256/  64, alignment  0/ 0, N    8:	24.4474	22.3781	22.9883	21.1873	24.4724
Length  256/  64, alignment  3/ 2, N    8:	24.3314	22.3494	22.9899	21.218	24.3888
Length  512/ 512, alignment  0/ 0, N    8:	27.7482	22.3563	22.992	24.3327	27.5373
Length  512/ 512, alignment  2/ 4, N    8:	27.5886	22.35	23.1694	24.8374	28.3445
Length  512/ 128, alignment  0/ 0, N    8:	24.9597	22.8725	23.5261	21.5751	25.1388
Length  512/ 128, alignment  2/ 4, N    8:	25.0164	22.8701	23.5262	21.5755	24.9416
Length 1024/1024, alignment  0/ 0, N    8:	28.1133	25.7302	28.9572	36.6487	28.1816
Length 1024/1024, alignment  1/ 6, N    8:	28.2719	26.3865	29.6082	37.3768	28.9174
Length 1024/ 256, alignment  0/ 0, N    8:	28.8656	23.4183	24.096	22.5204	29.1521
Length 1024/ 256, alignment  1/ 6, N    8:	28.838	23.4274	24.087	22.0775	28.9877
Length   16/   1, alignment  1/ 2, N    8:	25.0376	22.9301	23.6329	21.3848	24.286
Length   16/   1, alignment  2/ 1, N    8:	24.2921	22.3921	23.0827	20.9566	24.5486
Length   16/  10, alignment  1/ 1, N    8:	24.4173	22.394	22.8704	20.9382	24.2501
Length   32/   1, alignment  2/ 4, N    8:	24.5493	21.7119	22.3539	20.4642	23.7308
Length   32/   1, alignment  4/ 2, N    8:	23.8037	21.712	22.3518	20.4333	23.9997
Length   32/  10, alignment  2/ 2, N    8:	23.7552	21.712	22.352	20.4718	23.6637
Length   64/   1, alignment  3/ 6, N    8:	23.8977	21.7119	22.3521	20.4421	23.7435
Length   64/   1, alignment  6/ 3, N    8:	23.7543	21.7118	22.352	20.4294	23.4929
Length   64/  10, alignment  3/ 3, N    8:	23.2287	21.2294	22.1209	20.44	24.2378
Length  128/   1, alignment  4/ 0, N    8:	23.8548	21.7122	22.3498	20.4368	23.6597
Length  128/   1, alignment  0/ 4, N    8:	23.1856	21.2293	21.8546	19.9906	23.2157
Length  128/  10, alignment  4/ 4, N    8:	23.2715	21.2291	21.8545	20.0165	23.2968
Length  256/   1, alignment  5/ 2, N    8:	23.1979	21.3405	21.8544	19.9798	23.6071
Length  256/   1, alignment  2/ 5, N    8:	23.2623	21.2294	21.8534	20.0192	23.2528
Length  256/  10, alignment  5/ 5, N    8:	23.2293	21.2294	21.8532	19.9987	23.4474
Length  512/   1, alignment  6/ 4, N    8:	23.2888	21.3349	21.8532	19.9826	23.4802
Length  512/   1, alignment  4/ 6, N    8:	23.7054	21.7124	22.3513	20.4711	23.8043
Length  512/  10, alignment  6/ 6, N    8:	23.872	21.7125	22.351	20.159	23.2597
Length 1024/   1, alignment  7/ 6, N    8:	23.2514	21.2303	22.2188	20.4451	23.7396
Length 1024/   1, alignment  6/ 7, N    8:	23.7901	21.712	22.349	20.4776	23.7432
Length 1024/  10, alignment  7/ 7, N    8:	23.6184	21.2292	21.8542	20.0012	23.1826
Length    2/   2, alignment  0/ 2, N   32:	23.5136	21.5441	22.1939	20.0502	23.3717
Length    4/   4, alignment  0/ 0, N   32:	23.2309	21.2329	22.1681	20.0663	25.2784
Length    4/   4, alignment  4/ 0, N   32:	23.2385	21.542	22.0099	20.3029	25.8732
Length    8/   8, alignment  0/ 0, N   32:	23.7833	21.7572	22.844	20.4379	23.7241
Length    8/   8, alignment  0/ 0, N   32:	23.8824	21.8427	22.7141	20.5431	23.7312
Length   16/  16, alignment  0/ 0, N   32:	23.814	21.7118	22.3507	22.2863	23.7815
Length   16/  16, alignment  7/ 2, N   32:	23.3869	21.2295	22.0877	21.5802	23.5353
Length   16/   4, alignment  0/ 0, N   32:	23.2926	21.2299	22.2385	21.1795	23.8691
Length   16/   4, alignment  7/ 2, N   32:	23.803	21.872	22.3512	21.1824	23.2397
Length   32/  32, alignment  0/ 0, N   32:	23.7318	22.5113	23.5083	21.9245	23.8074
Length   32/  32, alignment  6/ 4, N   32:	28.098	25.1557	25.5984	24.574	28.1039
Length   32/   8, alignment  0/ 0, N   32:	23.3986	21.2313	21.856	20.769	23.2912
Length   32/   8, alignment  6/ 4, N   32:	23.2985	21.2298	22.5659	21.2431	23.8584
Length   64/  64, alignment  0/ 0, N   32:	24.438	22.3533	22.9922	21.7883	24.4305
Length   64/  64, alignment  5/ 6, N   32:	24.3666	22.3563	22.9907	21.775	24.4301
Length   64/  16, alignment  0/ 0, N   32:	23.932	21.7131	22.4689	22.0411	23.8461
Length   64/  16, alignment  5/ 6, N   32:	23.8956	21.7111	22.3503	22.057	23.7876
Length  128/ 128, alignment  0/ 0, N   32:	24.4521	22.6879	23.3265	21.7447	24.4376
Length  128/ 128, alignment  4/ 0, N   32:	24.4797	22.6304	22.8854	21.2838	23.8901
Length  128/  32, alignment  0/ 0, N   32:	24.1168	22.9909	23.6302	22.4713	24.2693
Length  128/  32, alignment  4/ 0, N   32:	24.4547	22.9919	23.7428	22.0301	23.8501
Length  256/ 256, alignment  0/ 0, N   32:	27.686	22.1834	22.7569	21.2678	27.6333
Length  256/ 256, alignment  3/ 2, N   32:	27.9887	22.4246	23.2223	21.7563	28.4712
Length  256/  64, alignment  0/ 0, N   32:	24.4277	22.3594	22.99	21.8422	24.3496
