                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9775	6.72766	6.83093	5.50281	5.48877
Length    0, alignments in bytes  0/ 0:	10.9822	6.72742	6.84937	5.49377	5.4989
Length    0, alignments in bytes  0/ 0:	10.9729	6.72278	6.82971	5.49866	5.48352
Length    0, alignments in bytes  0/ 0:	12.0662	6.7428	6.83362	5.4845	5.48999
Length    1, alignments in bytes  0/ 0:	13.6749	6.65833	6.86462	6.4541	5.50354
Length    1, alignments in bytes  0/ 0:	13.6682	6.64941	6.86816	6.39404	5.50269
Length    1, alignments in bytes  0/ 1:	13.6487	6.86353	6.85559	6.39429	5.48694
Length    1, alignments in bytes  1/ 0:	12.6313	6.8562	6.8606	6.40833	5.1073
Length    2, alignments in bytes  0/ 0:	13.6559	7.12793	6.87073	7.97852	6.87488
Length    2, alignments in bytes  0/ 0:	13.6388	7.13086	7.3186	7.98682	6.87012
Length    2, alignments in bytes  0/ 2:	13.6323	7.17517	7.33801	7.97449	6.86694
Length    2, alignments in bytes  2/ 0:	12.2454	6.87378	6.85608	6.79346	6.20215
Length    3, alignments in bytes  0/ 0:	13.6305	6.18457	6.86011	6.31458	6.87646
Length    3, alignments in bytes  0/ 0:	13.6361	6.18335	6.86023	6.32422	6.87549
Length    3, alignments in bytes  0/ 3:	13.6229	6.17786	6.85901	6.30774	6.85803
Length    3, alignments in bytes  3/ 0:	13.6355	6.1731	6.86157	6.31921	8.91699
Length    4, alignments in bytes  0/ 0:	13.6217	9.97595	10.0094	7.7052	8.92261
Length    4, alignments in bytes  0/ 0:	13.6268	9.97913	10.0139	7.69702	8.92371
Length    4, alignments in bytes  0/ 4:	13.5194	7.9502	8.01062	7.78833	8.91663
Length    4, alignments in bytes  4/ 0:	12.8142	7.35217	7.36536	6.31238	8.95325
Length    5, alignments in bytes  0/ 0:	13.6429	9.97571	10.0007	8.04407	9.85938
Length    5, alignments in bytes  0/ 0:	13.6167	9.96118	9.98889	8.02295	9.87878
Length    5, alignments in bytes  0/ 5:	13.5308	8.38904	8.43884	7.65161	8.92163
Length    5, alignments in bytes  5/ 0:	12.8351	8.98828	8.49609	7.58936	9.38562
Length    6, alignments in bytes  0/ 0:	13.6343	9.97729	10.0074	8.474	12.3605
Length    6, alignments in bytes  0/ 0:	13.6251	9.97693	10.006	8.47522	12.3491
Length    6, alignments in bytes  0/ 6:	12.674	8.38562	8.4408	7.7522	12.3444
Length    6, alignments in bytes  6/ 0:	12.385	8.9967	8.5083	7.63147	8.93274
Length    7, alignments in bytes  0/ 0:	14.5759	8.85059	8.93469	6.30042	12.358
Length    7, alignments in bytes  0/ 0:	14.5768	8.85474	8.93091	6.30908	12.3499
Length    7, alignments in bytes  0/ 7:	14.6318	8.38611	8.43518	6.87292	12.3446
Length    7, alignments in bytes  7/ 0:	15.363	9.02649	8.49524	6.33411	12.1141
Length    8, alignments in bytes  0/ 0:	15.224	10.9022	10.9562	7.78503	6.18262
Length    8, alignments in bytes  0/ 0:	15.2354	10.9568	10.9484	7.78784	6.18481
Length    8, alignments in bytes  0/ 0:	15.2152	10.8988	10.9402	7.78125	6.172
Length    8, alignments in bytes  0/ 0:	15.1885	10.9604	10.9553	7.76672	6.18103
Length    9, alignments in bytes  0/ 0:	15.1846	10.8926	10.9528	8.46802	7.02905
Length    9, alignments in bytes  0/ 0:	15.2861	10.9395	10.9448	8.45667	7.03601
Length    9, alignments in bytes  0/ 1:	15.2128	10.9022	11.1445	8.62048	7.65332
Length    9, alignments in bytes  1/ 0:	15.3438	10.985	10.9725	8.71899	15.1125
Length   10, alignments in bytes  0/ 0:	15.2363	10.8899	10.9357	8.60095	7.85071
Length   10, alignments in bytes  0/ 0:	15.29	10.9656	10.9539	8.59155	7.83606
Length   10, alignments in bytes  0/ 2:	15.2086	10.965	11.135	8.42639	8.74377
Length   10, alignments in bytes  2/ 0:	15.0002	10.7374	10.7126	8.36853	15.4014
Length   11, alignments in bytes  0/ 0:	14.9225	10.6434	10.6915	8.18188	8.55835
Length   11, alignments in bytes  0/ 0:	14.8136	10.7104	10.6917	8.19177	8.56555
Length   11, alignments in bytes  0/ 3:	14.8185	10.7114	10.8783	8.23389	9.18457
Length   11, alignments in bytes  3/ 0:	14.99	10.7136	10.7141	8.37231	15.6876
Length   12, alignments in bytes  0/ 0:	14.8593	10.6401	10.6907	8.38684	9.55322
Length   12, alignments in bytes  0/ 0:	14.8182	10.6656	10.6859	8.38684	10.0511
Length   12, alignments in bytes  0/ 4:	13.6654	10.6084	10.639	9.03467	10.048
Length   12, alignments in bytes  4/ 0:	14.4946	10.708	10.7097	8.37	12.1567
Length   13, alignments in bytes  0/ 0:	14.8556	10.6295	10.6857	8.3822	12.4802
Length   13, alignments in bytes  0/ 0:	14.9312	10.6243	10.689	8.38867	12.4932
