                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.275	22.1988	22.497	20.2331	12.9821
Length    0/   0, alignment  0/ 0:	22.3498	21.5055	21.9849	19.8699	13.078
Length    0/   0, alignment  0/ 0:	22.8153	21.0731	21.9848	19.8696	13.1924
Length    0/   0, alignment  0/ 0:	22.3499	21.0724	21.9851	19.9	13.0049
Length    1/   1, alignment  0/ 0:	22.3849	21.073	21.8376	20.1642	14.3159
Length    1/   1, alignment  0/ 0:	22.6289	21.1962	22.2813	19.9026	14.0488
Length    1/   1, alignment  0/ 1:	22.7019	21.2338	21.8723	19.8791	6.73745
Length    1/   1, alignment  1/ 0:	22.3849	21.1108	21.8326	19.9497	14.0488
Length    2/   2, alignment  0/ 0:	22.8589	21.8495	22.3504	20.8532	14.7393
Length    2/   2, alignment  0/ 0:	23.2368	21.7112	22.3503	20.5768	15.0699
Length    2/   2, alignment  0/ 2:	22.518	21.7117	22.3496	20.8541	9.26074
Length    2/   2, alignment  2/ 0:	22.3501	21.711	22.8486	20.5813	14.743
Length    3/   3, alignment  0/ 0:	22.575	21.0732	22.0007	19.9512	14.8637
Length    3/   3, alignment  0/ 0:	22.5167	21.3344	21.711	19.9063	14.8664
Length    3/   3, alignment  0/ 3:	22.8105	21.0726	21.7116	19.8768	10.9267
Length    3/   3, alignment  3/ 0:	22.7892	21.0728	21.7113	19.8989	16.9197
Length    4/   4, alignment  0/ 0:	22.4935	21.7463	22.5781	20.8126	16.7575
Length    4/   4, alignment  0/ 0:	22.5232	21.7447	22.8248	20.6246	16.7588
Length    4/   4, alignment  0/ 4:	22.7059	22.0039	22.5782	20.5366	14.0492
Length    4/   4, alignment  4/ 0:	22.7529	21.7409	22.5778	20.5544	18.4052
Length    5/   5, alignment  0/ 0:	22.493	21.7541	22.5782	20.618	17.642
Length    5/   5, alignment  0/ 0:	22.5118	21.7529	22.8239	20.5576	17.6589
Length    5/   5, alignment  0/ 5:	22.5107	21.7319	22.578	20.5829	15.3302
Length    5/   5, alignment  5/ 0:	22.7401	21.7639	22.5779	20.6083	18.1741
Length    6/   6, alignment  0/ 0:	22.7901	21.7468	22.578	20.524	18.2153
Length    6/   6, alignment  0/ 0:	22.5338	21.7433	22.5777	20.5615	18.2257
Length    6/   6, alignment  0/ 6:	22.6745	21.7118	22.6043	20.5426	17.2417
Length    6/   6, alignment  6/ 0:	22.5118	21.7582	22.5779	20.5835	18.8201
Length    7/   7, alignment  0/ 0:	23.0257	21.7507	22.5778	19.8807	17.9369
Length    7/   7, alignment  0/ 0:	22.5064	21.7467	22.5778	19.9744	17.9036
Length    7/   7, alignment  0/ 7:	23.2527	21.7115	22.5984	19.9432	18.0747
Length    7/   7, alignment  7/ 0:	22.5179	21.7488	22.5779	19.9745	18.705
Length    8/   8, alignment  0/ 0:	22.6506	21.7117	22.4051	20.5101	15.3454
Length    8/   8, alignment  0/ 0:	22.7061	21.7118	22.6518	20.5397	15.3261
Length    8/   8, alignment  0/ 0:	22.7233	21.7115	22.4346	20.5292	15.3273
Length    8/   8, alignment  0/ 0:	22.5742	21.7117	22.6724	20.5319	15.3279
Length    9/   9, alignment  0/ 0:	22.7561	21.83	22.487	20.5535	15.3282
Length    9/   9, alignment  0/ 0:	22.7222	21.7709	22.4049	20.5649	15.3466
Length    9/   9, alignment  0/ 1:	22.6216	21.7113	22.3528	20.5922	15.9665
Length    9/   9, alignment  1/ 0:	22.6578	21.7118	22.5881	20.5551	21.253
Length   10/  10, alignment  0/ 0:	22.6747	21.7792	22.4397	20.5527	16.0308
Length   10/  10, alignment  0/ 0:	22.7078	21.7117	22.5939	20.5446	16.0575
Length   10/  10, alignment  0/ 2:	22.7291	21.7111	22.3717	20.5514	16.721
Length   10/  10, alignment  2/ 0:	22.5902	21.7117	22.4473	20.5638	20.9442
