                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9735	5.67542	6.18579	5.48718	5.50256
Length    0, alignments in bytes  0/ 0:	10.9785	5.66248	6.18286	5.49902	5.48779
Length    0, alignments in bytes  0/ 0:	10.9701	6.18152	6.17163	5.48828	5.49097
Length    0, alignments in bytes  0/ 0:	10.973	6.16919	6.17847	5.48706	5.48804
Length    1, alignments in bytes  0/ 0:	10.6996	6.18188	6.85938	5.49414	5.50781
Length    1, alignments in bytes  0/ 0:	10.7117	6.18408	6.87244	5.48877	5.50183
Length    1, alignments in bytes  0/ 1:	10.6392	6.86462	6.85608	5.4989	5.48926
Length    1, alignments in bytes  1/ 0:	10.2941	6.85657	6.86707	5.48157	5.10327
Length    2, alignments in bytes  0/ 0:	10.29	6.86438	6.86279	6.61633	6.86804
Length    2, alignments in bytes  0/ 0:	10.2892	6.86084	6.86975	6.59912	6.86011
Length    2, alignments in bytes  0/ 2:	10.2885	6.86475	6.86609	6.57678	6.86804
Length    2, alignments in bytes  2/ 0:	10.2904	6.86255	6.85559	5.49146	6.20508
Length    3, alignments in bytes  0/ 0:	10.9838	6.17273	6.86975	5.49182	6.87146
Length    3, alignments in bytes  0/ 0:	10.9817	6.18579	6.86157	5.49072	6.88513
Length    3, alignments in bytes  0/ 3:	10.9728	6.17102	6.86108	5.49646	6.85815
Length    3, alignments in bytes  3/ 0:	10.9728	6.17395	6.86157	5.4812	8.26453
Length    4, alignments in bytes  0/ 0:	10.9711	8.57935	8.53638	6.27686	8.9314
Length    4, alignments in bytes  0/ 0:	10.9725	8.57727	8.54004	6.29346	8.92273
Length    4, alignments in bytes  0/ 4:	10.9717	6.4989	6.86707	6.27515	8.91882
Length    4, alignments in bytes  4/ 0:	10.9727	6.16846	6.86487	5.48267	8.94897
Length    5, alignments in bytes  0/ 0:	10.9719	8.56812	8.52441	7.10767	9.90295
Length    5, alignments in bytes  0/ 0:	10.9734	8.5708	8.53137	7.10217	9.87671
Length    5, alignments in bytes  0/ 5:	10.9706	6.51709	6.85828	6.22961	8.92285
Length    5, alignments in bytes  5/ 0:	10.9691	6.17834	6.85339	6.17786	9.0575
Length    6, alignments in bytes  0/ 0:	12.6764	8.57605	8.52515	7.87476	12.3634
Length    6, alignments in bytes  0/ 0:	10.9783	8.57251	8.52454	7.86353	12.3491
Length    6, alignments in bytes  0/ 6:	10.9749	6.49353	6.86584	6.13831	12.3394
Length    6, alignments in bytes  6/ 0:	10.972	6.16821	6.85864	5.49866	8.94458
Length    7, alignments in bytes  0/ 0:	10.9821	7.52722	7.39331	5.50037	12.3533
Length    7, alignments in bytes  0/ 0:	10.978	7.54248	7.43713	5.49744	12.3472
Length    7, alignments in bytes  0/ 7:	10.9706	6.50745	6.85815	5.49048	12.3419
Length    7, alignments in bytes  7/ 0:	10.9736	6.17639	6.85754	5.48242	11.6671
Length    8, alignments in bytes  0/ 0:	10.9706	8.73914	8.6062	6.3363	6.1908
Length    8, alignments in bytes  0/ 0:	10.9717	8.75195	8.59705	6.29504	6.1781
Length    8, alignments in bytes  0/ 0:	10.975	8.7644	8.59204	6.29919	6.1709
Length    8, alignments in bytes  0/ 0:	10.9713	8.73267	8.59631	6.28503	6.1709
Length    9, alignments in bytes  0/ 0:	10.9719	8.79163	8.58838	7.10645	6.36353
Length    9, alignments in bytes  0/ 0:	10.9855	8.74756	8.59277	7.10266	6.34644
Length    9, alignments in bytes  0/ 1:	10.9716	8.75842	8.58435	7.53687	7.32996
Length    9, alignments in bytes  1/ 0:	10.9852	8.755	8.61707	7.46948	14.4816
Length   10, alignments in bytes  0/ 0:	10.9723	8.74329	8.59277	7.87024	7.55566
Length   10, alignments in bytes  0/ 0:	10.9708	8.77222	8.60266	7.88196	7.54895
Length   10, alignments in bytes  0/ 2:	10.9718	8.72681	8.59924	7.73267	7.9906
Length   10, alignments in bytes  2/ 0:	10.9862	8.75745	8.61292	7.62317	14.8506
Length   11, alignments in bytes  0/ 0:	10.9717	8.74609	8.59229	7.19006	8.17725
Length   11, alignments in bytes  0/ 0:	10.9703	8.75671	8.59778	7.19678	8.18262
Length   11, alignments in bytes  0/ 3:	10.9728	8.74377	8.5957	7.72131	8.91309
Length   11, alignments in bytes  3/ 0:	10.9716	8.71558	8.60974	7.61877	16.4727
Length   12, alignments in bytes  0/ 0:	10.9708	8.75	8.5885	7.87109	9.61975
Length   12, alignments in bytes  0/ 0:	10.9718	8.74207	8.59949	7.87891	9.60864
Length   12, alignments in bytes  0/ 4:	10.9723	8.45959	8.27368	7.91467	9.60706
Length   12, alignments in bytes  4/ 0:	10.9701	8.45496	8.20679	7.61401	11.6348
Length   13, alignments in bytes  0/ 0:	10.9725	8.73657	8.58936	7.91479	11.9727
Length   13, alignments in bytes  0/ 0:	10.9717	9.17517	8.59412	7.87	11.978
Length   13, alignments in bytes  0/ 5:	10.9734	8.46155	8.30151	7.92346	10.5723
Length   13, alignments in bytes  5/ 0:	10.9701	8.45044	8.2146	7.61926	12.662
Length   14, alignments in bytes  0/ 0:	10.9717	8.78174	8.58447	7.89722	13.3031
Length   14, alignments in bytes  0/ 0:	10.9718	8.77527	8.59436	7.87646	13.2837
Length   14, alignments in bytes  0/ 6:	10.9708	8.47009	8.25171	7.92053	13.0276
Length   14, alignments in bytes  6/ 0:	10.9698	8.30786	8.22815	7.61414	12.991
Length   15, alignments in bytes  0/ 0:	10.9773	7.61536	7.75391	5.50159	13.0411
Length   15, alignments in bytes  0/ 0:	10.9828	7.60828	7.7616	5.49927	13.0355
Length   15, alignments in bytes  0/ 7:	10.9713	8.46704	8.27454	5.49255	13.0288
Length   15, alignments in bytes  7/ 0:	10.9698	8.45288	8.23071	5.48486	12.6877
Length   16, alignments in bytes  0/ 0:	10.973	8.72986	8.61938	6.18933	6.93677
Length   16, alignments in bytes  7/ 2:	10.9713	8.72791	8.63147	6.18213	13.7432
Length   32, alignments in bytes  0/ 0:	10.9808	6.88965	8.25049	7.55591	9.90552
Length   32, alignments in bytes  6/ 4:	10.984	6.86438	8.23438	11.4575	16.298
Length   64, alignments in bytes  0/ 0:	14.4076	7.67639	8.46619	8.94629	15.3782
Length   64, alignments in bytes  5/ 6:	15.5244	13.8459	14.335	12.5283	25.3124
Length  128, alignments in bytes  0/ 0:	17.0356	9.65918	10.575	13.7648	26.0829
Length  128, alignments in bytes  4/ 0:	19.2272	10.5912	12.0687	15.1431	33.0665
Length  256, alignments in bytes  0/ 0:	23.1887	15.7882	17.087	19.2253	52.0024
Length  256, alignments in bytes  3/ 2:	25.0771	15.2448	18.33	19.9622	59.4175
Length  512, alignments in bytes  0/ 0:	30.7201	19.5306	21.6028	30.1746	103.133
Length  512, alignments in bytes  2/ 4:	34.2323	22.4479	24.1343	28.8107	147.998
Length 1024, alignments in bytes  0/ 0:	52.9349	28.4902	28.7942	47.5931	229.502
Length 1024, alignments in bytes  1/ 6:	66.9982	40.4565	35.719	51.4237	309.933
Length   16, alignments in bytes  1/ 2:	14.4658	8.73193	8.62842	6.19006	17.6351
Length   16, alignments in bytes  2/ 1:	15.8315	8.76733	8.61707	6.16858	15.6512
Length   16, alignments in bytes  1/ 1:	10.9713	8.72351	8.61951	6.16699	15.1182
Length   16, alignments in bytes  1/ 1:	10.9703	8.72302	8.61084	6.17065	15.12
Length   32, alignments in bytes  2/ 4:	10.9893	8.26636	8.36511	10.3624	21.5503
Length   32, alignments in bytes  4/ 2:	10.9744	6.86157	6.86621	11.3114	16.9656
Length   32, alignments in bytes  2/ 2:	10.9749	6.85754	6.86804	9.85327	16.4517
Length   32, alignments in bytes  2/ 2:	10.9756	6.85608	6.86951	9.88855	17.1426
Length   64, alignments in bytes  3/ 6:	15.504	9.88171	9.99133	11.0469	28.6069
Length   64, alignments in bytes  6/ 3:	15.4442	11.6016	11.6755	12.6945	19.653
Length   64, alignments in bytes  3/ 3:	15.181	8.61707	9.11804	9.776	21.5503
Length   64, alignments in bytes  3/ 3:	15.168	8.61804	9.11475	9.95349	21.5021
Length  128, alignments in bytes  4/ 0:	19.201	10.625	12.0491	15.3182	33.6299
Length  128, alignments in bytes  0/ 4:	20.7612	11.1808	12.8499	14.5717	35.4215
Length  128, alignments in bytes  4/ 4:	20.4424	14.3313	13.0662	14.7598	33.6215
Length  128, alignments in bytes  4/ 4:	20.4653	14.3857	13.1034	14.7811	33.6506
Length  256, alignments in bytes  5/ 2:	25.0675	15.7697	19.9443	20.8904	58.4066
Length  256, alignments in bytes  2/ 5:	26.1022	17.6771	21.1469	20.9397	81.0864
Length  256, alignments in bytes  5/ 5:	25.549	15.2316	18.172	18.902	58.4407
Length  256, alignments in bytes  5/ 5:	25.2039	15.2173	18.2611	18.9102	222.276
Length  512, alignments in bytes  6/ 4:	36.0698	24.818	23.5952	28.2458	134.197
Length  512, alignments in bytes  4/ 6:	34.0693	28.5587	27.3345	30.1793	145.633
Length  512, alignments in bytes  6/ 6:	31.4308	19.8278	22.0037	27.6089	132.597
Length  512, alignments in bytes  6/ 6:	31.4281	19.8341	22.0132	28.6377	135.735
Length 1024, alignments in bytes  7/ 6:	50.6301	39.2971	35.7294	47.9496	232.507
Length 1024, alignments in bytes  6/ 7:	65.8335	40.4751	35.6838	52.1058	302.812
Length 1024, alignments in bytes  7/ 7:	58.8588	28.0475	28.7755	50.7561	230.786
Length 1024, alignments in bytes  7/ 7:	59.3876	30.4867	28.8057	47.7966	232.234
Length   16, alignments in bytes  0/ 4:	14.0232	8.72974	8.59827	6.18005	9.24976
Length   16, alignments in bytes  4/ 0:	10.9718	8.74854	8.62122	6.18176	15.3435
Length   16, alignments in bytes  4/ 4:	10.9731	8.71326	8.62073	6.1814	15.0868
Length   16, alignments in bytes  2/ 2:	10.9756	8.75549	8.62915	6.17798	15.0225
Length   16, alignments in bytes  2/ 6:	10.9717	8.7439	8.62695	6.17932	18.3923
Length   16, alignments in bytes  6/ 2:	10.9716	8.72913	8.60266	6.18018	15.0505
Length   16, alignments in bytes  1/ 7:	10.9712	8.72107	8.61804	6.17383	18.9841
Length   16, alignments in bytes  7/ 1:	10.9716	8.70081	8.63245	6.17993	13.5481
Length   16, alignments in bytes  3/ 4:	10.9708	8.71875	8.62134	6.17004	15.4574
Length   16, alignments in bytes  4/ 3:	10.9703	8.72607	8.61536	6.1687	14.5184
Length   16, alignments in bytes  5/ 7:	10.9725	8.71252	8.62402	6.17542	15.1024
Length   16, alignments in bytes  7/ 5:	10.9708	8.71362	8.62549	6.17822	13.7886
Length   20, alignments in bytes  0/ 4:	10.9728	8.72095	8.60095	7.9718	11.5483
Length   20, alignments in bytes  4/ 0:	10.9825	8.745	8.61975	6.34668	13.9885
Length   20, alignments in bytes  4/ 4:	10.9722	8.72351	8.60986	7.25415	13.2869
Length   20, alignments in bytes  2/ 2:	10.975	8.70984	8.61804	7.26453	18.1293
Length   20, alignments in bytes  2/ 6:	10.972	8.70935	8.62158	7.95032	20.1478
Length   20, alignments in bytes  6/ 2:	10.9708	8.76672	8.94531	6.20068	13.0676
Length   20, alignments in bytes  1/ 7:	10.7097	8.50793	9.23096	7.75452	20.4238
Length   20, alignments in bytes  7/ 1:	10.7114	8.53467	8.40918	7.26331	12.8174
Length   20, alignments in bytes  3/ 4:	10.71	8.55591	8.40637	8.21033	17.3926
Length   20, alignments in bytes  4/ 3:	10.7091	8.51343	8.41077	7.45337	13.5172
Length   20, alignments in bytes  5/ 7:	10.7102	8.55103	8.41138	8.20813	14.6523
Length   20, alignments in bytes  7/ 5:	10.7097	8.51062	8.40942	7.44971	12.4619
Length   24, alignments in bytes  0/ 4:	10.71	8.52197	8.40076	8.23047	10.7954
Length   24, alignments in bytes  4/ 0:	10.709	8.54553	8.41675	7.45703	16.1147
Length   24, alignments in bytes  4/ 4:	10.7114	8.52771	8.41553	7.08435	15.3202
Length   24, alignments in bytes  2/ 2:	10.7097	8.56494	8.41602	7.07349	15.4681
Length   24, alignments in bytes  2/ 6:	10.7117	8.50769	8.41406	8.20508	19.3263
Length   24, alignments in bytes  6/ 2:	10.7119	8.51257	8.41724	7.44421	15.9017
Length   24, alignments in bytes  1/ 7:	10.7163	8.5365	8.41138	8.21912	19.9315
Length   24, alignments in bytes  7/ 1:	10.7107	8.53223	8.40796	7.45667	14.4252
Length   24, alignments in bytes  3/ 4:	10.7109	8.50269	8.41162	8.21936	16.7806
Length   24, alignments in bytes  4/ 3:	10.7097	8.53943	8.40991	7.45349	15.1173
Length   24, alignments in bytes  5/ 7:	10.71	8.5188	8.41602	8.21558	16.0116
Length   24, alignments in bytes  7/ 5:	11.3188	8.71826	8.61658	7.63074	14.95
Length   28, alignments in bytes  0/ 4:	10.9713	8.41443	8.31262	8.77551	12.9575
Length   28, alignments in bytes  4/ 0:	10.9739	8.42749	8.30737	8.37305	15.4478
Length   28, alignments in bytes  4/ 4:	10.9718	8.71228	8.61584	7.90723	14.4979
Length   28, alignments in bytes  2/ 2:	10.9712	8.72009	8.61072	7.91138	19.9048
Length   28, alignments in bytes  2/ 6:	10.9741	8.45667	8.51709	8.83374	22.21
Length   28, alignments in bytes  6/ 2:	10.9728	8.44153	8.29602	8.37256	14.7161
Length   28, alignments in bytes  1/ 7:	10.9713	8.46387	8.52478	8.77551	22.8311
Length   28, alignments in bytes  7/ 1:	10.9718	8.27173	8.27625	8.94629	14.8972
Length   28, alignments in bytes  3/ 4:	10.9719	8.74402	8.61902	8.9176	19.589
Length   28, alignments in bytes  4/ 3:	10.9733	8.74634	8.60938	8.23047	15.3088
Length   28, alignments in bytes  5/ 7:	10.9708	8.74548	8.61389	8.90686	16.3806
Length   28, alignments in bytes  7/ 5:	10.9723	11.5818	8.61584	8.25647	14.3486
Length   32, alignments in bytes  0/ 4:	12.3527	6.95422	6.92786	8.28259	12.7292
Length   32, alignments in bytes  4/ 0:	12.3412	6.87219	6.86108	9.71509	17.2345
Length   32, alignments in bytes  4/ 4:	12.3434	6.86084	6.86609	9.70569	16.1676
Length   32, alignments in bytes  2/ 2:	12.3429	6.86011	7.5498	9.8894	17.1479
Length   32, alignments in bytes  2/ 6:	12.3429	8.25708	8.36035	10.3718	21.8763
Length   32, alignments in bytes  6/ 2:	12.3451	8.54077	6.85889	10.632	17.3284
Length   32, alignments in bytes  1/ 7:	12.0447	8.03882	8.1593	8.89661	21.6533
Length   32, alignments in bytes  7/ 1:	12.0493	6.69348	6.69922	8.83594	15.334
Length   32, alignments in bytes  3/ 4:	12.0509	8.04883	8.16736	9.97009	18.5386
Length   32, alignments in bytes  4/ 3:	12.0447	6.70337	6.69226	11.0953	16.0531
Length   32, alignments in bytes  5/ 7:	12.0464	8.04968	8.17346	10.9498	17.1206
Length   32, alignments in bytes  7/ 5:	12.0493	6.69226	7.36768	8.82153	15.568
Length   36, alignments in bytes  0/ 4:	12.0498	8.89331	8.85266	10.0383	13.8612
Length   36, alignments in bytes  4/ 0:	12.0459	8.0022	7.68018	10.2882	16.5378
Length   36, alignments in bytes  4/ 4:	12.3384	10.4122	9.61047	9.71912	15.3478
Length   36, alignments in bytes  2/ 2:	12.3434	11.1866	9.62622	10.6886	21.1332
Length   36, alignments in bytes  2/ 6:	12.338	11.9087	11.9729	10.6372	24.4512
Length   36, alignments in bytes  6/ 2:	12.3397	7.55017	7.63562	10.5739	15.5774
Length   36, alignments in bytes  1/ 7:	12.3375	10.9775	10.8496	10.6726	24.7946
Length   36, alignments in bytes  7/ 1:	12.3409	8.6698	7.54138	10.5577	15.2952
Length   36, alignments in bytes  3/ 4:	12.34	12.0385	11.9171	10.2174	21.3427
Length   36, alignments in bytes  4/ 3:	12.3436	10.1852	10.1001	10.8435	16.3635
Length   36, alignments in bytes  5/ 7:	12.3446	12.9795	12.5986	11.0699	18.198
Length   36, alignments in bytes  7/ 5:	12.3392	10.1981	10.178	11.4536	15.5626
Length   40, alignments in bytes  0/ 4:	12.3409	9.89587	9.69629	10.7129	14.2177
Length   40, alignments in bytes  4/ 0:	12.3409	10.506	10.2892	11.0874	17.7485
Length   40, alignments in bytes  4/ 4:	12.3427	10.4995	10.4637	10.6857	16.9458
Length   40, alignments in bytes  2/ 2:	12.3409	10.4684	10.4902	10.6823	17.9703
Length   40, alignments in bytes  2/ 6:	12.3405	10.2877	12.2375	10.6212	23.7537
Length   40, alignments in bytes  6/ 2:	12.3385	10.4768	10.4313	11.4745	17.8324
Length   40, alignments in bytes  1/ 7:	12.3392	12.5731	12.2164	10.4797	24.0208
Length   40, alignments in bytes  7/ 1:	12.3397	10.4932	10.3075	9.06165	17.0306
Length   40, alignments in bytes  3/ 4:	12.3427	11.962	11.7988	11.4165	21.0385
Length   40, alignments in bytes  4/ 3:	12.3416	10.8518	10.428	10.9301	17.1022
Length   40, alignments in bytes  5/ 7:	12.3417	12.5931	12.2345	11.4193	19.4614
Length   40, alignments in bytes  7/ 5:	12.3384	10.4929	10.426	9.052	16.7856
Length   44, alignments in bytes  0/ 4:	12.3441	9.00073	8.80176	10.9248	15.4906
Length   44, alignments in bytes  4/ 0:	12.3392	9.52307	9.53809	9.16113	17.1193
Length   44, alignments in bytes  4/ 4:	12.3427	10.5753	10.4642	9.10364	16.0884
Length   44, alignments in bytes  2/ 2:	12.3419	10.4625	10.4603	10.7015	21.9546
Length   44, alignments in bytes  2/ 6:	12.3412	10.2892	12.6885	10.9027	26.4379
Length   44, alignments in bytes  6/ 2:	12.0142	10.1849	10.1714	10.9263	16.4897
Length   44, alignments in bytes  1/ 7:	11.9526	12.603	12.2219	10.9308	26.5562
Length   44, alignments in bytes  7/ 1:	12.3417	9.54602	9.55493	9.35925	16.1627
Length   44, alignments in bytes  3/ 4:	12.3422	11.8567	11.8049	10.2163	23.6471
Length   44, alignments in bytes  4/ 3:	12.3384	10.4886	10.4362	9.19885	17.0059
Length   44, alignments in bytes  5/ 7:	12.3405	11.8453	11.8181	10.4205	20.0911
Length   44, alignments in bytes  7/ 5:	12.3408	10.5052	10.4171	9.98962	16.4541
Length   48, alignments in bytes  0/ 4:	12.3386	10.005	9.63245	9.26416	15.77
Length   48, alignments in bytes  4/ 0:	12.3429	10.8726	10.327	10.0067	18.6547
Length   48, alignments in bytes  4/ 4:	12.3431	10.496	10.4659	10.0813	18.1117
Length   48, alignments in bytes  2/ 2:	12.3427	10.4775	10.4867	10.6694	19.483
Length   48, alignments in bytes  2/ 6:	12.3409	12.6061	12.2555	11.3031	25.7445
Length   48, alignments in bytes  6/ 2:	12.339	10.5452	10.329	10.2797	18.2782
Length   48, alignments in bytes  1/ 7:	12.3381	12.5962	12.2449	10.0615	25.8192
