                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.205	7.3373	8.054	6.70918	10.9274
Length   16, n   16, alignment  1/ 1:	12.4432	7.56694	8.24544	6.93488	11.4384
Length   16, n   16, alignment  1/ 2:	12.8498	7.70219	8.23749	7.00093	13.8056
Length   16, n   16, alignment  2/ 1:	12.7995	7.53822	8.47972	6.9692	11.26
Length    2, n    4, alignment  7/ 2:	14.3225	11.9698	11.0351	10.9871	13.5444
Length    4, n    2, alignment  2/ 7:	12.0509	8.22362	8.30282	6.85299	10.8062
Length    2, n    4, alignment  7/ 2:	13.8337	11.9701	11.2564	10.983	14.3468
Length    4, n    2, alignment  2/ 7:	12.7088	8.25061	8.22362	6.85299	10.9623
Length   16, n   16, alignment  2/ 2:	12.6717	7.61802	8.38386	6.9846	11.4814
Length   16, n   16, alignment  2/ 2:	12.6994	7.56033	8.34817	7.03002	11.3197
Length   16, n   16, alignment  2/ 4:	12.6501	7.72676	8.38985	6.85291	11.1171
Length   16, n   16, alignment  4/ 2:	12.9287	7.72665	8.47345	6.93492	11.2854
Length    4, n    8, alignment  6/ 4:	14.2557	12.202	12.2466	11.0878	14.3261
Length    8, n    4, alignment  4/ 6:	13.0043	7.74969	8.30543	6.85303	11.5169
Length    4, n    8, alignment  6/ 4:	14.5522	12.2038	12.1921	10.9647	14.1833
Length    8, n    4, alignment  4/ 6:	12.7051	7.70522	8.22366	6.89174	11.3803
Length   16, n   16, alignment  3/ 3:	12.9468	7.72677	8.4348	6.85959	11.2237
Length   16, n   16, alignment  3/ 3:	12.9555	7.72678	8.43422	6.92685	11.2623
Length   16, n   16, alignment  3/ 6:	12.7222	7.63188	8.30904	6.9367	11.4018
Length   16, n   16, alignment  6/ 3:	12.6483	7.73195	8.42907	7.02431	11.3654
Length    8, n   16, alignment  5/ 6:	14.104	11.2622	11.2448	11.054	14.0506
Length   16, n    8, alignment  6/ 5:	12.6376	8.24298	9.13564	6.88564	11.3544
Length    8, n   16, alignment  5/ 6:	14.1414	11.2559	11.0842	10.9647	14.1806
Length   16, n    8, alignment  6/ 5:	12.538	8.43863	11.5517	6.86628	11.2068
Length   16, n   16, alignment  4/ 4:	12.6208	7.55822	8.4464	6.89091	11.3713
Length   16, n   16, alignment  4/ 4:	12.8383	7.63532	8.28533	6.95891	11.4252
Length   16, n   16, alignment  4/ 0:	12.9896	7.74015	8.42909	7.02426	11.5611
Length   16, n   16, alignment  0/ 4:	12.8344	7.74002	8.41817	6.86929	11.215
Length   16, n   32, alignment  4/ 0:	14.6096	10.8334	11.9474	11.7188	14.4594
Length   32, n   16, alignment  0/ 4:	12.6697	7.06243	7.02451	7.03159	11.358
Length   16, n   32, alignment  4/ 0:	14.5935	10.8109	11.9849	11.6873	14.1873
Length   32, n   16, alignment  0/ 4:	12.7854	7.0245	7.04649	7.0456	11.4881
Length   16, n   16, alignment  5/ 5:	12.7404	7.74426	8.43442	7.02422	11.2328
Length   16, n   16, alignment  5/ 5:	12.9556	7.74294	8.43586	7.02422	11.4015
Length   16, n   16, alignment  5/ 2:	12.6687	7.67792	8.26499	6.97588	11.6679
Length   16, n   16, alignment  2/ 5:	13.0078	7.74735	8.40159	6.85801	11.3426
Length   32, n   64, alignment  3/ 2:	17.3977	10.1917	10.4088	13.8701	16.7324
Length   64, n   32, alignment  2/ 3:	11.4031	7.74375	7.7324	7.7268	11.5233
Length   32, n   64, alignment  3/ 2:	18.2878	9.93645	10.4921	13.7942	17.1973
Length   64, n   32, alignment  2/ 3:	11.4988	7.74879	7.72685	7.72677	11.422
Length   16, n   16, alignment  6/ 6:	13.0128	7.72684	8.42927	7.03015	11.4336
Length   16, n   16, alignment  6/ 6:	12.8303	7.56012	8.38291	7.02942	11.2342
Length   16, n   16, alignment  6/ 4:	12.7499	7.7268	8.43433	7.02423	11.3707
Length   16, n   16, alignment  4/ 6:	12.5451	7.74367	8.43418	6.98754	11.1742
Length   64, n  128, alignment  2/ 4:	16.1267	14.848	14.14	16.6748	16.0844
Length  128, n   64, alignment  4/ 2:	14.7034	10.3974	10.5365	12.2239	13.8512
Length   64, n  128, alignment  2/ 4:	16.7422	14.9221	14.0286	16.6933	16.2679
Length  128, n   64, alignment  4/ 2:	13.7848	9.13154	10.5566	12.2282	13.6794
Length   16, n   16, alignment  7/ 7:	13.0463	7.94948	8.56049	7.02421	11.6735
