                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  7/ 7:	13.0061	7.72669	8.42917	7.02993	11.5637
Length   16, n   16, alignment  7/ 6:	12.9095	7.72677	8.44168	6.89	11.4212
Length   16, n   16, alignment  6/ 7:	12.614	7.7436	8.39944	6.85291	11.1386
Length  128, n  256, alignment  1/ 6:	20.6419	18.453	17.4531	25.3248	20.4626
Length  256, n  128, alignment  6/ 1:	17.0493	14.0155	13.4041	20.3207	17.1719
Length  128, n  256, alignment  1/ 6:	21.8712	18.7935	17.3445	25.3006	21.1994
Length  256, n  128, alignment  6/ 1:	17.346	13.9059	13.032	20.0061	17.6174
Length    8, n   16, alignment  0/ 0:	14.5563	11.5445	11.3875	11.239	14.2618
Length   32, n   16, alignment  0/ 0:	12.9338	7.72528	6.85302	6.85766	11.3232
Length    8, n   16, alignment  7/ 2:	15.1898	11.6864	11.6774	10.965	14.1895
Length   32, n   16, alignment  7/ 2:	12.9663	7.74305	7.72671	6.89808	11.4915
Length   16, n   32, alignment  0/ 0:	14.1453	10.04	11.8135	11.7761	13.8658
Length   64, n   32, alignment  0/ 0:	11.3607	7.72691	7.76529	7.74903	11.467
Length   16, n   32, alignment  6/ 4:	14.606	10.8539	11.9651	11.9469	14.3099
Length   64, n   32, alignment  6/ 4:	11.5774	7.76423	7.73232	7.72672	11.43
Length   32, n   64, alignment  0/ 0:	16.0556	10.0712	10.5548	13.2227	15.4517
Length  128, n   64, alignment  0/ 0:	13.9491	7.92496	7.84262	10.5365	12.7992
Length   32, n   64, alignment  5/ 6:	16.8177	11.5982	11.9645	14.3452	16.2865
Length  128, n   64, alignment  5/ 6:	14.7705	10.5509	10.5083	12.7027	14.0851
Length   64, n  128, alignment  0/ 0:	16.5585	13.318	12.5199	15.3543	16.5425
Length  256, n  128, alignment  0/ 0:	16.9177	11.0599	10.4052	14.3963	15.6268
Length   64, n  128, alignment  4/ 0:	16.727	14.0922	13.5208	16.437	18.2729
Length  256, n  128, alignment  4/ 0:	16.3363	13.462	12.7115	18.6612	16.9914
Length  128, n  256, alignment  0/ 0:	19.8315	16.7063	16.3042	23.5719	20.2439
Length  512, n  256, alignment  0/ 0:	19.1453	15.4637	15.4923	19.3236	19.5724
Length  128, n  256, alignment  3/ 2:	20.8958	17.7906	16.8135	24.032	20.4603
Length  512, n  256, alignment  3/ 2:	24.5356	21.1067	23.2632	23.3926	24.597
Length  256, n  512, alignment  0/ 0:	27.4568	24.3257	23.6394	29.9299	28.5686
Length 1024, n  512, alignment  0/ 0:	29.6519	20.0847	20.183	30.2811	30.4301
Length  256, n  512, alignment  2/ 4:	30.2619	26.872	26.4127	31.3353	30.2531
Length 1024, n  512, alignment  2/ 4:	32.7152	26.2585	26.6561	34.8864	33.0498
Length  512, n 1024, alignment  0/ 0:	43.9747	30.6554	29.2202	44.5493	43.5598
Length 2048, n 1024, alignment  0/ 0:	47.785	28.4129	29.5393	52.6431	49.0099
Length  512, n 1024, alignment  1/ 6:	51.1729	32.8257	29.9511	46.0993	51.1093
Length 2048, n 1024, alignment  1/ 6:	54.2731	41.2651	36.3891	56.4578	55.1263
