                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	27.9137	22.7439	23.9271	21.1427	26.1759
Length    4/   4, alignment  0/ 0, N    2:	27.3518	22.7407	23.0844	21.1446	24.9491
Length    4/   4, alignment  4/ 0, N    2:	26.1172	22.1841	22.4991	20.6626	25.6418
Length    8/   8, alignment  0/ 0, N    2:	26.615	22.3522	22.5488	20.6585	24.7881
Length    8/   8, alignment  0/ 0, N    2:	26.6213	22.2245	22.5493	20.6569	24.6529
Length   16/  16, alignment  0/ 0, N    2:	26.4752	22.1756	22.5092	21.3307	24.5006
Length   16/  16, alignment  7/ 2, N    2:	26.5475	21.9561	22.05	22.0251	24.001
Length   16/   4, alignment  0/ 0, N    2:	26.2877	22.714	22.5503	20.6578	25.6132
Length   16/   4, alignment  7/ 2, N    2:	28.2427	21.6807	22.0056	20.1457	28.4237
Length   32/  32, alignment  0/ 0, N    2:	25.0941	22.0931	22.7041	20.6681	23.9029
Length   32/  32, alignment  6/ 4, N    2:	25.542	22.1046	22.617	20.9196	25.6858
Length   32/   8, alignment  0/ 0, N    2:	24.7726	21.5395	22.6662	20.6608	25.5695
Length   32/   8, alignment  6/ 4, N    2:	25.562	21.8865	22.0604	20.1927	24.9816
Length   64/  64, alignment  0/ 0, N    2:	23.8338	21.9612	22.4799	20.7334	23.7874
Length   64/  64, alignment  5/ 6, N    2:	23.8481	22.3076	22.7473	20.8031	23.8768
Length   64/  16, alignment  0/ 0, N    2:	25.0101	21.539	22.0537	20.9107	25.0162
Length   64/  16, alignment  5/ 6, N    2:	25.3811	22.1048	22.5493	22.5464	25.6373
Length  128/ 128, alignment  0/ 0, N    2:	24.4505	22.289	22.6678	21.2873	72.9352
Length  128/ 128, alignment  4/ 0, N    2:	27.2124	22.9728	23.739	22.6425	27.8259
Length  128/  32, alignment  0/ 0, N    2:	24.2247	22.0883	22.7024	20.7851	24.2373
Length  128/  32, alignment  4/ 0, N    2:	25.6211	22.127	23.4764	21.6368	25.2506
Length  256/ 256, alignment  0/ 0, N    2:	27.0547	21.8561	22.9289	21.0763	27.4769
Length  256/ 256, alignment  3/ 2, N    2:	27.6214	22.3508	22.9893	21.075	27.525
Length  256/  64, alignment  0/ 0, N    2:	24.3477	22.6332	24.1852	21.236	24.3893
Length  256/  64, alignment  3/ 2, N    2:	24.4731	22.7762	23.272	21.3427	24.3314
Length  512/ 512, alignment  0/ 0, N    2:	27.5213	22.3521	23.0065	24.4835	27.6045
