                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length  128/ 128, alignment  4/ 0:	29.1447	28.0858	28.5387	30.3418	50.5123
Length  128/  32, alignment  0/ 0:	26.476	26.0076	25.9155	27.2043	38.2228
Length  128/  32, alignment  4/ 0:	31.2719	30.9302	31.5819	30.4774	51.572
Length  256/ 256, alignment  0/ 0:	34.8662	29.4371	30.0791	31.2715	89.9288
Length  256/ 256, alignment  3/ 2:	38.8769	34.5943	36.8223	36.158	101.917
Length  256/  64, alignment  0/ 0:	30.4273	29.8393	30.5638	31.4357	69.6731
Length  256/  64, alignment  3/ 2:	35.2738	35.5014	35.3121	35.7131	84.7216
Length  512/ 512, alignment  0/ 0:	44.2234	32.5043	34.0699	47.834	180.632
Length  512/ 512, alignment  2/ 4:	50.0865	43.5101	44.2468	49.0186	192.149
Length  512/ 128, alignment  0/ 0:	33.3415	33.0678	33.8762	40.2216	120.102
Length  512/ 128, alignment  2/ 4:	43.7425	43.462	43.4181	52.6039	140.846
Length 1024/1024, alignment  0/ 0:	52.7129	50.3742	54.977	80.8993	397.922
Length 1024/1024, alignment  1/ 6:	63.3226	60.8737	61.3859	82.7032	412.343
Length 1024/ 256, alignment  0/ 0:	48.2416	49.6182	43.5941	72.466	258.205
Length 1024/ 256, alignment  1/ 6:	65.4495	60.6665	63.1773	79.053	273.539
Length   16/   1, alignment  1/ 2:	23.168	22.3053	22.9959	20.6704	19.4737
Length   16/   1, alignment  2/ 1:	22.6804	21.791	22.404	20.567	15.9728
Length   16/  10, alignment  1/ 1:	22.6253	21.7981	22.4563	20.5672	28.2024
Length   16/  10, alignment  1/ 1:	22.6682	21.7244	22.4563	20.579	28.7388
Length   32/   1, alignment  2/ 4:	23.4096	22.3749	22.9891	21.9975	23.5015
Length   32/   1, alignment  4/ 2:	23.3041	22.3495	23.1485	21.8312	16.6757
Length   32/  10, alignment  2/ 2:	23.1712	22.5096	22.9884	22.0334	30.8606
Length   32/  10, alignment  2/ 2:	23.2532	22.3676	22.9885	22	30.8352
Length   64/   1, alignment  3/ 6:	27.9694	25.6188	26.5706	25.051	28.3073
Length   64/   1, alignment  6/ 3:	26.707	26.3822	26.9505	25.266	20.2924
Length   64/  10, alignment  3/ 3:	27.9845	25.6208	26.5818	25.0156	37.3761
Length   64/  10, alignment  3/ 3:	27.8748	25.6434	26.6198	24.9882	37.58
Length  128/   1, alignment  4/ 0:	30.659	30.2456	30.6914	30.4514	34.2952
Length  128/   1, alignment  0/ 4:	28.5044	27.4767	28.5424	28.0214	35.0216
Length  128/  10, alignment  4/ 4:	30.6743	29.8517	30.2597	30.0658	54.3293
Length  128/  10, alignment  4/ 4:	30.6298	29.853	30.1969	29.9809	54.2983
Length  256/   1, alignment  5/ 2:	32.2221	31.4871	32.3942	36.132	56.8533
Length  256/   1, alignment  2/ 5:	35.1346	33.3911	34.0378	36.362	77.6082
Length  256/  10, alignment  5/ 5:	34.4687	33.4067	34.1043	36.0487	90.0668
Length  256/  10, alignment  5/ 5:	35.2287	34.3546	34.9948	35.656	91.2638
Length  512/   1, alignment  6/ 4:	41.2103	40.5859	40.9447	49.2578	105.636
Length  512/   1, alignment  4/ 6:	43.5776	42.3264	42.7595	51.992	140.559
Length  512/  10, alignment  6/ 6:	44.8168	42.8023	42.8281	52.3499	164.201
Length  512/  10, alignment  6/ 6:	43.2591	42.3798	43.2965	50.7329	164.563
Length 1024/   1, alignment  7/ 6:	38.684	39.3183	40.8766	54.8713	240.951
Length 1024/   1, alignment  6/ 7:	62.8011	61.027	61.8147	69.969	289.592
Length 1024/  10, alignment  7/ 7:	60.2467	61.4039	61.8228	69.4971	342.632
Length 1024/  10, alignment  7/ 7:	59.5653	59.3777	61.4172	65.1602	345.722
