                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.1718	22.0763	23.0149	20.3376	13.3554
Length    0/   0, alignment  0/ 0:	22.8694	21.1204	21.985	19.9197	12.9137
Length    0/   0, alignment  0/ 0:	21.8534	20.6044	21.8381	19.4333	12.6922
Length    0/   0, alignment  0/ 0:	21.853	20.6046	21.5189	19.4293	12.7968
Length    1/   1, alignment  0/ 0:	21.8873	20.6406	21.3361	19.4745	13.7369
Length    1/   1, alignment  0/ 0:	21.8537	21.1704	21.3403	19.1681	13.4379
Length    1/   1, alignment  0/ 1:	21.4196	20.3542	21.229	19.436	6.71943
Length    1/   1, alignment  1/ 0:	21.8853	20.6044	21.3403	19.491	13.7365
Length    2/   2, alignment  0/ 0:	33.3773	22.0389	22.1433	20.147	14.411
Length    2/   2, alignment  0/ 0:	22.193	21.2287	21.9433	20.1035	14.4115
Length    2/   2, alignment  0/ 2:	22.0443	21.2292	21.9067	20.1025	9.67851
Length    2/   2, alignment  2/ 0:	21.853	21.667	22.4074	20.6059	14.2961
Length    3/   3, alignment  0/ 0:	21.949	21.164	21.2291	19.4495	14.534
Length    3/   3, alignment  0/ 0:	22.5301	21.0723	21.7117	19.5426	14.6514
Length    3/   3, alignment  0/ 3:	22.0436	20.8618	21.7116	19.6256	10.6985
Length    3/   3, alignment  3/ 0:	21.8533	21.0652	21.7111	19.8732	16.2922
Length    4/   4, alignment  0/ 0:	22.0022	21.7379	22.6178	20.5126	16.758
Length    4/   4, alignment  0/ 0:	22.7501	21.7837	22.5781	20.1493	16.3887
Length    4/   4, alignment  0/ 4:	22.2704	21.4713	22.5777	20.2349	13.7382
Length    4/   4, alignment  4/ 0:	22.1938	21.7342	22.5783	20.5621	17.7173
Length    5/   5, alignment  0/ 0:	22.0801	21.7543	22.5912	20.1253	17.2464
Length    5/   5, alignment  0/ 0:	22.6379	21.2668	22.0938	20.1083	17.2675
Length    5/   5, alignment  0/ 5:	22.4192	21.7315	22.6012	20.1257	14.9892
Length    5/   5, alignment  5/ 0:	22.006	21.6202	22.5778	20.282	17.7904
Length    6/   6, alignment  0/ 0:	22.1538	21.7538	22.578	20.3008	17.9171
Length    6/   6, alignment  0/ 0:	22.4928	21.7475	22.5955	20.3359	17.8132
Length    6/   6, alignment  0/ 6:	22.165	21.729	22.5778	20.549	17.3982
Length    6/   6, alignment  6/ 0:	22.173	21.2748	22.0763	20.1023	18.3656
Length    7/   7, alignment  0/ 0:	22.0996	21.7422	22.5777	19.9117	17.4434
Length    7/   7, alignment  0/ 0:	22.1192	21.3089	22.5778	19.9384	17.6191
Length    7/   7, alignment  0/ 7:	22.3963	21.7154	22.4526	19.5039	17.6397
Length    7/   7, alignment  7/ 0:	22.2435	21.5689	22.0763	19.4562	18.5377
Length    8/   8, alignment  0/ 0:	22.6794	21.711	22.223	20.0706	14.9861
Length    8/   8, alignment  0/ 0:	22.3128	21.7712	22.6223	20.5118	14.9852
Length    8/   8, alignment  0/ 0:	22.1264	21.324	22.4067	20.5477	15.0588
Length    8/   8, alignment  0/ 0:	22.3907	21.711	22.67	20.12	14.9864
Length    9/   9, alignment  0/ 0:	22.5341	21.7691	22.6453	20.5547	15.2602
Length    9/   9, alignment  0/ 0:	22.23	21.5062	22.1192	20.1114	14.9872
Length    9/   9, alignment  0/ 1:	22.1511	21.229	22.5213	20.5742	15.6995
Length    9/   9, alignment  1/ 0:	22.2254	21.7115	22.4885	20.5747	21.3136
Length   10/  10, alignment  0/ 0:	22.3596	21.6478	22.527	20.2207	15.6767
Length   10/  10, alignment  0/ 0:	22.5369	21.7286	22.4409	20.5479	15.8035
Length   10/  10, alignment  0/ 2:	22.3032	21.2287	22.1249	20.5454	16.5988
Length   10/  10, alignment  2/ 0:	22.1651	21.2286	22.0478	20.7403	21.0311
Length   11/  11, alignment  0/ 0:	22.6184	21.711	22.4789	20.5428	16.6307
Length   11/  11, alignment  0/ 0:	22.6036	21.5521	21.9569	20.0874	16.2781
Length   11/  11, alignment  0/ 3:	22.1823	21.2495	22.3626	20.1467	16.9668
Length   11/  11, alignment  3/ 0:	22.1153	21.6408	22.622	20.2269	20.4198
Length   12/  12, alignment  0/ 0:	22.0857	21.7392	22.5346	20.1863	17.0498
Length   12/  12, alignment  0/ 0:	22.4969	21.7061	22.0524	20.3924	17.4024
Length   12/  12, alignment  0/ 4:	22.3294	21.6197	22.3714	20.7015	16.3608
Length   12/  12, alignment  4/ 0:	22.3762	21.4825	22.2623	20.5489	18.4642
Length   13/  13, alignment  0/ 0:	22.3492	21.7111	22.5311	20.5849	18.1444
Length   13/  13, alignment  0/ 0:	22.8787	21.7114	22.5642	20.5461	18.1543
Length   13/  13, alignment  0/ 5:	22.6207	21.7289	22.6059	20.4898	17.2423
Length   13/  13, alignment  5/ 0:	22.2427	21.2533	22.0775	20.5295	19.0754
Length   14/  14, alignment  0/ 0:	22.6555	21.7116	22.4047	20.5599	18.7048
Length   14/  14, alignment  0/ 0:	22.2919	21.7708	22.4331	20.1466	18.4084
Length   14/  14, alignment  0/ 6:	22.3086	21.7117	22.3448	20.0678	17.5677
Length   14/  14, alignment  6/ 0:	22.1029	21.6153	22.3176	20.0718	18.9417
Length   15/  15, alignment  0/ 0:	22.1887	21.2291	22.3768	19.8861	18.3335
Length   15/  15, alignment  0/ 0:	22.4634	21.7115	22.393	19.5724	18.1787
Length   15/  15, alignment  0/ 7:	22.1823	21.452	22.5596	19.8673	18.5984
Length   15/  15, alignment  7/ 0:	22.3742	21.5403	22.5307	19.8359	18.9571
Length   16/  16, alignment  0/ 0:	22.6028	21.7979	22.4068	21.2897	15.6104
Length   16/  16, alignment  7/ 2:	22.2304	21.7982	22.4463	21.4922	19.2446
Length   16/   4, alignment  0/ 0:	22.2779	21.7215	22.4811	20.5679	17.0614
Length   16/   4, alignment  7/ 2:	22.5627	21.7465	22.3948	20.4141	16.859
Length   32/  32, alignment  0/ 0:	23.7231	23.6946	23.8903	22.4783	17.4835
Length   32/  32, alignment  6/ 4:	27.6293	25.9559	26.2349	25.7455	25.7682
Length   32/   8, alignment  0/ 0:	23.244	22.455	22.9889	21.5896	16.8595
Length   32/   8, alignment  6/ 4:	22.9009	22.3498	22.9887	22.5246	22.4265
Length   64/  64, alignment  0/ 0:	24.8275	24.7898	25.7821	24.2693	24.7376
Length   64/  64, alignment  5/ 6:	29.6893	28.9402	29.4929	27.7507	34.3988
Length   64/  16, alignment  0/ 0:	28.2369	28.098	26.6191	24.0442	21.1995
Length   64/  16, alignment  5/ 6:	27.7621	27.8902	28.7948	26.6809	31.6742
Length  128/ 128, alignment  0/ 0:	25.9583	25.2556	26.4768	28.4154	45.2043
Length  128/ 128, alignment  4/ 0:	29.441	28.4864	29.1899	31.1673	52.0026
Length  128/  32, alignment  0/ 0:	27.0243	26.4556	27.0019	28.3832	39.0912
Length  128/  32, alignment  4/ 0:	31.8349	30.8876	31.6694	30.7968	52.0504
Length  256/ 256, alignment  0/ 0:	35.0139	29.7674	30.5355	31.6359	90.3661
Length  256/ 256, alignment  3/ 2:	39.5877	35.3463	37.1148	37.0192	103.881
Length  256/  64, alignment  0/ 0:	31.1517	30.1657	30.3751	30.9221	70.5504
Length  256/  64, alignment  3/ 2:	35.5835	35.2498	35.955	35.7067	84.5151
Length  512/ 512, alignment  0/ 0:	42.7167	33.8452	34.8859	49.0577	182.548
Length  512/ 512, alignment  2/ 4:	49.4928	44.4773	45.0325	54.0116	194.314
Length  512/ 128, alignment  0/ 0:	33.4406	33.3389	33.755	40.9561	121.186
Length  512/ 128, alignment  2/ 4:	44.4394	43.9232	44.21	52.5998	131.941
Length 1024/1024, alignment  0/ 0:	53.3301	49.8114	56.3584	81.3379	400.754
Length 1024/1024, alignment  1/ 6:	60.2049	59.3444	59.6914	82.0661	413.727
Length 1024/ 256, alignment  0/ 0:	46.2452	40.5226	42.3815	70.7192	261.301
Length 1024/ 256, alignment  1/ 6:	65.3531	62.3149	62.6999	79.0797	278.526
Length   16/   1, alignment  1/ 2:	23.3098	22.2303	22.9765	31.0113	19.4659
Length   16/   1, alignment  2/ 1:	22.4486	21.9276	22.6642	20.2852	14.9927
Length   16/  10, alignment  1/ 1:	22.1248	21.6154	22.4456	20.558	27.487
Length   16/  10, alignment  1/ 1:	22.2126	21.7915	22.4464	20.5659	28.1083
Length   32/   1, alignment  2/ 4:	23.5117	22.3499	23.0217	22.0135	23.5093
Length   32/   1, alignment  4/ 2:	23.7929	22.3831	23.1485	21.8064	16.4305
Length   32/  10, alignment  2/ 2:	22.784	22.1717	22.9888	22.0158	30.9212
Length   32/  10, alignment  2/ 2:	22.9945	22.3498	23.0298	21.9882	30.8774
Length   64/   1, alignment  3/ 6:	27.3376	25.6201	26.4935	24.9816	28.5476
Length   64/   1, alignment  6/ 3:	26.8638	26.6581	27.6314	25.4994	20.4164
Length   64/  10, alignment  3/ 3:	28.244	25.6195	26.6996	25.0468	37.5443
Length   64/  10, alignment  3/ 3:	27.5035	26.14	26.4622	25.0126	37.3018
Length  128/   1, alignment  4/ 0:	30.4229	30.1934	30.6976	30.4736	34.607
Length  128/   1, alignment  0/ 4:	28.5036	27.7754	29.1723	28.2225	35.3861
Length  128/  10, alignment  4/ 4:	31.0003	30.3889	30.9142	30.2775	54.321
Length  128/  10, alignment  4/ 4:	31.0029	30.5473	30.7394	29.8738	54.4642
Length  256/   1, alignment  5/ 2:	32.2387	32.196	33.1646	36.2389	58.3358
Length  256/   1, alignment  2/ 5:	35.5133	34.829	35.0135	35.7698	79.4609
Length  256/  10, alignment  5/ 5:	35.2495	34.2002	34.8043	36.4845	91.5104
Length  256/  10, alignment  5/ 5:	35.3752	34.2425	35.0345	35.6336	89.6921
Length  512/   1, alignment  6/ 4:	41.4138	40.2716	41.6769	49.9892	107.891
Length  512/   1, alignment  4/ 6:	44.5024	43.3685	43.3511	52.6205	141.791
Length  512/  10, alignment  6/ 6:	43.444	42.4829	42.9915	52.035	193.138
Length  512/  10, alignment  6/ 6:	43.1757	42.5185	43.1704	51.9616	165.337
Length 1024/   1, alignment  7/ 6:	39.7008	39.3507	41.195	56.6572	227.833
Length 1024/   1, alignment  6/ 7:	62.3448	60.919	61.0107	68.6005	290.312
Length 1024/  10, alignment  7/ 7:	60.6336	60.7837	61.4373	68.4533	345.537
Length 1024/  10, alignment  7/ 7:	59.9642	60.0073	61.4807	68.1755	345.78
