                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    8, alignments in bytes  0/ 0:	9.77991	8.26013	8.00098	5.87097	5.14758
Length    8, alignments in bytes  0/ 0:	9.73645	8.33191	8.00195	5.86475	5.1405
Length    8, alignments in bytes  0/ 0:	9.91541	8.41187	7.98572	5.87195	5.13135
Length    8, alignments in bytes  0/ 0:	9.63293	8.44556	7.99133	5.87244	5.13745
Length    9, alignments in bytes  0/ 0:	9.74597	8.38184	7.9928	6.63782	5.99695
Length    9, alignments in bytes  0/ 0:	9.67505	8.65515	7.98462	6.62769	5.96228
Length    9, alignments in bytes  0/ 1:	9.78967	8.33813	7.9906	7.05212	6.66882
Length    9, alignments in bytes  1/ 0:	9.68298	8.1925	8.00964	6.99243	14.7024
Length   10, alignments in bytes  0/ 0:	9.78052	8.69214	7.99854	7.34009	6.59961
Length   10, alignments in bytes  0/ 0:	9.66736	8.28455	7.99548	7.34021	6.77319
Length   10, alignments in bytes  0/ 2:	9.62256	8.28784	7.99622	7.17261	7.39844
Length   10, alignments in bytes  2/ 0:	9.69067	8.18884	8.01257	7.08362	13.9937
Length   11, alignments in bytes  0/ 0:	9.75769	8.20471	7.98364	6.70117	7.58813
Length   11, alignments in bytes  0/ 0:	9.6676	8.42419	7.98438	6.70813	7.58411
Length   11, alignments in bytes  0/ 3:	9.66028	8.29761	7.9856	7.18494	8.27991
Length   11, alignments in bytes  3/ 0:	9.6156	8.14514	8.02417	7.09131	15.3481
Length   12, alignments in bytes  0/ 0:	9.62024	8.25745	7.99097	7.33728	8.50549
Length   12, alignments in bytes  0/ 0:	9.7948	8.27649	7.98889	7.33411	8.49951
Length   12, alignments in bytes  0/ 4:	9.65991	7.87744	7.89966	7.38049	8.745
Length   12, alignments in bytes  4/ 0:	9.65076	7.87573	7.81885	7.09253	11.4939
Length   13, alignments in bytes  0/ 0:	9.85913	8.58533	8.177	7.50464	11.3584
Length   13, alignments in bytes  0/ 0:	9.8595	8.35901	8.17102	7.49829	11.3564
Length   13, alignments in bytes  0/ 5:	9.83594	8.04504	7.92944	7.55042	10.1388
Length   13, alignments in bytes  5/ 0:	10.1324	8.03748	8.00293	7.25684	12.2833
Length   14, alignments in bytes  0/ 0:	10.1722	8.72791	8.17224	7.50269	13.2823
Length   14, alignments in bytes  0/ 0:	15.4987	9.20813	8.57837	7.86292	13.1104
Length   14, alignments in bytes  0/ 6:	9.86121	8.04407	8.00842	7.56042	11.7642
Length   14, alignments in bytes  6/ 0:	10.0448	8.0354	8.04285	7.90039	12.9249
Length   15, alignments in bytes  0/ 0:	10.2157	7.3634	7.57275	5.36804	12.0536
Length   15, alignments in bytes  0/ 0:	10.2986	7.3916	7.58069	5.3645	12.0549
Length   15, alignments in bytes  0/ 7:	10.1029	8.23767	8.17126	5.35071	12.0447
Length   15, alignments in bytes  7/ 0:	10.0994	8.24719	8.19177	5.36023	12.6442
Length   16, alignments in bytes  0/ 0:	10.0555	8.60022	8.38025	5.36951	6.84558
Length   16, alignments in bytes  7/ 2:	10.0659	9.42297	9.07178	5.85388	13.8781
Length   32, alignments in bytes  0/ 0:	11.1146	7.39575	6.71436	7.08459	9.66663
Length   32, alignments in bytes  6/ 4:	10.6261	6.70117	6.71033	11.2122	15.7979
Length   64, alignments in bytes  0/ 0:	12.5166	8.71753	8.04089	8.14185	15.0323
Length   64, alignments in bytes  5/ 6:	14.2352	13.5232	14.0558	12.1837	24.7561
Length  128, alignments in bytes  0/ 0:	15.9543	9.88123	9.90271	13.8029	25.4492
Length  128, alignments in bytes  4/ 0:	17.6411	10.3689	11.8005	14.8571	32.0496
Length  256, alignments in bytes  0/ 0:	22.1309	15.1611	16.1044	18.0181	50.7516
Length  256, alignments in bytes  3/ 2:	24.1727	15.3992	17.5846	19.4742	59.8613
Length  512, alignments in bytes  0/ 0:	29.6553	19.9171	21.2853	28.2292	100.649
Length  512, alignments in bytes  2/ 4:	32.2103	21.7095	24.0955	28.8364	144.521
Length 1024, alignments in bytes  0/ 0:	51.3464	27.6555	27.303	46.6409	224.408
Length 1024, alignments in bytes  1/ 6:	60.1366	39.4734	34.6364	49.1251	306.919
Length   16, alignments in bytes  1/ 2:	17.5941	8.57568	8.41357	5.66699	17.2759
Length   16, alignments in bytes  2/ 1:	10.0649	8.54553	8.4126	5.71448	15.4271
Length   16, alignments in bytes  1/ 1:	10.2874	8.54407	8.40771	5.35388	14.6726
Length   16, alignments in bytes  1/ 1:	10.2231	8.5575	8.39197	5.36682	14.7568
Length   32, alignments in bytes  2/ 4:	10.6433	8.0022	8.18384	9.98767	20.9777
Length   32, alignments in bytes  4/ 2:	10.6592	6.7019	7.37122	11.3005	37.7543
Length   32, alignments in bytes  2/ 2:	10.7743	6.42615	7.36438	9.54285	16.7408
Length   32, alignments in bytes  2/ 2:	10.6493	6.70312	6.62341	9.51489	20.0773
Length   64, alignments in bytes  3/ 6:	14.2789	9.63855	9.39758	10.8188	27.8702
Length   64, alignments in bytes  6/ 3:	14.7455	11.408	11.4315	12.3793	19.848
Length   64, alignments in bytes  3/ 3:	13.9955	8.52429	8.73584	9.48962	21.0072
Length   64, alignments in bytes  3/ 3:	13.9088	8.5426	8.71606	9.54578	21.0172
Length  128, alignments in bytes  4/ 0:	17.8042	10.3466	11.7355	14.8835	32.5823
Length  128, alignments in bytes  0/ 4:	20.158	10.9983	10.5555	14.2905	34.3551
Length  128, alignments in bytes  4/ 4:	19.9436	13.2018	12.781	14.3926	32.621
Length  128, alignments in bytes  4/ 4:	19.9241	13.6401	12.7595	14.4071	32.5941
Length  256, alignments in bytes  5/ 2:	24.1536	15.2035	19.2101	20.4342	56.9677
Length  256, alignments in bytes  2/ 5:	24.8606	17.2139	20.5255	22.1974	80.2799
Length  256, alignments in bytes  5/ 5:	24.1819	14.476	18.3044	19.0149	58.3754
Length  256, alignments in bytes  5/ 5:	24.6989	14.7773	18.0961	19.0205	58.8375
Length  512, alignments in bytes  6/ 4:	33.4692	24.7997	23.5769	165.782	108.746
Length  512, alignments in bytes  4/ 6:	33.0017	29.3287	27.4572	28.3077	146.417
Length  512, alignments in bytes  6/ 6:	31.2279	20.2449	22.5692	28.1989	107.57
Length  512, alignments in bytes  6/ 6:	30.5328	19.7577	22.0471	27.5205	106.126
Length 1024, alignments in bytes  7/ 6:	50.2021	40.3417	35.6089	47.7841	232.471
Length 1024, alignments in bytes  6/ 7:	64.6541	40.4647	35.7113	48.2275	307.835
Length 1024, alignments in bytes  7/ 7:	62.1409	27.8191	28.886	47.6907	227.541
Length 1024, alignments in bytes  7/ 7:	56.6439	27.1517	28.7456	47.1801	231.195
Length   16, alignments in bytes  0/ 4:	23.2725	8.7677	8.37134	5.67017	9.12842
Length   16, alignments in bytes  4/ 0:	10.3834	8.59705	8.3866	5.72937	15.1173
Length   16, alignments in bytes  4/ 4:	10.1013	8.54602	8.40295	5.36499	14.7864
Length   16, alignments in bytes  2/ 2:	10.1141	8.54529	8.40466	5.3573	14.8096
Length   16, alignments in bytes  2/ 6:	10.2361	8.52795	8.41772	5.6665	18.4198
Length   16, alignments in bytes  6/ 2:	10.3228	8.73486	8.60022	5.8551	15.4177
Length   16, alignments in bytes  1/ 7:	10.347	8.7605	8.63599	5.81104	18.9797
Length   16, alignments in bytes  7/ 1:	10.3491	8.75049	8.60217	5.85681	13.7333
Length   16, alignments in bytes  3/ 4:	10.4463	8.75366	8.60596	5.79517	15.5817
Length   16, alignments in bytes  4/ 3:	10.3723	8.77747	8.59497	5.85645	14.7125
Length   16, alignments in bytes  5/ 7:	10.4335	8.75244	8.59875	5.80432	15.0516
Length   16, alignments in bytes  7/ 5:	10.2875	8.74512	8.59583	5.85913	13.8652
Length   20, alignments in bytes  0/ 4:	10.3622	8.79382	8.58215	7.96558	11.484
Length   20, alignments in bytes  4/ 0:	10.361	8.7561	8.61304	6.35657	14.2137
Length   20, alignments in bytes  4/ 4:	10.1127	8.57751	8.39819	7.09998	13.0442
Length   20, alignments in bytes  2/ 2:	10.1572	8.53784	8.42175	7.08289	20.0902
Length   20, alignments in bytes  2/ 6:	10.1014	8.56287	8.42383	7.75098	20.7549
Length   20, alignments in bytes  6/ 2:	10.101	8.55823	8.4071	6.19641	13.219
Length   20, alignments in bytes  1/ 7:	10.1132	8.61462	8.41467	7.74927	20.3973
Length   20, alignments in bytes  7/ 1:	10.0663	8.5708	8.38416	7.26978	12.9508
Length   20, alignments in bytes  3/ 4:	10.1353	8.54675	8.42322	8.21228	18.0778
Length   20, alignments in bytes  4/ 3:	10.0542	8.5282	8.40771	7.45911	14.7185
Length   20, alignments in bytes  5/ 7:	10.1023	8.57043	8.41016	8.21509	14.6312
Length   20, alignments in bytes  7/ 5:	10.274	8.55664	8.40723	7.45361	12.5845
Length   24, alignments in bytes  0/ 4:	10.1124	9.13562	8.37	8.21289	10.8278
Length   24, alignments in bytes  4/ 0:	10.3802	8.55347	8.41431	7.46606	16.2765
Length   24, alignments in bytes  4/ 4:	10.6912	9.12549	8.60339	7.26904	15.7202
Length   24, alignments in bytes  2/ 2:	10.6377	8.53967	8.40125	7.10608	16.505
Length   24, alignments in bytes  2/ 6:	10.1466	8.53955	8.40002	8.21191	19.3748
Length   24, alignments in bytes  6/ 2:	10.0892	8.54529	8.40027	7.45691	16.0802
Length   24, alignments in bytes  1/ 7:	10.1584	8.54871	8.39905	8.21606	19.8856
Length   24, alignments in bytes  7/ 1:	10.2297	8.53833	8.40417	7.4425	14.6165
Length   24, alignments in bytes  3/ 4:	10.0778	8.53381	8.40198	8.20764	16.8859
Length   24, alignments in bytes  4/ 3:	10.0989	8.52576	8.4082	7.45837	15.244
Length   24, alignments in bytes  5/ 7:	10.1993	8.53528	8.39636	8.21143	16.0737
Length   24, alignments in bytes  7/ 5:	10.1367	8.53394	8.40271	7.45935	14.8519
Length   28, alignments in bytes  0/ 4:	10.1981	8.22302	8.18958	8.61938	12.75
Length   28, alignments in bytes  4/ 0:	10.1218	8.22498	8.3175	8.18518	15.1379
Length   28, alignments in bytes  4/ 4:	10.1033	8.55273	8.41113	7.70886	14.2378
Length   28, alignments in bytes  2/ 2:	10.231	8.54773	8.39502	7.69629	18.0985
Length   28, alignments in bytes  2/ 6:	10.2107	8.26685	8.31885	8.62305	21.5714
Length   28, alignments in bytes  6/ 2:	10.0399	8.25171	8.36243	8.18335	14.4419
Length   28, alignments in bytes  1/ 7:	10.0525	8.27222	8.32153	8.60364	22.2312
Length   28, alignments in bytes  7/ 1:	10.1597	8.25647	8.35193	8.7356	13.9937
Length   28, alignments in bytes  3/ 4:	10.1265	8.63416	8.38855	8.70129	22.0991
Length   28, alignments in bytes  4/ 3:	10.1016	8.53516	8.41577	8.0354	15.7417
Length   28, alignments in bytes  5/ 7:	10.3508	8.76758	8.61487	8.92688	16.4321
Length   28, alignments in bytes  7/ 5:	10.2865	8.73145	8.59082	8.24255	14.4667
Length   32, alignments in bytes  0/ 4:	11.0299	7.00464	7.07227	8.2666	12.7217
Length   32, alignments in bytes  4/ 0:	10.6787	6.8645	7.5437	10.0142	17.2668
Length   32, alignments in bytes  4/ 4:	10.9354	6.8656	6.8678	9.76831	16.2697
Length   32, alignments in bytes  2/ 2:	10.847	6.58228	6.85681	10.7614	17.8367
Length   32, alignments in bytes  2/ 6:	10.9753	8.198	8.36426	10.2549	21.6803
Length   32, alignments in bytes  6/ 2:	10.8636	6.20288	6.85938	10.203	18.7042
Length   32, alignments in bytes  1/ 7:	10.9395	8.19568	8.36536	9.11926	22.0657
Length   32, alignments in bytes  7/ 1:	10.9406	6.22253	6.85718	9.13647	15.8895
Length   32, alignments in bytes  3/ 4:	10.9583	8.21179	8.35938	10.2599	19.1915
Length   32, alignments in bytes  4/ 3:	10.8953	6.22766	6.86633	11.546	16.4913
Length   32, alignments in bytes  5/ 7:	11.0505	8.18701	8.36731	11.1842	17.6956
Length   32, alignments in bytes  7/ 5:	10.9138	6.22205	7.53931	9.15454	15.984
Length   36, alignments in bytes  0/ 4:	10.8666	9.22266	9.07971	10.5315	14.1957
Length   36, alignments in bytes  4/ 0:	10.6082	7.88086	7.75464	10.442	16.5745
Length   36, alignments in bytes  4/ 4:	10.9684	9.60364	10.2936	9.77795	15.4259
Length   36, alignments in bytes  2/ 2:	11.03	9.60181	10.2854	10.7013	19.2413
Length   36, alignments in bytes  2/ 6:	10.8016	12.0536	12.0934	10.6453	24.0435
Length   36, alignments in bytes  6/ 2:	10.8837	7.87598	7.75024	10.5817	15.6171
Length   36, alignments in bytes  1/ 7:	10.9164	11.1857	10.8993	10.323	24.5388
Length   36, alignments in bytes  7/ 1:	10.8894	6.53931	6.8645	10.5649	15.3472
Length   36, alignments in bytes  3/ 4:	10.9612	12.0629	12.0516	10.2615	21.7885
Length   36, alignments in bytes  4/ 3:	10.8253	10.9236	10.2782	10.5109	19.201
Length   36, alignments in bytes  5/ 7:	11.0107	12.7108	12.9323	11.1454	18.1368
Length   36, alignments in bytes  7/ 5:	11.0212	10.2122	10.281	11.4775	15.6399
Length   40, alignments in bytes  0/ 4:	10.8971	9.95496	9.75391	10.9154	14.1895
Length   40, alignments in bytes  4/ 0:	10.5944	10.6278	11.0044	11.087	17.8206
Length   40, alignments in bytes  4/ 4:	11.0077	10.5302	11.5791	10.6903	16.9745
Length   40, alignments in bytes  2/ 2:	10.8761	10.6951	10.7882	10.6907	19.217
Length   40, alignments in bytes  2/ 6:	11.0686	12.5756	12.1858	10.624	23.6313
Length   40, alignments in bytes  6/ 2:	10.9834	10.868	10.6764	11.4825	17.9077
Length   40, alignments in bytes  1/ 7:	10.9658	12.5671	12.1832	10.5488	23.929
Length   40, alignments in bytes  7/ 1:	10.9735	10.6151	10.7076	9.15344	17.2339
Length   40, alignments in bytes  3/ 4:	10.7181	10.0446	11.55	11.1577	20.7412
Length   40, alignments in bytes  4/ 3:	10.7598	10.3807	10.5671	10.6769	19.4174
Length   40, alignments in bytes  5/ 7:	10.731	12.2706	11.9045	11.152	19.1635
Length   40, alignments in bytes  7/ 5:	10.6917	10.5701	10.4033	8.92615	16.521
Length   44, alignments in bytes  0/ 4:	10.6685	8.8822	8.79626	10.6736	15.1075
Length   44, alignments in bytes  4/ 0:	10.2441	9.42969	9.39453	8.37134	16.7522
Length   44, alignments in bytes  4/ 4:	10.6555	10.4393	10.5289	9.20349	16.0323
Length   44, alignments in bytes  2/ 2:	10.8496	10.6615	10.7518	10.689	22.6412
Length   44, alignments in bytes  2/ 6:	10.8446	11.9503	11.7651	10.9438	26.2126
Length   44, alignments in bytes  6/ 2:	10.9202	9.61792	9.65173	10.1206	16.618
Length   44, alignments in bytes  1/ 7:	10.8301	12.5627	12.1865	10.9274	26.4613
Length   44, alignments in bytes  7/ 1:	10.9225	9.58789	9.63269	8.99329	16.2139
Length   44, alignments in bytes  3/ 4:	10.8181	12.3214	11.5681	10.0227	23.2479
Length   44, alignments in bytes  4/ 3:	10.7061	10.322	10.5872	8.52417	16.6002
Length   44, alignments in bytes  5/ 7:	10.6924	10.0421	11.5674	9.79578	19.546
Length   44, alignments in bytes  7/ 5:	10.6271	10.5443	10.4968	11.2698	16.9352
Length   48, alignments in bytes  0/ 4:	13.1177	10.4226	9.72131	8.62622	15.3113
Length   48, alignments in bytes  4/ 0:	10.3136	10.5468	10.4935	9.7074	18.244
Length   48, alignments in bytes  4/ 4:	10.7162	10.5283	10.6156	9.77893	17.6917
Length   48, alignments in bytes  2/ 2:	10.7235	10.6553	10.7144	9.92126	18.9928
Length   48, alignments in bytes  2/ 6:	10.7369	12.3462	11.8256	10.5269	24.7997
Length   48, alignments in bytes  6/ 2:	10.6118	11.1394	10.7661	10.2769	18.2753
Length   48, alignments in bytes  1/ 7:	10.9315	12.6444	12.1924	9.72791	25.8517
Length   48, alignments in bytes  7/ 1:	10.8973	10.7386	10.7771	9.96606	17.9863
Length   48, alignments in bytes  3/ 4:	11.006	11.9929	11.828	10.0734	23.0529
Length   48, alignments in bytes  4/ 3:	10.8516	10.5592	10.9426	10.9152	17.8822
Length   48, alignments in bytes  5/ 7:	11.037	12.6478	12.1798	12.2198	21.835
Length   48, alignments in bytes  7/ 5:	10.9043	10.9387	10.7504	9.953	17.4993
Length   52, alignments in bytes  0/ 4:	10.978	9.25146	9.07397	10.856	16.9602
Length   52, alignments in bytes  4/ 0:	10.6115	10.5322	10.908	10.6102	17.903
Length   52, alignments in bytes  4/ 4:	10.9321	10.7679	10.9055	10.0178	17.1708
Length   52, alignments in bytes  2/ 2:	10.902	10.8859	10.9321	12.2916	21.4987
Length   52, alignments in bytes  2/ 6:	10.8839	11.9966	11.8241	11.88	27.9875
Length   52, alignments in bytes  6/ 2:	10.9681	10.5438	10.9084	11.4717	17.2784
Length   52, alignments in bytes  1/ 7:	10.9169	12.6396	12.1904	11.6033	28.2748
Length   52, alignments in bytes  7/ 1:	10.8916	10.6989	10.7427	11.484	17.0217
Length   52, alignments in bytes  3/ 4:	10.9609	12.7455	11.84	10.0775	25.8967
Length   52, alignments in bytes  4/ 3:	10.9414	10.9135	10.9109	10.9092	17.5925
Length   52, alignments in bytes  5/ 7:	10.9604	11.9934	11.642	12.207	21.8171
Length   52, alignments in bytes  7/ 5:	10.9449	10.8986	10.9384	11.6654	17.1531
Length   56, alignments in bytes  0/ 4:	10.9664	9.30054	9.03711	11.038	17.4231
Length   56, alignments in bytes  4/ 0:	10.4951	10.5052	10.9335	12.3362	19.8102
Length   56, alignments in bytes  4/ 4:	11.0184	10.7755	10.8838	12.3058	19.4318
Length   56, alignments in bytes  2/ 2:	10.973	10.7766	10.9236	11.7256	20.9209
Length   56, alignments in bytes  2/ 6:	10.8971	10.2875	11.8318	12.2516	27.6416
Length   56, alignments in bytes  6/ 2:	10.9701	10.5414	10.9139	11.6548	18.7124
Length   56, alignments in bytes  1/ 7:	10.9498	11.9921	11.8011	11.6129	27.8145
Length   56, alignments in bytes  7/ 1:	11.0087	10.5149	10.9426	9.95374	19.9031
Length   56, alignments in bytes  3/ 4:	10.9557	10.2891	11.8265	12.3402	25.0586
Length   56, alignments in bytes  4/ 3:	11.002	10.5818	10.8884	11.655	19.0262
Length   56, alignments in bytes  5/ 7:	10.9801	11.9937	11.8295	12.3463	23.8269
Length   56, alignments in bytes  7/ 5:	10.8671	10.5258	10.9211	9.96143	18.5304
Length   60, alignments in bytes  0/ 4:	10.7394	9.19922	9.1012	12.3396	18.8124
Length   60, alignments in bytes  4/ 0:	11.2716	10.3069	10.6121	9.55457	19.0568
Length   60, alignments in bytes  4/ 4:	11.7936	11.0797	12.11	9.2052	18.6587
Length   60, alignments in bytes  2/ 2:	10.8499	10.7567	10.9407	11.0854	23.4244
Length   60, alignments in bytes  2/ 6:	10.9386	11.9951	11.8544	13.0408	29.9919
Length   60, alignments in bytes  6/ 2:	11.1843	10.2859	10.6124	12.2571	18.0258
Length   60, alignments in bytes  1/ 7:	10.8278	11.9965	11.8511	12.3453	29.812
Length   60, alignments in bytes  7/ 1:	10.9214	10.0729	10.5804	10.2559	17.3191
Length   60, alignments in bytes  3/ 4:	10.7885	11.7102	11.5782	9.86682	27.2101
Length   60, alignments in bytes  4/ 3:	11.0554	10.9102	11.7415	9.42773	18.382
Length   60, alignments in bytes  5/ 7:	11.5223	10.7183	12.7096	10.6488	23.2427
Length   60, alignments in bytes  7/ 5:	11.5688	10.8041	11.8157	10.3119	17.2635
Length   64, alignments in bytes  0/ 4:	14.194	9.07251	8.90552	9.35425	18.8287
Length   64, alignments in bytes  4/ 0:	13.5201	10.0359	10.0197	10.1486	20.7078
Length   64, alignments in bytes  4/ 4:	13.9445	12.3318	13.3024	10.9171	20.4609
Length   64, alignments in bytes  2/ 2:	13.9236	9.88245	9.88318	11.0828	24.1094
Length   64, alignments in bytes  2/ 6:	14.9487	10.6592	10.7793	12.1112	29.4385
Length   64, alignments in bytes  6/ 2:	15.0385	10.2762	10.412	12.0148	20.583
Length   64, alignments in bytes  1/ 7:	14.6172	10.0365	9.58667	10.5033	30.0021
Length   64, alignments in bytes  7/ 1:	15.0887	10.2651	10.385	10.5599	19.381
Length   64, alignments in bytes  3/ 4:	14.6776	10.4542	10.4337	11.0256	27.3876
Length   64, alignments in bytes  4/ 3:	15.0052	12.5922	12.733	12.3363	20.3301
Length   64, alignments in bytes  5/ 7:	14.6254	13.7992	14.4225	12.4622	25.8618
Length   64, alignments in bytes  7/ 5:	15.0536	11.6783	11.7019	11.3921	19.0579
Length   68, alignments in bytes  0/ 4:	14.6588	12.0288	12.2996	11.7832	20.9734
Length   68, alignments in bytes  4/ 0:	13.936	12.4951	12.6409	12.0833	21.3607
Length   68, alignments in bytes  4/ 4:	14.3452	12.1864	12.9319	11.189	20.3622
Length   68, alignments in bytes  2/ 2:	14.3575	12.1322	12.183	12.3412	27.1797
Length   68, alignments in bytes  2/ 6:	14.671	13.6461	13.7941	11.8915	31.7251
Length   68, alignments in bytes  6/ 2:	14.9846	12.4664	12.6635	12.3427	19.4025
Length   68, alignments in bytes  1/ 7:	14.6451	12.7706	12.864	11.9713	32.2219
Length   68, alignments in bytes  7/ 1:	15.0244	12.1426	12.1693	12.3479	18.8391
Length   68, alignments in bytes  3/ 4:	14.6995	13.4474	13.7576	10.9834	29.752
Length   68, alignments in bytes  4/ 3:	14.941	12.2131	12.9705	12.328	20.4569
Length   68, alignments in bytes  5/ 7:	14.6699	14.0405	14.3945	12.4685	25.8984
Length   68, alignments in bytes  7/ 5:	15.0358	12.1884	12.9019	12.6815	18.8112
Length   72, alignments in bytes  0/ 4:	14.478	11.7263	12.0122	11.8446	21.1895
Length   72, alignments in bytes  4/ 0:	13.8918	11.8632	12.0563	12.6805	26.0709
Length   72, alignments in bytes  4/ 4:	14.2834	11.9801	12.009	12.3409	25.3784
Length   72, alignments in bytes  2/ 2:	14.2556	12.0236	11.9896	12.3468	24.171
Length   72, alignments in bytes  2/ 6:	14.7106	13.3387	13.4113	12.2747	31.4607
Length   72, alignments in bytes  6/ 2:	15.8621	11.8674	12.1414	12.6801	21.6138
Length   72, alignments in bytes  1/ 7:	14.6537	13.338	13.4055	12.201	31.8553
Length   72, alignments in bytes  7/ 1:	14.9324	11.8745	12.1248	10.5522	20.4872
Length   72, alignments in bytes  3/ 4:	14.6605	12.3717	13.2368	12.417	29.3983
Length   72, alignments in bytes  4/ 3:	14.9957	12.1805	12.0105	12.6788	21.8746
Length   72, alignments in bytes  5/ 7:	14.666	12.3424	13.22	12.3489	27.6074
Length   72, alignments in bytes  7/ 5:	14.9116	11.838	12.1238	10.5659	20.3906
Length   76, alignments in bytes  0/ 4:	14.6095	11.6278	11.2023	12.1188	23.0471
Length   76, alignments in bytes  4/ 0:	13.8999	12.4625	13.0925	10.3357	22.0387
Length   76, alignments in bytes  4/ 4:	14.3147	12.2186	13.2419	10.1616	21.8973
Length   76, alignments in bytes  2/ 2:	14.2375	12.0693	11.8109	12.3434	26.1503
Length   76, alignments in bytes  2/ 6:	14.6542	12.3669	12.9281	12.1412	33.9172
Length   76, alignments in bytes  6/ 2:	14.9493	12.4739	12.8633	12.3983	20.4896
Length   76, alignments in bytes  1/ 7:	14.6516	12.3412	12.9127	12.0961	34.2346
Length   76, alignments in bytes  7/ 1:	15.0569	12.4725	12.8956	11.0128	20.0115
Length   76, alignments in bytes  3/ 4:	14.6821	12.4318	13.2118	11.0332	31.9152
Length   76, alignments in bytes  4/ 3:	14.9894	12.2085	13.2206	10.4089	21.9325
Length   76, alignments in bytes  5/ 7:	14.6626	14.0464	15.1135	12.0604	27.8126
Length   76, alignments in bytes  7/ 5:	14.9424	12.2229	13.4081	11.4385	19.9863
Length   80, alignments in bytes  0/ 4:	14.5743	11.6627	11.9058	10.6013	23.0757
Length   80, alignments in bytes  4/ 0:	13.8547	12.2678	13.1925	11.3282	24.2643
Length   80, alignments in bytes  4/ 4:	14.2528	12.2919	11.7406	11.5159	24.0997
Length   80, alignments in bytes  2/ 2:	14.4659	12.3026	11.7953	12.0214	25.5433
Length   80, alignments in bytes  2/ 6:	14.6381	13.3472	13.4006	12.7098	33.7424
Length   80, alignments in bytes  6/ 2:	15.082	12.2627	13.2513	12.2292	23.036
Length   80, alignments in bytes  1/ 7:	14.6282	13.3368	13.4108	11.6868	33.9176
Length   80, alignments in bytes  7/ 1:	14.936	12.2598	13.6838	11.1689	21.0308
Length   80, alignments in bytes  3/ 4:	14.2893	12.2323	12.9244	11.0629	30.7964
Length   80, alignments in bytes  4/ 3:	14.6465	12.0455	11.7332	12.1931	22.8539
Length   80, alignments in bytes  5/ 7:	14.2891	12.2661	12.9298	12.587	28.8367
Length   80, alignments in bytes  7/ 5:	14.6075	11.9691	12.9385	11.175	21.0573
