                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.2038	22.0765	22.8613	20.3371	13.4282
Length    0/   0, alignment  0/ 0:	22.8198	21.0964	21.985	19.8607	13.0657
Length    0/   0, alignment  0/ 0:	22.4467	20.6314	21.7641	19.7339	12.6931
Length    0/   0, alignment  0/ 0:	22.2194	20.6047	21.4963	19.4201	12.7009
Length    1/   1, alignment  0/ 0:	21.8818	20.6048	29.0211	21.0508	13.6513
Length    1/   1, alignment  0/ 0:	21.7482	20.1567	21.3659	19.6268	13.6339
Length    1/   1, alignment  0/ 1:	21.4476	20.6045	21.4796	19.4903	6.5733
Length    1/   1, alignment  1/ 0:	21.8527	20.6046	21.358	19.5089	13.737
Length    2/   2, alignment  0/ 0:	22.4828	21.7434	22.3504	20.4855	14.4099
Length    2/   2, alignment  0/ 0:	22.012	21.6138	22.134	20.1042	14.5712
Length    2/   2, alignment  0/ 2:	22.7151	21.7111	22.1689	20.0965	8.74522
Length    2/   2, alignment  2/ 0:	22.2148	21.6639	22.3503	20.5755	14.7807
Length    3/   3, alignment  0/ 0:	22.0007	20.6173	21.4776	20.2014	14.7879
Length    3/   3, alignment  0/ 0:	22.1003	21.073	22.0432	19.877	14.5356
Length    3/   3, alignment  0/ 3:	22.4011	21.0732	21.9646	19.5118	10.6153
Length    3/   3, alignment  3/ 0:	22.0096	21.3072	21.6571	19.4558	16.3309
Length    4/   4, alignment  0/ 0:	22.5239	21.7444	22.5784	20.5328	16.4306
Length    4/   4, alignment  0/ 0:	22.0325	21.7579	22.578	20.5562	16.505
Length    4/   4, alignment  0/ 4:	21.9948	21.2322	22.403	20.2506	13.7375
Length    4/   4, alignment  4/ 0:	21.8525	21.2574	22.0978	20.1015	17.6625
Length    5/   5, alignment  0/ 0:	21.9892	21.6766	22.5791	20.5637	17.6052
Length    5/   5, alignment  0/ 0:	22.5164	21.7469	22.5778	20.5048	17.3016
Length    5/   5, alignment  0/ 5:	22.8422	21.7121	22.5779	20.61	14.9896
Length    5/   5, alignment  5/ 0:	22.0688	21.7338	22.5953	20.1722	17.7664
Length    6/   6, alignment  0/ 0:	22.0066	21.6724	22.2814	20.3918	18.2087
Length    6/   6, alignment  0/ 0:	22.4907	21.7809	22.5781	20.1332	17.8615
Length    6/   6, alignment  0/ 6:	22.3298	21.7164	22.5781	20.3343	17.0528
Length    6/   6, alignment  6/ 0:	22.3061	21.7421	22.5779	20.5884	18.7491
Length    7/   7, alignment  0/ 0:	22.2485	21.744	22.385	19.451	17.6634
Length    7/   7, alignment  0/ 0:	22.3551	21.7712	22.3624	19.51	17.5136
