                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    7/   7, alignment  0/ 7:	22.6803	21.7113	22.5781	19.8579	17.7616
Length    7/   7, alignment  7/ 0:	22.6683	21.6428	22.5994	19.4729	18.339
Length    8/   8, alignment  0/ 0:	22.171	21.622	22.5734	20.0777	14.987
Length    8/   8, alignment  0/ 0:	22.5217	21.7116	22.3002	20.0653	14.986
Length    8/   8, alignment  0/ 0:	22.2898	21.4084	22.4056	20.2776	14.9852
Length    8/   8, alignment  0/ 0:	22.1734	21.2997	22.3923	20.5303	14.9865
Length    9/   9, alignment  0/ 0:	22.2298	21.6242	22.4057	20.574	15.0574
Length    9/   9, alignment  0/ 0:	22.2306	21.2875	22.4326	20.5962	15.1578
Length    9/   9, alignment  0/ 1:	22.3798	21.7112	22.2646	20.1162	15.6112
Length    9/   9, alignment  1/ 0:	22.3536	21.7301	22.4416	20.5312	21.0458
Length   10/  10, alignment  0/ 0:	22.7832	21.7115	22.4044	20.5558	16.0731
Length   10/  10, alignment  0/ 0:	22.5954	21.7118	22.5297	20.5606	16.0315
Length   10/  10, alignment  0/ 2:	22.3381	21.6512	22.5499	20.0673	16.2453
Length   10/  10, alignment  2/ 0:	22.5973	21.7117	22.4576	20.5357	20.9287
Length   11/  11, alignment  0/ 0:	22.6655	21.7283	22.5314	20.2644	16.2689
Length   11/  11, alignment  0/ 0:	22.5027	21.7714	22.3313	20.0993	16.2878
Length   11/  11, alignment  0/ 3:	22.3259	21.7116	22.605	20.8531	17.2109
Length   11/  11, alignment  3/ 0:	22.2176	21.7117	22.6341	20.2613	20.5845
Length   12/  12, alignment  0/ 0:	22.7392	21.728	22.4875	20.5429	17.3844
Length   12/  12, alignment  0/ 0:	22.6807	21.5883	22.217	20.4798	17.0112
Length   12/  12, alignment  0/ 4:	22.2909	21.7116	22.561	20.1687	16.3521
Length   12/  12, alignment  4/ 0:	22.3854	21.7402	22.4511	20.546	18.6344
Length   13/  13, alignment  0/ 0:	22.3223	21.6991	22.4886	20.4474	29.4064
Length   13/  13, alignment  0/ 0:	22.5758	21.229	22.3961	20.0889	18.1666
Length   13/  13, alignment  0/ 5:	22.1779	21.7111	22.3672	20.4378	16.8589
Length   13/  13, alignment  5/ 0:	22.5814	21.7111	22.447	20.4935	18.6335
Length   14/  14, alignment  0/ 0:	22.1209	21.7475	22.5842	20.5692	18.8672
Length   14/  14, alignment  0/ 0:	22.6964	21.7116	22.3736	20.0633	18.4753
Length   14/  14, alignment  0/ 6:	22.7431	21.7112	22.3674	20.5483	17.531
Length   14/  14, alignment  6/ 0:	22.1808	21.229	22.618	20.2931	19.0407
Length   15/  15, alignment  0/ 0:	22.0953	21.644	22.6107	19.9086	18.5105
Length   15/  15, alignment  0/ 0:	22.6012	21.7498	22.3933	19.8805	18.1755
Length   15/  15, alignment  0/ 7:	22.4482	21.7112	22.6113	19.8238	18.3637
Length   15/  15, alignment  7/ 0:	22.5287	21.7112	22.4063	19.7357	18.6879
Length   16/  16, alignment  0/ 0:	22.3827	21.7982	22.4409	21.1976	15.6106
Length   16/  16, alignment  7/ 2:	22.2603	21.7839	22.4503	21.471	20.4268
Length   16/   4, alignment  0/ 0:	22.7179	21.7464	22.457	20.5616	17.0828
Length   16/   4, alignment  7/ 2:	22.5814	21.7115	22.3499	20.5316	16.6041
Length   32/  32, alignment  0/ 0:	24.1539	23.7311	23.8518	22.5545	17.8808
Length   32/  32, alignment  6/ 4:	27.6626	26.0577	26.4476	25.732	25.7688
Length   32/   8, alignment  0/ 0:	23.5934	22.8697	23.2204	21.9186	17.2435
Length   32/   8, alignment  6/ 4:	23.2214	22.3504	23.009	22.4734	22.212
Length   64/  64, alignment  0/ 0:	24.8188	25.4072	25.8578	24.4223	25.0827
Length   64/  64, alignment  5/ 6:	29.0305	28.896	29.534	27.6304	34.335
Length   64/  16, alignment  0/ 0:	28.1937	28.1571	26.1821	24.0996	21.5313
Length   64/  16, alignment  5/ 6:	28.515	28.446	28.9244	27.0364	31.8795
Length  128/ 128, alignment  0/ 0:	25.5624	25.6632	26.7097	27.8823	45.484
Length  128/ 128, alignment  4/ 0:	29.766	28.8729	29.0742	30.9237	51.7051
Length  128/  32, alignment  0/ 0:	27.1237	26.3983	27.0266	28.276	38.5058
Length  128/  32, alignment  4/ 0:	32.5728	31.6048	32.2686	30.8222	52.8107
Length  256/ 256, alignment  0/ 0:	35.0959	29.4064	31.0699	31.3098	89.9197
Length  256/ 256, alignment  3/ 2:	39.9467	35.5859	37.2857	37.07	103.425
Length  256/  64, alignment  0/ 0:	31.0245	30.2259	30.6395	31.4286	70.7568
Length  256/  64, alignment  3/ 2:	35.922	35.5826	36.4041	35.85	84.8812
Length  512/ 512, alignment  0/ 0:	46.731	32.6942	34.3192	49.5105	182.905
Length  512/ 512, alignment  2/ 4:	49.7532	43.5349	44.2918	52.2876	195.072
Length  512/ 128, alignment  0/ 0:	33.7926	32.902	34.0056	40.5147	122.273
Length  512/ 128, alignment  2/ 4:	44.4453	43.6917	44.4738	53.9321	133.496
Length 1024/1024, alignment  0/ 0:	52.7914	49.8969	56.7635	82.5594	398.579
Length 1024/1024, alignment  1/ 6:	61.213	59.3161	59.4831	84.5122	410.567
Length 1024/ 256, alignment  0/ 0:	46.2833	41.7081	43.5796	68.4243	263.461
Length 1024/ 256, alignment  1/ 6:	66.5495	61.8606	62.7906	83.9295	274.262
Length   16/   1, alignment  1/ 2:	23.325	22.836	23.53	21.3209	20.0619
Length   16/   1, alignment  2/ 1:	22.9529	22.2977	22.7372	20.5793	15.3351
Length   16/  10, alignment  1/ 1:	22.665	21.7317	22.4679	20.5804	28.1608
Length   16/  10, alignment  1/ 1:	22.9682	21.8792	22.4486	20.5535	27.7534
Length   32/   1, alignment  2/ 4:	23.0714	22.3502	22.9894	22.0149	23.5313
Length   32/   1, alignment  4/ 2:	23.1562	22.3495	23.1671	21.8043	16.6257
Length   32/  10, alignment  2/ 2:	23.2237	22.3732	22.9881	22.0001	31.0335
Length   32/  10, alignment  2/ 2:	23.5082	22.8696	23.353	22.0276	30.7778
Length   64/   1, alignment  3/ 6:	27.9162	26.2395	27.2236	25.1762	28.2532
Length   64/   1, alignment  6/ 3:	26.8024	26.9787	27.7315	25.003	20.285
Length   64/  10, alignment  3/ 3:	27.8908	25.9355	26.856	25.0305	37.576
Length   64/  10, alignment  3/ 3:	27.9259	25.6257	26.6312	24.9925	37.5874
Length  128/   1, alignment  4/ 0:	30.9209	30.913	31.415	30.5003	34.8543
Length  128/   1, alignment  0/ 4:	28.5407	27.9681	29.1851	28.6742	35.7776
Length  128/  10, alignment  4/ 4:	31.1312	30.5063	30.8086	29.8044	54.2916
Length  128/  10, alignment  4/ 4:	30.7066	30.4491	30.9701	30.4875	54.5136
Length  256/   1, alignment  5/ 2:	32.3099	32.1622	32.9261	36.4494	57.2367
Length  256/   1, alignment  2/ 5:	35.9838	34.2096	34.9036	37.3588	79.3208
Length  256/  10, alignment  5/ 5:	35.0689	34.215	35.0052	35.6864	92.1646
Length  256/  10, alignment  5/ 5:	35.1373	34.2189	34.8653	35.8533	91.3165
Length  512/   1, alignment  6/ 4:	41.9534	41.1526	41.0541	49.8652	106.953
Length  512/   1, alignment  4/ 6:	44.9595	43.3807	44.2124	49.3053	165.642
Length  512/  10, alignment  6/ 6:	43.6191	42.4014	43.005	51.7246	167.192
Length  512/  10, alignment  6/ 6:	43.7972	42.3683	43.0023	49.1083	166.625
Length 1024/   1, alignment  7/ 6:	39.7581	40.2268	40.7756	55.5869	230.207
Length 1024/   1, alignment  6/ 7:	63.5766	62.3483	62.8648	70.3761	303.66
Length 1024/  10, alignment  7/ 7:	60.7491	61.2095	61.6497	70.2582	351.671
Length 1024/  10, alignment  7/ 7:	60.2629	61.0884	62.1483	69.1935	346.171
