                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.1555	7.22169	7.90942	6.68653	11.0641
Length   16, n   16, alignment  1/ 1:	12.5264	7.58372	9.67761	6.94095	11.2591
Length   16, n   16, alignment  1/ 2:	12.5525	7.55359	8.22357	6.86857	11.3425
Length   16, n   16, alignment  2/ 1:	12.8007	7.76245	8.36672	6.86681	11.3674
Length    2, n    4, alignment  7/ 2:	13.6468	11.9771	11.0529	10.9781	13.4725
Length    4, n    2, alignment  2/ 7:	12.0675	8.23972	8.24266	6.85306	11.2969
Length    2, n    4, alignment  7/ 2:	16.2438	11.6754	10.9648	10.985	13.3796
Length    4, n    2, alignment  2/ 7:	11.8558	8.24066	8.22903	6.85301	12.3008
Length   16, n   16, alignment  2/ 2:	13.0745	7.54936	8.22359	6.85298	11.6752
Length   16, n   16, alignment  2/ 2:	12.6443	7.6901	8.28529	7.22923	11.3624
Length   16, n   16, alignment  2/ 4:	12.9116	7.72678	8.74844	6.92867	11.2996
Length   16, n   16, alignment  4/ 2:	13.0476	7.66361	8.36274	6.9524	11.3054
Length    4, n    8, alignment  6/ 4:	14.7015	12.1846	12.1597	11.2571	14.275
Length    8, n    4, alignment  4/ 6:	12.6661	7.85969	8.22369	6.85304	11.4944
Length    4, n    8, alignment  6/ 4:	14.7213	12.1982	12.5224	11.283	14.2596
Length    8, n    4, alignment  4/ 6:	12.626	7.90088	8.45534	6.88444	11.3025
Length   16, n   16, alignment  3/ 3:	13.129	7.53828	8.22358	6.85815	11.6098
Length   16, n   16, alignment  3/ 3:	12.8397	7.72301	8.22836	7.16933	11.2358
Length   16, n   16, alignment  3/ 6:	12.8076	7.65748	8.54618	6.97616	11.3238
Length   16, n   16, alignment  6/ 3:	13.1821	7.75772	8.34596	6.94909	11.3354
Length    8, n   16, alignment  5/ 6:	16.1266	11.2388	11.2774	10.9905	14.1582
Length   16, n    8, alignment  6/ 5:	12.6859	8.33167	10.5365	6.91442	11.5894
Length    8, n   16, alignment  5/ 6:	14.2684	11.2389	11.2943	11.1679	14.0904
Length   16, n    8, alignment  6/ 5:	12.9742	8.38454	10.0155	6.85303	11.5385
Length   16, n   16, alignment  4/ 4:	12.841	7.72676	8.26007	6.85294	11.6311
Length   16, n   16, alignment  4/ 4:	12.9487	7.74937	8.67983	6.87852	11.4914
Length   16, n   16, alignment  4/ 0:	12.766	7.86298	8.25481	7.03039	11.4565
Length   16, n   16, alignment  0/ 4:	13.1456	7.53823	8.38395	7.03003	11.4931
Length   16, n   32, alignment  4/ 0:	14.4468	10.8393	12.1497	11.6555	14.2682
Length   32, n   16, alignment  0/ 4:	13.1517	7.02454	7.0305	7.00129	11.5763
Length   16, n   32, alignment  4/ 0:	14.7565	10.5913	12.111	11.6879	14.5577
Length   32, n   16, alignment  0/ 4:	13.0893	6.87869	6.90315	7.02421	11.3499
Length   16, n   16, alignment  5/ 5:	13.1389	7.7508	8.42908	6.87873	11.5168
Length   16, n   16, alignment  5/ 5:	12.942	7.72454	8.24195	7.34311	11.3667
Length   16, n   16, alignment  5/ 2:	12.8951	7.96056	8.33891	7.02687	11.2287
Length   16, n   16, alignment  2/ 5:	13.0707	7.61325	8.22889	7.00089	11.7595
Length   32, n   64, alignment  3/ 2:	18.1327	10.3749	10.7457	13.5697	17.5172
Length   64, n   32, alignment  2/ 3:	11.7984	7.75023	7.72698	7.72688	11.823
Length   32, n   64, alignment  3/ 2:	17.2009	10.0305	10.8605	13.6507	17.2392
Length   64, n   32, alignment  2/ 3:	11.5227	7.72676	7.74375	7.73209	11.6816
Length   16, n   16, alignment  6/ 6:	12.7395	7.74386	8.72882	7.01146	11.2511
Length   16, n   16, alignment  6/ 6:	12.8684	8.02543	8.34955	6.85291	11.2842
Length   16, n   16, alignment  6/ 4:	13.2909	7.74956	8.42902	7.0243	11.6844
Length   16, n   16, alignment  4/ 6:	12.8184	7.74902	8.4458	7.3231	11.3989
Length   64, n  128, alignment  2/ 4:	16.4023	15.2348	14.0525	16.9773	16.7296
Length  128, n   64, alignment  4/ 2:	14.1409	10.1235	10.6612	12.0731	13.7112
Length   64, n  128, alignment  2/ 4:	16.034	15.0589	14.6721	16.7774	16.6439
Length  128, n   64, alignment  4/ 2:	14.1544	10.5364	10.7118	12.2298	14.4844
Length   16, n   16, alignment  7/ 7:	13.3972	7.61128	8.32831	6.94849	11.5526
Length   16, n   16, alignment  7/ 7:	12.99	7.758	8.42913	7.21	11.3322
Length   16, n   16, alignment  7/ 6:	12.8872	8.02106	8.474	6.94343	11.1998
Length   16, n   16, alignment  6/ 7:	13.2664	7.83069	8.42589	6.85294	11.7692
Length  128, n  256, alignment  1/ 6:	21.1274	18.6924	17.2871	25.6659	21.3812
Length  256, n  128, alignment  6/ 1:	17.1583	13.905	13.0447	20.1207	17.1261
Length  128, n  256, alignment  1/ 6:	21.1607	19.1478	17.5769	25.6022	20.1375
Length  256, n  128, alignment  6/ 1:	17.3184	13.8929	13.0727	20.1255	17.0632
Length    8, n   16, alignment  0/ 0:	16.6519	11.4817	11.2447	11.5264	14.4796
Length   32, n   16, alignment  0/ 0:	13.1792	7.00063	6.85313	6.96681	11.6165
Length    8, n   16, alignment  7/ 2:	14.8758	11.6715	11.6171	11.2807	14.2347
Length   32, n   16, alignment  7/ 2:	12.6518	7.93687	7.73654	6.8606	11.4553
Length   16, n   32, alignment  0/ 0:	14.6118	10.0176	11.9098	11.9655	13.8709
Length   64, n   32, alignment  0/ 0:	11.3226	8.03703	7.75283	7.73262	11.3609
Length   16, n   32, alignment  6/ 4:	14.9447	10.7768	11.6937	11.9457	14.4712
Length   64, n   32, alignment  6/ 4:	11.3527	7.74369	8.08496	7.73241	11.7472
Length   32, n   64, alignment  0/ 0:	15.5637	10.4954	11.4443	13.525	15.3686
Length  128, n   64, alignment  0/ 0:	13.3166	8.02076	7.76048	9.87406	12.6412
Length   32, n   64, alignment  5/ 6:	16.571	11.7796	11.9775	14.7642	17.7943
Length  128, n   64, alignment  5/ 6:	14.1474	10.5389	10.5225	13.0769	13.7206
Length   64, n  128, alignment  0/ 0:	16.3195	13.6654	12.6793	15.6375	15.7824
Length  256, n  128, alignment  0/ 0:	16.1559	11.2175	11.2604	14.4219	15.9814
Length   64, n  128, alignment  4/ 0:	16.3469	14.3924	13.3599	16.4306	16.3477
Length  256, n  128, alignment  4/ 0:	16.221	13.7644	12.6834	18.9504	15.8752
Length  128, n  256, alignment  0/ 0:	19.7703	17.0534	15.9817	23.8766	20.6873
Length  512, n  256, alignment  0/ 0:	19.0207	15.444	15.4323	19.3679	19.3939
Length  128, n  256, alignment  3/ 2:	21.9903	17.9584	16.4345	24.346	21.3934
Length  512, n  256, alignment  3/ 2:	24.3368	21.4283	20.6594	23.8222	25.028
Length  256, n  512, alignment  0/ 0:	28.6097	24.3075	23.8155	30.0953	28.8006
Length 1024, n  512, alignment  0/ 0:	29.9874	20.3279	20.1949	30.1699	30.8389
Length  256, n  512, alignment  2/ 4:	32.0122	26.8404	26.5434	31.297	31.0279
Length 1024, n  512, alignment  2/ 4:	33.1538	26.1895	27.574	34.1954	33.377
Length  512, n 1024, alignment  0/ 0:	44.2522	30.9823	29.8018	45.2818	43.2196
Length 2048, n 1024, alignment  0/ 0:	48.6215	28.6317	30.2388	53.1726	50.4695
Length  512, n 1024, alignment  1/ 6:	51.455	32.9835	29.8749	46.2247	51.9996
Length 2048, n 1024, alignment  1/ 6:	55.2217	41.7543	36.6782	57.57	56.0067
