                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	27.791	25.2162	25.4597	23.2596	27.2718
Length    4/   4, alignment  0/ 0, N    2:	27.3576	25.2145	25.4579	23.2788	27.3354
Length    4/   4, alignment  4/ 0, N    2:	27.2404	24.4949	25.3773	23.2867	27.1062
Length    8/   8, alignment  0/ 0, N    2:	26.7686	25.2151	25.4567	23.2726	27.3181
Length    8/   8, alignment  0/ 0, N    2:	27.0287	25.2567	26.1624	23.7618	27.1146
Length   16/  16, alignment  0/ 0, N    2:	26.9086	25.2159	25.8863	23.8376	27.2532
Length   16/  16, alignment  7/ 2, N    2:	27.3038	25.2155	25.2162	26.2891	27.5264
Length   16/   4, alignment  0/ 0, N    2:	27.4453	25.5044	25.4565	23.1396	27.0588
Length   16/   4, alignment  7/ 2, N    2:	27.315	25.5464	25.2157	23.0561	27.2517
Length   32/  32, alignment  0/ 0, N    2:	27.5262	25.2189	25.9365	23.7777	28.2381
Length   32/  32, alignment  6/ 4, N    2:	27.4554	25.2897	25.9357	23.895	27.448
Length   32/   8, alignment  0/ 0, N    2:	27.4223	24.4956	25.2444	23.0751	27.0014
Length   32/   8, alignment  6/ 4, N    2:	27.0763	24.4963	25.3829	23.1345	27.1999
Length   64/  64, alignment  0/ 0, N    2:	27.5778	25.2203	25.9373	24.0451	27.5936
Length   64/  64, alignment  5/ 6, N    2:	27.5624	25.5609	27.1436	25.0405	28.9779
Length   64/  16, alignment  0/ 0, N    2:	29.3861	24.618	25.3329	23.8246	27.1117
Length   64/  16, alignment  5/ 6, N    2:	27.0742	24.4955	25.2176	25.4188	27.2514
Length  128/ 128, alignment  0/ 0, N    2:	28.164	26.0232	26.2699	24.1455	28.0427
Length  128/ 128, alignment  4/ 0, N    2:	28.1652	25.2163	25.9845	23.7839	28.1367
Length  128/  32, alignment  0/ 0, N    2:	27.6226	25.6365	25.9371	23.7765	27.5139
Length  128/  32, alignment  4/ 0, N    2:	27.4687	25.5976	26.0568	23.7755	27.5078
Length  256/ 256, alignment  0/ 0, N    2:	31.0114	25.2163	25.9408	23.7968	31.0494
Length  256/ 256, alignment  3/ 2, N    2:	31.0223	25.217	25.9357	23.7923	31.945
Length  256/  64, alignment  0/ 0, N    2:	27.6742	25.3607	25.9385	24.0223	27.6838
Length  256/  64, alignment  3/ 2, N    2:	27.5795	25.5763	25.9374	23.9224	27.4685
Length  512/ 512, alignment  0/ 0, N    2:	35.2781	27.377	30.2922	28.1121	31.1855
Length  512/ 512, alignment  2/ 4, N    2:	31.2247	25.4524	26.0068	28.0392	31.2053
Length  512/ 128, alignment  0/ 0, N    2:	28.163	25.2173	25.9855	23.7823	28.4868
Length  512/ 128, alignment  2/ 4, N    2:	28.0881	25.2185	25.9352	23.7803	28.1543
Length 1024/1024, alignment  0/ 0, N    2:	34.3643	29.822	29.6432	51.3302	48.9997
Length 1024/1024, alignment  1/ 6, N    2:	34.8935	30.3287	29.5715	41.1067	34.6443
Length 1024/ 256, alignment  0/ 0, N    2:	31.1031	25.2196	25.9467	23.7909	31.0089
Length 1024/ 256, alignment  1/ 6, N    2:	31.0513	25.4985	25.9371	23.7931	31.1918
Length   16/   1, alignment  1/ 2, N    2:	26.8794	25.2154	25.89	23.0887	26.8437
Length   16/   1, alignment  2/ 1, N    2:	27.1546	25.2141	25.2179	23.1228	27.8959
Length   16/  10, alignment  1/ 1, N    2:	27.0178	25.2149	25.2174	23.0899	27.0064
Length   32/   1, alignment  2/ 4, N    2:	27.0466	24.5807	25.2162	23.0816	26.7657
Length   32/   1, alignment  4/ 2, N    2:	27.2919	24.5072	25.4123	23.054	27.1968
Length   32/  10, alignment  2/ 2, N    2:	27.3154	24.6175	25.2445	58.4182	26.7374
Length   64/   1, alignment  3/ 6, N    2:	26.9966	25.1089	25.267	23.1877	28.1494
Length   64/   1, alignment  6/ 3, N    2:	27.3998	25.2145	25.2176	23.0541	26.6567
Length   64/  10, alignment  3/ 3, N    2:	26.8155	24.4959	25.2144	23.0936	27.2039
Length  128/   1, alignment  4/ 0, N    2:	27.2794	24.4958	25.2172	23.2545	27.0525
Length  128/   1, alignment  0/ 4, N    2:	26.8741	24.4951	25.2146	23.0778	27.2784
Length  128/  10, alignment  4/ 4, N    2:	27.2626	24.8492	25.2143	23.1336	27.0721
Length  256/   1, alignment  5/ 2, N    2:	27.0999	25.0857	25.216	23.0551	27.1691
Length  256/   1, alignment  2/ 5, N    2:	27.4265	24.8552	25.2172	23.084	27.309
Length  256/  10, alignment  5/ 5, N    2:	26.8619	24.8542	25.244	23.1222	27.6628
Length  512/   1, alignment  6/ 4, N    2:	26.8392	24.4948	25.2165	23.0539	26.7349
Length  512/   1, alignment  4/ 6, N    2:	27.225	24.8568	25.2147	23.125	27.1492
