                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.1871	5.495	5.45081	5.36621	5.36169
Length    0, alignments in bytes  0/ 0:	10.1885	5.49048	5.4447	5.37244	5.35278
Length    0, alignments in bytes  0/ 0:	10.0906	5.51282	6.02393	5.36475	5.35266
Length    0, alignments in bytes  0/ 0:	10.1473	6.02734	6.03381	5.35059	5.36072
Length    1, alignments in bytes  0/ 0:	10.2345	6.02734	5.44128	5.35657	5.37097
Length    1, alignments in bytes  0/ 0:	10.353	6.03186	6.02368	5.36597	5.35461
Length    1, alignments in bytes  0/ 1:	9.92456	6.03345	6.02441	5.35754	5.35706
Length    1, alignments in bytes  1/ 0:	9.88867	6.0249	6.03235	5.35022	5.09143
Length    2, alignments in bytes  0/ 0:	9.86804	6.16479	6.17957	6.66223	6.26282
Length    2, alignments in bytes  0/ 0:	9.11951	5.75354	5.75537	6.00061	6.25061
Length    2, alignments in bytes  0/ 2:	9.23462	5.67932	5.69861	5.98132	6.25342
Length    2, alignments in bytes  2/ 0:	9.00989	4.99792	5.00598	4.99524	6.26733
Length    3, alignments in bytes  0/ 0:	9.3916	4.42883	5.01978	4.99866	6.27173
Length    3, alignments in bytes  0/ 0:	9.76013	4.99744	5.01086	4.99695	6.26184
Length    3, alignments in bytes  0/ 3:	10.0803	4.52466	5.12122	5.1095	6.40137
Length    3, alignments in bytes  3/ 0:	9.65894	5.75098	5.1239	5.11072	8.32397
Length    4, alignments in bytes  0/ 0:	9.59875	7.99902	7.99927	5.86304	8.31726
Length    4, alignments in bytes  0/ 0:	9.83972	7.99414	7.99402	5.85437	8.31287
Length    4, alignments in bytes  0/ 4:	9.59937	6.05408	6.09045	5.86914	8.30396
Length    4, alignments in bytes  4/ 0:	9.58325	5.11133	5.12	5.11206	8.95691
Length    5, alignments in bytes  0/ 0:	9.60083	7.99109	7.9856	6.62476	9.13782
Length    5, alignments in bytes  0/ 0:	9.72803	7.99377	7.99072	6.62793	9.12122
Length    5, alignments in bytes  0/ 5:	9.59827	6.05066	6.08948	5.82812	8.30786
Length    5, alignments in bytes  5/ 0:	9.58411	5.1106	5.11768	5.11157	8.33398
Length    6, alignments in bytes  0/ 0:	9.58789	7.98669	7.9856	7.33362	14.7262
Length    6, alignments in bytes  0/ 0:	9.86292	7.97974	7.99133	7.35815	11.5004
Length    6, alignments in bytes  0/ 6:	9.58716	6.04919	6.10181	5.72095	11.5016
Length    6, alignments in bytes  6/ 0:	9.58569	5.10901	5.12012	5.11194	8.96326
Length    7, alignments in bytes  0/ 0:	9.89526	7.01208	6.88733	5.11658	11.5037
Length    7, alignments in bytes  0/ 0:	9.68835	7.01355	6.87988	5.11841	11.4961
Length    7, alignments in bytes  0/ 7:	10.001	6.0542	6.09521	5.12219	11.4944
Length    7, alignments in bytes  7/ 0:	9.63367	5.10901	5.11865	5.11316	12.0238
Length    8, alignments in bytes  0/ 0:	10.0376	8.48242	8.18237	6.01501	5.26099
Length    8, alignments in bytes  0/ 0:	9.91809	8.41187	8.18457	6.00134	5.27209
Length    8, alignments in bytes  0/ 0:	9.87878	8.61853	8.17896	5.99597	5.26868
Length    8, alignments in bytes  0/ 0:	9.93298	8.43408	8.17175	6.00464	5.2323
Length    9, alignments in bytes  0/ 0:	9.90222	8.44666	8.17749	6.797	6.10229
Length    9, alignments in bytes  0/ 0:	9.89368	8.57593	8.18091	6.7843	6.09448
Length    9, alignments in bytes  0/ 1:	10.1047	8.59607	8.18738	7.20605	6.82788
Length    9, alignments in bytes  1/ 0:	9.89136	8.37231	8.19324	7.14697	15.0577
Length   10, alignments in bytes  0/ 0:	9.87939	8.84729	8.17627	7.49573	7.8562
Length   10, alignments in bytes  0/ 0:	9.95447	8.55518	8.17944	7.49744	6.93677
Length   10, alignments in bytes  0/ 2:	10.0934	8.55664	8.18164	7.34277	7.5697
Length   10, alignments in bytes  2/ 0:	9.84753	8.36011	8.19849	7.25659	14.3075
Length   11, alignments in bytes  0/ 0:	9.87927	8.44019	8.172	6.84546	7.75891
Length   11, alignments in bytes  0/ 0:	10.1071	8.50549	8.17822	6.85132	7.7373
Length   11, alignments in bytes  0/ 3:	10.0135	8.50098	8.17615	7.34106	8.48938
Length   11, alignments in bytes  3/ 0:	9.98621	8.375	8.19873	7.25366	15.7054
Length   12, alignments in bytes  0/ 0:	10.2435	8.3728	8.17456	7.50867	8.69702
Length   12, alignments in bytes  0/ 0:	9.93286	8.51953	8.17798	7.50684	8.67371
Length   12, alignments in bytes  0/ 4:	10.011	8.03638	7.91785	7.55908	8.93835
Length   12, alignments in bytes  4/ 0:	10.2078	7.4386	7.9856	7.26501	11.2391
Length   13, alignments in bytes  0/ 0:	9.86365	8.79822	8.17664	7.48755	11.3667
Length   13, alignments in bytes  0/ 0:	10.105	8.41016	8.1825	7.5116	11.3986
Length   13, alignments in bytes  0/ 5:	9.83691	8.10242	7.96887	7.54065	10.129
Length   13, alignments in bytes  5/ 0:	10.0638	8.04077	7.97668	7.25012	12.255
Length   14, alignments in bytes  0/ 0:	10.7622	8.50146	8.17053	7.49292	12.5726
Length   14, alignments in bytes  0/ 0:	10.1785	8.46606	8.17737	7.50659	12.6001
Length   14, alignments in bytes  0/ 6:	10.0416	8.04199	7.90173	7.55115	11.7679
Length   14, alignments in bytes  6/ 0:	9.95374	8.03931	8.03259	7.26038	12.6224
Length   15, alignments in bytes  0/ 0:	9.89709	7.23035	7.38733	5.24573	11.7791
Length   15, alignments in bytes  0/ 0:	9.93262	7.20386	7.39783	5.23755	11.7704
Length   15, alignments in bytes  0/ 7:	9.84375	8.04102	7.97278	5.23181	11.761
Length   15, alignments in bytes  7/ 0:	9.85132	8.06531	8.07202	5.22717	12.3766
Length   16, alignments in bytes  0/ 0:	9.87476	8.38391	8.19727	5.24744	6.63159
Length   16, alignments in bytes  7/ 2:	9.87744	8.34058	8.22302	5.57068	13.209
Length   32, alignments in bytes  0/ 0:	9.99475	6.54492	7.21484	6.9231	9.43689
Length   32, alignments in bytes  6/ 4:	10.2817	6.53955	7.19922	10.9456	15.4574
Length   64, alignments in bytes  0/ 0:	12.3588	7.89685	7.8623	7.98511	14.6586
Length   64, alignments in bytes  5/ 6:	13.9176	13.1974	13.7518	11.937	24.1877
Length  128, alignments in bytes  0/ 0:	15.6224	9.63	9.07019	13.4727	24.8623
Length  128, alignments in bytes  4/ 0:	17.2329	10.1127	11.5348	14.5295	33.5085
Length  256, alignments in bytes  0/ 0:	22.775	15.7864	15.7645	17.3997	49.549
Length  256, alignments in bytes  3/ 2:	24.5905	15.1064	17.52	19.4877	58.3823
Length  512, alignments in bytes  0/ 0:	29.4753	18.9097	21.3887	28.257	102.959
Length  512, alignments in bytes  2/ 4:	32.7264	21.7174	24.9459	28.84	144.46
Length 1024, alignments in bytes  0/ 0:	52.5781	28.3236	27.9154	46.6025	357.768
Length 1024, alignments in bytes  1/ 6:	61.9789	39.4763	35.2205	47.7885	302.927
Length   16, alignments in bytes  1/ 2:	13.1051	8.57532	8.43396	5.6615	17.2878
Length   16, alignments in bytes  2/ 1:	10.0691	8.5354	8.40881	5.72266	15.3507
