                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2374	5.5011	5.59314	5.48743	5.50208
Length    0, alignments in bytes  0/ 0:	10.2936	5.64099	6.18457	5.49426	5.49048
Length    0, alignments in bytes  0/ 0:	10.3687	6.18188	5.56677	5.49817	5.4917
Length    0, alignments in bytes  0/ 0:	10.3988	6.17261	6.18127	5.48035	5.49524
Length    1, alignments in bytes  0/ 0:	10.2928	6.18018	5.57886	5.49463	5.49866
Length    1, alignments in bytes  0/ 0:	10.5065	6.18884	6.17639	5.5	5.4967
Length    1, alignments in bytes  0/ 1:	10.4961	6.02393	6.03333	5.35266	5.36304
Length    1, alignments in bytes  1/ 0:	9.86096	6.69202	6.02673	5.35938	5.02441
Length    2, alignments in bytes  0/ 0:	9.80005	6.15759	6.16907	6.43506	6.70581
Length    2, alignments in bytes  0/ 0:	9.85449	6.15234	6.18677	6.40906	6.70569
Length    2, alignments in bytes  0/ 2:	9.73242	6.08923	6.10315	6.40759	6.69702
Length    2, alignments in bytes  2/ 0:	9.39844	5.36145	5.00403	4.99792	6.27148
Length    3, alignments in bytes  0/ 0:	9.37549	5.00391	5.01025	4.99939	6.27271
Length    3, alignments in bytes  0/ 0:	9.74683	5.0022	5.01221	5.00037	6.27148
Length    3, alignments in bytes  0/ 3:	9.4613	5.62048	5.00781	4.99512	6.25537
Length    3, alignments in bytes  3/ 0:	9.71313	4.99707	5.0083	4.99414	8.14209
Length    4, alignments in bytes  0/ 0:	9.38159	7.82117	7.81555	5.73389	7.52002
Length    4, alignments in bytes  0/ 0:	9.56873	7.81506	7.81311	5.75049	8.13184
Length    4, alignments in bytes  0/ 4:	9.38391	5.9054	5.97583	5.72852	8.11829
Length    4, alignments in bytes  4/ 0:	9.37268	5.00635	4.99548	5.0061	8.14978
Length    5, alignments in bytes  0/ 0:	9.37109	7.81128	7.81726	6.48926	8.90173
Length    5, alignments in bytes  0/ 0:	9.38611	7.81067	7.81689	6.48608	8.90295
Length    5, alignments in bytes  0/ 5:	9.38245	5.91211	5.95886	5.70239	8.12915
Length    5, alignments in bytes  5/ 0:	9.3728	4.99536	5.00635	4.99341	9.17993
Length    6, alignments in bytes  0/ 0:	9.40149	7.81628	7.81201	7.1759	11.2572
Length    6, alignments in bytes  0/ 0:	9.52002	7.81262	7.81628	7.18323	11.2535
Length    6, alignments in bytes  0/ 6:	9.58862	5.90759	5.97192	5.57605	11.2483
Length    6, alignments in bytes  6/ 0:	9.3678	5.00659	4.99561	5.00732	9.3468
Length    7, alignments in bytes  0/ 0:	9.67529	7.00623	6.90454	5.11719	11.5137
Length    7, alignments in bytes  0/ 0:	9.7124	7.00684	6.89062	5.11877	11.506
Length    7, alignments in bytes  0/ 7:	9.62598	6.04968	6.11597	5.10779	11.4993
Length    7, alignments in bytes  7/ 0:	9.9165	5.11902	5.11084	5.12036	11.5132
Length    8, alignments in bytes  0/ 0:	9.8772	8.29553	7.99622	5.86731	5.17407
Length    8, alignments in bytes  0/ 0:	9.95703	8.72351	7.98804	5.87292	5.15356
Length    8, alignments in bytes  0/ 0:	9.63733	8.29382	7.99353	5.8645	5.15649
Length    8, alignments in bytes  0/ 0:	9.74902	8.3252	7.98633	5.8623	5.12122
Length    9, alignments in bytes  0/ 0:	9.65173	8.25989	7.98828	6.65149	6.00391
Length    9, alignments in bytes  0/ 0:	9.90674	8.19458	7.99377	6.64001	5.94055
Length    9, alignments in bytes  0/ 1:	9.66614	8.23962	7.99146	7.84595	6.67773
Length    9, alignments in bytes  1/ 0:	9.92554	8.19214	8.00464	6.98071	14.7339
Length   10, alignments in bytes  0/ 0:	9.71985	8.22046	7.98633	7.34399	7.05383
Length   10, alignments in bytes  0/ 0:	9.73462	8.31335	7.98792	7.3407	6.81165
Length   10, alignments in bytes  0/ 2:	9.86511	8.19373	7.98828	7.17969	7.44897
Length   10, alignments in bytes  2/ 0:	10.0946	8.18933	8.01245	7.09326	14.7041
Length   11, alignments in bytes  0/ 0:	9.69165	8.43689	7.99573	6.70264	7.58398
Length   11, alignments in bytes  0/ 0:	9.75745	8.30688	7.99255	6.70544	7.56873
