                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	12.0573	6.89795	7.01819	5.63086	5.63232
Length    0, alignments in bytes  0/ 0:	12.0471	6.89722	7.03638	5.62219	5.63208
Length    0, alignments in bytes  0/ 0:	12.0719	6.91821	6.99854	5.63208	5.62195
Length    0, alignments in bytes  0/ 0:	12.0684	6.87744	7.01062	5.62891	5.62244
Length    1, alignments in bytes  0/ 0:	15.8337	6.79565	7.06335	5.63086	5.62634
Length    1, alignments in bytes  0/ 0:	15.8125	6.79102	7.03503	5.63184	5.62292
Length    1, alignments in bytes  0/ 1:	17.5624	7.20239	6.85803	5.49609	5.48657
Length    1, alignments in bytes  1/ 0:	14.8152	6.68286	6.85938	5.49329	5.07422
Length    2, alignments in bytes  0/ 0:	15.4275	7.12549	6.86426	6.61987	8.23828
Length    2, alignments in bytes  0/ 0:	15.4252	7.13586	7.31982	6.57837	8.23669
Length    2, alignments in bytes  0/ 2:	15.4266	7.16968	7.35767	6.57666	8.22266
Length    2, alignments in bytes  2/ 0:	14.7351	6.87	6.85864	5.49377	6.18005
Length    3, alignments in bytes  0/ 0:	15.6559	6.1781	6.86401	5.51025	8.24475
Length    3, alignments in bytes  0/ 0:	15.6826	6.18079	6.86279	5.49561	8.23926
Length    3, alignments in bytes  0/ 3:	15.8151	6.18335	6.85925	5.48901	8.23218
Length    3, alignments in bytes  3/ 0:	15.8025	6.1792	6.86292	5.48376	8.26111
Length    4, alignments in bytes  0/ 0:	15.7905	9.98438	10.0216	6.29028	8.92053
Length    4, alignments in bytes  0/ 0:	15.7443	9.97302	10.0043	6.27808	8.92004
Length    4, alignments in bytes  0/ 4:	15.7544	7.87378	7.953	6.28333	8.91455
Length    4, alignments in bytes  4/ 0:	15.0771	6.68262	6.85681	5.49097	8.27502
Length    5, alignments in bytes  0/ 0:	15.7913	9.97229	9.9989	7.92114	9.90137
Length    5, alignments in bytes  0/ 0:	15.6855	9.98743	9.99524	7.91199	9.87659
Length    5, alignments in bytes  0/ 5:	15.7383	7.87891	7.94299	7.16626	8.9176
Length    5, alignments in bytes  5/ 0:	15.0692	6.68201	6.85962	6.1709	8.33032
Length    6, alignments in bytes  0/ 0:	15.7603	9.97327	10.0005	8.01233	12.3491
Length    6, alignments in bytes  0/ 0:	15.746	9.96936	9.99976	8.02991	12.3448
Length    6, alignments in bytes  0/ 6:	15.2281	7.84058	7.93787	7.20435	12.3414
Length    6, alignments in bytes  6/ 0:	14.6162	6.69373	6.86157	6.15662	8.9436
Length    7, alignments in bytes  0/ 0:	16.6814	8.8623	8.92822	5.49146	12.3636
Length    7, alignments in bytes  0/ 0:	16.7655	8.85266	8.93359	5.48621	12.3422
