                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.2528	5.81177	6.33533	5.63733	5.6217
Length    0, alignments in bytes  0/ 0:	11.2518	5.81812	6.33655	5.62671	5.64001
Length    0, alignments in bytes  0/ 0:	11.248	6.32861	6.33167	5.63037	5.61829
Length    0, alignments in bytes  0/ 0:	11.244	6.3335	6.3302	5.62402	5.62756
Length    1, alignments in bytes  0/ 0:	10.9005	6.32886	7.03882	5.6311	5.64124
Length    1, alignments in bytes  0/ 0:	10.9176	6.34326	7.04175	5.6272	6.1012
Length    1, alignments in bytes  0/ 1:	10.5594	6.86035	6.86096	5.49817	5.48584
Length    1, alignments in bytes  1/ 0:	10.2878	6.86255	6.8623	5.48413	5.04443
Length    2, alignments in bytes  0/ 0:	10.3406	6.86035	6.86536	6.62402	6.86682
Length    2, alignments in bytes  0/ 0:	10.2881	6.86475	6.87268	6.58801	6.87
Length    2, alignments in bytes  0/ 2:	10.2911	6.86658	6.85767	6.5863	6.86951
Length    2, alignments in bytes  2/ 0:	10.2864	6.85742	6.85706	5.49866	6.19568
Length    3, alignments in bytes  0/ 0:	10.9846	6.18286	6.86816	5.48828	6.87695
Length    3, alignments in bytes  0/ 0:	10.9795	6.18408	6.85583	5.50012	6.87268
Length    3, alignments in bytes  0/ 3:	10.978	6.17224	6.86658	5.48523	6.87097
Length    3, alignments in bytes  3/ 0:	10.9773	6.17944	6.85986	5.48596	8.24731
Length    4, alignments in bytes  0/ 0:	10.9734	8.58264	8.53186	6.27588	8.93091
Length    4, alignments in bytes  0/ 0:	12.2083	8.57471	8.5282	6.28186	8.91663
Length    4, alignments in bytes  0/ 4:	10.9763	6.49902	6.86572	6.27783	8.92053
Length    4, alignments in bytes  4/ 0:	10.9824	6.1709	6.8623	5.48389	8.95422
Length    5, alignments in bytes  0/ 0:	10.9727	8.57544	8.53271	7.10168	9.87573
Length    5, alignments in bytes  0/ 0:	10.9722	8.57202	8.52344	7.11548	9.86816
Length    5, alignments in bytes  0/ 5:	10.9703	6.50464	6.85608	6.19299	8.91687
Length    5, alignments in bytes  5/ 0:	11.0303	6.17566	6.85339	6.18042	8.9552
Length    6, alignments in bytes  0/ 0:	10.978	8.573	8.52161	7.86755	12.3533
Length    6, alignments in bytes  0/ 0:	10.974	8.56909	8.52441	7.88269	12.3496
Length    6, alignments in bytes  0/ 6:	10.9716	6.5061	6.86206	6.12744	12.3422
Length    6, alignments in bytes  6/ 0:	10.9728	6.17053	6.86255	5.48218	8.96814
Length    7, alignments in bytes  0/ 0:	10.9802	7.54321	7.42554	5.48706	12.3597
Length    7, alignments in bytes  0/ 0:	10.9773	7.53442	7.42297	5.49597	12.3494
Length    7, alignments in bytes  0/ 7:	10.9711	6.50122	6.85608	5.49292	12.3414
Length    7, alignments in bytes  7/ 0:	10.9713	6.17651	6.8512	5.49548	11.6672
Length    8, alignments in bytes  0/ 0:	10.9706	8.73218	8.60742	6.27246	6.18958
Length    8, alignments in bytes  0/ 0:	10.9708	8.78186	8.59998	6.27246	6.18005
Length    8, alignments in bytes  0/ 0:	10.9723	8.75989	8.60291	6.25781	6.17688
Length    8, alignments in bytes  0/ 0:	10.9727	8.74451	8.60693	6.27954	6.18103
Length    9, alignments in bytes  0/ 0:	10.9716	8.7854	8.59534	7.10413	6.3562
Length    9, alignments in bytes  0/ 0:	10.9717	8.73047	8.60266	7.11365	6.34473
Length    9, alignments in bytes  0/ 1:	10.9713	8.73511	8.59375	7.54468	7.13403
Length    9, alignments in bytes  1/ 0:	10.9724	8.73401	8.61438	7.47046	15.1107
Length   10, alignments in bytes  0/ 0:	10.9728	8.72083	8.59521	7.87073	7.55762
Length   10, alignments in bytes  0/ 0:	10.975	8.77478	8.5929	7.87195	7.55835
Length   10, alignments in bytes  0/ 2:	10.9703	8.73059	8.60718	7.71985	8.00012
Length   10, alignments in bytes  2/ 0:	10.9713	8.72766	8.60718	7.6228	15.7732
Length   11, alignments in bytes  0/ 0:	10.9739	8.75647	8.59851	7.19299	8.91528
Length   11, alignments in bytes  0/ 0:	10.9713	8.7926	8.60498	7.1886	8.16406
Length   11, alignments in bytes  0/ 3:	10.9716	8.76709	8.59851	7.72815	8.93835
Length   11, alignments in bytes  3/ 0:	11.392	8.74451	8.6123	7.6178	15.7874
Length   12, alignments in bytes  0/ 0:	10.9725	8.81921	8.60364	7.8656	9.61707
Length   12, alignments in bytes  0/ 0:	10.9708	8.72949	8.59583	7.86853	9.61047
Length   12, alignments in bytes  0/ 4:	10.9723	8.48608	8.22998	7.92114	9.60864
Length   12, alignments in bytes  4/ 0:	10.9696	8.44836	8.22302	7.61487	14.4078
Length   13, alignments in bytes  0/ 0:	10.9711	8.76306	8.59106	7.86182	11.9563
Length   13, alignments in bytes  0/ 0:	10.972	8.73914	8.59351	7.88806	11.9467
Length   13, alignments in bytes  0/ 5:	10.9728	8.46631	8.27795	7.9176	10.5765
Length   13, alignments in bytes  5/ 0:	10.9698	8.44897	8.22424	7.61255	12.7441
Length   14, alignments in bytes  0/ 0:	10.9718	8.74133	8.60229	7.87622	13.274
Length   14, alignments in bytes  0/ 0:	10.9717	8.7373	8.60217	7.89453	13.2671
Length   14, alignments in bytes  0/ 6:	10.972	8.47375	8.25989	7.92664	13.0259
Length   14, alignments in bytes  6/ 0:	10.9703	8.45422	8.22156	7.61487	12.9611
Length   15, alignments in bytes  0/ 0:	10.975	7.61182	7.7522	5.50281	13.042
Length   15, alignments in bytes  0/ 0:	10.9795	7.6272	7.74951	5.49255	13.0355
Length   15, alignments in bytes  0/ 7:	10.974	8.44922	8.23169	5.49451	13.0273
Length   15, alignments in bytes  7/ 0:	10.9701	8.45642	8.22351	5.4823	12.6682
Length   16, alignments in bytes  0/ 0:	10.9716	8.73242	8.60278	6.18652	7.55713
Length   16, alignments in bytes  7/ 2:	10.972	8.71533	8.62524	6.18921	13.7321
Length   32, alignments in bytes  0/ 0:	10.9802	6.88208	7.56458	7.55737	9.91309
Length   32, alignments in bytes  6/ 4:	10.9805	6.86377	6.88159	11.4283	16.0133
Length   64, alignments in bytes  0/ 0:	13.0579	7.66675	8.49768	9.6134	15.3606
Length   64, alignments in bytes  5/ 6:	15.5304	13.9261	14.3352	12.5271	25.4026
Length  128, alignments in bytes  0/ 0:	17.0529	10.2961	10.9889	14.4414	26.0082
Length  128, alignments in bytes  4/ 0:	19.2328	10.5951	12.1659	15.1974	33.0699
Length  256, alignments in bytes  0/ 0:	23.2383	16.3093	17.0592	18.2688	51.9834
Length  256, alignments in bytes  3/ 2:	25.1864	15.2573	18.2045	19.9725	59.3865
Length  512, alignments in bytes  0/ 0:	30.5931	19.5597	21.1068	27.8483	103.161
Length  512, alignments in bytes  2/ 4:	34.3264	22.4281	24.1306	28.2716	148.011
Length 1024, alignments in bytes  0/ 0:	51.4218	28.4688	28.8528	52.7963	230.827
Length 1024, alignments in bytes  1/ 6:	65.3372	40.4457	35.7163	50.7371	311.263
Length   16, alignments in bytes  1/ 2:	14.7219	8.75818	8.60815	6.18726	17.6351
Length   16, alignments in bytes  2/ 1:	10.9741	8.71436	8.6156	6.18274	15.6244
Length   16, alignments in bytes  1/ 1:	10.9716	8.72791	8.62073	6.17847	15.1135
Length   16, alignments in bytes  1/ 1:	10.9723	8.74768	8.60718	6.17517	15.1161
Length   32, alignments in bytes  2/ 4:	12.3503	8.25403	8.38513	35.5566	21.703
Length   32, alignments in bytes  4/ 2:	12.3483	7.97852	11.8197	12.2114	16.9993
Length   32, alignments in bytes  2/ 2:	12.3499	6.85571	6.8717	9.8916	16.4413
Length   32, alignments in bytes  2/ 2:	12.3441	6.85498	6.86572	9.8634	16.5942
Length   64, alignments in bytes  3/ 6:	15.5157	9.88464	9.9884	11.0592	28.6218
Length   64, alignments in bytes  6/ 3:	15.4457	11.6267	11.6738	12.6986	19.8148
Length   64, alignments in bytes  3/ 3:	15.1841	8.62866	9.11584	9.80225	21.5288
Length   64, alignments in bytes  3/ 3:	15.1658	8.63269	9.10596	9.78723	21.4996
Length  128, alignments in bytes  4/ 0:	19.1473	10.6194	12.3333	15.2505	33.6749
Length  128, alignments in bytes  0/ 4:	20.6134	11.1825	12.7887	14.5811	35.3663
Length  128, alignments in bytes  4/ 4:	20.4424	14.3811	13.1504	14.8033	33.637
Length  128, alignments in bytes  4/ 4:	20.4315	14.3308	13.0736	14.7915	36.1891
Length  256, alignments in bytes  5/ 2:	25.0341	15.7869	19.8049	20.8929	58.4087
Length  256, alignments in bytes  2/ 5:	26.1077	17.6915	21.0972	20.9335	81.1722
Length  256, alignments in bytes  5/ 5:	25.0928	15.2257	18.3003	18.9316	58.353
Length  256, alignments in bytes  5/ 5:	25.0624	15.2405	18.209	18.9161	58.4409
Length  512, alignments in bytes  6/ 4:	33.8217	24.8173	23.5454	29.4961	134.858
Length  512, alignments in bytes  4/ 6:	34.2395	28.5701	27.2183	28.8138	146.664
Length  512, alignments in bytes  6/ 6:	32.3058	20.3115	22.4771	28.2319	148.278
Length  512, alignments in bytes  6/ 6:	32.2405	20.3232	22.4524	28.8094	133.703
Length 1024, alignments in bytes  7/ 6:	50.8041	40.2867	36.5934	51.4259	234.454
Length 1024, alignments in bytes  6/ 7:	66.2207	41.4893	36.6252	53.4213	310.854
Length 1024, alignments in bytes  7/ 7:	60.5529	28.9711	29.4349	52.7103	246.446
Length 1024, alignments in bytes  7/ 7:	56.0657	28.9362	29.4653	50.7576	228.577
Length   16, alignments in bytes  0/ 4:	14.944	8.71411	8.60718	6.17542	9.34998
Length   16, alignments in bytes  4/ 0:	10.9716	8.70227	8.62842	6.19055	15.3348
Length   16, alignments in bytes  4/ 4:	10.9711	8.74255	8.62378	6.18188	15.1371
Length   16, alignments in bytes  2/ 2:	10.9711	8.7218	8.60742	6.18018	15.5459
Length   16, alignments in bytes  2/ 6:	10.9723	8.72351	8.62024	6.18604	18.4152
Length   16, alignments in bytes  6/ 2:	10.9718	8.72546	8.61853	6.1781	14.8302
Length   16, alignments in bytes  1/ 7:	10.9718	8.75317	8.6178	6.17114	18.9681
Length   16, alignments in bytes  7/ 1:	10.9718	8.72449	8.61877	6.18347	13.5461
Length   16, alignments in bytes  3/ 4:	10.9714	8.72131	8.60596	6.16895	15.5015
Length   16, alignments in bytes  4/ 3:	10.9706	8.74231	8.61389	6.16833	14.5306
Length   16, alignments in bytes  5/ 7:	10.9708	8.74329	8.62244	6.17542	15.0613
Length   16, alignments in bytes  7/ 5:	10.972	8.75488	8.60315	6.18005	14.0215
Length   20, alignments in bytes  0/ 4:	10.9843	8.84302	8.59998	7.96582	11.505
Length   20, alignments in bytes  4/ 0:	10.9711	8.71289	8.61157	6.3551	13.9934
Length   20, alignments in bytes  4/ 4:	12.5054	8.73242	8.61511	7.24695	13.2805
Length   20, alignments in bytes  2/ 2:	10.9716	8.72693	8.60645	7.25122	19.8909
Length   20, alignments in bytes  2/ 6:	10.9713	8.73523	8.61841	7.93677	20.1315
Length   20, alignments in bytes  6/ 2:	10.9712	8.7522	8.60522	6.36023	13.3818
Length   20, alignments in bytes  1/ 7:	10.9716	8.71338	8.62097	7.94775	20.889
Length   20, alignments in bytes  7/ 1:	10.9703	8.71057	8.61511	7.43555	13.1514
Length   20, alignments in bytes  3/ 4:	10.9716	8.70764	8.6178	8.41113	17.8353
Length   20, alignments in bytes  4/ 3:	10.9708	8.74768	8.61511	7.77563	20.1963
Length   20, alignments in bytes  5/ 7:	13.1018	8.7384	8.61511	8.41406	15.0093
Length   20, alignments in bytes  7/ 5:	10.9729	8.75049	8.60767	7.64221	12.7526
Length   24, alignments in bytes  0/ 4:	10.9711	8.71387	8.60278	8.42615	11.1013
Length   24, alignments in bytes  4/ 0:	10.9711	8.75146	8.62219	7.63806	16.4734
Length   24, alignments in bytes  4/ 4:	10.9711	8.7572	8.63086	7.24133	15.694
Length   24, alignments in bytes  2/ 2:	10.9709	8.73438	8.61475	7.24182	16.4648
Length   24, alignments in bytes  2/ 6:	10.9706	8.73169	8.61707	8.41345	19.7396
Length   24, alignments in bytes  6/ 2:	10.9706	8.71228	8.60535	7.63318	16.192
Length   24, alignments in bytes  1/ 7:	10.9706	8.73193	8.61707	8.40613	20.4243
Length   24, alignments in bytes  7/ 1:	10.9718	8.76648	8.62756	7.63635	14.7467
Length   24, alignments in bytes  3/ 4:	10.9716	8.7345	8.61633	8.41553	17.1865
Length   24, alignments in bytes  4/ 3:	10.9711	8.75024	8.61853	7.64111	15.4613
Length   24, alignments in bytes  5/ 7:	10.9713	8.72742	8.61511	8.41846	16.4569
Length   24, alignments in bytes  7/ 5:	10.9712	8.72278	8.604	7.63245	15.0387
Length   28, alignments in bytes  0/ 4:	10.9718	8.41736	8.30811	8.82788	12.9828
Length   28, alignments in bytes  4/ 0:	10.9711	8.45142	8.28113	8.38513	15.4615
Length   28, alignments in bytes  4/ 4:	10.9731	8.75317	8.62158	7.89819	14.4933
Length   28, alignments in bytes  2/ 2:	10.9716	9.59973	8.62183	7.89526	19.8972
Length   28, alignments in bytes  2/ 6:	10.9714	8.46106	8.52026	8.80957	22.1855
Length   28, alignments in bytes  6/ 2:	10.9708	8.43665	8.31677	8.36389	14.7338
Length   28, alignments in bytes  1/ 7:	10.9713	8.45789	8.52722	8.80054	22.7985
Length   28, alignments in bytes  7/ 1:	10.9706	8.44678	8.28833	8.95972	14.0382
Length   28, alignments in bytes  3/ 4:	10.9718	8.71582	8.61377	8.90833	19.5782
Length   28, alignments in bytes  4/ 3:	10.9701	8.71558	8.61951	8.20471	15.3303
Length   28, alignments in bytes  5/ 7:	10.9701	8.75598	8.62097	8.89636	16.5289
Length   28, alignments in bytes  7/ 5:	10.9713	8.73364	8.61707	8.23511	14.3484
Length   32, alignments in bytes  0/ 4:	12.3478	6.96411	7.55737	8.30737	12.767
Length   32, alignments in bytes  4/ 0:	12.3395	6.87366	6.85486	9.70276	17.2028
Length   32, alignments in bytes  4/ 4:	12.3407	6.89429	6.85938	9.71387	16.1722
Length   32, alignments in bytes  2/ 2:	12.3395	6.86877	6.86035	9.88452	17.1718
Length   32, alignments in bytes  2/ 6:	12.3417	8.24878	8.37073	10.3927	21.761
Length   32, alignments in bytes  6/ 2:	12.3409	7.54895	6.86633	10.0814	17.0292
Length   32, alignments in bytes  1/ 7:	12.3458	8.25171	8.35889	9.13391	22.1639
Length   32, alignments in bytes  7/ 1:	12.3424	6.86133	6.86682	9.04626	15.8495
Length   32, alignments in bytes  3/ 4:	12.3422	8.24597	8.38184	10.2161	18.9595
Length   32, alignments in bytes  4/ 3:	12.3389	6.86414	6.85535	11.3678	16.4076
Length   32, alignments in bytes  5/ 7:	12.3407	8.25171	8.37036	11.1317	17.5651
Length   32, alignments in bytes  7/ 5:	12.3417	6.85815	6.85632	9.04578	15.7477
Length   36, alignments in bytes  0/ 4:	12.3424	9.14746	9.05969	10.3186	14.1355
Length   36, alignments in bytes  4/ 0:	12.3372	7.56677	7.66479	10.2351	16.5133
Length   36, alignments in bytes  4/ 4:	12.3438	9.60168	9.60425	9.6936	15.3473
Length   36, alignments in bytes  2/ 2:	12.3394	10.9795	9.74133	10.6941	21.2562
Length   36, alignments in bytes  2/ 6:	12.3396	11.9937	11.9565	10.6394	24.413
Length   36, alignments in bytes  6/ 2:	12.3385	7.55249	7.61255	10.5503	15.5632
Length   36, alignments in bytes  1/ 7:	12.3424	10.9694	10.8339	10.5696	24.5912
Length   36, alignments in bytes  7/ 1:	12.3391	7.5509	7.54175	10.5463	15.325
Length   36, alignments in bytes  3/ 4:	12.34	11.3983	11.9105	10.2126	21.3618
Length   36, alignments in bytes  4/ 3:	12.344	10.2557	10.1388	10.4006	16.3724
Length   36, alignments in bytes  5/ 7:	12.3441	12.7129	12.583	11.035	18.1937
Length   36, alignments in bytes  7/ 5:	12.34	10.1897	10.1783	11.4445	15.5564
Length   40, alignments in bytes  0/ 4:	12.3422	9.91833	9.71411	10.7439	14.1979
Length   40, alignments in bytes  4/ 0:	12.339	10.538	10.3824	11.0791	17.7656
Length   40, alignments in bytes  4/ 4:	12.3417	10.4841	10.4839	10.6893	16.9171
Length   40, alignments in bytes  2/ 2:	12.3387	10.537	10.438	10.6844	19.2134
Length   40, alignments in bytes  2/ 6:	12.3412	12.5842	12.2379	10.6226	23.7041
Length   40, alignments in bytes  6/ 2:	12.3395	10.5385	10.2988	11.4553	17.8098
Length   40, alignments in bytes  1/ 7:	12.3398	12.5845	12.2382	10.5612	24.0005
Length   40, alignments in bytes  7/ 1:	12.3405	10.4899	10.2902	9.04028	17.0608
Length   40, alignments in bytes  3/ 4:	12.3392	11.8489	11.7742	11.4185	21.0781
Length   40, alignments in bytes  4/ 3:	12.3448	10.509	10.4053	10.9335	17.0409
Length   40, alignments in bytes  5/ 7:	12.3434	12.5951	12.2159	11.4183	19.5513
Length   40, alignments in bytes  7/ 5:	12.3385	10.7659	10.4003	9.05957	16.7747
Length   44, alignments in bytes  0/ 4:	13.7697	8.99744	8.81311	10.9357	15.4897
Length   44, alignments in bytes  4/ 0:	12.3427	9.49634	9.48071	9.18835	17.1387
Length   44, alignments in bytes  4/ 4:	12.3385	10.5361	10.4602	9.14648	16.041
Length   44, alignments in bytes  2/ 2:	12.3431	10.5286	10.475	10.6885	20.7408
Length   44, alignments in bytes  2/ 6:	12.3386	11.8357	11.7926	10.9139	26.3882
Length   44, alignments in bytes  6/ 2:	12.3383	9.52246	9.60352	10.9125	16.489
Length   44, alignments in bytes  1/ 7:	12.3414	12.6008	12.2461	10.9236	26.5161
Length   44, alignments in bytes  7/ 1:	12.339	9.54565	9.56812	9.3446	16.1521
Length   44, alignments in bytes  3/ 4:	12.3436	11.936	11.7449	10.2183	23.6477
Length   44, alignments in bytes  4/ 3:	12.34	10.4822	10.4221	9.20825	17.0118
Length   44, alignments in bytes  5/ 7:	12.338	11.9368	11.804	10.4646	20.1713
Length   44, alignments in bytes  7/ 5:	12.3419	10.8521	10.4	9.9906	16.5106
Length   48, alignments in bytes  0/ 4:	12.3412	9.98621	9.62732	9.21631	15.764
Length   48, alignments in bytes  4/ 0:	12.3405	10.5137	10.3376	9.98279	19.219
Length   48, alignments in bytes  4/ 4:	12.3411	10.5315	10.5223	10.0424	18.1373
Length   48, alignments in bytes  2/ 2:	12.3414	10.4819	10.5281	10.3748	19.9263
Length   48, alignments in bytes  2/ 6:	12.3378	12.6097	12.2372	11.054	25.7484
Length   48, alignments in bytes  6/ 2:	12.3391	10.7911	10.2797	10.2896	18.2676
Length   48, alignments in bytes  1/ 7:	12.3385	12.6305	12.2772	10.005	25.8253
Length   48, alignments in bytes  7/ 1:	12.3528	10.8745	10.3154	9.98145	17.9906
