                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.5605	22.8698	23.7137	21.1055	24.4725
Length    4/   4, alignment  0/ 0, N    2:	24.7591	22.8694	23.0898	21.1133	24.8763
Length    4/   4, alignment  4/ 0, N    2:	25.3554	22.35	22.9889	20.6297	24.7204
Length    8/   8, alignment  0/ 0, N    2:	24.3564	22.8685	23.9789	21.0308	24.0108
Length    8/   8, alignment  0/ 0, N    2:	24.0846	22.3502	22.5643	20.6275	25.1089
Length   16/  16, alignment  0/ 0, N    2:	24.1234	22.3503	22.4581	21.1363	25.8873
Length   16/  16, alignment  7/ 2, N    2:	23.7252	22.3515	23.4482	22.5467	26.0086
Length   16/   4, alignment  0/ 0, N    2:	24.1328	22.7806	23.4049	20.5028	25.9188
Length   16/   4, alignment  7/ 2, N    2:	23.9328	22.3517	22.3492	20.4361	26.1341
Length   32/  32, alignment  0/ 0, N    2:	23.8473	23.274	22.4806	20.6443	26.0349
Length   32/  32, alignment  6/ 4, N    2:	23.8062	21.8562	22.4798	20.6042	26.1246
Length   32/   8, alignment  0/ 0, N    2:	23.9277	22.0317	22.3539	20.5128	26.1519
Length   32/   8, alignment  6/ 4, N    2:	23.969	22.7377	22.5207	20.5161	26.052
Length   64/  64, alignment  0/ 0, N    2:	24.3919	22.5901	22.9917	21.232	26.7219
Length   64/  64, alignment  5/ 6, N    2:	24.3904	22.7136	22.9904	21.4233	26.1866
Length   64/  16, alignment  0/ 0, N    2:	25.9829	22.5507	21.8543	20.6677	23.3826
Length   64/  16, alignment  5/ 6, N    2:	23.9836	21.712	22.3492	22.5241	24.9902
Length  128/ 128, alignment  0/ 0, N    2:	24.15	21.9176	22.9269	20.6216	23.8991
Length  128/ 128, alignment  4/ 0, N    2:	24.0671	23.1349	23.0808	20.6122	23.8836
Length  128/  32, alignment  0/ 0, N    2:	24.4501	22.3197	22.4787	20.8735	24.4303
Length  128/  32, alignment  4/ 0, N    2:	24.3499	22.4788	22.9886	21.1365	24.3565
Length  256/ 256, alignment  0/ 0, N    2:	28.0358	22.5693	22.9906	21.0775	27.4047
Length  256/ 256, alignment  3/ 2, N    2:	27.6588	22.3505	22.9908	21.0743	27.3653
Length  256/  64, alignment  0/ 0, N    2:	24.3896	22.4572	23.4352	21.6916	24.9928
Length  256/  64, alignment  3/ 2, N    2:	25.0719	23.198	23.5228	21.6761	24.8925
Length  512/ 512, alignment  0/ 0, N    2:	28.177	22.872	23.3785	24.4877	27.563
Length  512/ 512, alignment  2/ 4, N    2:	28.6479	24.1843	23.4813	25.2764	28.4807
Length  512/ 128, alignment  0/ 0, N    2:	25.0038	22.8866	23.7848	21.5849	24.9951
Length  512/ 128, alignment  2/ 4, N    2:	24.9972	22.92	23.916	21.5743	25.8954
Length 1024/1024, alignment  0/ 0, N    2:	28.2469	26.5504	27.4042	37.0508	28.2581
Length 1024/1024, alignment  1/ 6, N    2:	29.1391	26.8352	26.8993	36.6648	28.8982
Length 1024/ 256, alignment  0/ 0, N    2:	28.9695	23.4169	24.0858	22.0786	29.6387
Length 1024/ 256, alignment  1/ 6, N    2:	29.6215	23.4153	24.084	22.0783	28.6414
Length   16/   1, alignment  1/ 2, N    2:	25.0783	23.4159	23.6394	21.4253	25.1071
Length   16/   1, alignment  2/ 1, N    2:	25.1508	23.4153	24.0833	21.8871	25.6032
Length   16/  10, alignment  1/ 1, N    2:	25.2924	23.4162	23.6377	21.2868	24.5566
Length   32/   1, alignment  2/ 4, N    2:	24.2774	22.3254	22.8717	20.9448	24.4729
Length   32/   1, alignment  4/ 2, N    2:	24.2099	22.2155	22.8717	21.063	24.0226
Length   32/  10, alignment  2/ 2, N    2:	24.1795	21.712	22.349	20.489	23.8062
Length   64/   1, alignment  3/ 6, N    2:	24.1828	21.7112	22.3499	20.4652	23.7331
Length   64/   1, alignment  6/ 3, N    2:	24.1385	22.2217	22.352	21.4405	24.0942
Length   64/  10, alignment  3/ 3, N    2:	23.8956	21.7119	22.3736	20.4691	24.0039
Length  128/   1, alignment  4/ 0, N    2:	23.8181	21.7122	22.3491	20.4362	23.6336
Length  128/   1, alignment  0/ 4, N    2:	24.0433	21.7116	22.3738	20.6418	23.7879
Length  128/  10, alignment  4/ 4, N    2:	23.5271	21.3334	21.8774	20.0095	23.5143
Length  256/   1, alignment  5/ 2, N    2:	23.5582	21.5456	22.3508	20.4344	24.131
Length  256/   1, alignment  2/ 5, N    2:	23.7525	21.8178	22.3515	20.5877	24.797
Length  256/  10, alignment  5/ 5, N    2:	24.162	22.0309	22.4588	20.0117	23.4709
Length  512/   1, alignment  6/ 4, N    2:	23.7455	21.8538	21.8548	19.9801	23.8576
Length  512/   1, alignment  4/ 6, N    2:	23.7209	21.2295	21.8531	20.1585	23.645
Length  512/  10, alignment  6/ 6, N    2:	23.226	21.5412	21.8539	20.0031	23.7329
Length 1024/   1, alignment  7/ 6, N    2:	23.147	21.7036	22.3502	20.4874	24.3651
Length 1024/   1, alignment  6/ 7, N    2:	24.0677	22.0299	22.3503	20.4953	24.3242
Length 1024/  10, alignment  7/ 7, N    2:	23.8555	21.3333	21.8539	20.002	23.7653
Length    2/   2, alignment  0/ 2, N    8:	23.1025	21.4097	21.8558	20.6939	24.2047
Length    4/   4, alignment  0/ 0, N    8:	23.9277	21.7135	22.5316	20.5647	23.9725
Length    4/   4, alignment  4/ 0, N    8:	23.8962	21.8946	22.4578	20.5912	23.8542
Length    8/   8, alignment  0/ 0, N    8:	23.6772	21.8864	22.3513	20.5913	23.6737
Length    8/   8, alignment  0/ 0, N    8:	23.6635	21.8845	22.3503	20.6103	23.8703
Length   16/  16, alignment  0/ 0, N    8:	24.1262	21.8841	22.3531	21.1248	23.712
Length   16/  16, alignment  7/ 2, N    8:	23.6765	21.8847	22.3525	21.3189	23.7091
Length   16/   4, alignment  0/ 0, N    8:	23.6978	21.9141	21.8536	19.9906	23.2968
Length   16/   4, alignment  7/ 2, N    8:	23.3006	21.2299	21.8532	19.9812	23.2327
Length   32/  32, alignment  0/ 0, N    8:	23.8179	22.1891	22.6898	20.607	23.7565
Length   32/  32, alignment  6/ 4, N    8:	28.3105	23.1821	23.9608	21.8125	26.3904
Length   32/   8, alignment  0/ 0, N    8:	24.6111	23.0597	23.1079	20.4561	23.7667
Length   32/   8, alignment  6/ 4, N    8:	23.2448	21.2293	21.8555	20.018	23.9423
Length   64/  64, alignment  0/ 0, N    8:	26.0904	21.856	22.4825	20.7192	24.5644
Length   64/  64, alignment  5/ 6, N    8:	25.7379	23.9948	25.1873	23.1082	25.9268
Length   64/  16, alignment  0/ 0, N    8:	25.2019	22.3706	23.6779	20.6451	23.2476
Length   64/  16, alignment  5/ 6, N    8:	23.205	21.2297	21.8537	20.8062	24.839
Length  128/ 128, alignment  0/ 0, N    8:	23.8813	21.8557	22.4822	20.6144	23.8998
Length  128/ 128, alignment  4/ 0, N    8:	23.8319	21.8549	22.8042	21.0896	24.353
Length  128/  32, alignment  0/ 0, N    8:	24.336	22.7646	22.9891	21.0747	25.4132
Length  128/  32, alignment  4/ 0, N    8:	24.4576	22.7054	23.0965	21.1811	24.4658
Length  256/ 256, alignment  0/ 0, N    8:	27.6152	22.5451	23.7628	20.8278	27.0014
Length  256/ 256, alignment  3/ 2, N    8:	26.9505	22.3438	23.6801	22.7799	28.8726
Length  256/  64, alignment  0/ 0, N    8:	25.8524	22.5437	22.9893	21.2007	25.2512
Length  256/  64, alignment  3/ 2, N    8:	24.4236	22.4559	22.9902	21.2331	24.3228
Length  512/ 512, alignment  0/ 0, N    8:	27.6028	22.3544	23.5664	25.3665	27.5207
Length  512/ 512, alignment  2/ 4, N    8:	27.6278	22.8007	23.6814	24.5692	28.2564
Length  512/ 128, alignment  0/ 0, N    8:	24.9577	22.8732	23.5241	21.5829	24.8845
Length  512/ 128, alignment  2/ 4, N    8:	24.994	23.3651	23.9385	21.5795	24.9918
Length 1024/1024, alignment  0/ 0, N    8:	30.0607	25.6934	28.8435	36.666	28.1284
Length 1024/1024, alignment  1/ 6, N    8:	29.4851	25.6581	29.6504	37.9223	28.8314
Length 1024/ 256, alignment  0/ 0, N    8:	28.7529	23.4186	24.1964	22.0775	28.8853
Length 1024/ 256, alignment  1/ 6, N    8:	29.5528	23.4159	24.0955	22.0778	28.7453
Length   16/   1, alignment  1/ 2, N    8:	24.8361	22.9306	23.7198	21.5487	26.0934
Length   16/   1, alignment  2/ 1, N    8:	25.3345	22.9276	23.6295	21.4548	25.3081
Length   16/  10, alignment  1/ 1, N    8:	24.8951	22.9283	23.4156	21.4264	24.8326
Length   32/   1, alignment  2/ 4, N    8:	24.8349	22.9156	23.2183	20.9377	24.3303
