                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    8, alignments in bytes  0/ 0:	10.9702	8.76453	8.60449	6.28235	6.18115
Length    8, alignments in bytes  0/ 0:	10.9718	8.73645	8.60437	6.27417	6.17615
Length    8, alignments in bytes  0/ 0:	10.9703	8.74988	8.59729	6.27637	6.18103
Length    9, alignments in bytes  0/ 0:	10.973	8.79114	8.60315	7.11621	7.32239
Length    9, alignments in bytes  0/ 0:	10.9733	8.72424	8.604	7.11829	6.86255
Length    9, alignments in bytes  0/ 1:	10.9713	8.79456	8.59009	7.55347	7.15063
Length    9, alignments in bytes  1/ 0:	10.9854	8.73242	8.61255	7.47314	15.1086
Length   10, alignments in bytes  0/ 0:	10.9713	8.77319	8.59558	7.88928	7.5636
Length   10, alignments in bytes  0/ 0:	10.9713	8.73413	8.59827	7.87354	7.97717
Length   10, alignments in bytes  0/ 2:	10.9716	8.73291	8.60364	7.7262	8.01453
Length   10, alignments in bytes  2/ 0:	10.9717	8.73999	8.61731	7.61353	15.7742
Length   11, alignments in bytes  0/ 0:	10.9722	8.72998	8.59229	7.2113	8.17615
Length   11, alignments in bytes  0/ 0:	10.9706	8.77991	8.59412	7.18494	8.18298
Length   11, alignments in bytes  0/ 3:	10.9716	8.74829	8.59973	7.72217	8.93909
Length   11, alignments in bytes  3/ 0:	10.9718	8.76038	8.61731	7.61816	15.4086
Length   12, alignments in bytes  0/ 0:	10.9713	8.74451	8.60022	7.88684	9.50964
Length   12, alignments in bytes  0/ 0:	10.9711	8.7572	8.60242	7.86096	9.59558
Length   12, alignments in bytes  0/ 4:	10.9725	8.40222	8.28784	7.92419	9.61597
Length   12, alignments in bytes  4/ 0:	10.9718	8.45691	8.21423	7.61353	11.6603
Length   13, alignments in bytes  0/ 0:	10.9716	8.75488	8.58765	7.90063	11.9585
Length   13, alignments in bytes  0/ 0:	10.9742	8.74207	8.59802	7.88379	11.9855
Length   13, alignments in bytes  0/ 5:	10.9706	8.41528	8.36438	7.91138	10.5944
Length   13, alignments in bytes  5/ 0:	10.9708	8.43799	8.20068	7.62659	12.6727
Length   14, alignments in bytes  0/ 0:	10.9731	8.77417	8.59631	7.87927	13.2323
Length   14, alignments in bytes  0/ 0:	10.9711	8.74902	8.59729	7.90784	13.2598
Length   14, alignments in bytes  0/ 6:	10.9725	8.47742	8.24084	7.90686	13.0326
Length   14, alignments in bytes  6/ 0:	10.9698	8.44678	8.21826	7.62646	12.9583
Length   15, alignments in bytes  0/ 0:	10.9785	7.6167	7.76111	5.49414	13.0498
Length   15, alignments in bytes  0/ 0:	10.9835	7.61951	7.40051	5.50171	13.0316
Length   15, alignments in bytes  0/ 7:	10.9728	8.4458	8.26306	5.48999	13.0278
Length   15, alignments in bytes  7/ 0:	10.972	8.40515	8.21375	5.49146	12.6444
Length   16, alignments in bytes  0/ 0:	10.9711	8.72644	8.61487	6.18115	6.93762
Length   16, alignments in bytes  7/ 2:	10.9852	8.73669	8.6283	6.18518	13.7612
Length   32, alignments in bytes  0/ 0:	10.9807	6.87793	6.87549	7.56775	9.91223
Length   32, alignments in bytes  6/ 4:	10.9921	6.87354	6.86804	11.4448	16.0879
Length   64, alignments in bytes  0/ 0:	13.0811	8.92822	8.47314	8.65637	15.3596
Length   64, alignments in bytes  5/ 6:	15.5249	13.8707	14.7351	12.5093	25.2411
Length  128, alignments in bytes  0/ 0:	17.0304	9.66931	10.6013	13.6389	26.0603
Length  128, alignments in bytes  4/ 0:	19.2408	10.6281	12.1208	15.1801	33.0234
Length  256, alignments in bytes  0/ 0:	23.2313	14.5415	17.073	18.5739	51.9393
Length  256, alignments in bytes  3/ 2:	25.1085	15.2594	18.3364	19.9854	59.2585
Length  512, alignments in bytes  0/ 0:	30.7284	19.5342	21.1078	27.8795	103.193
Length  512, alignments in bytes  2/ 4:	34.2681	22.4445	24.1073	30.1744	148.064
Length 1024, alignments in bytes  0/ 0:	52.3705	28.498	28.7433	47.6412	230.895
Length 1024, alignments in bytes  1/ 6:	71.9197	40.437	35.6678	51.8105	432.215
Length   16, alignments in bytes  1/ 2:	23.7472	8.72253	8.63232	6.18481	17.6428
Length   16, alignments in bytes  2/ 1:	10.972	8.75488	8.62378	6.18457	15.6001
Length   16, alignments in bytes  1/ 1:	10.9706	8.72229	8.61609	6.18066	15.1024
Length   16, alignments in bytes  1/ 1:	10.9714	8.74609	9.01318	6.02844	14.7427
Length   32, alignments in bytes  2/ 4:	12.0579	8.05981	8.18115	10.0936	21.1085
Length   32, alignments in bytes  4/ 2:	12.0505	6.69971	6.69666	11.0962	16.5468
Length   32, alignments in bytes  2/ 2:	12.0488	6.70532	6.70532	9.70544	16.7599
Length   32, alignments in bytes  2/ 2:	12.0463	6.70288	6.69946	9.64111	16.7626
Length   64, alignments in bytes  3/ 6:	15.1234	9.64404	9.75037	10.8186	27.8975
Length   64, alignments in bytes  6/ 3:	15.0887	11.2932	11.4109	12.9608	19.8843
Length   64, alignments in bytes  3/ 3:	15.1915	8.63879	9.38098	9.66516	21.017
Length   64, alignments in bytes  3/ 3:	14.8192	8.42676	8.88489	9.85913	20.9979
Length  128, alignments in bytes  4/ 0:	18.71	11.0693	12.4792	15.4199	32.8274
Length  128, alignments in bytes  0/ 4:	20.2274	10.9113	12.5219	14.234	34.5519
Length  128, alignments in bytes  4/ 4:	19.9679	14.0315	12.7946	14.4895	32.8059
Length  128, alignments in bytes  4/ 4:	19.9286	14.0114	12.7449	14.4365	32.8883
Length  256, alignments in bytes  5/ 2:	24.4602	15.3835	19.3879	20.4062	56.9954
Length  256, alignments in bytes  2/ 5:	25.3702	17.2744	20.61	20.4432	79.0215
Length  256, alignments in bytes  5/ 5:	24.5959	14.8948	17.8589	19.2195	58.4718
Length  256, alignments in bytes  5/ 5:	25.2089	15.2494	18.2753	18.9342	58.3354
Length  512, alignments in bytes  6/ 4:	33.7284	24.817	23.5435	28.2394	137.172
Length  512, alignments in bytes  4/ 6:	34.2965	28.5448	27.2893	28.1696	149.536
Length  512, alignments in bytes  6/ 6:	32.1023	20.308	22.5261	28.23	140.582
Length  512, alignments in bytes  6/ 6:	32.2721	20.2949	22.5728	28.8097	133.516
Length 1024, alignments in bytes  7/ 6:	50.6125	40.2704	36.6028	51.5217	234.553
Length 1024, alignments in bytes  6/ 7:	64.5958	39.5186	34.9403	48.8704	300.54
Length 1024, alignments in bytes  7/ 7:	57.4473	28.0198	28.7062	51.4305	236.257
Length 1024, alignments in bytes  7/ 7:	57.3763	28.1934	28.8322	50.7321	229.527
Length   16, alignments in bytes  0/ 4:	13.7754	8.62842	8.39868	6.03394	9.15479
Length   16, alignments in bytes  4/ 0:	10.7146	8.51062	8.41272	6.02942	15.0111
Length   16, alignments in bytes  4/ 4:	10.71	8.53906	8.41394	6.03528	14.7611
Length   16, alignments in bytes  2/ 2:	10.7094	8.5293	8.42078	6.02612	14.6699
Length   16, alignments in bytes  2/ 6:	10.7095	8.53455	8.41357	6.02209	17.9711
Length   16, alignments in bytes  6/ 2:	10.7095	8.51135	8.40833	6.02637	14.6201
Length   16, alignments in bytes  1/ 7:	10.7102	8.51538	8.4054	6.03186	18.571
Length   16, alignments in bytes  7/ 1:	10.7097	8.52673	8.40552	6.03223	13.2172
Length   16, alignments in bytes  3/ 4:	10.7092	8.58386	8.4187	6.03259	16.0165
Length   16, alignments in bytes  4/ 3:	10.7112	8.52344	8.41382	6.02368	14.8855
Length   16, alignments in bytes  5/ 7:	10.9703	8.94434	8.75464	6.16858	15.9856
Length   16, alignments in bytes  7/ 5:	11.3169	8.5376	8.41235	6.02075	13.6957
Length   20, alignments in bytes  0/ 4:	10.7136	8.5094	8.9939	8.51086	11.2261
Length   20, alignments in bytes  4/ 0:	10.7097	8.57996	8.40576	6.2168	13.6459
Length   20, alignments in bytes  4/ 4:	10.7101	8.52039	8.43542	7.07471	12.9778
Length   20, alignments in bytes  2/ 2:	10.7104	8.51062	8.39807	7.09961	19.3765
Length   20, alignments in bytes  2/ 6:	10.7096	8.5387	8.41187	7.75513	19.675
Length   20, alignments in bytes  6/ 2:	10.7102	8.52002	8.422	6.6886	13.3722
Length   20, alignments in bytes  1/ 7:	10.9703	8.76086	8.62097	7.94824	20.934
Length   20, alignments in bytes  7/ 1:	10.9711	8.7085	8.62231	7.43237	13.1241
Length   20, alignments in bytes  3/ 4:	10.9718	8.74109	8.6217	8.4104	17.8215
Length   20, alignments in bytes  4/ 3:	10.9718	8.75269	8.61438	7.63818	13.8571
Length   20, alignments in bytes  5/ 7:	10.9718	8.72192	8.61108	8.42297	15.0192
Length   20, alignments in bytes  7/ 5:	10.9722	8.75	8.62427	7.6333	12.7906
Length   24, alignments in bytes  0/ 4:	10.9718	8.73914	8.60889	8.42273	11.1001
Length   24, alignments in bytes  4/ 0:	10.9708	8.72253	8.61206	7.63281	16.5176
Length   24, alignments in bytes  4/ 4:	10.9703	8.71777	8.6145	7.23926	15.7358
Length   24, alignments in bytes  2/ 2:	10.9706	8.72925	8.60608	7.23926	16.4761
Length   24, alignments in bytes  2/ 6:	10.9713	8.72449	8.61377	8.40369	19.7709
Length   24, alignments in bytes  6/ 2:	10.9711	8.73291	8.62146	7.63159	16.1833
Length   24, alignments in bytes  1/ 7:	10.9711	8.74536	8.61682	8.41333	20.4467
Length   24, alignments in bytes  7/ 1:	10.9714	8.76208	8.61755	7.63684	14.7756
Length   24, alignments in bytes  3/ 4:	10.9973	8.7428	8.62122	8.4071	17.197
Length   24, alignments in bytes  4/ 3:	10.9725	8.74353	8.6272	7.64209	15.4978
Length   24, alignments in bytes  5/ 7:	10.9723	8.74756	10.1389	8.40833	16.365
Length   24, alignments in bytes  7/ 5:	10.9713	9.17224	8.6095	7.6366	14.9021
Length   28, alignments in bytes  0/ 4:	10.9728	8.40991	8.38037	8.86926	12.9833
Length   28, alignments in bytes  4/ 0:	10.9714	8.12671	8.29236	8.38037	15.438
Length   28, alignments in bytes  4/ 4:	10.9725	8.72253	8.65356	7.89673	14.5365
Length   28, alignments in bytes  2/ 2:	10.972	8.70117	8.6554	7.90906	19.2179
Length   28, alignments in bytes  2/ 6:	10.9756	8.45947	8.52527	8.86243	22.1147
Length   28, alignments in bytes  6/ 2:	10.9711	8.25574	8.28906	8.3728	14.7268
Length   28, alignments in bytes  1/ 7:	10.972	8.46106	8.92053	8.5918	22.3142
Length   28, alignments in bytes  7/ 1:	10.7092	8.24854	8.07886	8.72864	13.7949
Length   28, alignments in bytes  3/ 4:	10.7107	8.56787	8.40845	8.67725	19.0568
Length   28, alignments in bytes  4/ 3:	10.7104	8.53577	8.42151	8.04248	14.9628
Length   28, alignments in bytes  5/ 7:	10.7097	8.49023	8.41724	8.69263	16.094
Length   28, alignments in bytes  7/ 5:	10.7096	8.51038	8.40918	8.06433	14.0061
Length   32, alignments in bytes  0/ 4:	12.0551	6.80237	6.77856	8.10864	12.4541
Length   32, alignments in bytes  4/ 0:	12.0481	6.70288	6.69202	9.47253	16.8213
Length   32, alignments in bytes  4/ 4:	12.0446	6.70288	6.69275	9.45825	15.8081
Length   32, alignments in bytes  2/ 2:	12.0442	6.70288	6.69153	9.68152	16.7614
Length   32, alignments in bytes  2/ 6:	12.0439	8.05298	8.16602	10.0891	21.34
Length   32, alignments in bytes  6/ 2:	12.0481	6.69617	6.69421	9.92078	16.614
Length   32, alignments in bytes  1/ 7:	12.6989	8.25793	8.35889	9.17102	22.1825
Length   32, alignments in bytes  7/ 1:	12.3414	6.86536	6.85803	9.03333	15.6833
Length   32, alignments in bytes  3/ 4:	12.3424	8.2428	8.36133	10.2235	18.9951
Length   32, alignments in bytes  4/ 3:	12.3424	6.85938	7.55017	11.3174	16.4066
Length   32, alignments in bytes  5/ 7:	12.3431	8.23462	8.36804	11.1732	17.5212
Length   32, alignments in bytes  7/ 5:	13.2391	6.8606	6.86682	10.2295	16.8478
Length   36, alignments in bytes  0/ 4:	12.3457	9.12	9.07751	10.3032	14.2177
Length   36, alignments in bytes  4/ 0:	12.3412	7.63782	7.58484	10.2794	16.5314
Length   36, alignments in bytes  4/ 4:	12.3407	9.6134	9.85046	9.71985	15.3776
Length   36, alignments in bytes  2/ 2:	12.3409	9.60449	9.7522	10.6929	20.2385
Length   36, alignments in bytes  2/ 6:	12.3397	11.9203	11.9482	10.631	24.2101
Length   36, alignments in bytes  6/ 2:	12.3427	7.54163	7.61731	10.5647	15.5593
Length   36, alignments in bytes  1/ 7:	12.3392	10.9612	10.8436	10.4376	24.7694
Length   36, alignments in bytes  7/ 1:	12.3441	7.53931	7.5509	10.5488	15.2917
Length   36, alignments in bytes  3/ 4:	12.3414	11.8239	11.9127	10.2131	21.3987
Length   36, alignments in bytes  4/ 3:	12.3419	10.2806	10.1368	10.4429	16.3774
Length   36, alignments in bytes  5/ 7:	12.3441	13.0153	12.5924	11.2025	18.054
Length   36, alignments in bytes  7/ 5:	12.3438	10.2013	10.2096	11.4619	15.5652
Length   40, alignments in bytes  0/ 4:	12.3436	9.84558	9.64136	10.7329	14.2333
Length   40, alignments in bytes  4/ 0:	12.3373	10.4984	10.3827	11.0486	17.7991
Length   40, alignments in bytes  4/ 4:	12.3389	10.4525	10.4852	10.6864	16.9269
Length   40, alignments in bytes  2/ 2:	12.3398	10.5607	10.459	10.6881	20.2443
Length   40, alignments in bytes  2/ 6:	12.3391	12.5931	12.2432	10.6345	23.6978
Length   40, alignments in bytes  6/ 2:	12.3385	10.4884	10.3027	11.4468	17.9027
Length   40, alignments in bytes  1/ 7:	12.3387	12.59	12.2643	10.7386	24.0962
Length   40, alignments in bytes  7/ 1:	12.3381	10.4937	10.4166	9.03967	17.0366
Length   40, alignments in bytes  3/ 4:	12.3422	11.8597	12.7767	11.4113	21.0366
Length   40, alignments in bytes  4/ 3:	12.3436	10.8115	10.4421	10.9248	17.1053
Length   40, alignments in bytes  5/ 7:	12.3434	12.5956	12.2203	11.4229	19.4677
Length   40, alignments in bytes  7/ 5:	12.3386	10.5037	10.3632	9.0564	16.7683
Length   44, alignments in bytes  0/ 4:	12.3422	9.04871	9.00049	10.9376	15.4977
Length   44, alignments in bytes  4/ 0:	12.3397	9.49658	9.55408	9.1792	17.1515
Length   44, alignments in bytes  4/ 4:	12.3407	10.564	10.4661	9.11755	16.0675
Length   44, alignments in bytes  2/ 2:	12.3439	10.4983	10.5094	10.6858	21.9548
Length   44, alignments in bytes  2/ 6:	12.3392	11.9556	11.8179	10.9275	26.3621
Length   44, alignments in bytes  6/ 2:	12.3374	9.50024	9.52576	10.4534	16.495
Length   44, alignments in bytes  1/ 7:	12.3439	12.5898	12.1962	10.9132	26.5339
Length   44, alignments in bytes  7/ 1:	12.34	9.53369	9.55579	9.39368	16.1906
Length   44, alignments in bytes  3/ 4:	12.3433	11.9679	11.7731	10.2057	23.7263
Length   44, alignments in bytes  4/ 3:	12.3394	10.4738	10.4443	9.2168	17.04
Length   44, alignments in bytes  5/ 7:	12.3397	11.9283	11.8068	10.381	20.1038
Length   44, alignments in bytes  7/ 5:	12.3422	10.8726	10.3845	9.98242	16.4752
Length   48, alignments in bytes  0/ 4:	12.3387	9.98242	9.62024	9.20642	15.7159
Length   48, alignments in bytes  4/ 0:	12.3414	10.5472	10.3059	9.98792	18.6553
Length   48, alignments in bytes  4/ 4:	12.3427	10.7399	10.4696	10.021	18.1455
Length   48, alignments in bytes  2/ 2:	12.3431	10.4503	10.4614	10.708	20.5936
Length   48, alignments in bytes  2/ 6:	12.3383	12.598	12.2013	11.2595	25.7065
Length   48, alignments in bytes  6/ 2:	12.3524	11.3135	10.2991	10.2893	18.2563
Length   48, alignments in bytes  1/ 7:	12.34	12.5994	12.261	10.054	25.9619
Length   48, alignments in bytes  7/ 1:	12.0466	10.2699	10.0575	9.76196	17.5502
Length   48, alignments in bytes  3/ 4:	12.0454	11.7059	11.5154	9.93164	22.6813
Length   48, alignments in bytes  4/ 3:	12.0508	10.2428	10.1621	10.6628	17.4888
Length   48, alignments in bytes  5/ 7:	12.0483	12.3046	11.9464	11.7783	21.8267
Length   48, alignments in bytes  7/ 5:	12.3395	10.5472	10.3169	9.99036	17.5331
Length   52, alignments in bytes  0/ 4:	12.3374	9.16113	8.87329	10.8921	17.0034
Length   52, alignments in bytes  4/ 0:	12.3412	10.4901	10.4008	10.623	17.9937
Length   52, alignments in bytes  4/ 4:	12.3427	10.5123	10.4641	10.1268	17.1913
Length   52, alignments in bytes  2/ 2:	12.3436	10.5106	10.4675	11.6166	21.8145
Length   52, alignments in bytes  2/ 6:	12.338	11.9099	11.755	11.892	28.1161
Length   52, alignments in bytes  6/ 2:	12.3424	10.5028	10.3837	11.4607	17.2794
Length   52, alignments in bytes  1/ 7:	12.3424	12.6187	12.2598	11.5104	28.2875
Length   52, alignments in bytes  7/ 1:	12.3409	10.5104	10.2911	11.4647	17.0017
Length   52, alignments in bytes  3/ 4:	12.3419	11.9882	11.7135	10.1719	25.8151
Length   52, alignments in bytes  4/ 3:	12.3427	10.4946	10.4155	10.9215	17.8112
Length   52, alignments in bytes  5/ 7:	12.0488	10.0436	11.5322	11.8048	21.3761
Length   52, alignments in bytes  7/ 5:	12.0453	10.3381	10.1869	11.39	16.7457
Length   56, alignments in bytes  0/ 4:	12.0447	8.90137	8.63989	10.7754	16.9933
Length   56, alignments in bytes  4/ 0:	12.0486	10.2242	10.1312	12.8893	19.2181
Length   56, alignments in bytes  4/ 4:	12.0471	10.257	10.2396	11.3231	18.9684
Length   56, alignments in bytes  2/ 2:	12.0469	10.2625	10.2524	11.741	20.4855
Length   56, alignments in bytes  2/ 6:	12.0452	11.6252	11.533	11.1743	26.9427
Length   56, alignments in bytes  6/ 2:	12.0466	10.2513	10.158	11.6312	18.9867
Length   56, alignments in bytes  1/ 7:	12.0488	11.641	11.5344	11.2767	27.3169
Length   56, alignments in bytes  7/ 1:	12.0496	10.2565	10.2008	10.2668	19.1786
Length   56, alignments in bytes  3/ 4:	12.3441	11.9279	11.8215	12.3358	25.0839
Length   56, alignments in bytes  4/ 3:	12.3434	10.6355	10.4373	11.6553	18.9718
Length   56, alignments in bytes  5/ 7:	12.3424	11.9294	11.7739	12.3433	23.7452
Length   56, alignments in bytes  7/ 5:	12.3424	10.4893	10.4135	9.9823	19.1891
Length   60, alignments in bytes  0/ 4:	12.3429	9.16809	8.9425	12.337	18.8167
Length   60, alignments in bytes  4/ 0:	11.7292	10.3517	10.4491	9.89905	19.0168
Length   60, alignments in bytes  4/ 4:	13.0428	11.1514	12.0842	9.62024	18.6619
Length   60, alignments in bytes  2/ 2:	12.3385	10.684	10.481	11.7671	23.2026
Length   60, alignments in bytes  2/ 6:	12.3444	11.9513	11.8099	12.3333	29.8386
Length   60, alignments in bytes  6/ 2:	13.0278	10.3258	10.4559	12.4496	17.9352
Length   60, alignments in bytes  1/ 7:	12.3409	11.9453	11.7991	12.3409	30.0968
Length   60, alignments in bytes  7/ 1:	13.0251	10.3364	10.4429	10.5459	17.7539
Length   60, alignments in bytes  3/ 4:	12.3414	11.9147	11.8116	10.1816	27.453
Length   60, alignments in bytes  4/ 3:	13.0228	14.7709	11.9266	9.96362	19.2139
Length   60, alignments in bytes  5/ 7:	13.0342	11.7579	13.0083	10.8502	23.8134
Length   60, alignments in bytes  7/ 5:	13.0328	11.1676	12.0416	10.5773	17.6512
Length   64, alignments in bytes  0/ 4:	14.8895	9.12476	10.0291	9.97925	19.3181
Length   64, alignments in bytes  4/ 0:	14.3616	10.2062	10.283	10.4408	21.2006
Length   64, alignments in bytes  4/ 4:	15.1989	12.8206	12.5571	11.184	21.1071
Length   64, alignments in bytes  2/ 2:	15.1727	10.1288	10.5007	11.4409	22.5006
Length   64, alignments in bytes  2/ 6:	15.504	10.675	11.2383	12.209	29.5149
Length   64, alignments in bytes  6/ 2:	15.4558	10.2028	10.4231	12.0107	20.2222
Length   64, alignments in bytes  1/ 7:	15.5249	10.0229	10.2084	10.7998	29.8397
Length   64, alignments in bytes  7/ 1:	15.4485	10.1958	10.4258	10.6414	19.3406
Length   64, alignments in bytes  3/ 4:	15.533	10.5801	10.6671	10.984	27.2319
Length   64, alignments in bytes  4/ 3:	15.4083	12.4783	12.6508	12.3208	20.3521
Length   64, alignments in bytes  5/ 7:	15.514	13.8271	14.3229	12.5021	25.7927
Length   64, alignments in bytes  7/ 5:	15.4447	11.5746	11.6461	10.5679	19.0614
Length   68, alignments in bytes  0/ 4:	14.8955	12.0001	12.1593	11.788	20.978
Length   68, alignments in bytes  4/ 0:	14.3826	12.4452	12.5062	12.0833	20.6023
Length   68, alignments in bytes  4/ 4:	15.1635	12.2738	12.2858	11.1917	20.3475
Length   68, alignments in bytes  2/ 2:	15.182	12.2699	12.1252	12.3473	26.8037
Length   68, alignments in bytes  2/ 6:	15.5021	13.4358	13.5327	11.8966	31.5715
Length   68, alignments in bytes  6/ 2:	15.4685	12.4669	12.5305	12.3511	19.4205
Length   68, alignments in bytes  1/ 7:	15.4799	12.7288	12.7195	11.9827	32.0972
Length   68, alignments in bytes  7/ 1:	15.4557	12.1345	12.1678	12.3436	18.7678
Length   68, alignments in bytes  3/ 4:	15.5037	13.4363	13.8372	11.0112	29.5159
Length   68, alignments in bytes  4/ 3:	15.4625	12.1973	12.3964	12.3224	20.4563
Length   68, alignments in bytes  5/ 7:	15.5449	14.0707	13.8348	12.4484	25.972
Length   68, alignments in bytes  7/ 5:	15.4331	12.1991	12.4017	12.6852	18.7701
Length   72, alignments in bytes  0/ 4:	14.9136	11.7013	12.239	11.8402	21.2632
Length   72, alignments in bytes  4/ 0:	14.4064	11.9021	12.0139	12.6827	22.6545
Length   72, alignments in bytes  4/ 4:	15.1865	12.3359	11.6158	12.3483	22.4568
Length   72, alignments in bytes  2/ 2:	15.1989	12.2932	11.6189	12.3417	24.1501
Length   72, alignments in bytes  2/ 6:	15.5096	13.3513	13.4077	12.2889	31.5288
Length   72, alignments in bytes  6/ 2:	15.4336	11.8916	11.9919	12.6868	21.0237
Length   72, alignments in bytes  1/ 7:	15.5167	13.3573	13.4197	12.1765	31.9902
Length   72, alignments in bytes  7/ 1:	15.4509	11.8807	11.9677	10.5688	20.4508
Length   72, alignments in bytes  3/ 4:	15.5276	12.4496	13.1309	12.3424	29.6088
Length   72, alignments in bytes  4/ 3:	15.412	12.2137	11.8162	12.6847	21.8766
Length   72, alignments in bytes  5/ 7:	15.4993	12.4556	13.1331	12.3723	27.723
Length   72, alignments in bytes  7/ 5:	15.4543	11.8915	12.0238	10.5939	20.3453
Length   76, alignments in bytes  0/ 4:	14.8922	11.6138	11.5426	12.1199	23.2375
Length   76, alignments in bytes  4/ 0:	14.3259	12.4303	12.5671	10.498	22.0345
Length   76, alignments in bytes  4/ 4:	15.1821	12.2065	12.3699	10.0918	21.8978
Length   76, alignments in bytes  2/ 2:	15.1877	12.0404	11.6165	12.353	26.3219
Length   76, alignments in bytes  2/ 6:	15.5189	12.4298	12.7106	12.1097	33.8197
Length   76, alignments in bytes  6/ 2:	15.4237	12.4612	12.5298	12.6459	20.4696
Length   76, alignments in bytes  1/ 7:	15.5051	12.4365	12.7352	12.1416	34.2333
Length   76, alignments in bytes  7/ 1:	15.4437	12.4486	12.5471	11.0585	19.8802
Length   76, alignments in bytes  3/ 4:	15.4828	12.4761	13.1514	10.9857	31.4855
Length   76, alignments in bytes  4/ 3:	15.4167	12.0775	12.412	10.5857	21.9269
Length   76, alignments in bytes  5/ 7:	15.5128	14.0601	13.9905	11.9563	27.8662
Length   76, alignments in bytes  7/ 5:	15.4236	12.1881	12.4238	11.4398	19.8789
Length   80, alignments in bytes  0/ 4:	14.9028	11.6929	11.9064	10.6052	23.1296
Length   80, alignments in bytes  4/ 0:	14.3154	12.2104	12.4498	11.3354	24.2787
Length   80, alignments in bytes  4/ 4:	15.1995	12.1399	12.0295	11.4877	24.2212
Length   80, alignments in bytes  2/ 2:	15.1866	12.316	11.6884	12.0768	25.6506
Length   80, alignments in bytes  2/ 6:	15.5214	13.3356	13.4182	12.799	33.6224
Length   80, alignments in bytes  6/ 2:	15.4363	12.1129	12.4436	12.2522	23.0011
Length   80, alignments in bytes  1/ 7:	15.5012	13.333	13.4177	11.7006	34.1412
Length   80, alignments in bytes  7/ 1:	15.4329	12.0731	12.4178	11.4424	21.5703
Length   80, alignments in bytes  3/ 4:	15.4969	12.4102	13.1654	11.3638	31.3802
Length   80, alignments in bytes  4/ 3:	15.4519	12.2509	11.8798	12.486	23.4967
Length   80, alignments in bytes  5/ 7:	15.4846	12.4954	13.1868	12.892	29.6046
Length   80, alignments in bytes  7/ 5:	15.4305	12.1904	12.4095	11.4343	21.4679
