                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   10/  10, alignment  0/ 2:	22.5077	21.7111	21.9432	20.0972	16.2776
Length   10/  10, alignment  2/ 0:	22.1287	21.2873	22.4694	20.562	20.6345
Length   11/  11, alignment  0/ 0:	22.118	21.573	22.4851	20.5683	16.2582
Length   11/  11, alignment  0/ 0:	22.0479	21.5923	22.3924	20.5333	16.6312
Length   11/  11, alignment  0/ 3:	22.4973	21.2519	22.0177	20.0805	16.996
Length   11/  11, alignment  3/ 0:	22.3	21.7116	22.4074	20.5457	20.7194
Length   12/  12, alignment  0/ 0:	22.4579	21.7113	22.6199	20.5799	17.2768
Length   12/  12, alignment  0/ 0:	22.2591	21.7115	22.438	20.3679	17.0505
Length   12/  12, alignment  0/ 4:	22.2598	21.7468	22.3526	20.5542	16.6035
Length   12/  12, alignment  4/ 0:	22.3319	21.2875	21.8952	20.0823	18.2255
Length   13/  13, alignment  0/ 0:	22.212	21.6898	22.4404	20.5692	17.9512
Length   13/  13, alignment  0/ 0:	22.0949	21.5989	22.4293	20.21	17.7356
Length   13/  13, alignment  0/ 5:	22.4144	21.7294	22.3712	20.4774	17.2424
Length   13/  13, alignment  5/ 0:	22.6811	21.7284	22.6478	20.3537	18.7467
Length   14/  14, alignment  0/ 0:	22.6066	21.7111	22.6452	20.2922	18.4603
Length   14/  14, alignment  0/ 0:	22.4253	21.5778	22.5305	20.6063	18.7787
Length   14/  14, alignment  0/ 6:	22.3567	21.7117	22.557	20.4343	17.9874
Length   14/  14, alignment  6/ 0:	22.5932	21.3645	22.4071	20.5608	19.2208
Length   15/  15, alignment  0/ 0:	22.2998	21.711	22.5313	19.9491	18.5395
Length   15/  15, alignment  0/ 0:	22.7197	21.711	22.4074	20.0139	18.5863
Length   15/  15, alignment  0/ 7:	22.172	21.3866	22.5104	19.9167	18.2873
Length   15/  15, alignment  7/ 0:	22.9515	21.7296	22.3433	19.4432	18.6556
Length   16/  16, alignment  0/ 0:	22.0971	21.8124	22.4194	21.4422	15.7048
Length   16/  16, alignment  7/ 2:	22.0589	21.3134	22.4378	21.082	18.9349
Length   16/   4, alignment  0/ 0:	22.385	21.7712	22.485	20.5751	16.7716
Length   16/   4, alignment  7/ 2:	22.0728	21.5208	22.2095	20.0954	16.2393
Length   32/  32, alignment  0/ 0:	23.6962	23.6244	23.9769	22.5844	17.6916
Length   32/  32, alignment  6/ 4:	27.5289	25.6586	26.4477	25.7669	25.3768
Length   32/   8, alignment  0/ 0:	23.4015	22.4744	22.9889	21.8747	17.2433
Length   32/   8, alignment  6/ 4:	23.1965	22.3503	22.9882	22.4984	22.3171
Length   64/  64, alignment  0/ 0:	25.0856	24.8104	25.2151	23.8745	24.5938
Length   64/  64, alignment  5/ 6:	29.6312	28.8981	29.5785	28.0789	34.7105
Length   64/  16, alignment  0/ 0:	28.2764	28.0977	26.8402	24.2643	21.1219
Length   64/  16, alignment  5/ 6:	28.5562	28.4534	28.5907	26.7063	31.1049
Length  128/ 128, alignment  0/ 0:	25.3719	25.6308	26.2344	28.4475	45.2892
Length  128/ 128, alignment  4/ 0:	29.8751	28.2681	29.1568	31.0567	51.7595
Length  128/  32, alignment  0/ 0:	26.6747	26.2815	26.5389	27.9234	38.5888
Length  128/  32, alignment  4/ 0:	32.0486	31.5546	31.7964	30.8175	52.2208
Length  256/ 256, alignment  0/ 0:	35.0883	30.0388	31.1108	31.7643	91.2265
Length  256/ 256, alignment  3/ 2:	39.8342	35.4078	37.0631	36.8858	104.425
Length  256/  64, alignment  0/ 0:	30.9666	30.3142	30.961	30.7418	70.2629
Length  256/  64, alignment  3/ 2:	35.3575	35.3647	36.2642	36.6412	85.3108
Length  512/ 512, alignment  0/ 0:	47.4097	32.6941	34.1597	48.6105	183.505
Length  512/ 512, alignment  2/ 4:	49.5935	43.7805	44.4399	52.892	194.822
Length  512/ 128, alignment  0/ 0:	33.7225	33.0051	33.81	40.3954	121.892
Length  512/ 128, alignment  2/ 4:	45.1124	43.7622	44.153	49.45	133.184
Length 1024/1024, alignment  0/ 0:	54.6863	50.9037	56.5686	81.9732	403.212
Length 1024/1024, alignment  1/ 6:	60.3707	59.5421	59.5257	80.7727	412.824
Length 1024/ 256, alignment  0/ 0:	46.2563	40.4023	43.5051	71.1052	261.012
Length 1024/ 256, alignment  1/ 6:	67.1269	61.8446	62.3137	85.785	270.124
Length   16/   1, alignment  1/ 2:	23.3691	22.7594	23.4896	21.0682	20.0357
Length   16/   1, alignment  2/ 1:	22.7376	22.1771	22.4423	20.5658	15.9882
Length   16/  10, alignment  1/ 1:	22.6172	21.7806	22.4576	20.1092	27.7526
Length   16/  10, alignment  1/ 1:	22.6573	22.1058	22.4502	20.5611	28.4065
Length   32/   1, alignment  2/ 4:	23.5949	22.3506	23.0097	22.0079	23.3049
Length   32/   1, alignment  4/ 2:	23.1754	22.3698	23.1481	21.831	16.429
Length   32/  10, alignment  2/ 2:	23.01	22.6279	22.9883	21.9935	30.7915
Length   32/  10, alignment  2/ 2:	23.2818	33.83	23.2644	22.2462	30.7522
Length   64/   1, alignment  3/ 6:	28.2079	25.62	26.5416	25.0349	28.6547
Length   64/   1, alignment  6/ 3:	27.1044	26.6911	26.9516	25.0096	20.3758
Length   64/  10, alignment  3/ 3:	27.8875	25.6227	26.6451	25.0526	37.6245
Length   64/  10, alignment  3/ 3:	27.9619	25.7282	26.6685	25.019	37.7075
Length  128/   1, alignment  4/ 0:	30.1639	30.2134	30.727	30.0253	34.0662
Length  128/   1, alignment  0/ 4:	28.5601	28.0077	29.1848	28.086	35.9937
Length  128/  10, alignment  4/ 4:	30.6928	30.5475	30.8977	30.2911	53.6542
Length  128/  10, alignment  4/ 4:	30.6595	30.2672	30.6848	29.8207	54.272
Length  256/   1, alignment  5/ 2:	32.7789	32.3076	33.0422	36.8997	57.2601
Length  256/   1, alignment  2/ 5:	35.6299	34.7835	35.066	35.7477	79.3113
Length  256/  10, alignment  5/ 5:	35.668	35.0684	34.8933	35.8202	91.4377
Length  256/  10, alignment  5/ 5:	34.7294	34.2133	34.9043	35.642	91.0961
Length  512/   1, alignment  6/ 4:	41.6017	40.3736	41.5759	51.1869	106.309
Length  512/   1, alignment  4/ 6:	44.2007	42.9245	43.6753	52.7322	142.591
Length  512/  10, alignment  6/ 6:	43.3519	42.3094	42.8599	52.0252	174.159
Length  512/  10, alignment  6/ 6:	43.1643	42.3842	43.2728	52.0159	165.527
Length 1024/   1, alignment  7/ 6:	39.2263	39.2407	40.9267	56.616	230.205
Length 1024/   1, alignment  6/ 7:	61.638	61.8019	62.5394	70.7501	293.437
Length 1024/  10, alignment  7/ 7:	61.3174	60.9777	62.0557	70.2443	344.212
Length 1024/  10, alignment  7/ 7:	60.8426	60.6166	61.3058	69.9337	344.704
