                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.301	22.4711	23.0319	20.5862	13.2866
Length    0/   0, alignment  0/ 0:	22.8226	21.073	21.9852	20.0409	12.6958
Length    0/   0, alignment  0/ 0:	22.3587	20.6043	21.8683	19.4322	12.699
Length    0/   0, alignment  0/ 0:	21.8532	20.6047	21.5176	19.4335	12.7078
Length    1/   1, alignment  0/ 0:	21.8866	20.6362	20.8736	30.6884	14.7067
Length    1/   1, alignment  0/ 0:	21.9158	20.5271	21.16	19.0533	13.4378
Length    1/   1, alignment  0/ 1:	21.6401	20.6044	21.2286	19.4555	6.86572
Length    1/   1, alignment  1/ 0:	21.8533	20.6043	21.3403	19.4841	13.7564
Length    2/   2, alignment  0/ 0:	21.8534	21.5444	21.8534	20.2858	14.714
Length    2/   2, alignment  0/ 0:	22.1104	21.711	22.0168	20.104	14.4118
Length    2/   2, alignment  0/ 2:	22.3218	21.7478	22.35	20.2983	9.00852
Length    2/   2, alignment  2/ 0:	21.8527	21.2636	21.8536	20.1712	14.7424
Length    3/   3, alignment  0/ 0:	22.8243	21.0731	21.7234	19.8982	14.7145
Length    3/   3, alignment  0/ 0:	22.0435	20.6044	21.5452	19.7357	14.5543
Length    3/   3, alignment  0/ 3:	22.525	21.0724	21.7117	19.5161	11.235
Length    3/   3, alignment  3/ 0:	21.8529	20.862	22.1154	19.5861	16.2918
Length    4/   4, alignment  0/ 0:	22.5352	21.2626	22.1584	20.0829	16.3934
Length    4/   4, alignment  0/ 0:	22.0647	21.7806	22.5677	20.0852	16.3848
Length    4/   4, alignment  0/ 4:	22.0839	21.7113	22.5782	20.1603	13.7594
Length    4/   4, alignment  4/ 0:	22.0184	21.5576	22.59	20.6056	18.0739
Length    5/   5, alignment  0/ 0:	22.4842	21.744	22.2663	20.1177	17.2413
Length    5/   5, alignment  0/ 0:	22.1247	21.4783	22.6131	20.3248	17.2657
Length    5/   5, alignment  0/ 5:	22.2509	21.8346	22.4395	20.1185	14.9864
Length    5/   5, alignment  5/ 0:	22.4563	21.7126	22.5829	20.1488	17.7952
Length    6/   6, alignment  0/ 0:	22.4419	21.7467	22.5781	20.5738	18.2406
Length    6/   6, alignment  0/ 0:	21.9935	21.6882	22.5962	20.5473	18.2222
Length    6/   6, alignment  0/ 6:	22.0595	21.2462	22.4784	20.2854	17.0527
Length    6/   6, alignment  6/ 0:	22.1022	21.2565	22.0762	20.1015	18.402
Length    7/   7, alignment  0/ 0:	22.1593	21.428	22.5782	19.8991	18.077
Length    7/   7, alignment  0/ 0:	22.7011	21.2706	22.0762	19.4958	17.2313
Length    7/   7, alignment  0/ 7:	22.3388	21.7118	22.5997	19.8307	17.7691
Length    7/   7, alignment  7/ 0:	22.2175	21.2562	22.5992	19.7922	18.3109
Length    8/   8, alignment  0/ 0:	22.1939	21.6838	22.407	20.1313	15.3
Length    8/   8, alignment  0/ 0:	22.4641	21.7716	22.6518	20.0905	14.9871
Length    8/   8, alignment  0/ 0:	22.2163	21.2286	22.0306	20.0553	14.9858
Length    8/   8, alignment  0/ 0:	22.2045	21.3551	22.6193	20.3693	14.9856
Length    9/   9, alignment  0/ 0:	22.1155	21.6901	22.6225	20.5315	14.9869
Length    9/   9, alignment  0/ 0:	22.2032	21.7435	22.4053	20.2796	14.9863
Length    9/   9, alignment  0/ 1:	22.6693	21.7116	22.3524	20.3123	15.7347
Length    9/   9, alignment  1/ 0:	22.7224	21.7118	22.5492	20.1461	20.7949
Length   10/  10, alignment  0/ 0:	22.3016	21.7117	22.5511	20.5624	16.0436
Length   10/  10, alignment  0/ 0:	22.7327	21.7295	22.4881	20.512	15.6374
