                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.0823	7.30914	9.57768	6.70078	10.9326
Length   16, n   16, alignment  1/ 1:	12.4189	7.50064	8.22357	6.93743	11.2608
Length   16, n   16, alignment  1/ 2:	12.5809	7.53828	8.43822	6.85294	14.3324
Length   16, n   16, alignment  2/ 1:	12.7853	7.70029	8.22347	6.98957	11.2484
Length    2, n    4, alignment  7/ 2:	13.8816	11.9597	11.0251	11.0131	13.771
Length    4, n    2, alignment  2/ 7:	12.137	8.31162	8.22373	6.8532	11.2263
Length    2, n    4, alignment  7/ 2:	13.5758	11.9637	11.0018	10.9648	14.2929
Length    4, n    2, alignment  2/ 7:	12.2873	8.24925	8.22359	6.85314	11.8214
Length   16, n   16, alignment  2/ 2:	12.7397	7.53838	8.37484	6.86141	11.279
Length   16, n   16, alignment  2/ 2:	12.8008	7.74432	8.43502	6.98514	11.2204
Length   16, n   16, alignment  2/ 4:	12.9486	7.66796	8.22878	6.8529	11.2342
Length   16, n   16, alignment  4/ 2:	12.8539	7.73291	8.42907	6.90475	11.196
Length    4, n    8, alignment  6/ 4:	14.3063	12.1822	11.9362	10.9649	14.2876
Length    8, n    4, alignment  4/ 6:	12.7411	7.73239	8.26897	6.8531	11.2188
Length    4, n    8, alignment  6/ 4:	14.3435	12.194	11.9706	10.9648	14.2529
Length    8, n    4, alignment  4/ 6:	12.8646	8.366	8.2236	6.85794	11.2101
Length   16, n   16, alignment  3/ 3:	12.7534	7.56424	8.34953	6.88103	11.3564
Length   16, n   16, alignment  3/ 3:	12.6864	7.69681	8.22873	7.01568	11.4624
Length   16, n   16, alignment  3/ 6:	12.9481	7.5752	8.43404	7.02422	11.4705
Length   16, n   16, alignment  6/ 3:	12.6429	7.63156	8.40432	6.90805	11.526
Length    8, n   16, alignment  5/ 6:	14.6071	11.3579	11.1228	10.9649	14.0549
Length   16, n    8, alignment  6/ 5:	12.6997	8.41359	8.90901	6.85876	11.3435
Length    8, n   16, alignment  5/ 6:	14.6486	11.0457	10.9713	10.9647	14.0975
Length   16, n    8, alignment  6/ 5:	12.763	8.3369	8.99394	7.02944	11.3314
Length   16, n   16, alignment  4/ 4:	12.6084	7.74442	8.4584	7.02435	11.1223
Length   16, n   16, alignment  4/ 4:	12.8165	10.7004	8.33837	6.8658	11.3457
Length   16, n   16, alignment  4/ 0:	12.8619	7.77816	8.42907	6.90621	11.0322
Length   16, n   16, alignment  0/ 4:	12.9686	7.57772	8.23906	7.05585	11.1884
Length   16, n   32, alignment  4/ 0:	14.7769	10.8324	11.7338	11.6649	14.4038
Length   32, n   16, alignment  0/ 4:	13.0027	7.02433	6.92562	7.00012	11.7099
Length   16, n   32, alignment  4/ 0:	14.6298	10.8283	11.7768	11.6547	14.1818
Length   32, n   16, alignment  0/ 4:	12.8496	6.93747	6.90214	6.98605	11.2575
Length   16, n   16, alignment  5/ 5:	12.8457	7.69591	8.22886	6.8529	11.5179
Length   16, n   16, alignment  5/ 5:	12.9636	7.55421	8.31904	7.00118	11.1702
Length   16, n   16, alignment  5/ 2:	12.6318	7.74907	8.42908	7.02423	11.5357
Length   16, n   16, alignment  2/ 5:	12.9429	7.72672	8.4292	6.92906	11.2596
Length   32, n   64, alignment  3/ 2:	17.359	9.89213	10.5422	13.6042	16.6472
Length   64, n   32, alignment  2/ 3:	11.6514	7.72688	7.73277	7.74238	11.9722
Length   32, n   64, alignment  3/ 2:	17.468	10.184	10.5366	13.9813	17.6483
Length   64, n   32, alignment  2/ 3:	11.4603	7.75031	7.72685	7.72683	11.4464
Length   16, n   16, alignment  6/ 6:	12.9218	7.69123	8.42917	7.02971	11.3142
Length   16, n   16, alignment  6/ 6:	13.0538	7.72681	8.43424	7.02422	11.1223
Length   16, n   16, alignment  6/ 4:	12.9154	7.72672	8.28532	6.85288	11.4674
Length   16, n   16, alignment  4/ 6:	13.0148	7.73129	8.43363	6.85291	11.232
Length   64, n  128, alignment  2/ 4:	16.5157	14.9236	14.1589	16.6822	16.9257
Length  128, n   64, alignment  4/ 2:	14.6319	10.5014	10.5365	12.2163	13.5232
Length   64, n  128, alignment  2/ 4:	16.2884	14.8518	14.0804	16.6474	16.0462
Length  128, n   64, alignment  4/ 2:	14.0176	9.13152	10.556	12.2515	13.6243
Length   16, n   16, alignment  7/ 7:	12.8239	7.73281	8.42916	7.02896	11.4687
Length   16, n   16, alignment  7/ 7:	12.7992	7.74288	8.42916	6.97876	11.3549
Length   16, n   16, alignment  7/ 6:	12.9702	7.69373	8.22851	6.97955	11.2904
Length   16, n   16, alignment  6/ 7:	12.9651	7.75164	8.42915	7.02423	11.5395
Length  128, n  256, alignment  1/ 6:	21.3512	18.4107	17.4539	25.0171	20.0982
Length  256, n  128, alignment  6/ 1:	16.6154	13.8704	13.1216	20.3193	17.7613
Length  128, n  256, alignment  1/ 6:	21.0835	18.771	17.2775	25.3037	20.2776
Length  256, n  128, alignment  6/ 1:	16.8753	13.9063	12.9575	19.9844	17.1645
Length    8, n   16, alignment  0/ 0:	14.4368	11.4476	11.244	11.2391	14.3445
Length   32, n   16, alignment  0/ 0:	12.718	6.92275	7.0243	7.01674	11.4018
Length    8, n   16, alignment  7/ 2:	14.543	11.6165	11.4693	10.9648	14.2988
Length   32, n   16, alignment  7/ 2:	12.7657	7.53827	7.68736	7.01045	11.3778
Length   16, n   32, alignment  0/ 0:	14.2407	10.04	11.9655	11.8567	14.1247
Length   64, n   32, alignment  0/ 0:	12.3424	7.53824	7.53827	7.5436	11.436
Length   16, n   32, alignment  6/ 4:	14.8016	10.8372	11.9465	11.7918	14.4405
Length   64, n   32, alignment  6/ 4:	11.4443	7.74407	7.72681	7.73199	11.5242
Length   32, n   64, alignment  0/ 0:	14.8798	10.0006	11.9413	13.8097	15.624
Length  128, n   64, alignment  0/ 0:	13.392	7.7268	7.73215	10.5366	12.8782
Length   32, n   64, alignment  5/ 6:	16.9991	11.8178	12.0355	14.3347	15.9567
Length  128, n   64, alignment  5/ 6:	13.9431	10.5533	10.5455	12.9387	13.6517
Length   64, n  128, alignment  0/ 0:	16.9353	13.366	12.5835	15.3873	16.0532
