                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  256, n  128, alignment  0/ 0:	16.1781	10.7745	10.814	14.8018	16.149
Length   64, n  128, alignment  4/ 0:	16.3134	14.3516	13.3141	16.4428	17.3235
Length  256, n  128, alignment  4/ 0:	16.4329	13.4895	12.6901	18.6716	15.8131
Length  128, n  256, alignment  0/ 0:	19.9442	16.4602	16.0944	23.5078	20.5464
Length  512, n  256, alignment  0/ 0:	18.9597	15.441	15.1356	19.0658	18.973
Length  128, n  256, alignment  3/ 2:	22.3136	17.9196	16.4164	24.0715	20.6736
Length  512, n  256, alignment  3/ 2:	24.4323	21.1294	20.6801	23.5196	24.516
Length  256, n  512, alignment  0/ 0:	28.5785	27.3469	23.5192	29.5922	28.3803
Length 1024, n  512, alignment  0/ 0:	29.8418	19.8477	20.1775	30.3022	30.049
Length  256, n  512, alignment  2/ 4:	30.526	27.6061	26.337	31.3474	29.582
Length 1024, n  512, alignment  2/ 4:	32.7859	26.0489	26.977	34.566	33.2137
Length  512, n 1024, alignment  0/ 0:	44.1363	30.6871	29.8314	44.6129	42.7948
Length 2048, n 1024, alignment  0/ 0:	48.2856	28.4476	30.2118	52.1448	48.3961
Length  512, n 1024, alignment  1/ 6:	51.5364	32.7096	29.5125	46.0086	51.1272
Length 2048, n 1024, alignment  1/ 6:	54.0842	41.3126	36.7186	56.8053	55.5421
