                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.9855	22.327	23.2404	20.4823	13.2844
Length    0/   0, alignment  0/ 0:	22.8697	21.5975	22.496	20.3371	13.3361
Length    0/   0, alignment  0/ 0:	23.0601	21.5629	22.496	20.3216	13.396
Length    0/   0, alignment  0/ 0:	23.1614	21.5626	22.5759	20.3335	13.3202
Length    1/   1, alignment  0/ 0:	22.8701	21.5629	22.333	20.4688	14.376
Length    1/   1, alignment  0/ 0:	23.1811	21.5635	22.6893	20.4018	14.3757
Length    1/   1, alignment  0/ 1:	23.062	21.5916	22.216	20.339	7.29359
Length    1/   1, alignment  1/ 0:	23.0054	21.598	22.3286	20.3636	14.376
Length    2/   2, alignment  0/ 0:	23.1402	22.2163	22.8697	21.055	15.1386
Length    2/   2, alignment  0/ 0:	23.0503	22.2162	22.8699	21.0726	15.0818
Length    2/   2, alignment  0/ 2:	23.1311	22.2165	22.898	21.0321	10.0208
Length    2/   2, alignment  2/ 0:	22.8699	22.2161	22.9145	21.0485	15.0863
Length    3/   3, alignment  0/ 0:	23.05	21.5931	22.217	20.3618	15.2117
Length    3/   3, alignment  0/ 0:	23.1018	21.5629	22.216	20.3744	15.4135
Length    3/   3, alignment  0/ 3:	23.0406	21.5631	22.2163	20.3806	11.1086
Length    3/   3, alignment  3/ 0:	22.8698	21.5631	22.2162	20.4035	17.0487
Length    4/   4, alignment  0/ 0:	23.467	22.26	23.134	21.0204	17.1444
Length    4/   4, alignment  0/ 0:	23.0236	22.2907	23.1033	21.0058	17.1582
Length    4/   4, alignment  0/ 4:	23.0729	22.2161	23.1031	21.0192	14.4053
Length    4/   4, alignment  4/ 0:	23.3293	22.2393	23.1031	21.0642	18.5017
Length    5/   5, alignment  0/ 0:	23.1158	22.2487	23.1308	21.0519	18.0433
Length    5/   5, alignment  0/ 0:	23.3388	22.2962	23.1031	21.0662	18.0662
Length    5/   5, alignment  0/ 5:	23.7465	22.2177	23.1028	21.0492	15.7161
Length    5/   5, alignment  5/ 0:	23.4816	22.2459	23.1027	21.102	18.5843
Length    6/   6, alignment  0/ 0:	23.2515	22.2601	23.1322	21.045	18.6499
