                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	27.5154	24.5862	24.5876	22.6851	26.357
Length    4/   4, alignment  0/ 0, N    2:	26.5971	25.0352	24.8188	22.6746	26.6059
Length    4/   4, alignment  4/ 0, N    2:	31.208	24.5865	29.6324	22.6774	27.2822
Length    8/   8, alignment  0/ 0, N    2:	26.595	24.5865	25.2416	22.6939	26.6555
Length    8/   8, alignment  0/ 0, N    2:	26.4997	24.5862	25.2356	22.6927	26.6479
Length   16/  16, alignment  0/ 0, N    2:	26.3687	24.5859	25.2318	23.2487	26.0976
Length   16/  16, alignment  7/ 2, N    2:	26.3529	24.6787	26.0406	31.2079	26.5425
Length   16/   4, alignment  0/ 0, N    2:	30.8813	24.5847	25.5302	22.5117	26.3111
Length   16/   4, alignment  7/ 2, N    2:	26.2493	24.5856	24.5858	22.4805	26.484
Length   32/  32, alignment  0/ 0, N    2:	27.0726	26.5726	25.2892	23.2491	26.9709
Length   32/  32, alignment  6/ 4, N    2:	26.7518	24.7248	25.2893	23.1801	26.7936
Length   32/   8, alignment  0/ 0, N    2:	26.0297	24.2344	29.2253	22.5722	31.8259
Length   32/   8, alignment  6/ 4, N    2:	26.3938	24.7327	24.587	22.573	26.3433
Length   64/  64, alignment  0/ 0, N    2:	26.9657	24.79	25.2912	23.335	26.8245
Length   64/  64, alignment  5/ 6, N    2:	26.8561	24.7018	25.2888	23.6763	26.8434
Length   64/  16, alignment  0/ 0, N    2:	26.4024	23.8851	24.5869	23.2222	26.4182
Length   64/  16, alignment  5/ 6, N    2:	30.4713	23.8827	29.0688	25.0314	29.3586
Length  128/ 128, alignment  0/ 0, N    2:	32.4437	25.8124	25.8567	23.1988	26.8732
Length  128/ 128, alignment  4/ 0, N    2:	26.7795	24.6404	25.958	23.6464	26.8802
Length  128/  32, alignment  0/ 0, N    2:	26.8181	24.5877	25.2904	23.1808	27.3761
Length  128/  32, alignment  4/ 0, N    2:	26.8063	24.5848	25.2883	27.2088	26.885
Length  256/ 256, alignment  0/ 0, N    2:	35.7025	25.1715	25.2906	23.1849	30.3404
Length  256/ 256, alignment  3/ 2, N    2:	30.0469	24.8026	25.2871	23.1842	30.3525
Length  256/  64, alignment  0/ 0, N    2:	26.9447	24.7904	25.2888	23.4034	26.8272
Length  256/  64, alignment  3/ 2, N    2:	26.8085	24.8206	25.2901	23.4037	26.934
Length  512/ 512, alignment  0/ 0, N    2:	36.3543	24.5892	25.7296	26.8924	30.3496
Length  512/ 512, alignment  2/ 4, N    2:	30.2527	24.5862	25.2903	27.1741	30.1256
Length  512/ 128, alignment  0/ 0, N    2:	26.9341	24.6454	26.0534	23.2277	26.8626
Length  512/ 128, alignment  2/ 4, N    2:	26.8977	24.6414	25.8868	23.1984	26.8291
Length 1024/1024, alignment  0/ 0, N    2:	31.6779	28.6672	33.7763	39.8678	32.6849
Length 1024/1024, alignment  1/ 6, N    2:	31.7065	28.6439	29.1313	39.4223	31.6887
Length 1024/ 256, alignment  0/ 0, N    2:	30.2572	24.5865	25.2897	23.1845	30.2661
Length 1024/ 256, alignment  1/ 6, N    2:	30.2695	24.941	25.2914	23.1797	30.3975
Length   16/   1, alignment  1/ 2, N    2:	26.153	24.5883	24.8204	26.6894	26.3367
Length   16/   1, alignment  2/ 1, N    2:	26.5861	24.5844	24.5861	22.4886	27.1411
Length   16/  10, alignment  1/ 1, N    2:	26.01	24.5856	24.9355	22.5668	26.6083
Length   32/   1, alignment  2/ 4, N    2:	26.5058	24.001	24.5866	22.5137	26.3482
Length   32/   1, alignment  4/ 2, N    2:	26.5205	24.5838	24.5852	22.6259	26.6442
Length   32/  10, alignment  2/ 2, N    2:	26.3021	28.7462	24.5874	22.5628	26.7144
Length   64/   1, alignment  3/ 6, N    2:	26.0067	23.8839	24.5858	22.5283	26.1421
Length   64/   1, alignment  6/ 3, N    2:	26.5637	23.9944	24.5858	22.4796	26.0508
Length   64/  10, alignment  3/ 3, N    2:	26.6239	23.8827	24.5864	22.5441	26.2014
Length  128/   1, alignment  4/ 0, N    2:	26.027	23.8828	24.586	22.4768	26.2765
Length  128/   1, alignment  0/ 4, N    2:	30.0746	23.8835	24.5865	22.9647	26.3443
Length  128/  10, alignment  4/ 4, N    2:	26.6389	24	24.5847	22.5523	26.1029
Length  256/   1, alignment  5/ 2, N    2:	25.9947	23.8835	24.5848	22.4796	26.5719
Length  256/   1, alignment  2/ 5, N    2:	26.0098	23.8831	24.5861	22.5519	26.3456
Length  256/  10, alignment  5/ 5, N    2:	26.2487	23.8828	24.5859	22.5243	30.4439
Length  512/   1, alignment  6/ 4, N    2:	26.5223	24.9244	24.9373	22.4787	26.5247
Length  512/   1, alignment  4/ 6, N    2:	26.3269	23.8829	24.5864	22.5506	26.7564
Length  512/  10, alignment  6/ 6, N    2:	25.9913	23.8849	24.6124	22.5491	26.5464
Length 1024/   1, alignment  7/ 6, N    2:	26.4836	24.4986	24.5868	22.5016	26.4806
Length 1024/   1, alignment  6/ 7, N    2:	26.3347	23.8831	24.8222	26.7579	28.9387
Length 1024/  10, alignment  7/ 7, N    2:	27.6656	24.3801	25.9451	22.6447	27.2158
Length    2/   2, alignment  0/ 2, N    8:	26.0312	24.2358	24.5883	22.6322	26.487
Length    4/   4, alignment  0/ 0, N    8:	26.1677	23.8852	24.5889	22.6163	26.5165
Length    4/   4, alignment  4/ 0, N    8:	26.1636	23.8855	24.7247	22.7926	26.1744
Length    8/   8, alignment  0/ 0, N    8:	26.1355	24.0745	29.2613	22.6602	26.9165
Length    8/   8, alignment  0/ 0, N    8:	26.2987	24.0734	24.5861	22.6534	26.0511
Length   16/  16, alignment  0/ 0, N    8:	26.0413	24.2021	24.5859	23.2426	26.1701
Length   16/  16, alignment  7/ 2, N    8:	26.0287	24.0729	24.5876	23.4586	26.0726
Length   16/   4, alignment  0/ 0, N    8:	26.1492	24.073	24.5853	22.5298	26.2129
Length   16/   4, alignment  7/ 2, N    8:	30.3827	23.8838	24.5851	22.9119	26.5794
Length   32/  32, alignment  0/ 0, N    8:	26.8073	25.0724	25.4066	23.1825	26.7477
Length   32/  32, alignment  6/ 4, N    8:	26.8576	24.745	25.9895	23.1818	27.0649
Length   32/   8, alignment  0/ 0, N    8:	26.4878	23.8858	24.5868	22.4846	26.0782
Length   32/   8, alignment  6/ 4, N    8:	26.1125	23.8837	24.5851	22.5043	30.3391
Length   64/  64, alignment  0/ 0, N    8:	26.7442	25.0334	25.4208	23.3169	26.7439
Length   64/  64, alignment  5/ 6, N    8:	26.7597	24.5852	25.2879	23.335	26.9081
Length   64/  16, alignment  0/ 0, N    8:	26.317	23.8841	24.5865	23.2391	26.0337
Length   64/  16, alignment  5/ 6, N    8:	26.1002	24.0007	24.5874	23.3904	26.0307
Length  128/ 128, alignment  0/ 0, N    8:	26.7502	24.5869	25.2914	27.4463	26.8646
Length  128/ 128, alignment  4/ 0, N    8:	27.1854	24.5869	25.2868	23.1916	27.0039
Length  128/  32, alignment  0/ 0, N    8:	26.7538	24.8277	25.2924	23.1816	26.817
Length  128/  32, alignment  4/ 0, N    8:	26.841	25.0622	25.4044	23.2977	26.9601
Length  256/ 256, alignment  0/ 0, N    8:	30.4781	24.5882	25.4893	23.1847	30.4417
Length  256/ 256, alignment  3/ 2, N    8:	30.4523	28.6514	25.3731	23.6142	30.3414
Length  256/  64, alignment  0/ 0, N    8:	26.8446	24.5884	25.2887	23.317	26.8219
Length  256/  64, alignment  3/ 2, N    8:	26.867	24.5847	25.289	23.2991	26.8662
Length  512/ 512, alignment  0/ 0, N    8:	30.2168	24.5868	25.4892	26.4377	30.2791
Length  512/ 512, alignment  2/ 4, N    8:	30.2336	24.5864	25.4798	30.7322	30.3909
Length  512/ 128, alignment  0/ 0, N    8:	27.2249	24.5877	25.2929	23.2035	26.8683
Length  512/ 128, alignment  2/ 4, N    8:	26.8493	24.5869	25.2878	23.2015	26.8312
Length 1024/1024, alignment  0/ 0, N    8:	32.3149	27.861	31.2021	39.4088	30.6673
Length 1024/1024, alignment  1/ 6, N    8:	30.7636	27.5044	31.2234	39.3964	35.3759
Length 1024/ 256, alignment  0/ 0, N    8:	30.3197	25.0126	25.3877	23.1859	29.5698
Length 1024/ 256, alignment  1/ 6, N    8:	30.3386	24.5885	25.3015	23.1831	30.2817
Length   16/   1, alignment  1/ 2, N    8:	26.1203	24.0758	24.8127	22.5089	26.08
Length   16/   1, alignment  2/ 1, N    8:	26.2949	24.0728	24.8137	22.4882	26.0839
Length   16/  10, alignment  1/ 1, N    8:	26.0355	24.0729	27.7824	22.5072	26.683
Length   32/   1, alignment  2/ 4, N    8:	26.1649	23.8831	24.5855	22.5063	26.2343
Length   32/   1, alignment  4/ 2, N    8:	26.1357	23.8831	24.5863	22.4778	26.1157
Length   32/  10, alignment  2/ 2, N    8:	26.2223	23.8827	24.586	22.4997	26.0291
