                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length  128/   1, alignment  4/ 0:	41.2394	41.2927	41.3209	41.0555	40.6337
Length  128/   1, alignment  0/ 4:	42.5349	40.9544	41.869	41.581	40.9667
Length  128/  10, alignment  4/ 4:	47.1195	47.2036	47.3601	41.0962	66.0124
Length  128/  10, alignment  4/ 4:	49.1991	46.4287	48.5576	41.4424	65.7492
Length  256/   1, alignment  5/ 2:	44.1356	41.2223	41.7915	46.3075	65.4444
Length  256/   1, alignment  2/ 5:	45.168	44.9528	46.0558	47.9726	88.9262
Length  256/  10, alignment  5/ 5:	50.0543	49.497	51.8096	47.5259	105.646
Length  256/  10, alignment  5/ 5:	50.0536	49.5123	51.5571	47.5049	106.013
Length  512/   1, alignment  6/ 4:	45.2578	44.8719	47.6977	49.4296	117.827
Length  512/   1, alignment  4/ 6:	56.0282	58.2904	55.8409	51.0095	157.887
Length  512/  10, alignment  6/ 6:	52.625	52.6919	53.321	55.0267	186.142
Length  512/  10, alignment  6/ 6:	51.3792	53.8361	51.8379	53.7629	187.68
Length 1024/   1, alignment  7/ 6:	51.3772	52.3007	50.8575	63.6021	242.955
Length 1024/   1, alignment  6/ 7:	65.7455	65.4547	66.438	74.8452	320.971
Length 1024/  10, alignment  7/ 7:	66.0497	65.2994	66.6211	74.9052	376.668
Length 1024/  10, alignment  7/ 7:	66.7959	64.3602	66.5769	77.6893	375.505
