                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.3801	23.4159	23.6401	21.6037	25.1219
Length    4/   4, alignment  0/ 0, N    2:	25.56	23.4157	24.0817	21.5961	25.2173
Length    4/   4, alignment  4/ 0, N    2:	25.4425	23.4156	24.0837	21.6287	25.3869
Length    8/   8, alignment  0/ 0, N    2:	25.4344	23.4152	23.6372	21.6057	25.1489
Length    8/   8, alignment  0/ 0, N    2:	25.2722	23.4135	24.3489	21.6112	25.212
Length   16/  16, alignment  0/ 0, N    2:	24.9278	23.4147	23.7499	22.1345	25.1956
Length   16/  16, alignment  7/ 2, N    2:	25.4529	23.4153	23.6386	23.6244	25.2467
Length   16/   4, alignment  0/ 0, N    2:	25.4567	23.9479	24.0381	21.4784	25.1533
Length   16/   4, alignment  7/ 2, N    2:	25.3112	23.4134	23.4147	21.4081	25.2586
Length   32/  32, alignment  0/ 0, N    2:	25.5379	23.4173	24.0858	22.0775	25.5568
Length   32/  32, alignment  6/ 4, N    2:	25.9487	23.5482	24.0841	22.0783	25.5082
Length   32/   8, alignment  0/ 0, N    2:	25.1853	23.0811	23.4175	21.4925	25.3101
Length   32/   8, alignment  6/ 4, N    2:	24.7847	22.7463	23.4146	21.5009	25.2888
Length   64/  64, alignment  0/ 0, N    2:	26.6646	23.6096	24.0855	22.3239	25.541
Length   64/  64, alignment  5/ 6, N    2:	25.4952	23.6574	24.0839	22.3152	25.499
Length   64/  16, alignment  0/ 0, N    2:	25.3146	22.7492	23.4165	22.1427	25.322
Length   64/  16, alignment  5/ 6, N    2:	24.856	22.8557	23.4413	23.607	25.2105
Length  128/ 128, alignment  0/ 0, N    2:	25.5881	23.4711	24.7205	22.1012	25.6436
Length  128/ 128, alignment  4/ 0, N    2:	26.0854	23.4687	24.9906	22.7012	25.7029
Length  128/  32, alignment  0/ 0, N    2:	25.5486	23.4157	24.0846	22.0787	25.5537
Length  128/  32, alignment  4/ 0, N    2:	25.5249	23.5473	24.0836	22.0778	25.5109
Length  256/ 256, alignment  0/ 0, N    2:	28.8144	23.4215	24.2954	22.0782	28.9202
Length  256/ 256, alignment  3/ 2, N    2:	28.6068	23.4155	24.0843	22.0792	28.6513
Length  256/  64, alignment  0/ 0, N    2:	25.4866	23.5509	24.0851	22.1979	25.4952
Length  256/  64, alignment  3/ 2, N    2:	25.9484	23.7485	24.0837	22.2171	25.5383
Length  512/ 512, alignment  0/ 0, N    2:	28.6772	23.4185	24.0883	25.5844	28.9366
Length  512/ 512, alignment  2/ 4, N    2:	28.6782	23.4174	24.0839	25.6885	28.8764
Length  512/ 128, alignment  0/ 0, N    2:	25.5895	23.4729	24.7263	22.0851	25.4825
Length  512/ 128, alignment  2/ 4, N    2:	25.5937	23.4707	24.4837	22.0961	25.4849
Length 1024/1024, alignment  0/ 0, N    2:	30.1128	27.1002	27.7633	37.8605	30.6425
Length 1024/1024, alignment  1/ 6, N    2:	28.8705	27.3434	27.4879	37.5408	30.6039
Length 1024/ 256, alignment  0/ 0, N    2:	28.5755	23.416	24.0844	22.0806	28.8581
Length 1024/ 256, alignment  1/ 6, N    2:	28.9091	23.4164	24.0836	22.0776	28.5687
Length   16/   1, alignment  1/ 2, N    2:	25.4123	23.416	23.7508	21.4294	25.1464
Length   16/   1, alignment  2/ 1, N    2:	25.2433	23.4156	23.6381	21.5023	25.3522
Length   16/  10, alignment  1/ 1, N    2:	24.8564	23.4138	24.0388	21.4756	25.4938
Length   32/   1, alignment  2/ 4, N    2:	24.8538	22.8586	23.4139	21.4933	25.2641
Length   32/   1, alignment  4/ 2, N    2:	24.7726	22.7472	23.4145	21.4805	25.201
Length   32/  10, alignment  2/ 2, N    2:	25.3452	23.0789	23.4159	21.431	25.3309
Length   64/   1, alignment  3/ 6, N    2:	25.4659	22.7465	23.4141	21.4424	25.433
Length   64/   1, alignment  6/ 3, N    2:	25.2829	22.747	23.6716	21.557	25.2518
