                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length 1024/1024, alignment  0/ 0:	61.3606	55.5085	63.772	92.8716	462.889
Length 1024/1024, alignment  1/ 6:	71.162	66.1038	68.8371	98.2027	476.531
Length 1024/ 256, alignment  0/ 0:	52.5047	45.3582	51.3603	79.2787	300.282
Length 1024/ 256, alignment  1/ 6:	79.8089	68.427	72.8886	91.2747	312.704
Length   16/   1, alignment  1/ 2:	28.6063	25.3221	26.0413	24.0546	22.7746
Length   16/   1, alignment  2/ 1:	26.9371	27.5083	26.1369	23.8313	18.9881
Length   16/  10, alignment  1/ 1:	26.1124	25.2397	28.3656	24.6964	32.7795
Length   16/  10, alignment  1/ 1:	26.1919	25.8191	27.5945	25.6825	33.1729
Length   32/   1, alignment  2/ 4:	26.866	25.8792	26.7935	27.9172	27.4262
Length   32/   1, alignment  4/ 2:	27.1348	25.932	26.8645	26.3635	20.7985
Length   32/  10, alignment  2/ 2:	27.1692	25.9654	26.7825	25.5269	38.3294
Length   32/  10, alignment  2/ 2:	27.3059	25.8791	26.6184	25.5382	38.0015
Length   64/   1, alignment  3/ 6:	32.4527	29.6718	31.6931	29.2351	35.4219
Length   64/   1, alignment  6/ 3:	31.044	31.3481	31.1798	30.4109	24.9242
Length   64/  10, alignment  3/ 3:	33.5828	29.7242	30.5647	30.0389	47.6906
Length   64/  10, alignment  3/ 3:	31.9764	29.8072	31.5358	31.3299	44.0219
Length  128/   1, alignment  4/ 0:	35.523	35.8037	37.9289	35.0718	42.1745
Length  128/   1, alignment  0/ 4:	32.6578	34.8137	33.1857	33.8509	44.7528
Length  128/  10, alignment  4/ 4:	37.8365	35.5488	34.9844	36.1378	68.0546
Length  128/  10, alignment  4/ 4:	35.053	35.2663	36.3485	35.7713	64.2149
Length  256/   1, alignment  5/ 2:	36.9469	39.1596	38.468	42.1233	68.9673
Length  256/   1, alignment  2/ 5:	40.2218	38.7895	41.3187	42.864	91.3259
Length  256/  10, alignment  5/ 5:	42.0644	39.8668	39.4332	42.4163	105.779
Length  256/  10, alignment  5/ 5:	41.0291	41.1631	39.8423	43.5094	109.538
Length  512/   1, alignment  6/ 4:	47.6358	48.3593	48.2469	54.4387	125.545
Length  512/   1, alignment  4/ 6:	51.6217	48.2641	49.8645	59.0074	166.193
Length  512/  10, alignment  6/ 6:	49.2057	49.0454	52.9492	57.3217	193.678
Length  512/  10, alignment  6/ 6:	52.4729	49.0304	49.7518	58.2448	192.701
Length 1024/   1, alignment  7/ 6:	50.3049	48.356	46.5883	64.0288	260.038
Length 1024/   1, alignment  6/ 7:	73.2572	70.0596	72.4469	79.1661	341.328
Length 1024/  10, alignment  7/ 7:	71.327	70.1187	72.0973	78.4368	410.616
Length 1024/  10, alignment  7/ 7:	71.8039	70.0573	72.72	79.2002	406.843
