                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	25.9536	24.4002	25.6736	23.0068	15.0296
Length    0/   0, alignment  0/ 0:	26.1194	24.4005	25.4563	23.7615	15.3771
Length    0/   0, alignment  0/ 0:	25.9395	24.6622	25.4877	23.3183	15.1604
Length    0/   0, alignment  0/ 0:	26.1364	24.4004	26.1822	22.9968	15.1292
Length    1/   1, alignment  0/ 0:	26.2091	24.4603	25.2667	23.1712	17.2594
Length    1/   1, alignment  0/ 0:	26.355	24.6066	25.8312	23.0418	16.2664
Length    1/   1, alignment  0/ 1:	26.3046	24.8045	25.1397	23.1024	7.7687
Length    1/   1, alignment  1/ 0:	27.7793	24.8019	25.3348	23.0322	16.8803
Length    2/   2, alignment  0/ 0:	26.4049	26.8749	26.8293	23.904	17.0663
Length    2/   2, alignment  0/ 0:	26.0837	25.198	27.0649	24.0975	17.1414
Length    2/   2, alignment  0/ 2:	26.3892	25.1397	25.8791	23.9483	13.5327
Length    2/   2, alignment  2/ 0:	26.6667	25.6819	26.2291	23.8546	17.267
Length    3/   3, alignment  0/ 0:	27.2306	24.7846	25.1395	23.0503	17.2734
Length    3/   3, alignment  0/ 0:	26.128	25.4651	25.2584	23.0857	17.8348
Length    3/   3, alignment  0/ 3:	26.1757	24.8737	25.5923	24.2909	12.7516
Length    3/   3, alignment  3/ 0:	25.9635	24.4481	25.1396	23.1013	20.5371
Length    4/   4, alignment  0/ 0:	26.3183	25.2496	26.1959	23.7864	19.8336
Length    4/   4, alignment  0/ 0:	27.4658	25.7963	26.5145	23.7959	19.509
Length    4/   4, alignment  0/ 4:	27.3217	26.3846	26.3578	24.0369	16.2683
Length    4/   4, alignment  4/ 0:	26.7847	25.2139	26.1755	25.5758	22.4976
Length    5/   5, alignment  0/ 0:	26.0179	25.2862	26.3284	23.9332	22.1252
Length    5/   5, alignment  0/ 0:	26.0292	25.1883	26.2884	23.8058	20.4081
Length    5/   5, alignment  0/ 5:	27.5856	25.1401	26.1428	24.6659	18.1274
Length    5/   5, alignment  5/ 0:	26.4628	27.7398	26.442	23.8596	21.0223
Length    6/   6, alignment  0/ 0:	26.4702	25.216	27.5464	23.8104	21.2075
Length    6/   6, alignment  0/ 0:	26.0251	25.1875	26.7415	25.5283	21.3571
Length    6/   6, alignment  0/ 6:	26.2542	25.4044	26.1432	23.8256	21.8589
Length    6/   6, alignment  6/ 0:	26.3356	25.1721	26.1429	23.8865	21.782
Length    7/   7, alignment  0/ 0:	27.5546	25.3705	26.6257	23.0543	20.7212
Length    7/   7, alignment  0/ 0:	26.5193	26.9508	26.572	23.3498	20.6109
Length    7/   7, alignment  0/ 7:	26.2002	25.1958	27.5075	23.1634	20.9104
Length    7/   7, alignment  7/ 0:	26.4579	25.2527	27.1646	25.2631	22.4509
Length    8/   8, alignment  0/ 0:	26.0212	25.1396	26.1283	23.7286	18.9184
Length    8/   8, alignment  0/ 0:	26.6292	25.1394	26.0911	23.7526	17.7928
Length    8/   8, alignment  0/ 0:	27.4321	26.5101	26.1954	24.0991	18.6693
Length    8/   8, alignment  0/ 0:	26.0408	26.6259	26.4727	23.7498	17.8073
Length    9/   9, alignment  0/ 0:	26.6217	25.1395	27.2079	24.1544	17.7482
Length    9/   9, alignment  0/ 0:	26.9436	25.4739	26.5237	25.5889	18.2125
Length    9/   9, alignment  0/ 1:	26.1832	25.1396	25.879	23.9468	18.487
Length    9/   9, alignment  1/ 0:	27.5331	25.1819	26.1875	23.8268	24.6349
Length   10/  10, alignment  0/ 0:	26.6822	26.7665	26.4813	23.9673	18.7715
Length   10/  10, alignment  0/ 0:	26.3147	25.1563	27.8023	23.7721	18.5918
Length   10/  10, alignment  0/ 2:	26.222	25.2214	26.1931	25.3536	23.6242
Length   10/  10, alignment  2/ 0:	26.0645	25.2698	26.3863	23.8374	26.2444
Length   11/  11, alignment  0/ 0:	26.4204	25.2774	26.0939	23.7868	19.3208
Length   11/  11, alignment  0/ 0:	27.7042	25.1805	26.225	24.2372	20.0073
Length   11/  11, alignment  0/ 3:	26.1714	27.236	26.1792	23.7606	20.0901
Length   11/  11, alignment  3/ 0:	26.2941	25.1397	27.3764	23.9481	24.1745
Length   12/  12, alignment  0/ 0:	26.1359	25.1399	26.1009	25.9129	20.3273
Length   12/  12, alignment  0/ 0:	26.4787	25.3587	26.05	23.8686	21.5914
Length   12/  12, alignment  0/ 4:	26.3679	25.1396	26.2514	23.7485	19.2251
Length   12/  12, alignment  4/ 0:	27.4175	25.2382	26.1116	24.4332	22.1841
Length   13/  13, alignment  0/ 0:	26.9474	26.9744	26.2692	23.8	21.0067
Length   13/  13, alignment  0/ 0:	26.1325	25.4706	27.4642	23.8048	21.0355
Length   13/  13, alignment  0/ 5:	26.3137	25.4444	26.5392	26.7659	20.4764
Length   13/  13, alignment  5/ 0:	26.2017	25.2609	25.9839	23.785	23.6249
Length   14/  14, alignment  0/ 0:	27.4304	25.1396	26.0384	23.8015	21.7839
Length   14/  14, alignment  0/ 0:	28.5201	25.9853	26.1246	24.1028	22.4259
Length   14/  14, alignment  0/ 6:	26.3206	27.5529	26.2762	23.8619	20.709
Length   14/  14, alignment  6/ 0:	26.1805	25.2293	28.3702	23.902	22.4864
Length   15/  15, alignment  0/ 0:	26.5459	25.1596	26.1642	25.8514	21.7633
Length   15/  15, alignment  0/ 0:	26.4527	25.1398	26.0504	23.0591	23.5469
Length   15/  15, alignment  0/ 7:	26.9507	25.1398	26.1976	23.0596	23.047
Length   15/  15, alignment  7/ 0:	28.5507	25.4447	26.1514	23.0591	22.2091
Length   16/  16, alignment  0/ 0:	26.3555	27.5982	26.1116	24.7553	18.5411
Length   16/  16, alignment  7/ 2:	26.1554	25.1623	28.3189	24.9805	22.6739
Length   16/   4, alignment  0/ 0:	26.1732	25.1786	27.2078	25.0868	19.9647
Length   16/   4, alignment  7/ 2:	26.0428	25.1526	26.0542	24.81	20.9944
Length   32/  32, alignment  0/ 0:	28.1488	27.4572	27.8646	26.1351	22.3336
Length   32/  32, alignment  6/ 4:	33.2901	30.2937	30.7396	29.791	30.5535
Length   32/   8, alignment  0/ 0:	28.7383	25.8793	26.6194	25.387	19.9661
Length   32/   8, alignment  6/ 4:	29.2465	27.2149	27.8398	26.1332	26.2599
Length   64/  64, alignment  0/ 0:	29.8872	30.2599	29.2348	27.6101	28.3805
Length   64/  64, alignment  5/ 6:	35.0284	34.1271	33.3365	32.1558	41.2491
Length   64/  16, alignment  0/ 0:	34.6393	32.1608	30.8691	28.7108	26.1459
Length   64/  16, alignment  5/ 6:	34.0127	33.3061	32.8605	32.4355	42.1476
Length  128/ 128, alignment  0/ 0:	30.7263	29.9697	30.3172	34.7375	52.5674
Length  128/ 128, alignment  4/ 0:	33.0047	32.0012	34.0287	36.7236	59.218
Length  128/  32, alignment  0/ 0:	31.7527	31.8264	30.2413	31.4613	43.503
Length  128/  32, alignment  4/ 0:	36.8392	36.2887	35.889	34.8971	64.7734
Length  256/ 256, alignment  0/ 0:	39.6425	33.3985	34.1561	37.9429	100.945
Length  256/ 256, alignment  3/ 2:	46.0256	40.2567	40.9056	41.0338	118.353
Length  256/  64, alignment  0/ 0:	35.4441	34.7006	34.0268	35.6149	81.5806
Length  256/  64, alignment  3/ 2:	39.1396	39.1866	40.9563	41.9223	95.8263
Length  512/ 512, alignment  0/ 0:	56.781	36.4004	37.6082	56.9665	204.875
Length  512/ 512, alignment  2/ 4:	56.0107	51.1238	50.5826	60.1935	222.218
Length  512/ 128, alignment  0/ 0:	37.1914	37.9	39.2337	45.0755	142.909
Length  512/ 128, alignment  2/ 4:	49.15	51.2609	49.4251	59.1026	158.432
