                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   15/  15, alignment  0/ 0:	23.7664	22.7452	23.7211	20.9023	19.467
Length   15/  15, alignment  0/ 7:	23.7714	22.7452	23.6213	20.7689	19.5098
Length   15/  15, alignment  7/ 0:	23.6942	22.8033	23.4594	20.8166	20.0141
Length   16/  16, alignment  0/ 0:	23.7651	22.7661	23.4864	22.4665	16.7435
Length   16/  16, alignment  7/ 2:	23.6405	22.8358	23.1441	21.9943	19.8011
Length   16/   4, alignment  0/ 0:	23.2339	22.2518	23.0074	21.048	17.459
Length   16/   4, alignment  7/ 2:	23.077	22.234	22.9211	21.019	17.0005
Length   32/  32, alignment  0/ 0:	24.5617	24.3684	24.6362	23.0919	18.2971
Length   32/  32, alignment  6/ 4:	28.2829	26.4638	27.1216	26.2949	26.5834
Length   32/   8, alignment  0/ 0:	23.8483	22.9789	23.5231	22.3875	17.6635
Length   32/   8, alignment  6/ 4:	23.872	22.8695	23.5233	23.1127	23.1676
Length   64/  64, alignment  0/ 0:	25.3765	25.4108	25.8298	25.759	25.12
Length   64/  64, alignment  5/ 6:	29.8434	28.8909	29.5497	28.2183	35.1114
Length   64/  16, alignment  0/ 0:	28.5615	28.3188	27.1543	24.9399	22.0291
Length   64/  16, alignment  5/ 6:	28.8446	28.4524	28.942	27.5029	32.9517
Length  128/ 128, alignment  0/ 0:	26.515	25.8075	26.6418	28.3764	45.2031
Length  128/ 128, alignment  4/ 0:	29.3244	28.3076	29.178	32.2828	51.6374
Length  128/  32, alignment  0/ 0:	26.6098	25.7949	26.4069	27.8303	38.5755
Length  128/  32, alignment  4/ 0:	31.5283	31.8801	33.5047	33.4327	52.3971
Length  256/ 256, alignment  0/ 0:	35.6294	29.52	30.1872	31.3039	93.9008
Length  256/ 256, alignment  3/ 2:	40.5073	35.293	37.1499	36.3765	107.358
Length  256/  64, alignment  0/ 0:	30.3843	29.7111	30.6551	31.7695	72.5154
Length  256/  64, alignment  3/ 2:	36.9395	35.0832	35.2568	35.9888	84.8599
Length  512/ 512, alignment  0/ 0:	48.8465	34.6634	33.9689	48.7145	181.23
Length  512/ 512, alignment  2/ 4:	51.8775	43.5465	43.577	52.9158	195.096
Length  512/ 128, alignment  0/ 0:	35.509	33.8152	36.2871	41.8221	123.188
Length  512/ 128, alignment  2/ 4:	45.1255	44.6075	47.6026	52.6149	145.905
Length 1024/1024, alignment  0/ 0:	57.1824	51.2443	57.9034	83.1502	417.569
Length 1024/1024, alignment  1/ 6:	61.8435	60.684	63.8881	83.9714	431.873
Length 1024/ 256, alignment  0/ 0:	46.6689	40.5767	44.018	71.6499	266.635
Length 1024/ 256, alignment  1/ 6:	68.7655	62.1107	62.9688	84.6947	277.691
Length   16/   1, alignment  1/ 2:	23.8054	22.7704	23.5168	21.5433	20.6345
Length   16/   1, alignment  2/ 1:	23.7031	22.829	23.5534	21.548	16.7348
Length   16/  10, alignment  1/ 1:	23.713	22.9387	23.5743	21.5479	29.1518
Length   16/  10, alignment  1/ 1:	23.7374	22.7821	23.5163	21.5396	29.7268
Length   32/   1, alignment  2/ 4:	24.5912	23.4148	24.2421	23.0355	24.689
Length   32/   1, alignment  4/ 2:	24.8577	23.4621	24.3064	22.8733	17.6001
Length   32/  10, alignment  2/ 2:	24.4288	23.581	24.0832	23.109	32.2832
Length   32/  10, alignment  2/ 2:	24.7082	23.4559	24.0833	23.0668	32.118
Length   64/   1, alignment  3/ 6:	29.1209	26.8402	27.9144	26.1916	29.7307
Length   64/   1, alignment  6/ 3:	27.879	27.6725	28.3463	26.2437	21.3517
Length   64/  10, alignment  3/ 3:	29.0121	26.8406	27.9083	26.1948	39.3236
Length   64/  10, alignment  3/ 3:	29.5794	26.8447	27.8244	26.2392	39.3187
Length  128/   1, alignment  4/ 0:	32.2965	31.6168	32.1403	31.8774	36.1001
Length  128/   1, alignment  0/ 4:	29.8506	29.048	29.9366	29.3044	36.8842
Length  128/  10, alignment  4/ 4:	32.1693	31.1917	31.5949	31.2313	57.2621
Length  128/  10, alignment  4/ 4:	31.9308	31.2272	31.6912	31.2335	57.0005
Length  256/   1, alignment  5/ 2:	33.9132	33.072	33.8754	37.7716	59.468
Length  256/   1, alignment  2/ 5:	36.0997	35.0509	35.8034	36.5996	81.2967
Length  256/  10, alignment  5/ 5:	36.6712	34.9156	35.6953	37.795	93.5538
Length  256/  10, alignment  5/ 5:	35.8251	35.0581	35.6903	36.654	93.5922
Length  512/   1, alignment  6/ 4:	42.6207	41.4371	42.219	46.6786	108.964
Length  512/   1, alignment  4/ 6:	44.6878	43.4115	44.2992	53.1542	148.224
Length  512/  10, alignment  6/ 6:	42.1198	42.4022	42.9655	52.0275	167.481
Length  512/  10, alignment  6/ 6:	43.3636	42.5189	43.2988	51.8903	167.082
Length 1024/   1, alignment  7/ 6:	39.9413	38.5921	39.9767	55.4426	232.967
Length 1024/   1, alignment  6/ 7:	73.4836	61.0155	61.3882	68.4109	291.663
Length 1024/  10, alignment  7/ 7:	61.9537	61.2435	62.1825	70.4734	349.838
Length 1024/  10, alignment  7/ 7:	61.0937	61.0999	61.826	65.4498	350.415
