                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.1104	22.8695	23.4822	21.0825	24.5588
Length    4/   4, alignment  0/ 0, N    2:	25.5987	22.8691	23.0884	21.1169	24.6702
Length    4/   4, alignment  4/ 0, N    2:	24.8293	22.8699	23.1548	21.1177	24.6688
Length    8/   8, alignment  0/ 0, N    2:	24.2108	22.3491	22.6711	20.5918	24.0755
Length    8/   8, alignment  0/ 0, N    2:	23.96	22.3509	22.9445	20.6188	23.9276
Length   16/  16, alignment  0/ 0, N    2:	23.744	21.8531	22.1671	20.6403	23.7002
Length   16/  16, alignment  7/ 2, N    2:	23.8062	22.3503	22.3518	22.5489	23.9665
Length   16/   4, alignment  0/ 0, N    2:	23.8563	22.3511	23.3729	20.8958	23.8806
Length   16/   4, alignment  7/ 2, N    2:	23.9643	21.8531	21.8578	19.9819	23.5643
Length   32/  32, alignment  0/ 0, N    2:	23.9322	21.855	23.6339	54.5248	23.9252
Length   32/  32, alignment  6/ 4, N    2:	23.8197	23.1209	22.4776	20.6682	23.8157
Length   32/   8, alignment  0/ 0, N    2:	23.1306	21.2313	22.4141	20.6753	23.6655
Length   32/   8, alignment  6/ 4, N    2:	23.5314	21.2298	21.8537	20.0504	25.7868
Length   64/  64, alignment  0/ 0, N    2:	23.7712	21.9619	22.4802	20.7133	23.8651
Length   64/  64, alignment  5/ 6, N    2:	23.9059	22.0325	22.4776	20.7419	23.8741
Length   64/  16, alignment  0/ 0, N    2:	23.461	21.3809	22.3513	21.1341	24.9508
Length   64/  16, alignment  5/ 6, N    2:	23.6274	21.3576	21.8546	22.0282	23.5785
Length  128/ 128, alignment  0/ 0, N    2:	23.9097	21.9057	22.6594	20.6215	23.8624
Length  128/ 128, alignment  4/ 0, N    2:	23.903	22.0396	23.373	21.0826	26.0768
Length  128/  32, alignment  0/ 0, N    2:	24.925	22.6461	22.9901	21.0759	24.4118
Length  128/  32, alignment  4/ 0, N    2:	24.3069	22.4788	22.9877	21.0737	24.3416
Length  256/ 256, alignment  0/ 0, N    2:	27.2694	22.3536	22.9909	21.6508	28.334
Length  256/ 256, alignment  3/ 2, N    2:	27.3197	22.3526	22.9886	21.0748	27.4954
Length  256/  64, alignment  0/ 0, N    2:	24.4072	22.351	22.9935	21.1892	25.1562
Length  256/  64, alignment  3/ 2, N    2:	26.1877	24.3279	24.9346	21.4235	24.3849
Length  512/ 512, alignment  0/ 0, N    2:	27.5595	22.3536	22.9942	24.4512	27.4887
