                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	24.1629	22.1724	23.0779	20.3281	13.2852
Length    0/   0, alignment  0/ 0:	24.5331	21.192	22.1673	19.764	12.6889
Length    0/   0, alignment  0/ 0:	22.1969	20.7381	22.8017	19.5275	12.6966
Length    0/   0, alignment  0/ 0:	22.6483	26.6836	22.0087	19.4303	12.9784
Length    1/   1, alignment  0/ 0:	23.3246	20.6601	21.577	19.6461	13.9506
Length    1/   1, alignment  0/ 0:	21.9831	20.6604	23.1691	20.2456	13.8312
Length    1/   1, alignment  0/ 1:	21.9572	20.6913	21.6399	19.4615	6.9485
Length    1/   1, alignment  1/ 0:	23.0306	20.7557	21.7084	19.509	13.7361
Length    2/   2, alignment  0/ 0:	22.4012	21.5931	23.2718	20.1954	14.6787
Length    2/   2, alignment  0/ 0:	22.8712	21.3984	22.3496	20.5738	14.7381
Length    2/   2, alignment  0/ 2:	24.3471	21.2713	21.8531	20.3843	9.52914
Length    2/   2, alignment  2/ 0:	23.1663	21.4984	23.5319	20.8898	14.7413
Length    3/   3, alignment  0/ 0:	22.9585	21.1102	21.7923	19.9136	14.6184
Length    3/   3, alignment  0/ 0:	23.7665	20.9758	21.7675	19.8986	14.8651
Length    3/   3, alignment  0/ 3:	26.9298	20.6737	22.3972	19.5191	10.6882
Length    3/   3, alignment  3/ 0:	22.3456	20.963	21.7677	19.9621	16.6991
Length    4/   4, alignment  0/ 0:	28.2297	21.8163	22.3966	20.1118	16.3866
Length    4/   4, alignment  0/ 0:	26.7093	22.9772	22.6259	20.5549	16.7718
Length    4/   4, alignment  0/ 4:	30.9068	21.3616	22.1657	21.2647	14.1098
Length    4/   4, alignment  4/ 0:	27.4338	21.8077	22.5099	20.5577	17.9739
Length    5/   5, alignment  0/ 0:	32.4956	21.8194	22.3506	20.1213	17.2448
Length    5/   5, alignment  0/ 0:	31.149	22.9608	22.0355	20.141	17.2631
Length    5/   5, alignment  0/ 5:	30.8817	21.3133	22.1652	21.2878	15.1021
Length    5/   5, alignment  5/ 0:	30.8603	21.7169	22.0298	20.1624	18.0175
Length    6/   6, alignment  0/ 0:	32.6419	21.5696	21.9313	20.1121	17.8442
Length    6/   6, alignment  0/ 0:	31.1685	22.9735	22.525	20.4747	17.9421
Length    6/   6, alignment  0/ 6:	30.898	21.7915	22.6154	21.5361	17.0412
Length    6/   6, alignment  6/ 0:	30.6763	21.6305	22.5328	20.1391	19.5842
Length    7/   7, alignment  0/ 0:	31.0239	21.803	22.4561	19.4702	18.3371
Length    7/   7, alignment  0/ 0:	31.3718	23.0667	22.1493	19.5104	17.5708
Length    7/   7, alignment  0/ 7:	31.5066	22.127	23.8326	19.7785	17.7687
Length    7/   7, alignment  7/ 0:	31.3864	21.6398	22.0874	19.5015	19.5418
Length    8/   8, alignment  0/ 0:	31.2956	21.7118	22.6618	20.5368	15.3288
Length    8/   8, alignment  0/ 0:	32.6584	21.3404	22.1313	20.0829	14.9854
Length    8/   8, alignment  0/ 0:	31.7127	21.8511	23.8046	20.3351	15.007
Length    8/   8, alignment  0/ 0:	31.1778	21.2286	22.1518	20.1062	16.1498
