                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    9/   9, alignment  0/ 0:	31.6161	21.8319	22.6613	20.3248	14.9884
Length    9/   9, alignment  0/ 0:	32.579	21.9053	22.4528	20.1083	14.9876
Length    9/   9, alignment  0/ 1:	31.4041	21.2287	23.2419	20.246	15.6117
Length    9/   9, alignment  1/ 0:	31.1476	21.2287	22.146	20.589	22.5393
Length   10/  10, alignment  0/ 0:	31.9901	21.7118	22.3878	20.0964	15.7009
Length   10/  10, alignment  0/ 0:	32.7463	21.9531	22.6761	20.2461	15.6524
Length   10/  10, alignment  0/ 2:	31.3579	21.7112	23.8941	20.4612	16.2574
Length   10/  10, alignment  2/ 0:	31.8815	21.711	22.6265	21.4395	21.1932
Length   11/  11, alignment  0/ 0:	31.2974	21.6264	22.6223	20.605	16.6388
Length   11/  11, alignment  0/ 0:	32.7346	21.7113	22.4042	20.1395	16.2639
Length   11/  11, alignment  0/ 3:	31.0841	22.8515	22.6585	20.3732	16.9824
Length   11/  11, alignment  3/ 0:	31.1462	21.2291	22.5894	21.6983	20.9508
Length   12/  12, alignment  0/ 0:	31.6916	21.9656	22.5388	20.0882	16.9753
Length   12/  12, alignment  0/ 0:	32.3798	21.6875	22.3126	20.0928	17.0838
Length   12/  12, alignment  0/ 4:	31.262	22.8732	22.5333	20.0584	16.236
Length   12/  12, alignment  4/ 0:	31.0901	21.2291	22.1656	21.257	18.2161
Length   13/  13, alignment  0/ 0:	31.1234	21.229	22.1544	20.1109	18.8683
Length   13/  13, alignment  0/ 0:	31.9636	21.7117	22.6332	20.211	17.7464
Length   13/  13, alignment  0/ 5:	26.7419	22.8594	22.4463	20.0623	16.8759
Length   13/  13, alignment  5/ 0:	31.4966	21.6463	23.2863	20.1964	18.6225
Length   14/  14, alignment  0/ 0:	31.3789	21.7111	22.6843	20.5702	19.6377
Length   14/  14, alignment  0/ 0:	31.3677	21.7119	22.4729	20.0945	18.455
Length   14/  14, alignment  0/ 6:	26.9436	23.1755	22.4794	20.0537	17.7099
Length   14/  14, alignment  6/ 0:	31.4218	21.7109	23.7897	20.6582	19.1075
Length   15/  15, alignment  0/ 0:	31.3742	21.795	22.6205	19.4734	19.3882
Length   15/  15, alignment  0/ 0:	31.7745	21.7111	22.6443	19.6938	18.1215
Length   15/  15, alignment  0/ 7:	27.9133	21.7871	22.552	19.8786	18.4007
Length   15/  15, alignment  7/ 0:	31.613	21.7112	24.0653	19.5539	18.6646
Length   16/  16, alignment  0/ 0:	31.8085	21.7227	22.291	21.9743	15.706
Length   16/  16, alignment  7/ 2:	31.498	21.7117	22.5882	21.5373	20.052
Length   16/   4, alignment  0/ 0:	32.3798	22.104	22.5809	20.5697	17.0633
Length   16/   4, alignment  7/ 2:	31.6894	22.8867	22.5055	20.6067	17.263
Length   32/  32, alignment  0/ 0:	24.3119	23.7059	23.9824	24.149	17.8815
Length   32/  32, alignment  6/ 4:	28.1288	26.0723	26.2857	25.9984	27.1582
Length   32/   8, alignment  0/ 0:	28.4195	23.687	23.6166	22.1683	17.2432
Length   32/   8, alignment  6/ 4:	29.3402	23.0029	23.5438	22.5043	22.4053
Length   64/  64, alignment  0/ 0:	25.3186	26.5196	26.0051	24.5119	25.6673
Length   64/  64, alignment  5/ 6:	29.5043	29.148	31.0633	27.9434	35.147
Length   64/  16, alignment  0/ 0:	29.3601	28.0973	28.2508	24.591	21.6192
Length   64/  16, alignment  5/ 6:	29.425	28.573	30.1263	27.1098	32.1311
Length  128/ 128, alignment  0/ 0:	26.4598	25.9004	26.7718	29.4386	45.3827
Length  128/ 128, alignment  4/ 0:	30.3834	29.2274	30.9941	31.1375	52.595
Length  128/  32, alignment  0/ 0:	27.6079	27.8879	27.2776	28.4835	40.2141
Length  128/  32, alignment  4/ 0:	32.6422	32.8991	32.6165	30.7764	52.5181
Length  256/ 256, alignment  0/ 0:	36.2746	29.5151	30.8856	31.6674	93.612
Length  256/ 256, alignment  3/ 2:	40.9417	35.5472	38.7806	37.528	104.828
Length  256/  64, alignment  0/ 0:	31.3179	30.2991	31.6898	31.5682	71.3673
Length  256/  64, alignment  3/ 2:	35.8933	36.09	37.8612	36.7241	85.8598
Length  512/ 512, alignment  0/ 0:	46.0443	32.8216	34.5915	50.5123	185.008
Length  512/ 512, alignment  2/ 4:	49.6567	43.5346	45.7522	53.7752	196.533
Length  512/ 128, alignment  0/ 0:	35.6428	33.12	33.6519	40.8066	123.542
Length  512/ 128, alignment  2/ 4:	44.2142	45.1707	44.2451	52.8038	134.375
Length 1024/1024, alignment  0/ 0:	55.751	50.458	56.8403	83.6353	402.123
Length 1024/1024, alignment  1/ 6:	60.2911	58.719	61.0535	84.7445	419.785
Length 1024/ 256, alignment  0/ 0:	48.7097	40.9094	42.8524	67.0925	268.738
Length 1024/ 256, alignment  1/ 6:	68.3601	61.9383	64.2585	81.8262	276.712
Length   16/   1, alignment  1/ 2:	32.5864	22.2176	24.2728	20.922	19.5334
Length   16/   1, alignment  2/ 1:	31.8209	21.7183	22.4883	21.9847	15.4301
Length   16/  10, alignment  1/ 1:	31.7411	21.7544	22.5869	20.564	27.8518
Length   16/  10, alignment  1/ 1:	32.9353	21.7124	22.5912	20.5661	28.158
Length   32/   1, alignment  2/ 4:	27.9763	24.1459	23.935	21.9942	23.5011
Length   32/   1, alignment  4/ 2:	27.825	22.35	24.4119	22.035	16.9157
Length   32/  10, alignment  2/ 2:	27.3283	22.2929	23.4207	23.1871	31.0727
Length   32/  10, alignment  2/ 2:	28.0399	22.9148	23.9689	22.3152	32.036
Length   64/   1, alignment  3/ 6:	29.5354	26.1737	26.6243	25.0346	30.1912
Length   64/   1, alignment  6/ 3:	29.399	27.0514	27.6823	25.1016	21.5057
Length   64/  10, alignment  3/ 3:	30.5491	26.3147	27.1728	25.0741	38.2677
Length   64/  10, alignment  3/ 3:	30.7235	26.3213	27.3264	25.0274	37.7571
Length  128/   1, alignment  4/ 0:	32.6647	30.4321	30.776	30.4333	34.5566
Length  128/   1, alignment  0/ 4:	31.8269	29.0002	29.6511	28.5033	35.2944
Length  128/  10, alignment  4/ 4:	32.8328	30.5542	30.9697	30.0487	55.7512
Length  128/  10, alignment  4/ 4:	31.9966	30.5579	30.9497	30.0368	56.7216
Length  256/   1, alignment  5/ 2:	34.0154	32.2004	34.4521	35.7433	57.7359
Length  256/   1, alignment  2/ 5:	36.3254	36.6851	35.6822	37.6157	80.7449
Length  256/  10, alignment  5/ 5:	36.2537	34.7707	34.7754	37.5599	91.5917
Length  256/  10, alignment  5/ 5:	36.3617	35.4526	34.9348	35.6393	92.2671
Length  512/   1, alignment  6/ 4:	41.4282	40.5606	42.4621	50.0274	110.38
Length  512/   1, alignment  4/ 6:	44.4704	43.6213	45.3015	52.6092	143.849
Length  512/  10, alignment  6/ 6:	43.647	43.7987	43.0676	51.9427	167.791
Length  512/  10, alignment  6/ 6:	45.2667	42.6626	43.1692	53.2381	169.56
Length 1024/   1, alignment  7/ 6:	40.1788	39.4977	40.0961	58.1638	231.3
Length 1024/   1, alignment  6/ 7:	64.6384	61.0899	64.4421	67.6271	294.056
Length 1024/  10, alignment  7/ 7:	61.8026	62.5606	62.7832	70.6387	348.121
Length 1024/  10, alignment  7/ 7:	63.0975	61.0896	62.2329	70.4317	348.703
