                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.8441	6.11731	6.6626	5.92346	5.92859
Length    0, alignments in bytes  0/ 0:	11.8442	9.16553	10.6716	8.98267	9.83838
Length    0, alignments in bytes  0/ 0:	18.3441	9.87012	6.85669	5.93066	5.92688
Length    0, alignments in bytes  0/ 0:	11.8417	6.10608	6.6687	5.92175	5.92407
Length    1, alignments in bytes  0/ 0:	12.1526	11.0592	12.1472	9.05127	10.1466
Length    1, alignments in bytes  0/ 0:	18.4708	11.1731	11.9482	8.98267	10.106
Length    1, alignments in bytes  0/ 1:	18.5557	11.0715	11.5236	9.02051	10.1577
Length    1, alignments in bytes  1/ 0:	14.7859	6.66992	7.4054	8.01025	7.72546
Length    2, alignments in bytes  0/ 0:	14.4033	7.39941	7.41125	7.15991	7.40344
Length    2, alignments in bytes  0/ 0:	11.1071	7.41187	7.41382	7.10876	7.40588
Length    2, alignments in bytes  0/ 2:	11.1423	7.39893	7.40442	7.12671	7.39868
Length    2, alignments in bytes  2/ 0:	11.0985	7.39441	7.40491	5.92371	6.71008
Length    3, alignments in bytes  0/ 0:	11.8479	6.66931	7.4115	5.9353	7.42297
Length    3, alignments in bytes  0/ 0:	15.5637	6.66516	7.40637	5.93323	7.40613
Length    3, alignments in bytes  0/ 3:	11.8397	6.66479	7.40613	5.92957	7.4021
Length    3, alignments in bytes  3/ 0:	11.8414	6.6593	7.40588	5.92041	8.91956
Length    4, alignments in bytes  0/ 0:	11.8412	9.25549	9.20496	6.7948	9.63867
Length    4, alignments in bytes  0/ 0:	11.8379	9.25732	9.21509	6.7843	9.63013
Length    4, alignments in bytes  0/ 4:	11.8367	7.01648	7.40027	6.77148	9.62976
Length    4, alignments in bytes  4/ 0:	11.8331	6.66772	7.39331	6.7384	12.2316
Length    5, alignments in bytes  0/ 0:	11.8416	9.25	9.19006	7.66199	10.6613
Length    5, alignments in bytes  0/ 0:	11.8389	9.24683	9.20593	7.65967	10.6624
Length    5, alignments in bytes  0/ 5:	11.835	7.02051	7.40198	6.66296	9.62598
Length    5, alignments in bytes  5/ 0:	11.8369	6.66528	7.39917	6.65283	9.63635
Length    6, alignments in bytes  0/ 0:	11.8427	9.24707	9.19507	8.55542	13.3325
Length    6, alignments in bytes  0/ 0:	11.8417	9.2467	9.19983	8.51135	13.3239
Length    6, alignments in bytes  0/ 6:	11.8395	7.01868	7.40491	6.6123	13.3162
Length    6, alignments in bytes  6/ 0:	11.8375	6.66528	7.39844	5.92224	9.66089
Length    7, alignments in bytes  0/ 0:	11.8429	8.14075	8.00854	5.93213	13.334
Length    7, alignments in bytes  0/ 0:	11.8441	8.13916	8.13123	5.92786	13.3246
Length    7, alignments in bytes  0/ 7:	11.8397	7.00708	7.40796	5.92188	13.3229
Length    7, alignments in bytes  7/ 0:	11.8347	6.66162	7.39294	5.92786	12.5883
Length    8, alignments in bytes  0/ 0:	11.8392	9.42676	9.28711	6.79395	6.67078
Length    8, alignments in bytes  0/ 0:	11.8403	9.46741	9.28052	6.77966	6.67651
Length    8, alignments in bytes  0/ 0:	11.8359	9.43738	9.28442	6.77319	6.66602
Length    8, alignments in bytes  0/ 0:	11.8374	9.44434	9.26257	6.77051	6.65442
Length    9, alignments in bytes  0/ 0:	11.8408	9.46606	9.28247	7.70264	6.87097
Length    9, alignments in bytes  0/ 0:	11.8364	9.42358	9.27954	7.66333	6.8418
Length    9, alignments in bytes  0/ 1:	11.8394	9.47791	9.26855	8.14648	7.72253
Length    9, alignments in bytes  1/ 0:	11.8359	9.44653	9.29529	8.06018	17.0408
Length   10, alignments in bytes  0/ 0:	14.2932	9.42957	9.26953	8.4939	8.14832
Length   10, alignments in bytes  0/ 0:	11.8372	9.47876	11.3781	12.6604	10.9065
Length   10, alignments in bytes  0/ 2:	11.8375	9.4342	9.26782	8.33093	8.56921
Length   10, alignments in bytes  2/ 0:	11.8392	9.43066	9.2915	8.21252	17.0365
Length   11, alignments in bytes  0/ 0:	11.8358	9.43982	9.28418	7.76111	8.80884
Length   11, alignments in bytes  0/ 0:	11.8401	9.42517	9.27271	7.76196	8.82874
Length   11, alignments in bytes  0/ 3:	11.8467	9.42212	9.28442	8.33069	9.66882
Length   11, alignments in bytes  3/ 0:	11.837	9.41492	9.29724	8.22644	16.7686
Length   12, alignments in bytes  0/ 0:	11.8372	9.43884	9.2782	8.51392	10.3882
Length   12, alignments in bytes  0/ 0:	11.8359	9.46265	9.27722	8.50366	10.3694
Length   12, alignments in bytes  0/ 4:	11.838	9.07495	8.90491	8.55029	10.3649
Length   12, alignments in bytes  4/ 0:	11.835	9.12427	8.85815	8.22888	12.5613
Length   13, alignments in bytes  0/ 0:	11.8362	9.44153	9.27722	8.48682	12.9093
Length   13, alignments in bytes  0/ 0:	11.8374	9.45898	9.27576	8.5022	12.9117
Length   13, alignments in bytes  0/ 5:	11.8362	9.08276	8.88745	8.55029	11.3915
Length   13, alignments in bytes  5/ 0:	11.8352	9.12756	8.87048	8.22424	13.62
Length   14, alignments in bytes  0/ 0:	11.8359	9.43713	9.27527	8.51245	14.3276
Length   14, alignments in bytes  0/ 0:	11.8375	9.44824	9.28149	8.50574	14.2759
Length   14, alignments in bytes  0/ 6:	11.8694	9.12976	8.92004	8.54053	14.0558
Length   14, alignments in bytes  6/ 0:	11.839	9.11169	8.86133	8.22827	13.9912
Length   15, alignments in bytes  0/ 0:	11.844	8.19568	8.36926	5.92761	14.0811
Length   15, alignments in bytes  0/ 0:	11.8506	8.21655	8.37	5.93896	14.0544
Length   15, alignments in bytes  0/ 7:	11.8365	9.11487	8.94507	5.92676	14.0509
Length   15, alignments in bytes  7/ 0:	11.8359	9.12341	8.88586	5.91797	13.7347
Length   16, alignments in bytes  0/ 0:	11.8356	9.41199	9.28833	6.6665	7.54651
Length   16, alignments in bytes  7/ 2:	11.8375	9.4552	9.29773	6.67993	17.6169
Length   32, alignments in bytes  0/ 0:	11.8569	8.8949	7.42078	8.15649	10.6774
Length   32, alignments in bytes  6/ 4:	11.8912	9.67627	7.40747	12.3302	17.5773
Length   64, alignments in bytes  0/ 0:	14.0741	9.62866	9.16431	10.3774	16.5874
Length   64, alignments in bytes  5/ 6:	16.7506	15.0497	15.4856	13.4963	27.3042
Length  128, alignments in bytes  0/ 0:	18.3634	10.4205	11.4171	14.7727	28.131
Length  128, alignments in bytes  4/ 0:	20.7104	11.4363	13.0919	16.3589	35.7712
Length  256, alignments in bytes  0/ 0:	25.0779	15.7009	18.4701	19.4263	56.0831
Length  256, alignments in bytes  3/ 2:	27.2245	16.4441	19.63	21.5681	66.8826
Length  512, alignments in bytes  0/ 0:	33.1479	20.9084	22.9841	30.0773	111.369
Length  512, alignments in bytes  2/ 4:	36.9542	24.1875	25.988	31.8308	159.742
Length 1024, alignments in bytes  0/ 0:	56.7162	30.7244	31.0153	56.223	252.013
Length 1024, alignments in bytes  1/ 6:	71.4982	43.6487	38.5272	54.7352	342.334
Length   16, alignments in bytes  1/ 2:	19.0356	11.1149	13.2927	10.0782	27.256
Length   16, alignments in bytes  2/ 1:	18.5594	11.2495	9.30566	6.67334	18.6254
Length   16, alignments in bytes  1/ 1:	16.1101	9.40942	9.29822	6.66553	17.6481
Length   16, alignments in bytes  1/ 1:	11.8583	9.40002	9.30127	6.6593	16.2997
Length   32, alignments in bytes  2/ 4:	11.8938	8.9198	9.04285	11.1387	23.2706
Length   32, alignments in bytes  4/ 2:	11.8571	7.41602	7.41077	12.2568	18.2883
Length   32, alignments in bytes  2/ 2:	11.8458	7.40063	7.40271	10.7061	17.9554
Length   32, alignments in bytes  2/ 2:	11.8383	7.40747	7.40491	10.6777	18.5146
Length   64, alignments in bytes  3/ 6:	16.7689	10.661	10.771	11.9595	33.0969
Length   64, alignments in bytes  6/ 3:	16.6606	12.5139	12.5713	13.6821	23.2496
Length   64, alignments in bytes  3/ 3:	16.3955	9.32581	9.83667	10.558	23.1901
Length   64, alignments in bytes  3/ 3:	16.3871	9.29016	9.81775	10.5582	23.1855
Length  128, alignments in bytes  4/ 0:	20.7758	11.453	13.1206	16.3136	36.2651
Length  128, alignments in bytes  0/ 4:	22.4347	12.0625	13.9048	15.7152	38.2018
Length  128, alignments in bytes  4/ 4:	22.0723	15.5024	14.1071	15.9584	36.3824
Length  128, alignments in bytes  4/ 4:	22.0466	15.4889	14.1034	15.995	36.2654
Length  256, alignments in bytes  5/ 2:	26.9257	17.9661	21.4377	22.541	63.0234
Length  256, alignments in bytes  2/ 5:	28.2042	19.0812	22.8647	22.595	87.4583
Length  256, alignments in bytes  5/ 5:	27.124	16.4529	19.6897	20.4022	63.0698
Length  256, alignments in bytes  5/ 5:	27.2404	16.4606	19.6624	20.3983	63.0187
Length  512, alignments in bytes  6/ 4:	36.4957	33.5967	27.1525	30.4717	146.808
Length  512, alignments in bytes  4/ 6:	37.038	30.8267	29.4414	36.0269	158.41
Length  512, alignments in bytes  6/ 6:	34.755	21.9373	24.2714	32.5564	143.744
Length  512, alignments in bytes  6/ 6:	34.6251	21.9142	24.3475	31.8256	146.567
Length 1024, alignments in bytes  7/ 6:	54.5322	43.5111	39.4399	54.7582	256.932
Length 1024, alignments in bytes  6/ 7:	73.7911	43.6769	38.4857	56.2523	328.249
Length 1024, alignments in bytes  7/ 7:	62.7014	30.2177	31.0345	51.6283	253.349
Length 1024, alignments in bytes  7/ 7:	65.6445	30.4424	31.1442	54.7339	252.895
Length   16, alignments in bytes  0/ 4:	15.1111	9.43213	9.28442	6.67212	10.1233
Length   16, alignments in bytes  4/ 0:	11.8405	9.4248	9.29236	6.65588	16.6104
Length   16, alignments in bytes  4/ 4:	11.8342	9.40515	9.30029	6.65881	16.3096
Length   16, alignments in bytes  2/ 2:	11.8358	9.4209	9.30249	6.6665	16.3486
Length   16, alignments in bytes  2/ 6:	11.8395	9.41431	9.29297	6.66382	20.1913
Length   16, alignments in bytes  6/ 2:	11.8365	9.49756	9.30713	6.66284	15.9546
Length   16, alignments in bytes  1/ 7:	11.8523	9.44653	9.29126	6.66504	20.5209
Length   16, alignments in bytes  7/ 1:	11.8376	9.4082	9.30151	6.66187	14.5789
Length   16, alignments in bytes  3/ 4:	11.8602	10.3295	15.4319	6.65662	16.6794
Length   16, alignments in bytes  4/ 3:	14.8585	10.7152	10.6562	6.65759	15.7069
Length   16, alignments in bytes  5/ 7:	11.8636	9.44482	9.29089	6.65637	16.2537
Length   16, alignments in bytes  7/ 5:	11.8365	9.41663	9.29651	6.68604	14.874
Length   20, alignments in bytes  0/ 4:	11.8385	9.50574	9.28784	8.59656	12.3848
Length   20, alignments in bytes  4/ 0:	11.8523	9.41345	9.297	6.93164	15.0942
Length   20, alignments in bytes  4/ 4:	11.8389	10.348	12.7848	10.0431	17.8389
Length   20, alignments in bytes  2/ 2:	18.8206	11.1375	12.9103	10.3873	28.2312
Length   20, alignments in bytes  2/ 6:	18.6545	12.1156	9.29114	8.57178	27.348
Length   20, alignments in bytes  6/ 2:	11.8359	9.41357	9.30078	6.84351	14.4244
Length   20, alignments in bytes  1/ 7:	11.8348	9.42822	9.30713	8.57104	22.559
Length   20, alignments in bytes  7/ 1:	11.8359	9.45679	9.30298	8.02734	17.8186
Length   20, alignments in bytes  3/ 4:	11.84	9.43066	9.29651	9.07031	19.2435
Length   20, alignments in bytes  4/ 3:	11.8369	9.40601	9.28992	8.2428	14.9618
Length   20, alignments in bytes  5/ 7:	11.8392	9.40393	9.29578	9.07202	16.245
Length   20, alignments in bytes  7/ 5:	11.8352	9.4071	9.29065	8.24719	13.7626
Length   24, alignments in bytes  0/ 4:	11.8352	9.42468	9.32593	9.09045	11.9392
Length   24, alignments in bytes  4/ 0:	11.8358	9.41187	9.60278	9.40149	17.6453
Length   24, alignments in bytes  4/ 4:	11.8369	9.39709	9.29529	7.82788	16.8967
Length   24, alignments in bytes  2/ 2:	16.5892	9.422	9.30005	7.80359	17.7775
Length   24, alignments in bytes  2/ 6:	11.8369	9.44263	9.28918	9.08337	21.3041
Length   24, alignments in bytes  6/ 2:	11.8357	9.3988	9.30164	8.2384	17.5468
Length   24, alignments in bytes  1/ 7:	11.8387	9.39258	9.29968	9.0675	22.0514
Length   24, alignments in bytes  7/ 1:	11.8395	9.39685	9.2876	8.24133	15.9688
Length   24, alignments in bytes  3/ 4:	11.8352	9.401	9.30151	9.07471	18.5535
Length   24, alignments in bytes  4/ 3:	11.8387	9.43542	9.29846	8.24036	16.7086
Length   24, alignments in bytes  5/ 7:	11.8342	9.41858	9.29407	9.07422	17.6676
Length   24, alignments in bytes  7/ 5:	11.8396	9.40723	9.29285	8.22742	16.0637
Length   28, alignments in bytes  0/ 4:	11.8352	9.08435	8.99927	9.49451	13.9681
Length   28, alignments in bytes  4/ 0:	11.8361	9.12097	8.96008	9.03015	16.6699
Length   28, alignments in bytes  4/ 4:	11.84	9.4386	9.29907	8.51709	15.6354
Length   28, alignments in bytes  2/ 2:	11.8347	9.43384	9.30078	8.54114	19.9971
Length   28, alignments in bytes  2/ 6:	11.8394	9.11865	9.19507	9.54907	23.8464
Length   28, alignments in bytes  6/ 2:	11.8358	8.56189	8.91797	9.0304	15.8667
Length   28, alignments in bytes  1/ 7:	11.8347	9.13367	9.19946	9.50391	26.5906
Length   28, alignments in bytes  7/ 1:	12.6011	9.89062	8.89685	9.63953	15.2527
Length   28, alignments in bytes  3/ 4:	11.8359	9.43408	9.30029	9.60767	21.0541
Length   28, alignments in bytes  4/ 3:	11.8342	9.43665	9.29883	8.91504	16.5098
Length   28, alignments in bytes  5/ 7:	11.838	9.43018	9.2926	9.60388	17.7765
Length   28, alignments in bytes  7/ 5:	11.8373	9.40527	9.29858	8.90869	15.5319
Length   32, alignments in bytes  0/ 4:	13.3334	7.50513	7.47571	8.92712	13.7545
Length   32, alignments in bytes  4/ 0:	13.3279	7.41064	7.40222	10.4429	18.5431
Length   32, alignments in bytes  4/ 4:	13.3154	7.41016	7.41089	10.4819	17.446
Length   32, alignments in bytes  2/ 2:	13.317	7.40137	7.39795	10.6934	18.5266
Length   32, alignments in bytes  2/ 6:	13.3171	8.90845	9.02698	11.1735	23.515
Length   32, alignments in bytes  6/ 2:	13.3165	7.40002	7.39844	10.932	18.3834
Length   32, alignments in bytes  1/ 7:	13.3157	8.89331	9.03638	9.8363	23.941
Length   32, alignments in bytes  7/ 1:	13.3203	7.40076	7.40125	9.75867	16.9191
Length   32, alignments in bytes  3/ 4:	13.3113	8.90295	9.02869	11.0182	20.4573
Length   32, alignments in bytes  4/ 3:	13.3103	7.40808	8.14099	12.2545	17.7502
Length   32, alignments in bytes  5/ 7:	13.3182	8.89429	9.03308	11.8956	18.9293
Length   32, alignments in bytes  7/ 5:	13.3152	7.40234	8.13843	9.76501	17.0465
Length   36, alignments in bytes  0/ 4:	13.3141	9.84583	9.80103	11.1334	15.3318
Length   36, alignments in bytes  4/ 0:	13.3103	8.15515	8.19592	11.0604	17.8344
Length   36, alignments in bytes  4/ 4:	13.5093	10.3904	10.4822	10.4552	16.5576
Length   36, alignments in bytes  2/ 2:	11.8417	10.3826	10.524	11.532	22.9514
Length   36, alignments in bytes  2/ 6:	11.8391	12.9835	12.905	11.478	27.3475
Length   36, alignments in bytes  6/ 2:	11.8431	8.13892	8.22449	11.384	16.8077
Length   36, alignments in bytes  1/ 7:	11.8405	11.9045	11.6941	11.1447	26.7346
Length   36, alignments in bytes  7/ 1:	11.8389	8.146	8.14355	11.3884	16.4893
Length   36, alignments in bytes  3/ 4:	11.8417	12.7612	12.8573	11.0258	23.2415
Length   36, alignments in bytes  4/ 3:	13.1288	11.0406	10.9702	11.2504	17.6552
Length   36, alignments in bytes  5/ 7:	13.317	13.8555	13.9702	11.9193	19.5906
Length   36, alignments in bytes  7/ 5:	13.3145	11.0021	10.9874	12.3499	16.8148
Length   40, alignments in bytes  0/ 4:	13.3157	10.6243	10.3789	30.8761	15.37
Length   40, alignments in bytes  4/ 0:	13.3142	11.3191	11.1606	11.96	19.1565
Length   40, alignments in bytes  4/ 4:	13.3164	11.3032	11.2615	11.5223	18.2661
Length   40, alignments in bytes  2/ 2:	13.3192	11.3038	11.3071	11.5315	19.3782
Length   40, alignments in bytes  2/ 6:	13.3123	13.5829	13.1569	11.46	25.7075
Length   40, alignments in bytes  6/ 2:	13.3195	11.3478	11.1274	12.3362	19.2451
Length   40, alignments in bytes  1/ 7:	13.3113	13.576	13.1431	11.38	25.8767
Length   40, alignments in bytes  7/ 1:	13.3357	11.3258	11.1913	9.76428	18.344
Length   40, alignments in bytes  3/ 4:	13.3163	12.8689	12.7407	12.3251	22.765
Length   40, alignments in bytes  4/ 3:	13.312	11.3097	11.2223	11.7979	18.4052
Length   40, alignments in bytes  5/ 7:	13.317	13.5627	13.2101	12.3234	21.0659
Length   40, alignments in bytes  7/ 5:	13.3186	11.3234	11.0723	9.75	18.0983
Length   44, alignments in bytes  0/ 4:	13.3198	10.6899	9.51184	11.7695	16.7648
Length   44, alignments in bytes  4/ 0:	13.317	10.2831	10.2356	9.82556	18.4867
Length   44, alignments in bytes  4/ 4:	13.3176	11.3392	11.285	9.896	17.3994
Length   44, alignments in bytes  2/ 2:	13.3151	11.314	11.2681	11.53	22.382
Length   44, alignments in bytes  2/ 6:	13.3263	12.7709	12.7291	11.7904	28.0035
Length   44, alignments in bytes  6/ 2:	13.3127	10.2726	10.3463	11.7201	17.7886
Length   44, alignments in bytes  1/ 7:	13.3165	13.5956	13.1818	11.8	30.7941
Length   44, alignments in bytes  7/ 1:	11.8403	10.274	10.226	10.0745	17.4564
Length   44, alignments in bytes  3/ 4:	11.8429	12.8022	12.7327	11.0204	25.6057
Length   44, alignments in bytes  4/ 3:	11.8397	11.3204	11.2354	9.95886	18.3438
Length   44, alignments in bytes  5/ 7:	11.8427	12.9148	12.7402	11.2023	21.7695
Length   44, alignments in bytes  7/ 5:	12.9008	11.3052	11.2357	10.7767	17.7922
Length   48, alignments in bytes  0/ 4:	13.3188	10.7992	10.3829	11.6969	17.3988
Length   48, alignments in bytes  4/ 0:	13.318	12.7568	18.073	10.7516	20.0911
Length   48, alignments in bytes  4/ 4:	13.3119	11.5018	11.3481	10.8191	19.5933
Length   48, alignments in bytes  2/ 2:	13.3221	11.6887	11.3109	11.5945	21.0529
Length   48, alignments in bytes  2/ 6:	13.3135	13.641	13.2371	12.1139	27.5077
Length   48, alignments in bytes  6/ 2:	13.3352	11.6283	11.1315	11.1057	19.7169
Length   48, alignments in bytes  1/ 7:	13.3164	13.5957	13.2323	10.7965	27.9686
Length   48, alignments in bytes  7/ 1:	13.3115	13.8763	11.1401	10.7822	19.4518
Length   48, alignments in bytes  3/ 4:	13.3831	11.1093	14.476	13.3842	30.2273
Length   48, alignments in bytes  4/ 3:	18.5797	12.5338	18.485	14.04	24.3818
Length   48, alignments in bytes  5/ 7:	12.6195	13.6001	13.1969	13.0969	26.5345
Length   48, alignments in bytes  7/ 5:	19.8802	12.8214	14.5826	14.5623	22.8776
Length   52, alignments in bytes  0/ 4:	19.2731	13.001	13.8843	14.2373	20.1444
Length   52, alignments in bytes  4/ 0:	12.359	12.3494	14.2941	11.4561	19.2993
Length   52, alignments in bytes  4/ 4:	11.8441	11.3701	11.285	10.8265	18.5132
Length   52, alignments in bytes  2/ 2:	12.2467	11.3335	11.3333	13.2297	25.5376
Length   52, alignments in bytes  2/ 6:	13.3192	12.9407	12.7545	12.8284	30.3582
Length   52, alignments in bytes  6/ 2:	13.3179	11.3489	11.2139	12.3573	18.5715
Length   52, alignments in bytes  1/ 7:	13.3154	13.6226	13.2675	12.4424	30.5317
Length   52, alignments in bytes  7/ 1:	13.3156	11.684	11.129	12.3809	18.3688
Length   52, alignments in bytes  3/ 4:	13.3162	12.969	13.3806	10.9634	27.566
Length   52, alignments in bytes  4/ 3:	13.3135	11.329	11.2283	11.7795	19.075
Length   52, alignments in bytes  5/ 7:	13.3174	11.1021	12.7129	13.1011	23.6154
Length   52, alignments in bytes  7/ 5:	13.3192	12.0168	11.2013	12.5739	18.5452
Length   56, alignments in bytes  0/ 4:	11.8389	9.96912	9.58142	11.9098	18.7717
Length   56, alignments in bytes  4/ 0:	11.8379	11.3142	11.1869	13.2776	21.6516
Length   56, alignments in bytes  4/ 4:	12.4833	11.328	11.2979	12.1122	20.9464
Length   56, alignments in bytes  2/ 2:	13.3202	11.3324	11.3458	12.4349	22.6053
Length   56, alignments in bytes  2/ 6:	13.3197	11.0991	12.7496	12.5602	29.8674
Length   56, alignments in bytes  6/ 2:	13.3125	11.3282	11.2253	12.5844	20.1788
Length   56, alignments in bytes  1/ 7:	13.3153	12.933	12.7491	12.4996	30.0612
Length   56, alignments in bytes  7/ 1:	13.3198	11.3246	11.2496	10.7872	20.4548
Length   56, alignments in bytes  3/ 4:	13.3132	12.8766	12.7451	13.3157	27.1287
Length   56, alignments in bytes  4/ 3:	13.3152	11.4468	11.2186	12.5924	20.5397
Length   56, alignments in bytes  5/ 7:	13.3202	12.8759	12.7487	13.3174	25.5503
Length   56, alignments in bytes  7/ 5:	13.3103	11.4313	11.1946	10.7919	19.8141
Length   60, alignments in bytes  0/ 4:	13.3192	10.0322	9.66345	13.3145	20.3068
Length   60, alignments in bytes  4/ 0:	12.6061	11.1577	11.2993	10.6982	20.5565
Length   60, alignments in bytes  4/ 4:	13.084	12.0599	13.0295	10.2706	20.0964
Length   60, alignments in bytes  2/ 2:	11.8583	11.3793	11.3193	12.0127	25.3741
Length   60, alignments in bytes  2/ 6:	11.8379	11.0983	12.7261	13.317	32.0372
Length   60, alignments in bytes  6/ 2:	12.5773	11.2009	11.2466	13.3335	19.4364
Length   60, alignments in bytes  1/ 7:	11.8397	12.9429	12.7368	13.3193	32.5924
Length   60, alignments in bytes  7/ 1:	12.5815	15.4695	13.241	11.5504	19.1099
Length   60, alignments in bytes  3/ 4:	11.8694	12.9452	12.7379	10.9929	29.7881
Length   60, alignments in bytes  4/ 3:	12.5808	12.0714	12.7655	10.7842	20.2635
Length   60, alignments in bytes  5/ 7:	13.1425	12.7058	14.0228	11.531	25.6577
Length   60, alignments in bytes  7/ 5:	13.0659	12.0425	13.0232	11.3906	19.0493
Length   64, alignments in bytes  0/ 4:	16.0492	9.85181	10.8123	10.8068	20.8306
Length   64, alignments in bytes  4/ 0:	15.5504	11.0115	11.131	11.2505	22.6167
Length   64, alignments in bytes  4/ 4:	16.4	13.9257	13.9574	13.9299	22.7858
Length   64, alignments in bytes  2/ 2:	17.9196	15.1569	14.8418	12.333	24.2778
Length   64, alignments in bytes  2/ 6:	16.729	11.5277	12.0878	13.1552	31.9688
Length   64, alignments in bytes  6/ 2:	16.6749	11.0546	11.257	12.9696	21.8444
