                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.2108	7.18787	7.93212	6.68986	10.9522
Length   16, n   16, alignment  1/ 1:	12.393	7.43685	8.32296	8.82261	11.1478
Length   16, n   16, alignment  1/ 2:	12.4473	7.65262	8.22364	6.85297	11.1399
Length   16, n   16, alignment  2/ 1:	12.5102	7.63365	8.24059	6.86683	11.2743
Length    2, n    4, alignment  7/ 2:	14.2673	11.9252	10.9796	10.9648	14.4945
Length    4, n    2, alignment  2/ 7:	12.6512	8.23981	8.2237	6.87466	11.3012
Length    2, n    4, alignment  7/ 2:	13.3737	11.6669	10.9705	10.9046	14.6939
Length    4, n    2, alignment  2/ 7:	11.9422	8.24084	8.22373	6.73632	11.7739
Length   16, n   16, alignment  2/ 2:	12.6152	7.57779	8.25196	6.85303	11.3438
Length   16, n   16, alignment  2/ 2:	12.8706	7.74382	8.40201	6.85293	11.2707
Length   16, n   16, alignment  2/ 4:	12.8388	7.64611	8.44605	7.02426	11.3478
Length   16, n   16, alignment  4/ 2:	12.9582	7.56041	8.22351	7.02036	11.2105
Length    4, n    8, alignment  6/ 4:	14.4417	12.0213	11.9644	10.9648	14.1284
Length    8, n    4, alignment  4/ 6:	12.4804	7.53847	8.22376	6.858	11.203
Length    4, n    8, alignment  6/ 4:	14.4722	12.0919	11.9452	10.99	14.1239
Length    8, n    4, alignment  4/ 6:	12.758	7.72683	8.27987	6.85306	11.226
Length   16, n   16, alignment  3/ 3:	12.688	7.556	8.38966	6.88256	11.3481
Length   16, n   16, alignment  3/ 3:	12.741	7.71132	8.22347	6.85296	11.321
Length   16, n   16, alignment  3/ 6:	12.7836	7.65601	8.37188	6.85295	11.3118
Length   16, n   16, alignment  6/ 3:	12.7488	7.72669	8.42922	6.9529	11.2197
Length    8, n   16, alignment  5/ 6:	14.0362	11.1863	10.9699	11.1116	13.9544
Length   16, n    8, alignment  6/ 5:	12.7984	8.30092	8.90898	6.86449	11.2598
Length    8, n   16, alignment  5/ 6:	14.0588	14.2419	11.0491	10.9943	14.2083
Length   16, n    8, alignment  6/ 5:	12.4808	8.2236	8.92204	6.85307	11.3058
Length   16, n   16, alignment  4/ 4:	12.6817	7.58657	8.30375	7.03965	11.419
Length   16, n   16, alignment  4/ 4:	12.6486	7.69158	8.39371	6.8529	11.3149
Length   16, n   16, alignment  4/ 0:	12.9702	7.64525	8.38813	6.94774	11.178
Length   16, n   16, alignment  0/ 4:	12.8474	7.7268	8.43439	6.86438	11.3417
Length   16, n   32, alignment  4/ 0:	14.4962	10.8362	11.8019	11.6548	14.2852
Length   32, n   16, alignment  0/ 4:	12.6532	6.91119	6.90246	6.97186	11.1942
Length   16, n   32, alignment  4/ 0:	14.6496	10.6518	11.6503	11.6553	14.3309
Length   32, n   16, alignment  0/ 4:	12.5132	6.85315	6.85869	6.85312	11.2423
Length   16, n   16, alignment  5/ 5:	12.7251	7.5383	8.22867	6.85293	11.4533
Length   16, n   16, alignment  5/ 5:	13.0177	7.67004	8.22359	7.00352	11.4068
Length   16, n   16, alignment  5/ 2:	12.931	7.60123	8.22346	6.9869	11.4621
Length   16, n   16, alignment  2/ 5:	12.5778	7.5995	8.37404	6.85758	11.2097
Length   32, n   64, alignment  3/ 2:	16.787	10.5418	10.4113	13.6189	17.7032
Length   64, n   32, alignment  2/ 3:	11.398	7.70314	7.5456	7.53834	11.2751
Length   32, n   64, alignment  3/ 2:	17.5927	9.90054	10.5366	13.9091	17.3483
Length   64, n   32, alignment  2/ 3:	11.5383	7.73181	7.72706	7.72694	11.3999
Length   16, n   16, alignment  6/ 6:	12.8831	7.66662	8.40858	6.85811	11.5142
Length   16, n   16, alignment  6/ 6:	12.6962	7.74843	8.45179	6.97894	11.2349
Length   16, n   16, alignment  6/ 4:	12.6086	7.55635	8.35553	6.9954	11.1438
Length   16, n   16, alignment  4/ 6:	12.7295	7.5982	8.42917	6.89975	11.2257
Length   64, n  128, alignment  2/ 4:	16.0911	14.9027	13.8901	16.4797	16.1424
Length  128, n   64, alignment  4/ 2:	14.4579	10.1064	10.5173	11.943	14.0697
Length   64, n  128, alignment  2/ 4:	16.3765	14.9538	14.0722	16.3496	16.22
Length  128, n   64, alignment  4/ 2:	14.919	10.4988	10.5417	12.131	13.9887
Length   16, n   16, alignment  7/ 7:	12.8655	7.74953	8.4293	7.02729	11.1207
Length   16, n   16, alignment  7/ 7:	13.0118	7.57508	8.22344	6.85755	11.3585
Length   16, n   16, alignment  7/ 6:	12.8547	7.64632	8.28078	6.96378	11.4772
Length   16, n   16, alignment  6/ 7:	12.6508	7.67193	8.22812	6.92342	11.2677
Length  128, n  256, alignment  1/ 6:	20.1397	18.5135	17.2092	24.8441	20.9832
Length  256, n  128, alignment  6/ 1:	17.6704	13.9044	13.0506	19.7529	17.0936
Length  128, n  256, alignment  1/ 6:	21.4124	18.4166	17.4232	25.2931	21.0956
Length  256, n  128, alignment  6/ 1:	16.805	13.9316	13.0409	19.7743	17.245
Length    8, n   16, alignment  0/ 0:	14.4762	11.2566	11.2442	11.2389	14.1432
Length   32, n   16, alignment  0/ 0:	12.8192	6.85791	6.88542	7.02422	11.354
Length    8, n   16, alignment  7/ 2:	14.4388	11.6672	11.5931	10.965	14.1782
Length   32, n   16, alignment  7/ 2:	12.8655	7.59957	7.72289	6.90624	11.085
Length   16, n   32, alignment  0/ 0:	14.1624	10.0517	11.7179	11.65	14.1036
Length   64, n   32, alignment  0/ 0:	12.5794	7.73173	7.65045	7.54323	11.3517
Length   16, n   32, alignment  6/ 4:	14.5168	10.7173	11.6549	11.6501	14.1508
Length   64, n   32, alignment  6/ 4:	11.221	7.7267	7.74401	7.64297	11.2522
Length   32, n   64, alignment  0/ 0:	16.0568	9.9922	12.1576	13.0367	15.2539
Length  128, n   64, alignment  0/ 0:	13.6637	7.72681	7.73199	9.69131	13.3332
Length   32, n   64, alignment  5/ 6:	16.343	11.5398	11.9693	14.1243	15.9967
Length  128, n   64, alignment  5/ 6:	13.9133	10.5709	10.2882	12.7236	13.5499
Length   64, n  128, alignment  0/ 0:	16.4678	13.3435	13.369	15.0131	16.0911
Length  256, n  128, alignment  0/ 0:	16.1835	11.05	10.3841	14.3937	16.0016
Length   64, n  128, alignment  4/ 0:	16.2133	14.1074	13.354	16.4103	17.9937
Length  256, n  128, alignment  4/ 0:	17.6326	13.416	12.4615	18.6864	16.5329
Length  128, n  256, alignment  0/ 0:	19.7974	16.2646	15.9362	23.3628	19.3023
Length  512, n  256, alignment  0/ 0:	19.3772	15.4913	15.1196	18.7774	18.7114
Length  128, n  256, alignment  3/ 2:	21.3851	17.4971	16.5774	24.0209	21.0861
Length  512, n  256, alignment  3/ 2:	26.9322	21.0386	20.5599	23.5877	24.5125
Length  256, n  512, alignment  0/ 0:	27.6746	24.3106	23.475	29.1548	28.2977
Length 1024, n  512, alignment  0/ 0:	29.6007	19.7034	20.0745	30.3502	30.0204
Length  256, n  512, alignment  2/ 4:	30.147	27.3878	26.1883	30.549	30.0319
Length 1024, n  512, alignment  2/ 4:	32.7843	26.0293	26.7357	34.4641	32.9435
Length  512, n 1024, alignment  0/ 0:	43.8025	30.6133	29.8004	44.5408	42.9392
Length 2048, n 1024, alignment  0/ 0:	47.8729	28.3749	29.8634	52.772	48.5599
Length  512, n 1024, alignment  1/ 6:	51.1784	33.1114	29.3801	45.291	50.7928
Length 2048, n 1024, alignment  1/ 6:	54.2061	41.1025	36.4531	54.9814	55.4474
