                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length   16, n   16, alignment  1/ 1:	11.3906	7.52089	8.45103	7.19624	11.0609
Length   16, n   16, alignment  1/ 1:	11.8001	7.53831	7.55501	6.8693	11.1476
Length   16, n   16, alignment  1/ 2:	18.4867	7.79453	7.69712	6.85297	11.3778
Length   16, n   16, alignment  2/ 1:	11.763	7.57379	7.55595	6.85294	12.4956
Length    2, n    4, alignment  7/ 2:	13.4481	11.3534	11.6502	11.5987	13.641
Length    4, n    2, alignment  2/ 7:	10.9773	7.73475	8.22383	6.85306	11.2499
Length    2, n    4, alignment  7/ 2:	13.2857	11.0035	11.7212	11.575	14.5784
Length    4, n    2, alignment  2/ 7:	10.7046	7.54336	8.22374	6.74706	11.6404
Length   16, n   16, alignment  2/ 2:	11.6524	7.54332	7.53837	6.85303	11.2201
Length   16, n   16, alignment  2/ 2:	11.6887	7.54401	7.55518	6.85301	11.3014
Length   16, n   16, alignment  2/ 4:	11.7615	7.59162	7.74398	6.91281	11.3928
Length   16, n   16, alignment  4/ 2:	12.0778	7.72666	7.57165	6.8612	11.2802
Length    4, n    8, alignment  6/ 4:	14.8007	12.0521	11.9678	11.655	14.824
Length    8, n    4, alignment  4/ 6:	11.0861	7.53841	8.22863	6.85304	11.099
Length    4, n    8, alignment  6/ 4:	14.0463	12.1433	11.9484	11.6548	14.1893
Length    8, n    4, alignment  4/ 6:	11.3791	7.58395	8.34854	7.0412	11.2551
Length   16, n   16, alignment  3/ 3:	11.6575	7.5382	7.54286	7.00983	11.2
Length   16, n   16, alignment  3/ 3:	12.1837	7.54325	7.53827	6.85299	11.3499
Length   16, n   16, alignment  3/ 6:	11.9526	7.68028	7.53828	6.85296	11.1066
Length   16, n   16, alignment  6/ 3:	11.8919	7.73352	7.59883	6.95172	11.2412
Length    8, n   16, alignment  5/ 6:	14.4046	11.1807	10.1782	11.6501	14.1886
Length   16, n    8, alignment  6/ 5:	11.2186	8.22863	7.53833	6.85306	11.3634
Length    8, n   16, alignment  5/ 6:	14.4441	11.1725	10.1884	11.65	14.1437
Length   16, n    8, alignment  6/ 5:	11.3981	8.2287	7.69612	6.85298	11.3565
Length   16, n   16, alignment  4/ 4:	11.8511	7.67854	7.53826	6.85799	11.3004
Length   16, n   16, alignment  4/ 4:	11.8115	7.72674	7.70849	6.87755	11.203
Length   16, n   16, alignment  4/ 0:	11.8308	7.74207	7.62011	6.97582	11.3315
Length   16, n   16, alignment  0/ 4:	11.9693	7.62664	7.54277	6.85289	11.1589
Length   16, n   32, alignment  4/ 0:	15.0142	10.584	10.5264	11.6547	14.2854
Length   32, n   16, alignment  0/ 4:	11.6951	6.98964	6.89126	6.90433	11.2594
Length   16, n   32, alignment  4/ 0:	15.3029	10.6072	10.5395	11.6564	14.5566
Length   32, n   16, alignment  0/ 4:	12.0881	7.0246	6.89664	6.85289	11.0352
Length   16, n   16, alignment  5/ 5:	11.8099	7.72669	7.68267	6.8529	11.262
Length   16, n   16, alignment  5/ 5:	11.8974	7.65275	7.54496	6.85289	11.122
Length   16, n   16, alignment  5/ 2:	12.1231	7.76966	7.59146	6.92023	11.2143
Length   16, n   16, alignment  2/ 5:	11.9905	7.67421	7.53826	6.8992	11.2901
Length   32, n   64, alignment  3/ 2:	18.3998	9.87704	10.5035	12.5911	18.8819
Length   64, n   32, alignment  2/ 3:	10.9309	7.65797	7.67278	7.57802	10.3648
Length   32, n   64, alignment  3/ 2:	18.6603	9.7288	10.4282	12.6792	18.1467
Length   64, n   32, alignment  2/ 3:	11.0422	7.72686	7.64367	7.45824	10.4434
Length   16, n   16, alignment  6/ 6:	11.9309	7.7438	7.72099	6.85289	11.1827
Length   16, n   16, alignment  6/ 6:	12.08	7.60861	7.64206	6.85288	11.3335
Length   16, n   16, alignment  6/ 4:	11.9435	7.69467	7.69526	6.85289	11.1199
Length   16, n   16, alignment  4/ 6:	11.904	7.68015	7.53825	7.01186	11.2312
Length   64, n  128, alignment  2/ 4:	16.9241	14.238	14.0067	15.7298	16.0541
Length  128, n   64, alignment  4/ 2:	12.9935	9.71135	10.5366	11.6181	12.8425
Length   64, n  128, alignment  2/ 4:	17.3116	14.2041	13.9147	15.9519	16.1304
Length  128, n   64, alignment  4/ 2:	12.7956	9.16753	10.5416	11.619	12.8063
Length   16, n   16, alignment  7/ 7:	11.964	7.73165	7.72679	7.02422	11.2877
Length   16, n   16, alignment  7/ 7:	11.7608	7.73149	7.70654	6.8529	11.3079
Length   16, n   16, alignment  7/ 6:	11.7944	7.57973	7.65426	6.85775	11.4939
Length   16, n   16, alignment  6/ 7:	11.9488	7.72665	7.59474	6.85748	11.1188
Length  128, n  256, alignment  1/ 6:	21.976	17.4428	17.3111	24.4616	21.5902
Length  256, n  128, alignment  6/ 1:	16.0376	13.4786	13.2776	19.6652	16.0525
Length  128, n  256, alignment  1/ 6:	22.6151	17.6943	17.3562	24.3857	21.3495
Length  256, n  128, alignment  6/ 1:	16.0033	13.5425	13.2426	19.7094	16.1799
Length    8, n   16, alignment  0/ 0:	15.8084	11.2389	10.413	11.8531	14.4251
Length   32, n   16, alignment  0/ 0:	12.0013	6.86885	6.98681	6.85758	11.3953
Length    8, n   16, alignment  7/ 2:	14.6524	11.5336	11.449	11.6547	14.0518
Length   32, n   16, alignment  7/ 2:	11.8629	7.72673	7.64497	6.85856	11.5181
Length   16, n   32, alignment  0/ 0:	14.577	9.832	9.72403	11.6502	14.0966
Length   64, n   32, alignment  0/ 0:	10.8673	7.661	7.6922	6.85797	10.2607
Length   16, n   32, alignment  6/ 4:	15.3528	10.7269	10.5161	11.65	14.0867
Length   64, n   32, alignment  6/ 4:	10.9258	7.7435	7.61378	6.91649	10.3764
Length   32, n   64, alignment  0/ 0:	15.2794	10.4372	10.5441	12.1348	15.2028
Length  128, n   64, alignment  0/ 0:	11.9882	8.39832	8.42943	9.36637	11.9367
Length   32, n   64, alignment  5/ 6:	17.3616	11.7789	11.6641	13.1592	16.9729
Length  128, n   64, alignment  5/ 6:	12.7146	10.5806	10.2796	12.5745	12.4776
Length   64, n  128, alignment  0/ 0:	15.9263	13.3575	13.462	15.0203	15.7988
Length  256, n  128, alignment  0/ 0:	14.8152	10.3172	10.5653	14.1259	15.1478
Length   64, n  128, alignment  4/ 0:	16.4723	13.6343	13.5126	16.2426	15.8578
Length  256, n  128, alignment  4/ 0:	15.4421	13.3192	12.2133	18.5874	16.0462
Length  128, n  256, alignment  0/ 0:	19.2036	16.096	15.5645	22.9568	18.7463
Length  512, n  256, alignment  0/ 0:	18.1312	15.6445	14.95	18.9663	18.5117
Length  128, n  256, alignment  3/ 2:	22.3364	17.3591	16.9128	23.848	21.5744
Length  512, n  256, alignment  3/ 2:	23.6248	20.8949	20.6375	23.415	24.2707
