                            	generic_strncpy	__strncpy_avx2	__strncpy_evex	__strncpy_sse2_unaligned	__strncpy_generic
Length  256, n  128, alignment  6/ 1:	16.2249	13.5508	13.2557	19.6756	16.1633
Length  128, n  256, alignment  1/ 6:	20.9763	17.6234	17.4784	24.3976	21.5634
Length  256, n  128, alignment  6/ 1:	16.1618	13.5322	13.2504	19.7156	16.4556
Length    8, n   16, alignment  0/ 0:	15.5757	11.2443	10.1932	11.9904	13.8984
Length   32, n   16, alignment  0/ 0:	11.7493	6.91608	6.85811	6.91143	11.4575
Length    8, n   16, alignment  7/ 2:	15.6364	11.5422	11.4819	11.6547	15.6342
Length   32, n   16, alignment  7/ 2:	11.7941	7.55425	7.54324	6.8529	11.2332
Length   16, n   32, alignment  0/ 0:	14.5855	9.94304	9.74	11.7177	14.221
Length   64, n   32, alignment  0/ 0:	10.6598	7.76383	7.69063	6.85307	10.2119
Length   16, n   32, alignment  6/ 4:	15.239	10.7863	10.6013	11.6552	14.1539
Length   64, n   32, alignment  6/ 4:	10.9191	7.74375	7.73178	6.95519	10.502
Length   32, n   64, alignment  0/ 0:	15.8856	10.3164	10.5727	11.9799	15.1432
Length  128, n   64, alignment  0/ 0:	12.7581	8.36976	8.35091	9.27839	12.7241
Length   32, n   64, alignment  5/ 6:	16.6427	11.7767	11.8491	13.2156	17.4212
Length  128, n   64, alignment  5/ 6:	12.3059	10.5521	10.4572	12.6215	12.766
Length   64, n  128, alignment  0/ 0:	15.9799	13.0419	12.9494	14.8864	16.1024
Length  256, n  128, alignment  0/ 0:	16.0609	10.473	10.5618	14.1018	15.4887
Length   64, n  128, alignment  4/ 0:	16.0012	13.6516	14.0115	16.2372	16.3796
Length  256, n  128, alignment  4/ 0:	14.9066	13.3272	12.2297	18.5862	15.3193
Length  128, n  256, alignment  0/ 0:	19.3272	16.1249	15.549	23.182	19.1496
Length  512, n  256, alignment  0/ 0:	18.3386	15.66	14.9144	18.8703	18.4952
Length  128, n  256, alignment  3/ 2:	21.6132	17.3347	17.0367	23.8874	22.6342
Length  512, n  256, alignment  3/ 2:	23.5834	20.819	20.6395	23.473	23.5524
Length  256, n  512, alignment  0/ 0:	27.6117	23.9935	23.4808	28.5905	27.7815
Length 1024, n  512, alignment  0/ 0:	29.7304	19.4664	19.7644	31.2731	29.4419
Length  256, n  512, alignment  2/ 4:	29.5544	26.6532	25.9333	30.4424	29.4026
Length 1024, n  512, alignment  2/ 4:	31.3985	25.619	26.7901	35.8669	31.4881
Length  512, n 1024, alignment  0/ 0:	45.7846	29.6287	28.2663	46.5477	44.6697
Length 2048, n 1024, alignment  0/ 0:	46.9148	28.4272	29.6632	59.7722	47.3135
Length  512, n 1024, alignment  1/ 6:	54.9783	32.0339	29.3793	46.1647	55.4938
Length 2048, n 1024, alignment  1/ 6:	49.9641	40.5939	36.8265	63.2293	50.3938
