                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9178	5.9137	5.8811	5.77795	5.77173
Length    0, alignments in bytes  0/ 0:	10.9233	5.92456	5.86926	5.78101	5.77722
Length    0, alignments in bytes  0/ 0:	10.8253	6.48877	5.87	5.77051	5.77368
Length    0, alignments in bytes  0/ 0:	10.8887	5.93213	5.86401	5.77319	5.76453
Length    1, alignments in bytes  0/ 0:	11.2223	5.91028	6.50903	5.76599	5.78357
Length    1, alignments in bytes  0/ 0:	11.1127	6.50488	6.4906	5.78491	5.77441
Length    1, alignments in bytes  0/ 1:	10.8076	6.48779	5.85693	5.76453	5.77551
Length    1, alignments in bytes  1/ 0:	11.0204	5.75635	5.74976	5.11804	4.78308
Length    2, alignments in bytes  0/ 0:	9.46826	5.88696	5.89819	6.60693	6.26038
Length    2, alignments in bytes  0/ 0:	9.02478	5.74817	5.76379	5.98853	6.2627
Length    2, alignments in bytes  0/ 2:	9.04407	5.6781	5.71423	6.00122	6.25146
Length    2, alignments in bytes  2/ 0:	8.9519	4.9978	5.62976	4.99719	6.26794
Length    3, alignments in bytes  0/ 0:	9.53198	5.00537	5.00916	5.00134	6.2627
Length    3, alignments in bytes  0/ 0:	9.96667	4.42969	5.00732	5.0072	6.26001
Length    3, alignments in bytes  0/ 3:	9.38269	5.00879	4.99866	5.00403	6.25024
Length    3, alignments in bytes  3/ 0:	9.38513	5.00659	4.99719	5.00403	8.12671
Length    4, alignments in bytes  0/ 0:	9.46509	7.82031	7.82581	6.23779	8.31531
Length    4, alignments in bytes  0/ 0:	9.62866	7.99426	7.99744	5.86914	8.31604
Length    4, alignments in bytes  0/ 4:	9.59656	6.05933	6.10193	5.86401	8.3114
Length    4, alignments in bytes  4/ 0:	9.58215	5.10925	5.12146	5.10779	8.33167
Length    5, alignments in bytes  0/ 0:	9.58887	7.99146	7.99329	6.63281	9.13464
Length    5, alignments in bytes  0/ 0:	9.60083	7.98926	7.98584	6.63379	9.10742
Length    5, alignments in bytes  0/ 5:	10.0284	6.0603	6.10059	5.83508	8.31128
Length    5, alignments in bytes  5/ 0:	9.58191	5.10925	5.11938	5.10779	8.32898
Length    6, alignments in bytes  0/ 0:	9.62781	7.98938	7.98584	7.34302	11.5139
Length    6, alignments in bytes  0/ 0:	9.65442	7.99402	7.99805	7.34753	11.5068
Length    6, alignments in bytes  0/ 6:	9.78516	6.03491	6.11365	7.19495	12.697
Length    6, alignments in bytes  6/ 0:	10.2842	5.48413	5.49316	5.48474	10.3148
Length    7, alignments in bytes  0/ 0:	10.8276	7.00342	6.94727	5.11121	11.5139
Length    7, alignments in bytes  0/ 0:	9.8175	7.57544	7.40222	5.49255	12.3506
Length    7, alignments in bytes  0/ 7:	10.7852	6.04358	6.11548	5.11267	11.4958
Length    7, alignments in bytes  7/ 0:	9.72876	5.11206	5.1167	5.11035	8.96509
Length    8, alignments in bytes  0/ 0:	10.984	9.177	8.58984	6.29346	5.54919
Length    8, alignments in bytes  0/ 0:	10.4872	8.84485	8.57764	6.29663	5.51233
Length    8, alignments in bytes  0/ 0:	12.9093	10.1395	10.7792	8.26855	9.09497
Length    8, alignments in bytes  0/ 0:	16.0834	10.4562	10.4814	7.75854	5.49451
Length    9, alignments in bytes  0/ 0:	10.6292	9.65552	9.698	7.89551	8.82922
Length    9, alignments in bytes  0/ 0:	15.1165	9.48962	9.4502	8.12476	9.14868
Length    9, alignments in bytes  0/ 1:	10.7004	8.72705	8.17322	7.21143	6.85889
Length    9, alignments in bytes  1/ 0:	10.2203	8.3717	8.20129	7.15393	14.3927
Length   10, alignments in bytes  0/ 0:	10.0374	8.38586	8.23694	7.51453	7.85706
Length   10, alignments in bytes  0/ 0:	10.0668	8.46655	8.17249	7.50854	7.85449
Length   10, alignments in bytes  0/ 2:	10.0457	8.49463	8.17078	7.35022	7.66455
Length   10, alignments in bytes  2/ 0:	10.0159	8.34973	8.21875	7.25391	14.3246
Length   11, alignments in bytes  0/ 0:	9.9834	8.58557	8.1748	6.85693	7.75391
Length   11, alignments in bytes  0/ 0:	9.86206	8.49658	8.46936	6.86707	7.96289
Length   11, alignments in bytes  0/ 3:	11.8931	8.60962	8.18018	7.34009	8.47266
Length   11, alignments in bytes  3/ 0:	10.0173	8.36035	8.21411	7.25171	15.6971
Length   12, alignments in bytes  0/ 0:	10.2456	8.38538	8.17078	7.52124	8.69849
Length   12, alignments in bytes  0/ 0:	9.87927	8.5708	8.18115	7.51257	8.69604
Length   12, alignments in bytes  0/ 4:	9.98596	8.04077	8.00659	7.55566	8.94897
Length   12, alignments in bytes  4/ 0:	10.0115	8.03784	7.98608	7.25183	11.2158
Length   13, alignments in bytes  0/ 0:	10.229	8.37524	8.18042	7.51184	11.3644
Length   13, alignments in bytes  0/ 0:	10.2129	8.43518	8.17993	7.5304	11.3634
Length   13, alignments in bytes  0/ 5:	9.86609	8.04065	7.96448	7.55176	10.1168
Length   13, alignments in bytes  5/ 0:	10.1952	8.04272	7.98218	7.24524	12.2731
Length   14, alignments in bytes  0/ 0:	14.4343	8.76733	8.17578	7.51306	13.9393
Length   14, alignments in bytes  0/ 0:	10.6382	8.43042	8.17175	7.52026	12.5833
Length   14, alignments in bytes  0/ 6:	9.87476	8.08386	7.8772	7.56555	11.7638
Length   14, alignments in bytes  6/ 0:	10.0938	8.03259	8.00916	7.25037	12.6273
Length   15, alignments in bytes  0/ 0:	10.0354	7.14526	7.39148	5.2395	11.7751
Length   15, alignments in bytes  0/ 0:	9.84253	7.25293	7.39478	5.23657	11.7771
Length   15, alignments in bytes  0/ 7:	9.98718	8.04077	7.96631	5.24023	11.7665
Length   15, alignments in bytes  7/ 0:	9.8634	8.02893	7.98218	5.23828	12.3894
Length   16, alignments in bytes  0/ 0:	9.89185	8.42798	8.17737	5.24048	6.67944
Length   16, alignments in bytes  7/ 2:	9.80762	8.34778	8.20435	5.58655	13.1743
Length   32, alignments in bytes  0/ 0:	10.052	5.95264	6.55261	6.93188	9.41956
Length   32, alignments in bytes  6/ 4:	10.3236	5.9325	6.11621	10.9379	15.4358
Length   64, alignments in bytes  0/ 0:	12.2897	7.91089	7.86084	7.95837	14.6779
Length   64, alignments in bytes  5/ 6:	13.9192	13.1647	13.7212	11.9214	24.1388
