                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.9768	5.66614	6.18689	5.49146	5.49939
Length    0, alignments in bytes  0/ 0:	10.9757	5.66138	6.1781	5.50012	5.48853
Length    0, alignments in bytes  0/ 0:	10.9753	6.18506	6.17712	5.48779	5.49023
Length    0, alignments in bytes  0/ 0:	10.9727	5.65588	6.18054	5.48657	5.48975
Length    1, alignments in bytes  0/ 0:	19.5033	6.1814	6.86499	5.5155	5.48682
Length    1, alignments in bytes  0/ 0:	19.4657	6.19519	6.86157	5.49695	5.51721
Length    1, alignments in bytes  0/ 1:	19.4827	6.17957	6.86365	5.49353	5.49744
Length    1, alignments in bytes  1/ 0:	19.4022	6.16919	6.86377	5.48901	5.71399
Length    2, alignments in bytes  0/ 0:	19.5813	6.86353	6.86279	6.99548	6.8761
Length    2, alignments in bytes  0/ 0:	19.6263	6.86084	6.87244	6.98279	6.86487
Length    2, alignments in bytes  0/ 2:	19.5394	6.86877	6.8623	6.98779	6.86511
Length    2, alignments in bytes  2/ 0:	20.5883	6.85791	6.85413	5.50635	6.82227
Length    3, alignments in bytes  0/ 0:	25.9292	6.17896	6.86377	5.50342	6.89001
Length    3, alignments in bytes  0/ 0:	25.9153	6.18127	6.86401	5.50146	7.05933
Length    3, alignments in bytes  0/ 3:	25.9218	6.18079	6.85718	5.49695	6.95325
Length    3, alignments in bytes  3/ 0:	25.9584	6.17371	6.85364	5.49536	9.03088
Length    4, alignments in bytes  0/ 0:	25.922	20.6659	21.9467	6.33167	8.23877
Length    4, alignments in bytes  0/ 0:	25.9435	20.6516	21.5524	6.32642	8.9209
Length    4, alignments in bytes  0/ 4:	25.9545	20.6783	22.0081	6.32239	8.91919
Length    4, alignments in bytes  4/ 0:	21.2571	15.8582	16.7954	5.48486	9.07556
Length    5, alignments in bytes  0/ 0:	25.9519	20.6464	21.927	7.36658	10.192
Length    5, alignments in bytes  0/ 0:	25.9331	21.5375	21.983	7.37598	10.1666
Length    5, alignments in bytes  0/ 5:	25.9188	20.9375	21.9976	6.53442	8.92773
Length    5, alignments in bytes  5/ 0:	21.2429	16.1573	17.8259	7.56042	27.528
Length    6, alignments in bytes  0/ 0:	26.2826	20.9089	21.8939	7.90344	14.3744
Length    6, alignments in bytes  0/ 0:	31.6422	20.65	21.6971	7.89478	12.4303
Length    6, alignments in bytes  0/ 6:	26.1749	20.6753	22.0271	6.22437	12.3424
Length    6, alignments in bytes  6/ 0:	21.2189	15.8668	17.0337	5.5061	9.0354
Length    7, alignments in bytes  0/ 0:	23.4625	20.6433	21.9301	7.06287	12.4058
Length    7, alignments in bytes  0/ 0:	23.4888	20.1512	21.3453	5.95068	12.0518
