                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   64, n   32, alignment  0/ 0:	11.5674	7.7267	7.74869	7.7269	11.4237
Length   16, n   32, alignment  6/ 4:	15.0271	10.8049	11.9412	11.9485	14.6147
Length   64, n   32, alignment  6/ 4:	11.5874	7.73198	7.74372	7.7268	11.4109
Length   32, n   64, alignment  0/ 0:	15.4284	10.1209	10.8443	13.2784	15.0482
Length  128, n   64, alignment  0/ 0:	13.7586	7.92497	7.94218	10.0917	12.3377
Length   32, n   64, alignment  5/ 6:	16.5029	11.8198	11.9766	14.3345	16.4668
Length  128, n   64, alignment  5/ 6:	14.316	10.8312	10.5644	13.0541	13.8591
Length   64, n  128, alignment  0/ 0:	16.859	13.6395	12.7367	15.6241	16.4344
Length  256, n  128, alignment  0/ 0:	16.5524	11.2257	11.4801	14.802	16.7279
Length   64, n  128, alignment  4/ 0:	16.799	14.5286	13.4472	16.4278	16.4144
Length  256, n  128, alignment  4/ 0:	16.6005	13.7854	13.0592	19.1135	16.0501
Length  128, n  256, alignment  0/ 0:	19.9723	16.6826	16.3099	24.1145	18.593
Length  512, n  256, alignment  0/ 0:	20.143	15.842	15.5069	19.3377	18.8825
Length  128, n  256, alignment  3/ 2:	22.1362	17.9268	17.0514	24.5684	20.9743
Length  512, n  256, alignment  3/ 2:	24.5399	21.6635	21.2438	24.1148	24.5433
Length  256, n  512, alignment  0/ 0:	28.5237	24.9037	24.0702	30.001	28.7614
Length 1024, n  512, alignment  0/ 0:	30.1699	20.2022	20.3139	30.7056	31.7726
Length  256, n  512, alignment  2/ 4:	31.0343	27.5235	26.7026	31.3432	30.2055
Length 1024, n  512, alignment  2/ 4:	32.6804	26.7926	27.3902	34.8978	33.7992
Length  512, n 1024, alignment  0/ 0:	44.5843	31.1754	28.8315	45.5492	44.0063
Length 2048, n 1024, alignment  0/ 0:	48.3796	28.571	30.3243	53.5501	48.4724
Length  512, n 1024, alignment  1/ 6:	52.3128	33.345	29.9233	46.119	52.2027
Length 2048, n 1024, alignment  1/ 6:	55.1938	41.5376	36.9705	56.4589	56.4345
