                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.4249	7.57737	9.68782	6.90141	11.2756
Length   16, n   16, alignment  1/ 1:	17.9328	9.03193	8.44638	6.85303	11.1053
Length   16, n   16, alignment  1/ 2:	12.7342	7.58917	8.3601	6.86552	12.4081
Length   16, n   16, alignment  2/ 1:	13.1294	7.92844	8.53232	7.02439	11.4242
Length    2, n    4, alignment  7/ 2:	13.7085	11.9711	11.2389	11.1205	13.9841
Length    4, n    2, alignment  2/ 7:	12.0615	9.81089	8.25047	6.85306	11.2488
Length    2, n    4, alignment  7/ 2:	13.6522	11.9726	11.148	10.9763	14.0511
Length    4, n    2, alignment  2/ 7:	12.5393	9.59301	8.26617	6.85305	11.6005
Length   16, n   16, alignment  2/ 2:	12.8738	7.75107	8.42916	7.02992	11.3412
Length   16, n   16, alignment  2/ 2:	12.8591	7.7443	8.43258	6.93813	11.3375
Length   16, n   16, alignment  2/ 4:	12.9926	7.72676	8.45146	7.02423	11.4896
Length   16, n   16, alignment  4/ 2:	12.7963	7.74422	8.43463	7.02427	11.497
Length    4, n    8, alignment  6/ 4:	14.3528	12.1992	12.2406	11.2392	14.3075
Length    8, n    4, alignment  4/ 6:	12.8777	9.13682	8.42909	6.89755	11.5
Length    4, n    8, alignment  6/ 4:	14.7169	12.2128	12.1477	10.9648	14.4701
Length    8, n    4, alignment  4/ 6:	12.8972	9.13161	8.42924	6.97223	11.5021
Length   16, n   16, alignment  3/ 3:	13.0179	7.76496	8.43451	7.02429	11.5743
Length   16, n   16, alignment  3/ 3:	12.9608	7.75106	8.42905	7.02427	11.536
Length   16, n   16, alignment  3/ 6:	12.7497	7.74937	8.46736	7.02421	11.3831
Length   16, n   16, alignment  6/ 3:	12.78	7.72664	8.45102	7.04569	11.4157
Length    8, n   16, alignment  5/ 6:	14.2854	11.2784	11.5503	11.3287	14.5194
Length   16, n    8, alignment  6/ 5:	12.7353	8.4291	9.1582	7.02446	11.229
Length    8, n   16, alignment  5/ 6:	14.1316	11.2617	11.107	11.2356	13.9352
Length   16, n    8, alignment  6/ 5:	12.7079	8.44641	9.13676	7.02441	11.5883
Length   16, n   16, alignment  4/ 4:	13.0233	7.75438	8.44674	7.02424	11.343
Length   16, n   16, alignment  4/ 4:	12.9634	7.73229	8.42904	7.02921	11.4939
Length   16, n   16, alignment  4/ 0:	12.8443	7.72672	8.42916	7.0289	11.6455
Length   16, n   16, alignment  0/ 4:	12.6764	7.74895	8.45176	7.02422	11.4992
Length   16, n   32, alignment  4/ 0:	14.9695	10.8138	11.9415	11.6974	14.5142
Length   32, n   16, alignment  0/ 4:	12.9002	7.04619	7.06962	7.04051	11.5032
Length   16, n   32, alignment  4/ 0:	15.053	10.8437	11.9414	11.948	14.3282
Length   32, n   16, alignment  0/ 4:	12.6232	7.02999	7.02444	7.04032	11.6012
Length   16, n   16, alignment  5/ 5:	12.6439	7.73231	8.44649	7.02423	11.3549
Length   16, n   16, alignment  5/ 5:	12.7885	7.74425	8.42908	7.02945	11.6761
Length   16, n   16, alignment  5/ 2:	12.9143	7.7267	8.43464	7.02423	11.5113
Length   16, n   16, alignment  2/ 5:	13.0118	7.74416	8.43467	7.02424	11.5333
Length   32, n   64, alignment  3/ 2:	17.8643	10.1851	10.6187	13.8789	17.8502
Length   64, n   32, alignment  2/ 3:	11.6513	7.85704	7.92506	7.94783	11.7398
Length   32, n   64, alignment  3/ 2:	18.1214	10.1559	10.8303	14.0763	18.9302
Length   64, n   32, alignment  2/ 3:	11.4231	7.72676	7.78289	7.72677	11.5024
Length   16, n   16, alignment  6/ 6:	12.9243	7.93054	8.64531	7.06203	11.3889
Length   16, n   16, alignment  6/ 6:	12.7607	7.72672	8.42906	7.02919	11.4678
Length   16, n   16, alignment  6/ 4:	12.9202	7.74912	8.45377	7.02422	11.3659
Length   16, n   16, alignment  4/ 6:	13.0266	7.7488	8.64179	7.03979	11.5616
Length   64, n  128, alignment  2/ 4:	16.7663	15.3768	14.5582	16.7012	16.2423
Length  128, n   64, alignment  4/ 2:	14.366	9.99524	10.7244	12.2244	14.1051
Length   64, n  128, alignment  2/ 4:	16.6234	15.2904	14.4929	16.6771	17.0748
Length  128, n   64, alignment  4/ 2:	14.9153	10.8152	10.6601	12.2397	14.1176
Length   16, n   16, alignment  7/ 7:	13.0608	7.92492	8.5358	7.02934	11.5941
Length   16, n   16, alignment  7/ 7:	12.8286	7.72692	8.43376	7.02422	11.3489
Length   16, n   16, alignment  7/ 6:	12.8926	7.74415	8.43467	7.02423	11.4613
Length   16, n   16, alignment  6/ 7:	12.9094	7.73234	8.44639	7.02421	11.5558
Length  128, n  256, alignment  1/ 6:	21.0564	18.4288	17.8841	25.3372	20.997
Length  256, n  128, alignment  6/ 1:	17.402	14.2745	13.3627	20.3013	17.6848
Length  128, n  256, alignment  1/ 6:	21.0419	19.369	18.0469	25.9266	20.8572
Length  256, n  128, alignment  6/ 1:	17.3499	14.2633	13.4069	20.2778	17.5655
Length    8, n   16, alignment  0/ 0:	14.8409	11.5505	11.5272	11.5277	14.3017
Length   32, n   16, alignment  0/ 0:	12.7262	7.0244	7.02932	7.02421	11.5028
Length    8, n   16, alignment  7/ 2:	14.4704	11.715	11.7385	11.0499	13.9025
Length   32, n   16, alignment  7/ 2:	12.6493	7.74306	7.73196	7.0242	11.4851
Length   16, n   32, alignment  0/ 0:	15.0965	10.0246	11.852	11.8	14.1082
