                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	11.9748	8.13657	8.44676	6.75207	11.0926
Length   16, n   16, alignment  1/ 1:	12.1503	10.086	8.61197	6.92665	11.2676
Length   16, n   16, alignment  1/ 2:	12.8643	7.5383	8.37385	7.0364	11.3358
Length   16, n   16, alignment  2/ 1:	12.8769	7.72682	8.46036	6.91294	11.2928
Length    2, n    4, alignment  7/ 2:	13.8839	12.7021	10.9649	10.978	15.279
Length    4, n    2, alignment  2/ 7:	11.8102	8.22363	8.2383	6.8531	11.3351
Length    2, n    4, alignment  7/ 2:	13.8937	11.8603	10.9648	10.9705	13.9696
Length    4, n    2, alignment  2/ 7:	11.9098	8.23962	8.22888	6.853	11.5434
Length   16, n   16, alignment  2/ 2:	12.6183	7.6617	8.22366	6.85302	11.3283
Length   16, n   16, alignment  2/ 2:	12.9802	7.65261	8.26388	7.09498	11.1943
Length   16, n   16, alignment  2/ 4:	12.8661	7.72672	8.42905	7.02999	11.6074
Length   16, n   16, alignment  4/ 2:	12.7631	7.72686	8.30523	6.85294	11.2236
Length    4, n    8, alignment  6/ 4:	14.8529	12.2083	12.0037	11.0909	14.6003
Length    8, n    4, alignment  4/ 6:	12.8254	8.30945	8.22372	6.85308	11.4253
Length    4, n    8, alignment  6/ 4:	14.4358	12.1932	12.0645	10.9647	14.455
Length    8, n    4, alignment  4/ 6:	12.7366	7.67176	8.36478	6.85306	11.4887
Length   16, n   16, alignment  3/ 3:	12.809	7.74398	8.42922	7.0295	11.3925
Length   16, n   16, alignment  3/ 3:	12.9229	7.72677	8.4346	6.89824	11.1778
Length   16, n   16, alignment  3/ 6:	12.9148	7.72668	8.43417	6.92622	11.3734
Length   16, n   16, alignment  6/ 3:	12.8773	7.73185	8.26997	6.85291	11.2496
Length    8, n   16, alignment  5/ 6:	14.3904	11.2444	11.2467	11.0202	14
Length   16, n    8, alignment  6/ 5:	12.4766	8.43852	8.90895	6.85297	11.3483
Length    8, n   16, alignment  5/ 6:	14.5541	11.2791	10.9701	10.9647	13.9416
Length   16, n    8, alignment  6/ 5:	12.725	8.45164	8.9746	6.85875	11.3182
Length   16, n   16, alignment  4/ 4:	12.5986	7.72668	8.28171	6.85885	11.2193
Length   16, n   16, alignment  4/ 4:	12.9635	7.69504	8.22879	6.85291	11.3163
Length   16, n   16, alignment  4/ 0:	12.9654	7.72674	8.43424	6.87641	11.2807
Length   16, n   16, alignment  0/ 4:	12.8894	7.7715	8.35981	6.97066	11.2214
Length   16, n   32, alignment  4/ 0:	14.8505	10.8269	11.949	11.6501	14.5292
Length   32, n   16, alignment  0/ 4:	12.9162	6.93711	6.98304	6.87794	11.1864
Length   16, n   32, alignment  4/ 0:	15.1535	10.7781	11.8303	11.7287	14.3242
Length   32, n   16, alignment  0/ 4:	12.9147	7.02436	6.98431	6.94139	11.3752
Length   16, n   16, alignment  5/ 5:	12.8382	7.74373	8.39053	6.9347	11.3715
Length   16, n   16, alignment  5/ 5:	12.8783	7.74368	8.43438	6.99775	11.2676
Length   16, n   16, alignment  5/ 2:	12.7412	7.73154	8.3266	6.86731	11.4109
Length   16, n   16, alignment  2/ 5:	12.8372	7.73168	8.42923	6.88658	11.1771
Length   32, n   64, alignment  3/ 2:	18.5491	9.91319	10.56	13.7449	17.3611
Length   64, n   32, alignment  2/ 3:	11.4403	7.72692	7.72685	7.74755	11.528
Length   32, n   64, alignment  3/ 2:	17.5187	9.93889	10.5369	13.8649	17.2572
Length   64, n   32, alignment  2/ 3:	11.3708	7.73242	7.74345	7.72686	11.456
Length   16, n   16, alignment  6/ 6:	12.8863	7.74942	8.468	7.02431	11.4277
Length   16, n   16, alignment  6/ 6:	12.8656	7.72665	8.42924	7.02939	11.4481
Length   16, n   16, alignment  6/ 4:	12.9389	7.72666	8.43562	6.9193	11.0479
Length   16, n   16, alignment  4/ 6:	12.801	7.72669	8.31269	6.93995	11.3092
Length   64, n  128, alignment  2/ 4:	16.3519	14.9354	14.2152	16.3496	16.0888
Length  128, n   64, alignment  4/ 2:	13.7721	10.4825	10.5417	12.2033	13.8358
Length   64, n  128, alignment  2/ 4:	16.6763	14.9467	14.1244	16.6732	16.4243
Length  128, n   64, alignment  4/ 2:	14.3445	10.4924	10.5364	12.2233	13.5872
Length   16, n   16, alignment  7/ 7:	12.9781	7.7358	8.30187	6.93655	11.4973
Length   16, n   16, alignment  7/ 7:	12.9542	7.74395	8.40253	6.96093	11.4276
Length   16, n   16, alignment  7/ 6:	12.7937	7.72669	8.42908	6.9673	11.2716
Length   16, n   16, alignment  6/ 7:	12.9161	7.74413	8.43409	6.96859	11.3546
Length  128, n  256, alignment  1/ 6:	21.3463	18.429	17.5443	25.2548	22.215
Length  256, n  128, alignment  6/ 1:	17.1342	13.6735	13.0065	19.8149	17.2
Length  128, n  256, alignment  1/ 6:	21.4937	18.9005	17.4599	25.3361	21.168
Length  256, n  128, alignment  6/ 1:	16.94	13.8138	13.2841	20.1851	17.1296
Length    8, n   16, alignment  0/ 0:	14.4725	11.5449	11.2851	11.239	14.3449
Length   32, n   16, alignment  0/ 0:	12.7479	6.96525	6.8532	6.86561	11.3525
Length    8, n   16, alignment  7/ 2:	14.5774	11.6777	11.7758	11.0877	14.1862
Length   32, n   16, alignment  7/ 2:	12.9746	7.74335	7.72661	7.03097	11.4305
Length   16, n   32, alignment  0/ 0:	15.0328	9.99283	11.7313	11.6501	14.0328
Length   64, n   32, alignment  0/ 0:	11.394	7.72676	7.74368	7.72815	11.2583
Length   16, n   32, alignment  6/ 4:	15.0794	10.8106	11.9463	11.9135	14.4587
Length   64, n   32, alignment  6/ 4:	11.41	7.62822	7.74323	7.73221	11.5918
Length   32, n   64, alignment  0/ 0:	16.0897	10.3049	10.5367	13.2532	15.0961
Length  128, n   64, alignment  0/ 0:	13.5739	7.72686	7.73385	9.83414	12.0296
Length   32, n   64, alignment  5/ 6:	17.3786	11.522	11.8922	14.3402	15.9117
Length  128, n   64, alignment  5/ 6:	13.7903	10.5554	10.558	12.997	13.4834
Length   64, n  128, alignment  0/ 0:	16.6478	13.3372	24.4819	14.983	15.6901
Length  256, n  128, alignment  0/ 0:	16.0507	10.9597	10.4093	14.3899	15.6888
Length   64, n  128, alignment  4/ 0:	16.3349	14.3335	13.5666	16.4152	16.1202
Length  256, n  128, alignment  4/ 0:	16.3657	13.266	12.7471	19.0339	15.8441
Length  128, n  256, alignment  0/ 0:	19.717	16.3854	15.9133	23.5209	19.5959
Length  512, n  256, alignment  0/ 0:	19.1337	15.4511	15.2342	19.3482	18.9964
Length  128, n  256, alignment  3/ 2:	21.2497	17.7421	16.4384	24.0209	21.3509
Length  512, n  256, alignment  3/ 2:	24.9002	20.963	20.6609	23.4912	24.852
Length  256, n  512, alignment  0/ 0:	28.48	24.3029	23.4701	29.4698	29.0246
Length 1024, n  512, alignment  0/ 0:	29.7738	19.6975	20.6953	29.9684	30.1961
Length  256, n  512, alignment  2/ 4:	30.2885	27.2458	26.2695	31.1493	29.9367
Length 1024, n  512, alignment  2/ 4:	32.6936	26.1781	26.7946	34.7083	32.9378
Length  512, n 1024, alignment  0/ 0:	44.2075	30.6824	29.1408	44.8725	43.7372
Length 2048, n 1024, alignment  0/ 0:	48.5987	28.324	29.5535	52.5561	48.7352
Length  512, n 1024, alignment  1/ 6:	51.1496	33.014	29.8421	45.2525	51.1325
Length 2048, n 1024, alignment  1/ 6:	54.4257	41.284	36.4415	56.2974	55.6433
