                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	18.7736	12.5164	9.69751	9.32996	10.3428
Length    0, alignments in bytes  0/ 0:	19.946	11.3379	9.73669	9.15051	10.2758
Length    0, alignments in bytes  0/ 0:	18.619	11.2476	10.9944	9.35498	10.3395
Length    0, alignments in bytes  0/ 0:	18.6857	11.1633	12.1676	9.32678	10.3632
Length    1, alignments in bytes  0/ 0:	18.5663	12.373	10.8087	8.47595	9.41138
Length    1, alignments in bytes  0/ 0:	16.9911	10.059	9.78198	8.29456	9.1814
Length    1, alignments in bytes  0/ 1:	16.4791	10.9937	9.86853	8.33118	9.22131
Length    1, alignments in bytes  1/ 0:	16.793	10.0295	9.23743	8.28943	7.79468
Length    2, alignments in bytes  0/ 0:	16.6453	9.90564	9.49927	8.65015	10.7902
Length    2, alignments in bytes  0/ 0:	16.7161	9.99402	9.26489	8.28613	11.3273
Length    2, alignments in bytes  0/ 2:	16.5753	10.7866	9.25415	8.28687	11.2916
Length    2, alignments in bytes  2/ 0:	16.6034	9.3866	9.79236	8.49902	11.1359
Length    3, alignments in bytes  0/ 0:	16.3566	9.08557	9.44006	8.35364	10.8147
Length    3, alignments in bytes  0/ 0:	16.3501	10.077	11.1503	9.62207	11.5887
Length    3, alignments in bytes  0/ 3:	17.9918	10.0065	9.43994	8.47424	10.8154
Length    3, alignments in bytes  3/ 0:	16.7601	9.82471	9.46289	8.46704	12.3947
Length    4, alignments in bytes  0/ 0:	16.9504	10.1921	9.64062	8.49536	12.2651
Length    4, alignments in bytes  0/ 0:	16.942	10.1698	9.63794	8.48242	12.2528
Length    4, alignments in bytes  0/ 4:	17.1337	10.3226	9.88843	8.90222	12.8516
Length    4, alignments in bytes  4/ 0:	17.1824	9.7688	9.68396	8.72327	16.7932
Length    5, alignments in bytes  0/ 0:	17.1929	10.6218	11.2391	9.83521	14.5906
Length    5, alignments in bytes  0/ 0:	17.7095	11.1394	10.2062	8.98914	14.2318
Length    5, alignments in bytes  0/ 5:	17.7196	10.2518	9.76685	9.12622	12.4523
Length    5, alignments in bytes  5/ 0:	16.9307	9.65222	9.47119	8.56531	15.3727
Length    6, alignments in bytes  0/ 0:	16.5066	10.4337	9.97156	9.28638	15.1547
Length    6, alignments in bytes  0/ 0:	16.6125	10.4161	9.93494	9.24756	15.1146
Length    6, alignments in bytes  0/ 6:	16.524	10.0211	9.47571	8.56104	14.2002
Length    6, alignments in bytes  6/ 0:	16.401	9.67078	9.46851	8.54871	15.2085
Length    7, alignments in bytes  0/ 0:	17.0114	10.0328	9.50024	8.56897	15.1288
Length    7, alignments in bytes  0/ 0:	17.5149	10.4921	9.97729	8.65967	15.3984
Length    7, alignments in bytes  0/ 7:	16.2765	10.579	9.65491	9.13611	13.4734
Length    7, alignments in bytes  7/ 0:	15.7495	8.52234	9.30493	8.39551	13.9497
Length    8, alignments in bytes  0/ 0:	17.4711	10.9058	10.629	8.42822	9.09485
Length    8, alignments in bytes  0/ 0:	10.6055	8.82874	8.57825	6.28979	5.54419
Length    8, alignments in bytes  0/ 0:	10.6758	8.9176	8.37439	6.13867	5.37512
Length    8, alignments in bytes  0/ 0:	10.084	9.33032	8.86584	6.14648	5.37732
Length    9, alignments in bytes  0/ 0:	10.2206	11.6254	8.57678	7.11243	6.42444
Length    9, alignments in bytes  0/ 0:	10.4153	9.09851	8.37317	6.95142	6.25415
Length    9, alignments in bytes  0/ 1:	10.6503	8.87646	8.86487	8.29016	7.54968
Length    9, alignments in bytes  1/ 0:	10.7311	9.09155	9.01062	7.89026	15.9233
Length   10, alignments in bytes  0/ 0:	10.8033	9.67188	9.00305	7.69275	7.11536
Length   10, alignments in bytes  0/ 0:	10.7069	8.96289	8.58508	8.66516	11.879
Length   10, alignments in bytes  0/ 2:	15.7797	10.2384	9.68225	8.49951	11.5215
Length   10, alignments in bytes  2/ 0:	20.7919	9.17273	8.61279	7.59863	16.9331
Length   11, alignments in bytes  0/ 0:	10.5154	8.87622	9.02563	7.01501	7.95569
Length   11, alignments in bytes  0/ 0:	10.2103	8.55713	8.38342	7.02026	8.19995
Length   11, alignments in bytes  0/ 3:	10.3055	10.4287	8.63049	7.69397	8.89807
Length   11, alignments in bytes  3/ 0:	11.011	8.573	8.43359	7.41565	17.424
