                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.3198	5.67456	6.17615	5.49988	5.4928
Length    0, alignments in bytes  0/ 0:	10.9788	6.1759	6.18579	5.48877	5.50317
Length    0, alignments in bytes  0/ 0:	10.9722	5.66504	6.17517	5.49536	5.48425
Length    0, alignments in bytes  0/ 0:	12.3799	5.6615	6.18103	5.48401	5.49255
Length    1, alignments in bytes  0/ 0:	10.6926	6.17993	6.86426	5.49524	5.4967
Length    1, alignments in bytes  0/ 0:	10.7347	6.86926	6.86731	5.49219	5.50439
Length    1, alignments in bytes  0/ 1:	10.6334	6.17358	6.86206	5.49231	5.48694
Length    1, alignments in bytes  1/ 0:	10.2877	6.18652	6.85693	5.48804	5.10876
Length    2, alignments in bytes  0/ 0:	10.2875	6.86108	6.87585	6.60059	8.2312
Length    2, alignments in bytes  0/ 0:	10.3236	6.8656	6.86865	6.59595	8.23511
Length    2, alignments in bytes  0/ 2:	10.9745	6.8656	6.86243	6.61511	8.22827
Length    2, alignments in bytes  2/ 0:	10.2971	6.86304	6.85376	5.48828	6.23755
Length    3, alignments in bytes  0/ 0:	10.9805	6.17322	6.86682	5.51257	6.87
Length    3, alignments in bytes  0/ 0:	10.9857	6.18506	6.8678	5.49524	6.87549
Length    3, alignments in bytes  0/ 3:	10.9763	6.17517	6.85779	5.49573	6.86401
Length    3, alignments in bytes  3/ 0:	10.976	6.53906	6.7002	5.35437	8.07996
Length    4, alignments in bytes  0/ 0:	10.7109	8.37451	8.34131	6.13489	8.70642
Length    4, alignments in bytes  0/ 0:	10.7117	8.37097	8.33569	6.12476	8.70642
Length    4, alignments in bytes  0/ 4:	10.7107	6.3407	6.70605	6.13013	8.70007
Length    4, alignments in bytes  4/ 0:	10.7618	6.02954	6.69592	5.35742	10.0491
Length    5, alignments in bytes  0/ 0:	10.7119	8.3728	8.32812	6.92944	9.64685
