                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length    0, alignments in bytes  0/ 0:	11.61	5.81201	6.33179	5.63562	5.62866
Length    0, alignments in bytes  0/ 0:	11.254	6.33289	6.34753	5.62585	5.63379
Length    0, alignments in bytes  0/ 0:	11.2466	5.80957	6.32556	5.6333	5.62158
Length    0, alignments in bytes  0/ 0:	11.2458	5.80261	6.33276	5.62109	5.63257
Length    1, alignments in bytes  0/ 0:	10.9526	6.33508	7.03577	6.83313	5.63586
Length    1, alignments in bytes  0/ 0:	11.0242	6.33386	7.04456	5.62976	5.64075
Length    1, alignments in bytes  0/ 1:	10.8879	6.3385	7.02722	5.63184	5.62793
Length    1, alignments in bytes  1/ 0:	10.5566	6.32544	7.03638	5.62048	5.19104
Length    2, alignments in bytes  0/ 0:	10.547	7.04272	7.03613	6.78113	8.44629
Length    2, alignments in bytes  0/ 0:	10.5469	7.04126	7.03186	6.77063	8.4469
Length    2, alignments in bytes  0/ 2:	10.552	7.03284	7.02661	6.76099	8.44385
Length    2, alignments in bytes  2/ 0:	10.5441	7.02869	7.02661	5.63354	6.3385
Length    3, alignments in bytes  0/ 0:	11.2539	6.32812	7.09998	5.62976	7.04944
Length    3, alignments in bytes  0/ 0:	11.2605	6.34473	7.03235	5.62732	7.0498
Length    3, alignments in bytes  0/ 3:	11.2483	6.33826	7.0304	5.63062	7.03186
Length    3, alignments in bytes  3/ 0:	11.2484	6.32239	7.03674	5.62219	9.46069
Length    4, alignments in bytes  0/ 0:	10.9733	8.57922	8.53479	6.28906	8.92102
Length    4, alignments in bytes  0/ 0:	10.9742	8.57422	8.52698	6.2865	8.92529
Length    4, alignments in bytes  0/ 4:	10.9725	6.50464	6.85559	6.27661	8.92212
Length    4, alignments in bytes  4/ 0:	10.9703	6.17017	6.85461	5.49304	8.24084
Length    5, alignments in bytes  0/ 0:	10.9735	8.56848	8.53394	7.10217	9.90979
Length    5, alignments in bytes  0/ 0:	10.9729	8.57422	8.52844	7.08643	9.89673
Length    5, alignments in bytes  0/ 5:	13.425	6.4906	6.8645	6.20691	8.91345
Length    5, alignments in bytes  5/ 0:	10.9708	6.1687	6.86597	6.16833	8.26758
Length    6, alignments in bytes  0/ 0:	10.9738	8.5686	8.51758	7.88855	12.3704
Length    6, alignments in bytes  0/ 0:	10.9728	8.57471	8.53442	7.88428	12.3495
Length    6, alignments in bytes  0/ 6:	10.9718	6.50085	6.85938	6.14368	12.3409
Length    6, alignments in bytes  6/ 0:	11.0245	6.17871	6.85291	5.49353	8.94141
Length    7, alignments in bytes  0/ 0:	10.9763	7.53906	7.42432	8.11499	12.821
Length    7, alignments in bytes  0/ 0:	10.9846	7.53625	7.40991	6.09912	13.437
Length    7, alignments in bytes  0/ 7:	10.9744	9.22668	11.504	8.48242	12.6379
Length    7, alignments in bytes  7/ 0:	10.9766	6.18005	6.85559	5.48474	11.6598
Length    8, alignments in bytes  0/ 0:	10.9768	9.5448	10.7081	8.44226	10.3615
Length    8, alignments in bytes  0/ 0:	16.1121	8.77148	8.60229	6.27759	6.18604
Length    8, alignments in bytes  0/ 0:	11.0625	10.5281	10.7936	8.53809	10.2327
Length    8, alignments in bytes  0/ 0:	17.3683	8.90295	8.90747	6.2804	6.18933
Length    9, alignments in bytes  0/ 0:	10.9703	8.76062	8.59448	7.10168	7.32898
Length    9, alignments in bytes  0/ 0:	10.9701	8.7655	8.60278	7.10144	6.35754
Length    9, alignments in bytes  0/ 1:	10.9711	8.73865	8.60522	7.55176	7.13501
Length    9, alignments in bytes  1/ 0:	10.9718	8.71289	8.61902	7.47888	15.1088
Length   10, alignments in bytes  0/ 0:	10.972	8.79309	8.59351	7.88184	7.56348
Length   10, alignments in bytes  0/ 0:	10.9713	8.75403	8.59778	7.8894	7.56042
Length   10, alignments in bytes  0/ 2:	11.5951	8.74658	8.59558	8.3988	8.54187
Length   10, alignments in bytes  2/ 0:	10.9744	8.74304	8.61804	7.61768	15.7758
Length   11, alignments in bytes  0/ 0:	10.9711	8.72424	8.59534	7.19397	8.92102
Length   11, alignments in bytes  0/ 0:	10.9711	8.72949	8.59204	7.18762	8.17126
Length   11, alignments in bytes  0/ 3:	10.9713	8.80774	8.60095	7.73181	8.91357
Length   11, alignments in bytes  3/ 0:	10.972	8.74854	8.61523	7.61877	15.5458
Length   12, alignments in bytes  0/ 0:	10.9822	8.73633	8.59778	7.87671	9.61267
Length   12, alignments in bytes  0/ 0:	10.9708	8.72534	8.59106	7.87195	9.6095
Length   12, alignments in bytes  0/ 4:	10.9716	8.39087	9.94995	7.91382	9.60718
Length   12, alignments in bytes  4/ 0:	10.9709	8.41016	8.22961	7.62268	11.6476
Length   13, alignments in bytes  0/ 0:	10.9719	8.74463	8.59253	7.87646	11.99
Length   13, alignments in bytes  0/ 0:	10.9995	8.72876	8.59778	7.88098	11.9335
Length   13, alignments in bytes  0/ 5:	10.9723	8.48877	8.2467	7.91687	10.5653
Length   13, alignments in bytes  5/ 0:	10.9708	8.4458	8.23145	7.61475	12.6047
Length   14, alignments in bytes  0/ 0:	10.9728	8.72253	8.59583	7.87097	13.2345
Length   14, alignments in bytes  0/ 0:	10.9723	8.73083	8.60254	7.88086	13.2566
Length   14, alignments in bytes  0/ 6:	10.9718	8.4978	8.26453	7.91711	13.024
Length   14, alignments in bytes  6/ 0:	10.9857	8.44153	8.21631	7.62439	13.0011
Length   15, alignments in bytes  0/ 0:	10.9755	7.60962	7.75415	5.49768	13.0435
Length   15, alignments in bytes  0/ 0:	10.9933	7.62256	7.56873	5.49426	13.0345
Length   15, alignments in bytes  0/ 7:	10.9763	8.40991	8.31982	5.49463	13.0349
Length   15, alignments in bytes  7/ 0:	10.9727	8.39307	8.22925	5.48401	13.7231
Length   16, alignments in bytes  0/ 0:	10.9718	8.7334	8.61255	6.1875	7.55786
Length   16, alignments in bytes  7/ 2:	10.9713	8.74182	8.62	6.18677	13.7296
Length   32, alignments in bytes  0/ 0:	10.9795	6.86584	6.875	7.57446	9.93811
Length   32, alignments in bytes  6/ 4:	10.9862	6.8678	6.87488	11.4703	16.2677
Length   64, alignments in bytes  0/ 0:	13.0533	7.66638	8.92175	8.68213	15.3868
Length   64, alignments in bytes  5/ 6:	15.5096	13.959	14.3337	12.5112	25.4119
Length  128, alignments in bytes  0/ 0:	17.0446	9.67627	10.6014	13.672	26.1266
Length  128, alignments in bytes  4/ 0:	19.1873	10.6034	12.2745	15.3053	33.0284
Length  256, alignments in bytes  0/ 0:	23.2971	14.564	17.0603	17.9933	51.9919
Length  256, alignments in bytes  3/ 2:	25.0256	15.2393	18.3358	22.271	61.319
Length  512, alignments in bytes  0/ 0:	30.6927	19.551	21.3308	27.8793	103.161
Length  512, alignments in bytes  2/ 4:	34.2416	22.4447	24.092	28.8323	148.034
Length 1024, alignments in bytes  0/ 0:	52.6851	28.8169	28.735	51.4309	228.009
Length 1024, alignments in bytes  1/ 6:	66.9011	46.9065	44.4331	62.3428	515.604
Length   16, alignments in bytes  1/ 2:	18.3959	10.2225	11.9161	9.43555	17.6288
Length   16, alignments in bytes  2/ 1:	15.6228	10.4092	12.3616	7.24548	15.7943
Length   16, alignments in bytes  1/ 1:	10.9724	8.69971	8.61389	6.17517	16.474
Length   16, alignments in bytes  1/ 1:	10.9711	8.74731	8.61548	6.17444	14.9623
Length   32, alignments in bytes  2/ 4:	10.991	8.25	8.37231	10.3691	21.536
Length   32, alignments in bytes  4/ 2:	10.9768	6.8783	6.86865	11.9663	16.9603
Length   32, alignments in bytes  2/ 2:	10.9738	6.86108	6.86804	9.87952	17.1703
Length   32, alignments in bytes  2/ 2:	10.9757	6.85522	6.86401	9.87866	16.6139
Length   64, alignments in bytes  3/ 6:	15.5276	9.8916	9.96765	11.0491	28.486
Length   64, alignments in bytes  6/ 3:	15.4336	11.5712	11.6664	12.7993	28.254
Length   64, alignments in bytes  3/ 3:	15.8042	8.63855	9.11682	9.79553	21.5028
Length   64, alignments in bytes  3/ 3:	15.1764	8.59802	9.10571	9.84778	21.5669
Length  128, alignments in bytes  4/ 0:	19.2526	10.6355	12.0796	15.1913	33.6779
Length  128, alignments in bytes  0/ 4:	20.7875	11.1978	12.8191	14.5637	35.363
Length  128, alignments in bytes  4/ 4:	20.4484	14.3625	13.0702	15.0933	33.7255
Length  128, alignments in bytes  4/ 4:	21.792	14.3771	13.0637	14.7416	33.7388
Length  256, alignments in bytes  5/ 2:	24.9581	15.7465	19.9696	20.8877	58.4224
Length  256, alignments in bytes  2/ 5:	26.0769	17.7007	21.0815	20.9498	81.1349
Length  256, alignments in bytes  5/ 5:	25.113	15.2192	18.2476	18.8817	58.4407
Length  256, alignments in bytes  5/ 5:	25.1735	15.2494	18.249	18.9159	58.3785
Length  512, alignments in bytes  6/ 4:	33.8661	24.7671	23.5247	30.1818	135.909
Length  512, alignments in bytes  4/ 6:	34.1361	28.559	27.2473	29.4865	146.706
