                            	generic_strncat	__strncat_avx2	__strncat_evex	__strncat_sse2_unaligned	__strncat_generic
Length    2/   2, alignment  0/ 2, N    2:	25.4454	23.4157	23.8562	21.1064	24.6566
Length    4/   4, alignment  0/ 0, N    2:	24.7006	22.8712	22.8692	21.0952	24.9272
Length    4/   4, alignment  4/ 0, N    2:	24.4474	22.5402	24.0455	22.2	27.4378
Length    8/   8, alignment  0/ 0, N    2:	24.2926	22.3915	22.5653	20.6264	23.9919
Length    8/   8, alignment  0/ 0, N    2:	24.2113	22.3512	22.9441	20.6116	23.8779
Length   16/  16, alignment  0/ 0, N    2:	24.1104	22.3508	22.9439	21.1113	25.4113
Length   16/  16, alignment  7/ 2, N    2:	24.1949	22.3501	22.6689	23.3884	25.421
Length   16/   4, alignment  0/ 0, N    2:	25.299	70.1265	23.5478	22.0432	26.947
Length   16/   4, alignment  7/ 2, N    2:	26.8456	25.9606	21.987	19.9796	23.1092
Length   32/  32, alignment  0/ 0, N    2:	24.8008	21.8553	22.4809	20.6425	23.8344
Length   32/  32, alignment  6/ 4, N    2:	23.8379	21.8548	22.4782	20.6395	23.7906
Length   32/   8, alignment  0/ 0, N    2:	23.6412	22.7516	22.0258	20.0531	23.4807
Length   32/   8, alignment  6/ 4, N    2:	23.6601	21.5416	21.8543	20.4194	23.7276
Length   64/  64, alignment  0/ 0, N    2:	24.3985	22.5364	22.9903	21.1491	24.3895
Length   64/  64, alignment  5/ 6, N    2:	24.4048	23.6147	22.9891	21.2838	24.3918
Length   64/  16, alignment  0/ 0, N    2:	23.9034	21.8194	22.3526	21.1117	24.0338
Length   64/  16, alignment  5/ 6, N    2:	23.8176	21.8192	22.35	22.5324	24.1148
Length  128/ 128, alignment  0/ 0, N    2:	24.2982	23.226	22.858	20.6302	24.0866
Length  128/ 128, alignment  4/ 0, N    2:	23.912	21.9046	23.0727	21.2717	25.5974
Length  128/  32, alignment  0/ 0, N    2:	26.0194	23.6257	22.9892	21.1992	25.3667
Length  128/  32, alignment  4/ 0, N    2:	25.053	23.3622	22.9893	21.1197	24.3616
Length  256/ 256, alignment  0/ 0, N    2:	27.6323	22.3525	23.4622	21.0775	27.6093
Length  256/ 256, alignment  3/ 2, N    2:	27.6301	22.3496	22.9905	21.0768	27.9134
Length  256/  64, alignment  0/ 0, N    2:	26.2836	23.0575	23.5242	21.7705	24.9552
Length  256/  64, alignment  3/ 2, N    2:	24.9636	22.8979	22.988	21.2276	24.4306
Length  512/ 512, alignment  0/ 0, N    2:	27.5494	22.3525	22.9973	23.8	29.1444
Length  512/ 512, alignment  2/ 4, N    2:	28.1779	22.8721	23.5244	24.3651	28.0999
Length  512/ 128, alignment  0/ 0, N    2:	25.0281	22.9221	23.5252	21.5653	24.998
Length  512/ 128, alignment  2/ 4, N    2:	25.022	22.9197	23.5232	22.5757	24.994
Length 1024/1024, alignment  0/ 0, N    2:	29.4081	26.4843	26.9144	36.5623	28.2722
Length 1024/1024, alignment  1/ 6, N    2:	28.8729	26.9974	27.365	37.4553	28.8963
Length 1024/ 256, alignment  0/ 0, N    2:	29.3394	23.7678	24.4063	22.0788	29.396
Length 1024/ 256, alignment  1/ 6, N    2:	29.2513	23.4151	24.4718	22.4189	28.7161
Length   16/   1, alignment  1/ 2, N    2:	24.9838	23.4175	23.4184	21.7948	25.321
Length   16/   1, alignment  2/ 1, N    2:	25.1134	22.7462	23.4142	21.4864	25.1619
Length   16/  10, alignment  1/ 1, N    2:	25.2687	23.4156	23.6382	21.3722	24.2355
Length   32/   1, alignment  2/ 4, N    2:	24.2014	22.3247	22.872	21.1655	24.5536
Length   32/   1, alignment  4/ 2, N    2:	24.363	22.2169	22.8712	20.9109	24.289
Length   32/  10, alignment  2/ 2, N    2:	24.183	21.8177	22.3512	20.4338	23.6861
Length   64/   1, alignment  3/ 6, N    2:	23.8484	21.7114	22.351	20.5987	24.0187
Length   64/   1, alignment  6/ 3, N    2:	23.6281	22.3494	22.3515	20.4338	23.937
Length   64/  10, alignment  3/ 3, N    2:	23.9659	21.7124	22.3508	20.4344	24.099
Length  128/   1, alignment  4/ 0, N    2:	23.9353	21.7186	22.429	20.0515	23.4267
Length  128/   1, alignment  0/ 4, N    2:	23.5373	21.2296	21.8774	19.9821	23.5041
Length  128/  10, alignment  4/ 4, N    2:	23.2815	22.0318	22.3504	20.4555	24.2034
Length  256/   1, alignment  5/ 2, N    2:	23.6296	21.7125	22.3501	20.5061	23.6283
Length  256/   1, alignment  2/ 5, N    2:	24.1805	21.9357	21.8531	20.0511	23.5827
Length  256/  10, alignment  5/ 5, N    2:	23.6875	21.8185	22.3516	20.5092	23.7991
Length  512/   1, alignment  6/ 4, N    2:	24.0587	21.7123	22.3524	20.5309	24.1604
Length  512/   1, alignment  4/ 6, N    2:	23.8223	21.7123	22.3757	20.4975	23.7269
Length  512/  10, alignment  6/ 6, N    2:	24.0244	22.0291	22.3494	20.4907	23.7335
Length 1024/   1, alignment  7/ 6, N    2:	24.1937	21.9242	22.3491	20.4588	24.1276
Length 1024/   1, alignment  6/ 7, N    2:	24.261	21.7116	22.3518	20.4989	24.1297
Length 1024/  10, alignment  7/ 7, N    2:	23.6403	21.4927	21.8543	20.0546	23.4163
Length    2/   2, alignment  0/ 2, N    8:	23.6671	21.5451	21.9591	20.1088	23.6793
Length    4/   4, alignment  0/ 0, N    8:	23.1833	21.2317	22.6515	20.5455	23.8983
Length    4/   4, alignment  4/ 0, N    8:	23.9781	21.8938	22.4606	20.582	23.8135
Length    8/   8, alignment  0/ 0, N    8:	23.75	21.8863	22.3525	20.5541	23.8826
Length    8/   8, alignment  0/ 0, N    8:	23.7856	21.8859	22.3512	20.573	23.7045
Length   16/  16, alignment  0/ 0, N    8:	23.7729	21.8864	22.351	21.1388	23.7545
