                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	25.6294	23.782	24.2031	23.7125	12.9992
Length    0/   0, alignment  0/ 0:	24.4135	22.4807	23.1279	21.2295	12.9766
Length    0/   0, alignment  0/ 0:	23.686	23.5609	23.2833	21.9595	12.6377
Length    0/   0, alignment  0/ 0:	23.2243	22.4804	23.5317	20.7684	12.4207
Length    1/   1, alignment  0/ 0:	23.1276	22.0841	23.1493	21.3478	13.7365
Length    1/   1, alignment  0/ 0:	23.1461	22.6523	22.9933	21.1692	13.4665
Length    1/   1, alignment  0/ 1:	23.6251	22.4803	23.1279	21.3094	6.62478
Length    1/   1, alignment  1/ 0:	23.449	22.4804	23.1275	21.6106	13.7362
Length    2/   2, alignment  0/ 0:	23.3072	22.4948	22.9231	20.7678	14.2177
Length    2/   2, alignment  0/ 0:	23.6723	22.5298	23.4725	21.2295	14.4096
Length    2/   2, alignment  0/ 2:	23.4115	22.5705	23.1749	21.23	8.7429
Length    2/   2, alignment  2/ 0:	23.5779	22.4943	23.1691	21.229	14.4442
Length    3/   3, alignment  0/ 0:	23.3039	22.4823	23.1016	21.2621	14.5361
Length    3/   3, alignment  0/ 0:	23.3131	22.4819	23.119	21.2326	14.5338
Length    3/   3, alignment  0/ 3:	23.3041	22.4989	23.1018	21.2309	10.6158
Length    3/   3, alignment  3/ 0:	23.1686	22.4994	23.1023	21.2309	16.2846
Length    4/   4, alignment  0/ 0:	28.2158	27.474	27.9534	21.2604	16.3872
Length    4/   4, alignment  0/ 0:	28.2804	27.4908	27.9737	20.7858	16.0328
Length    4/   4, alignment  0/ 4:	23.3473	22.9469	23.7577	21.0189	13.7523
Length    4/   4, alignment  4/ 0:	28.1015	27.4742	28.2153	21.2469	17.4088
Length    5/   5, alignment  0/ 0:	28.2085	27.4908	28.2162	21.2318	16.9498
Length    5/   5, alignment  0/ 0:	28.2146	27.4739	28.2162	21.2477	17.0744
Length    5/   5, alignment  0/ 5:	23.3527	23.045	23.7848	20.8392	14.66
Length    5/   5, alignment  5/ 0:	27.9913	27.4905	28.2163	21.2319	17.7929
Length    6/   6, alignment  0/ 0:	28.642	27.4739	28.2168	21.2631	17.8142
Length    6/   6, alignment  0/ 0:	28.0736	27.5607	27.6049	20.7968	17.4602
Length    6/   6, alignment  0/ 6:	23.561	22.6028	23.6431	21.2579	17.0578
Length    6/   6, alignment  6/ 0:	27.7611	27.4704	28.233	20.9399	18.2493
Length    7/   7, alignment  0/ 0:	28.2364	27.4905	28.2168	21.129	17.0132
Length    7/   7, alignment  0/ 0:	27.9682	27.4742	28.2164	21.2584	17.5592
Length    7/   7, alignment  0/ 7:	24.0238	23.1051	23.7933	21.2311	17.6406
Length    7/   7, alignment  7/ 0:	23.9779	23.125	23.7589	21.2305	18.3314
Length    8/   8, alignment  0/ 0:	23.8714	22.4773	23.1167	21.3545	14.8569
