                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.9087	22.2935	22.4967	21.1806	15.1921
Length    0/   0, alignment  0/ 0:	23.5745	21.073	21.9851	19.5893	14.1755
Length    0/   0, alignment  0/ 0:	22.9507	21.7689	21.507	20.1148	12.7365
Length    0/   0, alignment  0/ 0:	21.8535	20.6046	21.4964	19.4569	12.7774
Length    1/   1, alignment  0/ 0:	22.2825	20.6047	21.7297	19.4641	13.7371
Length    1/   1, alignment  0/ 0:	21.8871	20.6044	21.3591	19.6832	13.7376
Length    1/   1, alignment  0/ 1:	21.853	21.0866	21.229	19.492	6.57348
Length    1/   1, alignment  1/ 0:	21.8878	21.0123	21.336	19.4927	13.7374
Length    2/   2, alignment  0/ 0:	22.3199	21.229	21.8539	20.2817	14.6402
Length    2/   2, alignment  0/ 0:	22.363	21.3181	22.1994	20.0977	14.7786
Length    2/   2, alignment  0/ 2:	22.0169	21.6673	22.3689	20.4367	8.74326
Length    2/   2, alignment  2/ 0:	22.0533	21.6045	22.1549	20.1205	14.4178
Length    3/   3, alignment  0/ 0:	22.145	21.0728	21.731	19.5072	14.538
Length    3/   3, alignment  0/ 0:	22.4022	20.9516	21.2287	19.4283	14.5344
Length    3/   3, alignment  0/ 3:	22.1941	21.0726	21.5232	19.4206	10.2664
Length    3/   3, alignment  3/ 0:	22.3132	21.0731	21.7112	19.7001	16.3102
Length    4/   4, alignment  0/ 0:	22.4417	21.7551	22.5777	20.2903	16.3913
Length    4/   4, alignment  0/ 0:	22.8631	21.6102	22.0934	20.0453	16.3858
Length    4/   4, alignment  0/ 4:	22.2914	21.7119	22.5953	20.5445	14.0499
Length    4/   4, alignment  4/ 0:	22.2949	21.738	22.5781	20.121	17.6315
Length    5/   5, alignment  0/ 0:	22.1526	21.7261	22.5779	20.2376	17.2701
Length    5/   5, alignment  0/ 0:	22.7932	21.5739	22.2016	20.1293	17.2295
Length    5/   5, alignment  0/ 5:	22.5707	21.7115	22.6053	20.297	14.9885
Length    5/   5, alignment  5/ 0:	22.1443	21.7537	22.4527	20.1413	17.7625
Length    6/   6, alignment  0/ 0:	22.3768	21.7648	22.5778	20.5494	18.2003
Length    6/   6, alignment  0/ 0:	22.104	21.3202	22.5777	20.5252	18.2236
Length    6/   6, alignment  0/ 6:	22.0587	21.7126	22.5708	20.1163	17.0475
Length    6/   6, alignment  6/ 0:	21.9948	21.7599	22.5963	20.1711	18.3942
Length    7/   7, alignment  0/ 0:	22.2528	21.6729	22.5778	19.8957	17.7355
Length    7/   7, alignment  0/ 0:	21.759	21.3561	22.578	19.5681	17.6515
Length    7/   7, alignment  0/ 7:	23.4101	21.5126	22.0763	19.4442	17.79
Length    7/   7, alignment  7/ 0:	22.1647	21.7145	22.5947	19.7286	18.3407
Length    8/   8, alignment  0/ 0:	22.2957	21.7117	22.6074	20.5273	15.3265
Length    8/   8, alignment  0/ 0:	22.6664	21.3045	21.9422	20.0613	14.9858
Length    8/   8, alignment  0/ 0:	22.13	21.6225	22.6252	20.0714	15.012
Length    8/   8, alignment  0/ 0:	22.0887	21.2287	21.8953	20.0879	14.9856
Length    9/   9, alignment  0/ 0:	22.3511	21.7714	22.5397	20.1193	14.9883
Length    9/   9, alignment  0/ 0:	22.2517	21.6608	22.0094	20.1184	14.9875
Length    9/   9, alignment  0/ 1:	22.1321	21.2457	22.1149	20.1304	15.6115
Length    9/   9, alignment  1/ 0:	22.4167	21.4962	21.9369	20.1248	20.8004
Length   10/  10, alignment  0/ 0:	22.4585	21.7116	22.5317	20.3423	15.6652
Length   10/  10, alignment  0/ 0:	22.2111	21.2286	21.9234	20.0872	15.7588
Length   10/  10, alignment  0/ 2:	22.5583	21.6997	22.2168	20.0675	16.2406
Length   10/  10, alignment  2/ 0:	22.6188	21.73	22.0916	20.0936	20.4097
Length   11/  11, alignment  0/ 0:	22.2246	21.2872	22.4345	20.531	16.3499
Length   11/  11, alignment  0/ 0:	22.573	21.7116	22.4066	20.5579	16.4971
Length   11/  11, alignment  0/ 3:	22.1579	21.5586	22.5841	20.2952	16.9646
Length   11/  11, alignment  3/ 0:	22.3026	21.7905	22.3875	20.0719	20.4065
Length   12/  12, alignment  0/ 0:	22.3056	21.7112	22.3502	20.0783	17.0664
Length   12/  12, alignment  0/ 0:	22.372	21.711	22.4056	20.5324	16.9996
Length   12/  12, alignment  0/ 4:	22.291	21.7115	22.2558	20.0519	16.2347
Length   12/  12, alignment  4/ 0:	22.1426	21.6914	22.115	20.078	18.2108
Length   13/  13, alignment  0/ 0:	22.5722	21.7287	22.6426	20.5378	18.144
Length   13/  13, alignment  0/ 0:	22.2615	21.6322	22.6499	20.2064	17.7451
Length   13/  13, alignment  0/ 5:	22.1524	21.6044	22.3499	20.5366	17.0859
Length   13/  13, alignment  5/ 0:	22.1355	21.2873	22.3593	20.3218	18.6382
Length   14/  14, alignment  0/ 0:	22.4265	21.729	22.3929	20.3837	18.4007
Length   14/  14, alignment  0/ 0:	22.2732	21.7113	22.2164	20.0986	18.5815
Length   14/  14, alignment  0/ 6:	23.0254	21.711	22.4005	20.0122	17.5099
Length   14/  14, alignment  6/ 0:	22.1188	21.7118	22.5537	20.1088	18.9198
Length   15/  15, alignment  0/ 0:	22.2717	21.7253	22.163	19.5032	18.1475
Length   15/  15, alignment  0/ 0:	22.7477	21.7294	22.405	19.5267	18.0441
Length   15/  15, alignment  0/ 7:	22.4936	21.7113	22.3767	19.4598	18.1814
Length   15/  15, alignment  7/ 0:	22.1049	21.6241	22.6528	19.6616	18.6564
Length   16/  16, alignment  0/ 0:	22.3832	21.7297	22.4262	21.4491	15.834
Length   16/  16, alignment  7/ 2:	22.3759	21.7435	22.4604	21.2204	19.1201
Length   16/   4, alignment  0/ 0:	22.5741	21.735	22.4632	20.567	16.8909
Length   16/   4, alignment  7/ 2:	22.3196	21.7362	22.4699	20.3354	16.1662
Length   32/  32, alignment  0/ 0:	23.9015	23.6243	23.5434	22.0545	17.674
