                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length   15, alignments in bytes  0/ 0:	9.98315	7.23535	7.40149	5.24146	11.7755
Length   15, alignments in bytes  0/ 7:	10.0471	8.62183	8.20496	5.85803	12.34
Length   15, alignments in bytes  7/ 0:	10.4585	8.43335	8.39648	5.48462	13.0479
Length   16, alignments in bytes  0/ 0:	10.3434	8.88086	8.57544	5.50586	6.95813
Length   16, alignments in bytes  7/ 2:	10.2943	8.81042	8.60413	5.87122	13.9225
Length   32, alignments in bytes  0/ 0:	10.5924	6.87598	6.38879	7.25122	9.9137
Length   32, alignments in bytes  6/ 4:	10.9672	6.24292	6.86829	11.7058	16.2029
Length   64, alignments in bytes  0/ 0:	12.9355	8.32446	8.26135	8.36682	15.4041
Length   64, alignments in bytes  5/ 6:	14.9714	13.8358	14.4304	13.5742	25.4451
Length  128, alignments in bytes  0/ 0:	16.5861	10.1493	10.6625	14.139	26.0037
Length  128, alignments in bytes  4/ 0:	18.2379	10.623	12.0192	15.1648	32.9767
Length  256, alignments in bytes  0/ 0:	24.7417	15.52	16.5336	18.9128	51.9772
Length  256, alignments in bytes  3/ 2:	24.8053	15.467	17.9962	19.9589	58.5719
Length  512, alignments in bytes  0/ 0:	28.7963	20.2904	20.2798	26.65	100.086
Length  512, alignments in bytes  2/ 4:	32.2521	21.7095	23.3937	28.8188	147.533
Length 1024, alignments in bytes  0/ 0:	52.7264	28.7997	28.5122	46.6456	223.64
Length 1024, alignments in bytes  1/ 6:	65.2211	40.0214	42.3428	49.2991	299.298
Length   16, alignments in bytes  1/ 2:	13.4004	8.55542	8.42126	5.65991	17.2614
Length   16, alignments in bytes  2/ 1:	10.1006	8.54956	8.42004	5.7135	15.469
Length   16, alignments in bytes  1/ 1:	10.1161	8.55225	8.42004	5.35779	14.6174
Length   16, alignments in bytes  1/ 1:	10.1257	8.54846	8.42297	5.36841	15.8356
Length   32, alignments in bytes  2/ 4:	10.7844	8.02747	8.19031	10.0016	21.0422
Length   32, alignments in bytes  4/ 2:	10.7332	6.69763	6.69873	11.3063	16.6425
Length   32, alignments in bytes  2/ 2:	10.6572	6.42322	6.69604	9.52222	16.048
Length   32, alignments in bytes  2/ 2:	10.7155	6.41235	6.63196	9.51514	16.0256
Length   64, alignments in bytes  3/ 6:	14.6311	9.63965	9.36609	10.8263	27.8998
Length   64, alignments in bytes  6/ 3:	14.772	11.4102	11.4357	12.3826	19.8364
Length   64, alignments in bytes  3/ 3:	14.2853	8.547	8.72925	9.45081	20.959
Length   64, alignments in bytes  3/ 3:	14.2605	8.51355	8.70593	9.44897	21.0016
Length  128, alignments in bytes  4/ 0:	17.9161	10.384	11.8831	14.8719	32.64
Length  128, alignments in bytes  0/ 4:	20.2258	10.9758	10.5571	14.2546	34.3662
Length  128, alignments in bytes  4/ 4:	20.0808	13.5132	13.4939	14.386	32.5952
Length  128, alignments in bytes  4/ 4:	20.1271	12.932	12.7203	14.3828	32.6049
Length  256, alignments in bytes  5/ 2:	26.2594	15.6147	19.8085	20.4725	57.0197
Length  256, alignments in bytes  2/ 5:	25.8124	17.6458	21.0422	20.8169	80.8488
Length  256, alignments in bytes  5/ 5:	24.8569	14.7585	18.1837	19.0581	58.3016
Length  256, alignments in bytes  5/ 5:	24.8123	15.139	18.1927	19.0072	58.1367
Length  512, alignments in bytes  6/ 4:	32.9111	24.7922	23.5702	28.5383	109.666
Length  512, alignments in bytes  4/ 6:	33.1256	28.4176	27.4614	28.3228	147.546
Length  512, alignments in bytes  6/ 6:	31.3303	20.2422	22.5947	28.2599	128.914
Length  512, alignments in bytes  6/ 6:	31.2277	20.2362	22.5726	28.1895	109.664
Length 1024, alignments in bytes  7/ 6:	51.2607	40.1152	36.4451	47.7194	231.488
Length 1024, alignments in bytes  6/ 7:	68.5121	40.6666	36.6218	48.2355	305.007
Length 1024, alignments in bytes  7/ 7:	57.6592	27.9376	29.2736	48.2206	231.833
Length 1024, alignments in bytes  7/ 7:	57.7141	27.9807	29.1473	47.6901	231.978
Length   16, alignments in bytes  0/ 4:	17.9456	9.33533	8.57776	5.8009	9.32227
Length   16, alignments in bytes  4/ 0:	10.5262	8.74622	8.6123	5.86047	15.5065
Length   16, alignments in bytes  4/ 4:	10.2859	8.74744	8.61218	5.51233	15.1796
Length   16, alignments in bytes  2/ 2:	10.4762	8.75964	8.64062	5.48804	15.191
Length   16, alignments in bytes  2/ 6:	10.3752	8.75098	8.6438	5.78943	18.3824
Length   16, alignments in bytes  6/ 2:	10.2881	8.74731	8.61523	5.84888	15.5068
Length   16, alignments in bytes  1/ 7:	10.4489	8.76062	8.60242	5.79749	18.9802
Length   16, alignments in bytes  7/ 1:	10.6168	8.73157	8.61853	5.84912	13.8043
Length   16, alignments in bytes  3/ 4:	10.5223	8.74353	8.62793	5.80066	15.5779
Length   16, alignments in bytes  4/ 3:	10.3037	8.74841	8.62073	5.8551	15.2451
Length   16, alignments in bytes  5/ 7:	10.3896	8.7428	8.63416	5.78479	15.072
Length   16, alignments in bytes  7/ 5:	10.3164	8.75	8.60791	5.85535	13.8898
Length   20, alignments in bytes  0/ 4:	10.6486	8.83667	8.57324	7.94336	11.4882
Length   20, alignments in bytes  4/ 0:	10.3456	8.82532	8.63367	6.34863	14.0956
Length   20, alignments in bytes  4/ 4:	11.8185	8.80615	8.60864	7.25195	13.3884
Length   20, alignments in bytes  2/ 2:	10.4502	8.74902	8.59839	7.2666	20.578
Length   20, alignments in bytes  2/ 6:	10.3611	8.75	8.62427	7.96033	20.5161
Length   20, alignments in bytes  6/ 2:	10.335	8.74487	8.60144	6.35217	13.5148
Length   20, alignments in bytes  1/ 7:	10.3005	8.7428	8.62512	7.95044	20.8691
Length   20, alignments in bytes  7/ 1:	10.3322	8.76953	8.62207	7.44397	13.2783
Length   20, alignments in bytes  3/ 4:	10.3887	8.75354	8.61536	8.40869	18.5275
Length   20, alignments in bytes  4/ 3:	10.3815	8.74683	8.62073	7.6377	13.9476
Length   20, alignments in bytes  5/ 7:	10.2872	8.75	8.61975	8.40771	14.9858
Length   20, alignments in bytes  7/ 5:	10.4634	8.75	8.59106	7.62891	12.8915
Length   24, alignments in bytes  0/ 4:	10.5315	8.76709	8.57532	8.4198	11.082
Length   24, alignments in bytes  4/ 0:	10.3015	8.73938	8.61829	7.64697	16.6777
Length   24, alignments in bytes  4/ 4:	10.3152	8.74207	8.60767	7.24231	15.7366
Length   24, alignments in bytes  2/ 2:	10.3307	8.73962	8.61951	7.24072	15.8081
Length   24, alignments in bytes  2/ 6:	10.288	8.75183	8.61853	8.40637	19.7815
Length   24, alignments in bytes  6/ 2:	10.3627	8.75513	8.60535	7.64197	16.4663
Length   24, alignments in bytes  1/ 7:	10.3306	8.76062	8.61121	8.40894	20.3619
Length   24, alignments in bytes  7/ 1:	10.3169	8.73059	8.62048	7.63098	14.9221
Length   24, alignments in bytes  3/ 4:	10.6752	8.77576	8.61328	8.40112	17.3523
Length   24, alignments in bytes  4/ 3:	10.4205	8.73218	8.61658	7.63586	15.6323
Length   24, alignments in bytes  5/ 7:	10.4381	8.74548	8.61853	8.40747	16.5059
Length   24, alignments in bytes  7/ 5:	10.3152	8.76196	8.60144	7.64197	15.0957
Length   28, alignments in bytes  0/ 4:	10.373	8.42993	8.46338	8.85938	12.9368
Length   28, alignments in bytes  4/ 0:	10.4048	8.42322	8.56116	8.36511	17.8324
Length   28, alignments in bytes  4/ 4:	10.3022	8.77307	8.62524	7.89355	14.5664
Length   28, alignments in bytes  2/ 2:	10.301	8.74353	8.60046	8.51257	21.425
Length   28, alignments in bytes  2/ 6:	12.3843	8.47278	8.50916	8.77222	22.0914
Length   28, alignments in bytes  6/ 2:	10.2844	8.44153	8.55212	8.37427	14.843
Length   28, alignments in bytes  1/ 7:	10.2866	8.46265	8.51733	8.80176	22.7771
Length   28, alignments in bytes  7/ 1:	10.2854	8.42322	8.56433	8.95129	14.3597
Length   28, alignments in bytes  3/ 4:	10.2872	8.74731	8.63489	8.92126	19.7502
Length   28, alignments in bytes  4/ 3:	10.3387	8.76453	8.60242	8.23218	15.385
Length   28, alignments in bytes  5/ 7:	10.326	8.73438	8.59656	8.90991	16.4967
Length   28, alignments in bytes  7/ 5:	10.4478	8.73669	8.60938	8.24133	14.5028
Length   32, alignments in bytes  0/ 4:	11.8824	7.01086	7.052	8.2688	12.722
Length   32, alignments in bytes  4/ 0:	11.6619	6.86255	6.86646	9.95447	17.2834
Length   32, alignments in bytes  4/ 4:	11.8215	6.56799	6.86426	10.2268	15.8658
Length   32, alignments in bytes  2/ 2:	11.556	6.69202	6.70142	9.53516	16.1852
Length   32, alignments in bytes  2/ 6:	11.4481	7.99475	8.17712	9.97412	21.2394
Length   32, alignments in bytes  6/ 2:	11.4742	6.70117	6.70532	9.96826	16.7938
Length   32, alignments in bytes  1/ 7:	11.5707	7.99426	8.17126	8.9165	21.5228
Length   32, alignments in bytes  7/ 1:	11.5734	6.04248	7.3623	8.9502	16.2303
Length   32, alignments in bytes  3/ 4:	11.8538	8.19873	8.36414	10.2617	19.2129
Length   32, alignments in bytes  4/ 3:	11.8552	6.21472	6.41382	11.556	16.4683
Length   32, alignments in bytes  5/ 7:	11.8781	8.20496	7.54626	11.1758	17.6416
Length   32, alignments in bytes  7/ 5:	11.7681	6.86646	6.85608	9.15564	16.0109
Length   36, alignments in bytes  0/ 4:	11.7788	9.20422	9.09521	10.558	14.2727
Length   36, alignments in bytes  4/ 0:	11.6582	7.87244	7.75586	10.4518	16.5889
Length   36, alignments in bytes  4/ 4:	11.8386	9.63147	10.2786	9.77246	15.4478
Length   36, alignments in bytes  2/ 2:	11.8508	9.61121	10.2789	10.6918	21.7539
Length   36, alignments in bytes  2/ 6:	11.874	12.0565	12.1102	10.6418	24.3813
Length   36, alignments in bytes  6/ 2:	11.8848	7.8678	7.73828	10.5609	15.6354
Length   36, alignments in bytes  1/ 7:	11.9048	11.1893	10.9031	10.33	24.5779
Length   36, alignments in bytes  7/ 1:	11.8839	6.53381	6.85803	10.5798	15.3749
Length   36, alignments in bytes  3/ 4:	11.9188	12.0625	12.0577	10.2594	21.785
Length   36, alignments in bytes  4/ 3:	11.9771	10.8807	10.2844	10.5023	16.4049
Length   36, alignments in bytes  5/ 7:	11.7834	12.9091	12.9298	11.1864	18.2515
Length   36, alignments in bytes  7/ 5:	11.9548	10.2119	10.2887	11.4827	15.6407
Length   40, alignments in bytes  0/ 4:	11.7244	9.96204	9.8092	10.9303	14.2065
Length   40, alignments in bytes  4/ 0:	11.6555	10.6298	10.6282	11.1002	17.8557
Length   40, alignments in bytes  4/ 4:	11.7159	10.5332	10.7639	10.6921	17.0051
Length   40, alignments in bytes  2/ 2:	11.8499	10.5243	10.7805	10.6907	17.7958
Length   40, alignments in bytes  2/ 6:	11.9843	12.5686	12.1996	10.6246	23.6234
Length   40, alignments in bytes  6/ 2:	11.8402	10.5681	10.7216	11.473	17.8884
Length   40, alignments in bytes  1/ 7:	11.905	12.5717	12.1923	10.5411	23.9298
Length   40, alignments in bytes  7/ 1:	11.9496	10.58	10.6472	9.16016	17.1041
Length   40, alignments in bytes  3/ 4:	11.7469	10.2872	11.8483	11.4299	21.2531
Length   40, alignments in bytes  4/ 3:	11.7832	10.6401	10.8302	10.9469	17.0963
Length   40, alignments in bytes  5/ 7:	11.9182	12.5734	12.1877	11.434	19.5906
Length   40, alignments in bytes  7/ 5:	11.6733	10.6085	10.6683	9.14185	16.8606
Length   44, alignments in bytes  0/ 4:	11.9908	9.10547	8.99255	10.9392	16.2001
Length   44, alignments in bytes  4/ 0:	11.6844	9.6283	9.63342	8.61389	17.1681
Length   44, alignments in bytes  4/ 4:	11.9034	10.5134	10.7844	8.78137	16.0846
Length   44, alignments in bytes  2/ 2:	11.8728	10.5221	10.7899	10.7001	20.3209
Length   44, alignments in bytes  2/ 6:	11.8781	10.2865	11.8503	10.9203	25.9778
Length   44, alignments in bytes  6/ 2:	11.6726	9.61719	9.63062	10.2001	16.6233
Length   44, alignments in bytes  1/ 7:	11.8367	12.5601	12.1842	10.9149	26.4985
Length   44, alignments in bytes  7/ 1:	11.9229	9.59253	9.61206	8.9884	16.2129
Length   44, alignments in bytes  3/ 4:	11.907	11.9971	11.8518	10.2584	23.9329
Length   44, alignments in bytes  4/ 3:	11.8503	10.6254	10.7565	8.67822	17.0338
Length   44, alignments in bytes  5/ 7:	11.8816	11.9318	11.8499	10.0414	20.0265
Length   44, alignments in bytes  7/ 5:	11.8744	10.6498	10.7206	9.94788	16.5345
Length   48, alignments in bytes  0/ 4:	12.0289	10.0007	9.93188	8.83716	15.7168
Length   48, alignments in bytes  4/ 0:	11.6562	10.7292	10.7982	9.97742	18.678
Length   48, alignments in bytes  4/ 4:	11.8954	10.6442	10.9043	10.0221	18.0997
Length   48, alignments in bytes  2/ 2:	11.9551	10.9106	10.9178	10.1566	19.486
Length   48, alignments in bytes  2/ 6:	11.8835	12.6414	12.1644	10.7942	25.4803
Length   48, alignments in bytes  6/ 2:	11.7246	10.7631	10.7531	10.2782	18.2747
Length   48, alignments in bytes  1/ 7:	11.8385	12.6403	12.1877	9.74805	25.8109
Length   48, alignments in bytes  7/ 1:	11.906	10.7352	10.8273	9.95703	18.0176
Length   48, alignments in bytes  3/ 4:	11.8607	10.2885	11.8345	10.0842	23.0261
Length   48, alignments in bytes  4/ 3:	11.7585	10.5272	10.9327	11.6837	18.6383
Length   48, alignments in bytes  5/ 7:	11.8848	12.6471	12.2164	12.254	21.86
Length   48, alignments in bytes  7/ 5:	11.8381	10.7087	10.7993	9.95349	17.4977
Length   52, alignments in bytes  0/ 4:	11.9967	9.65564	9.07239	10.8304	16.9584
Length   52, alignments in bytes  4/ 0:	11.6541	10.875	10.9553	10.6122	17.9327
Length   52, alignments in bytes  4/ 4:	11.9379	10.7052	10.9291	10.0203	17.177
Length   52, alignments in bytes  2/ 2:	11.8751	10.7037	10.9075	11.1906	24.7014
Length   52, alignments in bytes  2/ 6:	11.9901	11.999	11.774	11.8793	27.7521
Length   52, alignments in bytes  6/ 2:	11.8296	10.5332	10.8884	11.4847	17.3071
Length   52, alignments in bytes  1/ 7:	11.7751	12.9998	11.9084	11.3352	27.7238
Length   52, alignments in bytes  7/ 1:	11.4886	10.4384	10.5024	11.201	16.6429
Length   52, alignments in bytes  3/ 4:	11.6248	11.7092	11.5538	9.83508	25.1193
Length   52, alignments in bytes  4/ 3:	11.6608	10.2938	10.6698	10.6495	17.1898
Length   52, alignments in bytes  5/ 7:	11.6921	11.713	11.5409	11.8973	21.2589
Length   52, alignments in bytes  7/ 5:	11.5481	10.2678	10.6663	11.9906	17.1958
Length   56, alignments in bytes  0/ 4:	11.8243	9.4364	9.06042	11.0382	17.4136
Length   56, alignments in bytes  4/ 0:	11.6558	10.5488	10.9293	12.3253	19.6493
Length   56, alignments in bytes  4/ 4:	11.8164	10.7722	10.9109	12.281	19.4352
Length   56, alignments in bytes  2/ 2:	11.8634	10.8896	10.9698	12.2941	20.9595
Length   56, alignments in bytes  2/ 6:	11.8511	10.2882	11.7709	12.2706	27.7828
Length   56, alignments in bytes  6/ 2:	11.4899	10.2694	10.6666	11.3752	20.1384
Length   56, alignments in bytes  1/ 7:	11.6902	11.9628	12.1339	11.3313	27.1453
Length   56, alignments in bytes  7/ 1:	11.5024	10.2839	10.6635	9.72021	18.4232
Length   56, alignments in bytes  3/ 4:	11.5221	11.7085	11.5327	12.0469	24.5302
Length   56, alignments in bytes  4/ 3:	12.1599	10.5312	10.9761	11.6538	18.9868
Length   56, alignments in bytes  5/ 7:	11.7832	11.9956	11.8314	12.3405	23.8558
Length   56, alignments in bytes  7/ 5:	11.9983	10.959	10.9548	9.95898	18.3451
Length   60, alignments in bytes  0/ 4:	11.7576	9.71729	9.07031	12.3352	18.8054
Length   60, alignments in bytes  4/ 0:	12.4117	10.2883	10.9243	9.54749	19.0869
Length   60, alignments in bytes  4/ 4:	12.9736	11.08	12.1069	9.23743	18.6597
Length   60, alignments in bytes  2/ 2:	11.8998	10.8976	10.9233	12.2894	23.5024
Length   60, alignments in bytes  2/ 6:	11.7352	11.9961	11.8542	12.3436	29.7528
Length   60, alignments in bytes  6/ 2:	12.3976	10.3043	10.5582	12.3441	17.9908
Length   60, alignments in bytes  1/ 7:	11.7748	11.9937	11.8458	12.3357	30.0083
Length   60, alignments in bytes  7/ 1:	12.3456	10.3109	10.599	10.5012	17.7198
Length   60, alignments in bytes  3/ 4:	11.9226	11.9951	11.8706	10.0776	27.825
Length   60, alignments in bytes  4/ 3:	12.385	11.076	12.0201	9.63733	18.8077
Length   60, alignments in bytes  5/ 7:	12.5308	11.0007	13.0205	10.8389	23.7611
Length   60, alignments in bytes  7/ 5:	12.8281	11.0927	12.1079	10.5518	17.677
Length   64, alignments in bytes  0/ 4:	14.6577	9.30994	8.88147	9.59937	19.3395
Length   64, alignments in bytes  4/ 0:	14.031	10.3049	11.0149	10.4048	21.1578
Length   64, alignments in bytes  4/ 4:	14.614	12.6367	13.5552	11.1776	20.9446
Length   64, alignments in bytes  2/ 2:	14.6383	10.1095	10.132	11.3306	22.4161
Length   64, alignments in bytes  2/ 6:	14.9424	10.6466	10.7336	12.0872	29.5297
Length   64, alignments in bytes  6/ 2:	15.167	10.2648	10.4186	12.0074	20.3174
Length   64, alignments in bytes  1/ 7:	14.9456	10.0322	9.60693	10.4606	29.963
Length   64, alignments in bytes  7/ 1:	15.1323	10.2606	10.4421	10.5582	19.855
Length   64, alignments in bytes  3/ 4:	14.9601	10.4639	10.415	11.0338	27.3856
Length   64, alignments in bytes  4/ 3:	15.0546	12.5511	12.7607	12.3383	20.2979
Length   64, alignments in bytes  5/ 7:	14.9355	13.8212	14.4142	12.4541	25.7411
Length   64, alignments in bytes  7/ 5:	15.1805	11.7039	11.6974	10.5568	19.8921
Length   68, alignments in bytes  0/ 4:	14.6837	12.0293	12.2714	11.7729	21.0493
Length   68, alignments in bytes  4/ 0:	13.9772	12.4698	12.5674	12.0842	20.6204
Length   68, alignments in bytes  4/ 4:	14.6499	12.2335	12.8951	11.1835	20.3478
Length   68, alignments in bytes  2/ 2:	14.6051	12.2625	12.215	12.3466	24.7256
Length   68, alignments in bytes  2/ 6:	15.012	13.4023	13.7539	11.8894	31.8118
Length   68, alignments in bytes  6/ 2:	15.1033	12.4774	12.598	12.3436	19.3979
Length   68, alignments in bytes  1/ 7:	14.9529	12.7379	12.8511	11.9635	32.3967
Length   68, alignments in bytes  7/ 1:	15.1271	12.1528	12.9004	12.3439	18.8075
Length   68, alignments in bytes  3/ 4:	14.9948	13.4324	13.7546	10.9894	29.8193
Length   68, alignments in bytes  4/ 3:	15.1533	12.2147	12.9941	12.3226	20.4989
Length   68, alignments in bytes  5/ 7:	14.9932	14.0358	14.3969	12.4702	25.9131
Length   68, alignments in bytes  7/ 5:	15.1177	12.2222	12.9561	12.684	18.8307
Length   72, alignments in bytes  0/ 4:	14.6398	11.7157	11.9911	11.8429	21.2305
Length   72, alignments in bytes  4/ 0:	13.9832	11.9067	12.116	12.6805	22.7477
Length   72, alignments in bytes  4/ 4:	14.6282	11.9855	12.1172	12.3345	22.5531
Length   72, alignments in bytes  2/ 2:	14.6143	12.0505	11.8954	12.3412	24.0643
Length   72, alignments in bytes  2/ 6:	14.9911	13.3275	13.413	12.2821	31.7145
Length   72, alignments in bytes  6/ 2:	15.0575	11.8689	12.0974	12.6899	21.6177
Length   72, alignments in bytes  1/ 7:	14.9977	13.3428	13.4221	12.1709	31.9573
Length   72, alignments in bytes  7/ 1:	15.1807	11.8726	12.5194	10.3038	19.9275
Length   72, alignments in bytes  3/ 4:	14.6245	12.1229	12.9331	12.0845	28.6683
Length   72, alignments in bytes  4/ 3:	14.7308	11.8463	11.7399	12.3829	24.7896
Length   72, alignments in bytes  5/ 7:	14.6265	12.1263	12.9258	12.0929	27.0156
Length   72, alignments in bytes  7/ 5:	14.7872	11.5563	11.8231	10.3062	19.9025
Length   76, alignments in bytes  0/ 4:	14.2489	11.3453	10.9718	11.8627	23.0516
Length   76, alignments in bytes  4/ 0:	14.3014	12.4672	13.2527	10.6418	21.5946
Length   76, alignments in bytes  4/ 4:	14.2983	11.9169	12.9446	9.92041	21.3745
Length   76, alignments in bytes  2/ 2:	14.2739	11.7738	11.7142	12.0505	27.7452
Length   76, alignments in bytes  2/ 6:	14.9977	12.7372	12.6232	11.8234	33.1786
Length   76, alignments in bytes  6/ 2:	14.7811	12.1835	13.2727	12.3888	20.4763
Length   76, alignments in bytes  1/ 7:	15.0063	12.3439	12.939	12.1125	34.3257
Length   76, alignments in bytes  7/ 1:	15.1084	12.4801	12.7538	10.9688	19.9573
Length   76, alignments in bytes  3/ 4:	15.0009	12.3624	13.228	11.0183	31.9159
Length   76, alignments in bytes  4/ 3:	15.1343	12.2147	13.3224	10.407	21.9587
Length   76, alignments in bytes  5/ 7:	14.9794	14.0499	14.3983	12.1334	28.0399
Length   76, alignments in bytes  7/ 5:	15.1121	12.2229	13.3462	11.4347	20.9828
Length   80, alignments in bytes  0/ 4:	14.5912	11.6699	11.8975	10.6934	23.0667
Length   80, alignments in bytes  4/ 0:	13.9702	12.2308	13.1766	11.3395	26.0817
Length   80, alignments in bytes  4/ 4:	14.6451	12.2882	11.7662	11.5171	24.1843
Length   80, alignments in bytes  2/ 2:	14.6156	12.2969	11.7451	11.9867	25.4447
Length   80, alignments in bytes  2/ 6:	14.9883	13.337	13.4008	12.7267	33.7542
Length   80, alignments in bytes  6/ 2:	15.1183	12.2318	13.2957	12.2028	23.0072
Length   80, alignments in bytes  1/ 7:	15.0157	13.516	13.3975	11.7954	34.04
Length   80, alignments in bytes  7/ 1:	15.0625	12.2617	13.3654	11.4412	21.668
Length   80, alignments in bytes  3/ 4:	15.0251	12.5223	13.2468	11.3354	31.562
Length   80, alignments in bytes  4/ 3:	15.0919	12.335	12.0083	12.4879	23.3978
Length   80, alignments in bytes  5/ 7:	15.0068	12.3612	13.2684	12.9081	29.6055
Length   80, alignments in bytes  7/ 5:	15.0912	12.2672	13.2847	11.431	21.5699
